"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","East Germany","Female","2.97","3","2606","2","2","4","4","5","2.93","3.01","1","5","3","3"
"2007","East Germany","Male","2.98","3","2416","2","2","4","4","5","2.94","3.02","1","5","3","3"
"2007","West Germany","Female","2.87","3","8166","1","2","4","4","5","2.85","2.89","1","5","3","3"
"2007","West Germany","Male","2.9","3","7380","2","2","4","4","5","2.88","2.92","1","5","3","3"
"2008","East Germany","Female","2.89","3","2479","2","2","3","4","5","2.85","2.93","1","5","3","3"
"2008","East Germany","Male","2.88","3","2309","2","2","3","4","5","2.84","2.92","1","5","3","3"
"2008","West Germany","Female","2.83","3","7668","1","2","3","4","5","2.81","2.85","1","5","3","3"
"2008","West Germany","Male","2.82","3","6924","1","2","3","4","5","2.8","2.84","1","5","3","3"
"2009","East Germany","Female","2.84","3","2360","2","2","3","4","5","2.8","2.88","1","5","3","3"
"2009","East Germany","Male","2.78","3","2187","2","2","3","4","5","2.74","2.82","1","5","3","3"
"2009","West Germany","Female","2.8","3","7083","1","2","3","4","5","2.78","2.82","1","5","3","3"
"2009","West Germany","Male","2.81","3","6427","1","2","3","4","5","2.79","2.83","1","5","3","3"
"2010","East Germany","Female","2.77","3","2146","1","2","3","4","5","2.73","2.81","1","5","3","3"
"2010","East Germany","Male","2.74","3","1981","1","2","3","4","5","2.7","2.78","1","5","3","3"
"2010","West Germany","Female","2.74","3","6600","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2010","West Germany","Male","2.75","3","5966","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2011","East Germany","Female","2.79","3","2576","1","2","3","4","5","2.75","2.83","1","5","3","3"
"2011","East Germany","Male","2.72","3","2335","1","2","3","4","5","2.68","2.76","1","5","3","3"
"2011","West Germany","Female","2.75","3","8389","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2011","West Germany","Male","2.73","3","7462","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2012","East Germany","Female","2.73","3","2563","1","2","3","4","5","2.69","2.77","1","5","3","3"
"2012","East Germany","Male","2.75","3","2302","1","2","3","4","5","2.71","2.79","1","5","3","3"
"2012","West Germany","Female","2.74","3","8299","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2012","West Germany","Male","2.7","3","7372","1","2","3","4","5","2.68","2.72","1","5","3","3"
"2013","East Germany","Female","2.78","3","3133","1","2","3","4","5","2.74","2.82","1","5","3","3"
"2013","East Germany","Male","2.77","3","2621","1","2","3","4","5","2.73","2.81","1","5","3","3"
"2013","West Germany","Female","2.77","3","10969","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2013","West Germany","Male","2.72","3","9001","1","2","3","4","5","2.7","2.74","1","5","3","3"
"2014","East Germany","Female","2.79","3","3056","1","2","3","4","5","2.75","2.83","1","5","3","3"
"2014","East Germany","Male","2.74","3","2556","1","2","3","4","5","2.7","2.78","1","5","3","3"
"2014","West Germany","Female","2.78","3","11631","1","2","3","4","5","2.76","2.8","1","5","3","3"
"2014","West Germany","Male","2.71","3","9908","1","2","3","4","5","2.69","2.73","1","5","3","3"
"2015","East Germany","Female","2.83","3","2869","2","2","3","4","5","2.79","2.87","1","5","3","3"
"2015","East Germany","Male","2.81","3","2412","1","2","3","4","5","2.77","2.85","1","5","3","3"
"2015","West Germany","Female","2.73","3","10753","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2015","West Germany","Male","2.71","3","9081","1","2","3","4","5","2.69","2.73","1","5","3","3"
"2016","East Germany","Female","2.78","3","2763","1","2","3","4","5","2.74","2.82","1","5","3","3"
"2016","East Germany","Male","2.76","3","2297","1","2","3","4","5","2.72","2.8","1","5","3","3"
"2016","West Germany","Female","2.77","3","10396","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2016","West Germany","Male","2.72","3","8799","1","2","3","4","5","2.7","2.74","1","5","3","3"
"2017","East Germany","Female","2.75","3","3033","1","2","3","4","5","2.71","2.79","1","5","3","3"
"2017","East Germany","Male","2.76","3","2591","2","2","3","4","5","2.72","2.8","1","5","3","3"
"2017","West Germany","Female","2.77","3","11255","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2017","West Germany","Male","2.7","3","9677","1","2","3","4","5","2.68","2.72","1","5","3","3"
"2018","East Germany","Female","2.75","3","2975","1","2","3","4","5","2.71","2.79","1","5","3","3"
"2018","East Germany","Male","2.66","3","2533","1","2","3","4","5","2.62","2.7","1","5","3","3"
"2018","West Germany","Female","2.77","3","10890","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2018","West Germany","Male","2.68","3","9287","1","2","3","4","5","2.66","2.7","1","5","3","3"
"2019","East Germany","Female","2.74","3","2917","1","2","3","4","5","2.7","2.78","1","5","3","3"
"2019","East Germany","Male","2.66","3","2657","1","2","3","4","5","2.62","2.7","1","5","3","3"
"2019","West Germany","Female","2.75","3","10541","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2019","West Germany","Male","2.63","3","9646","1","2","3","4","5","2.61","2.65","1","5","3","3"
