"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","Female","2.89","3","10772","1","2","4","4","5","2.87","2.91","1","5","3","3"
"2007","Male","2.92","3","9796","2","2","4","4","5","2.9","2.94","1","5","3","3"
"2008","Female","2.84","3","10147","1","2","3","4","5","2.82","2.86","1","5","3","3"
"2008","Male","2.83","3","9233","1","2","3","4","5","2.81","2.85","1","5","3","3"
"2009","Female","2.81","3","9443","1","2","3","4","5","2.79","2.83","1","5","3","3"
"2009","Male","2.81","3","8614","1","2","3","4","5","2.79","2.83","1","5","3","3"
"2010","Female","2.74","3","8746","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2010","Male","2.75","3","7947","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2011","Female","2.76","3","10965","1","2","3","4","5","2.74","2.78","1","5","3","3"
"2011","Male","2.73","3","9797","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2012","Female","2.74","3","10862","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2012","Male","2.71","3","9674","1","2","3","4","5","2.69","2.73","1","5","3","3"
"2013","Female","2.77","3","14102","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2013","Male","2.73","3","11622","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2014","Female","2.78","3","14687","1","2","3","4","5","2.76","2.8","1","5","3","3"
"2014","Male","2.72","3","12464","1","2","3","4","5","2.7","2.74","1","5","3","3"
"2015","Female","2.75","3","13622","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2015","Male","2.73","3","11493","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2016","Female","2.77","3","13159","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2016","Male","2.73","3","11096","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2017","Female","2.76","3","14288","1","2","3","4","5","2.74","2.78","1","5","3","3"
"2017","Male","2.71","3","12268","1","2","3","4","5","2.69","2.73","1","5","3","3"
"2018","Female","2.77","3","13865","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2018","Male","2.68","3","11820","1","2","3","4","5","2.66","2.7","1","5","3","3"
"2019","Female","2.75","3","13495","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2019","Male","2.64","3","12341","1","2","3","4","5","2.62","2.66","1","5","3","3"
