"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","direct migration background","2.89","3","2128","1","2","4","4","5","2.85","2.93","1","5","3","3"
"2007","indirect migration background","3.08","3","786","2","3","4","4","5","3.01","3.15","1","5","3","3"
"2007","no migration background","2.9","3","17654","1","2","4","4","5","2.88","2.92","1","5","3","3"
"2008","direct migration background","2.81","3","1906","1","2","3","4","5","2.77","2.85","1","5","3","3"
"2008","indirect migration background","3","3","772","2","2","4","4","5","2.93","3.07","1","5","3","3"
"2008","no migration background","2.83","3","16702","1","2","3","4","5","2.82","2.84","1","5","3","3"
"2009","direct migration background","2.84","3","1661","2","2","3","4","5","2.79","2.89","1","5","3","3"
"2009","indirect migration background","2.99","3","715","2","2","4","4","5","2.92","3.06","1","5","3","3"
"2009","no migration background","2.79","3","15681","1","2","3","4","5","2.77","2.81","1","5","3","3"
"2010","direct migration background","2.76","3","1472","1","2","3","4","5","2.71","2.81","1","5","3","3"
"2010","indirect migration background","2.99","3","658","2","2","4","4","5","2.91","3.07","1","5","3","3"
"2010","no migration background","2.73","3","14563","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2011","direct migration background","2.73","3","2016","1","2","3","4","5","2.69","2.77","1","5","3","3"
"2011","indirect migration background","2.97","3","796","2","2","4","4","5","2.9","3.04","1","5","3","3"
"2011","no migration background","2.74","3","17950","1","2","3","4","5","2.73","2.75","1","5","3","3"
"2012","direct migration background","2.73","3","1948","1","2","3","4","5","2.69","2.77","1","5","3","3"
"2012","indirect migration background","2.87","3","797","2","2","3","4","5","2.8","2.94","1","5","3","3"
"2012","no migration background","2.71","3","17791","1","2","3","4","5","2.7","2.72","1","5","3","3"
"2013","direct migration background","2.82","3","2692","2","2","3","4","5","2.78","2.86","1","5","3","3"
"2013","indirect migration background","2.88","3","1204","2","2","4","4","5","2.82","2.94","1","5","3","3"
"2013","no migration background","2.74","3","21828","1","2","3","4","5","2.73","2.75","1","5","3","3"
"2014","direct migration background","2.73","3","5111","1","2","3","4","5","2.7","2.76","1","5","3","3"
"2014","indirect migration background","2.97","3","1794","2","2","4","4","5","2.92","3.02","1","5","3","3"
"2014","no migration background","2.74","3","20246","1","2","3","4","5","2.73","2.75","1","5","3","3"
"2015","direct migration background","2.71","3","4306","1","2","3","4","5","2.68","2.74","1","5","3","3"
"2015","indirect migration background","2.91","3","1631","2","2","4","4","5","2.86","2.96","1","5","3","3"
"2015","no migration background","2.73","3","19178","1","2","3","4","5","2.72","2.74","1","5","3","3"
"2016","direct migration background","2.69","3","4792","1","2","3","4","5","2.66","2.72","1","5","3","3"
"2016","indirect migration background","2.94","3","1548","2","2","4","4","5","2.89","2.99","1","5","3","3"
"2016","no migration background","2.75","3","17915","1","2","3","4","5","2.74","2.76","1","5","3","3"
"2017","direct migration background","2.72","3","4580","1","2","3","4","5","2.69","2.75","1","5","3","3"
"2017","indirect migration background","2.97","3","1690","2","2","4","4","5","2.92","3.02","1","5","3","3"
"2017","no migration background","2.72","3","20286","1","2","3","4","5","2.71","2.73","1","5","3","3"
"2018","direct migration background","2.75","3","4388","1","2","3","4","5","2.72","2.78","1","5","3","3"
"2018","indirect migration background","2.93","3","1699","2","2","4","4","5","2.88","2.98","1","5","3","3"
"2018","no migration background","2.7","3","19598","1","2","3","4","5","2.69","2.71","1","5","3","3"
"2019","direct migration background","2.68","3","3856","1","2","3","4","5","2.65","2.71","1","5","3","3"
"2019","indirect migration background","2.82","3","1709","1","2","4","4","5","2.77","2.87","1","5","3","3"
"2019","no migration background","2.68","3","20280","1","2","3","4","5","2.67","2.69","1","5","3","3"
