"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","general elemantary","Rural Area","2.81","3","747","1","2","3","4","5","2.74","2.88","1","5","3","3"
"2007","general elemantary","Urban Area","2.79","3","1474","1","2","3","4","5","2.73","2.85","1","5","3","3"
"2007","higher education","Rural Area","2.96","3","1259","2","2","4","4","5","2.91","3.01","1","5","3","3"
"2007","higher education","Urban Area","2.96","3","3137","2","2","4","4","5","2.93","2.99","1","5","3","3"
"2007","higher vocational","Rural Area","2.91","3","577","2","2","3","4","5","2.83","2.99","1","5","3","3"
"2007","higher vocational","Urban Area","2.92","3","958","2","2","4","4","5","2.86","2.98","1","5","3","3"
"2007","in school","Rural Area","2.88","3","114","2","2","4","4","5","2.72","3.04","1","5","3","3"
"2007","in school","Urban Area","2.91","3","228","1","2","4","4","5","2.77","3.05","1","5","3","3"
"2007","inadequately","Rural Area","2.96","3","66","1","2","4","5","5","2.66","3.26","1","5","3","3"
"2007","inadequately","Urban Area","3.18","3","152","2","3","4","4","5","2.99","3.37","1","5","3","3"
"2007","middle vocational","Rural Area","2.92","3","3800","2","2","4","4","5","2.89","2.95","1","5","3","3"
"2007","middle vocational","Urban Area","2.87","3","6548","1","2","4","4","5","2.84","2.9","1","5","3","3"
"2007","vocational + Abi","Rural Area","3.04","3","290","2","3","4","4","5","2.93","3.15","1","5","3","3"
"2007","vocational + Abi","Urban Area","2.99","3","882","1","2","4","4","5","2.92","3.06","1","5","3","3"
"2008","general elemantary","Rural Area","2.71","3","686","1","2","3","4","5","2.64","2.78","1","5","3","3"
"2008","general elemantary","Urban Area","2.78","3","1345","1","2","3","4","5","2.72","2.84","1","5","3","3"
"2008","higher education","Rural Area","2.86","3","1203","1","2","3","4","5","2.81","2.91","1","5","3","3"
"2008","higher education","Urban Area","2.79","3","2996","2","2","3","4","5","2.76","2.82","1","5","3","3"
"2008","higher vocational","Rural Area","2.92","3","528","2","2","3","4","5","2.84","3","1","5","3","3"
"2008","higher vocational","Urban Area","2.97","3","888","2","2","4","4","5","2.9","3.04","1","5","3","3"
