"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","2.9","3","20568","1","2","4","4","5","2.89","2.91","1","5","3","3"
"2008","2.83","3","19380","1","2","3","4","5","2.82","2.84","1","5","3","3"
"2009","2.81","3","18057","1","2","3","4","5","2.8","2.82","1","5","3","3"
"2010","2.75","3","16693","1","2","3","4","5","2.74","2.76","1","5","3","3"
"2011","2.74","3","20762","1","2","3","4","5","2.73","2.75","1","5","3","3"
"2012","2.72","3","20536","1","2","3","4","5","2.71","2.73","1","5","3","3"
"2013","2.75","3","25724","1","2","3","4","5","2.74","2.76","1","5","3","3"
"2014","2.75","3","27151","1","2","3","4","5","2.74","2.76","1","5","3","3"
"2015","2.74","3","25115","1","2","3","4","5","2.73","2.75","1","5","3","3"
"2016","2.75","3","24255","1","2","3","4","5","2.74","2.76","1","5","3","3"
"2017","2.74","3","26556","1","2","3","4","5","2.73","2.75","1","5","3","3"
"2018","2.72","3","25685","1","2","3","4","5","2.71","2.73","1","5","3","3"
"2019","2.69","3","25845","1","2","3","4","5","2.68","2.7","1","5","3","3"
