"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2007","Rural Area","2.92","3","6959","2","2","4","4","5","2.9","2.94","1","5","3","3"
"2007","Urban Area","2.9","3","13609","1","2","4","4","5","2.88","2.92","1","5","3","3"
"2008","Rural Area","2.84","3","6557","2","2","3","4","5","2.82","2.86","1","5","3","3"
"2008","Urban Area","2.83","3","12823","1","2","3","4","5","2.81","2.85","1","5","3","3"
"2009","Rural Area","2.8","3","6234","2","2","3","4","5","2.78","2.82","1","5","3","3"
"2009","Urban Area","2.81","3","11823","1","2","3","4","5","2.79","2.83","1","5","3","3"
"2010","Rural Area","2.75","3","5658","2","2","3","4","5","2.73","2.77","1","5","3","3"
"2010","Urban Area","2.74","3","11035","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2011","Rural Area","2.73","3","7233","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2011","Urban Area","2.75","3","13529","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2012","Rural Area","2.74","3","7285","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2012","Urban Area","2.71","3","13251","1","2","3","4","5","2.69","2.73","1","5","3","3"
"2013","Rural Area","2.75","3","9213","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2013","Urban Area","2.75","3","16511","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2014","Rural Area","2.7","3","9297","1","2","3","4","5","2.68","2.72","1","5","3","3"
"2014","Urban Area","2.77","3","17854","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2015","Rural Area","2.77","3","8720","1","2","3","4","5","2.75","2.79","1","5","3","3"
"2015","Urban Area","2.73","3","16395","1","2","3","4","5","2.71","2.75","1","5","3","3"
"2016","Rural Area","2.76","3","8367","1","2","3","4","5","2.74","2.78","1","5","3","3"
"2016","Urban Area","2.75","3","15888","1","2","3","4","5","2.73","2.77","1","5","3","3"
"2017","Rural Area","2.74","3","9407","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2017","Urban Area","2.74","3","17149","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2018","Rural Area","2.7","3","9028","1","2","3","4","5","2.68","2.72","1","5","3","3"
"2018","Urban Area","2.74","3","16657","1","2","3","4","5","2.72","2.76","1","5","3","3"
"2019","Rural Area","2.7","3","8867","1","2","3","4","5","2.68","2.72","1","5","3","3"
"2019","Urban Area","2.68","3","15458","1","2","3","4","5","2.66","2.7","1","5","3","3"
