"ple0179","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","Male","403","0.113533376308401","0.102740494136929","0.124326258479872"
"Daily","2016","Not Employed","Female","347","0.0525159233510948","0.04618767030689","0.0588441763952996"
"Daily","2016","Employed","Male","1239","0.147607271072721","0.139715708705384","0.155498833440057"
"Daily","2016","Employed","Female","572","0.0619243056065794","0.0567503970060111","0.0670982142071477"
"Four to six days a week","2016","Not Employed","Male","766","0.209282213469152","0.195442682278261","0.223121744660044"
"Four to six days a week","2016","Not Employed","Female","855","0.173635404986683","0.162889144416014","0.184381665557353"
"Four to six days a week","2016","Employed","Male","2330","0.299236255466715","0.289048414256044","0.309424096677386"
"Four to six days a week","2016","Employed","Female","1654","0.193796641844151","0.185311391440637","0.202281892247665"
"Two to three days a week","2016","Not Employed","Male","1690","0.526520770423897","0.509534318080962","0.543507222766833"
"Two to three days a week","2016","Not Employed","Female","2471","0.521352229157609","0.507180396628292","0.535524061686926"
"Two to three days a week","2016","Employed","Male","3319","0.437175248611243","0.426139453566199","0.448211043656287"
"Two to three days a week","2016","Employed","Female","3975","0.468747329700894","0.458034869920158","0.479459789481631"
"Two to four days a month","2016","Not Employed","Male","349","0.115776990180089","0.104891788036983","0.126662192323195"
"Two to four days a month","2016","Not Employed","Female","769","0.175302666648793","0.16451583426685","0.186089499030736"
"Two to four days a month","2016","Employed","Male","644","0.0840732770823996","0.0778995332915615","0.0902470208732377"
"Two to four days a month","2016","Employed","Female","1380","0.170202962921662","0.162135467344661","0.178270458498664"
"Once a month or less","2016","Not Employed","Male","70","0.0198727268913259","0.0151246861818798","0.0246207676007721"
"Once a month or less","2016","Not Employed","Female","176","0.0450535145677088","0.0391690598000748","0.0509379693353427"
"Once a month or less","2016","Employed","Male","115","0.0154838482776579","0.0127369655053427","0.0182307310499731"
"Once a month or less","2016","Employed","Female","377","0.0560382690432232","0.0511009773262173","0.0609755607602292"
"Never","2016","Not Employed","Male","41","0.0150139227271346","0.0108767219376419","0.0191511235166273"
"Never","2016","Not Employed","Female","155","0.0321402612881119","0.027136653180596","0.0371438693956278"
"Never","2016","Employed","Male","114","0.0164240994892637","0.0135963953183098","0.0192518036602177"
"Never","2016","Employed","Female","378","0.0492904908834893","0.0446434688827343","0.0539375128842443"
"Daily","2017","Not Employed","Male","","","",""
"Daily","2017","Not Employed","Female","","","",""
"Daily","2017","Employed","Male","","","",""
"Daily","2017","Employed","Female","","","",""
