"ple0179","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","(0) in school","50","0.213908967478332","0.164444077857721","0.263373857098943"
"Daily","2016","Not Employed","(1a) inadequately completed","33","0.0760357511361097","0.0425022442188338","0.109569258053386"
"Daily","2016","Not Employed","(1b) general elementary school","96","0.0706038582074568","0.0547031978313315","0.0865045185835821"
"Daily","2016","Not Employed","(1c) basic vocational qualification","182","0.0677543383557477","0.0575561163618418","0.0779525603496537"
"Daily","2016","Not Employed","(2b) intermediate general qualification","39","0.119009976476407","0.0800978958977877","0.157922057055027"
"Daily","2016","Not Employed","(2a) intermediate vocational","115","0.0736322657194572","0.0595270089730409","0.0877375224658736"
"Daily","2016","Not Employed","(2c_gen) general maturity certificate","46","0.120169465196592","0.0895073015680762","0.150831628825108"
"Daily","2016","Not Employed","(2c_voc) vocational maturity certificate","33","0.0615829051557142","0.0395906487671239","0.0835751615443045"
"Daily","2016","Not Employed","(3a) lower tertiary education","38","0.0678551561197055","0.0463421268968236","0.0893681853425874"
"Daily","2016","Not Employed","(3b) higher tertiary education","84","0.0939374997131981","0.0755495447883428","0.112325454638053"
"Daily","2016","Employed","(0) in school","12","","",""
"Daily","2016","Employed","(1a) inadequately completed","48","0.179558814338086","0.130796231199233","0.228321397476939"
"Daily","2016","Employed","(1b) general elementary school","147","0.123377149051017","0.102172266844605","0.14458203125743"
"Daily","2016","Employed","(1c) basic vocational qualification","338","0.105162610013794","0.0936448618865438","0.116680358141044"
"Daily","2016","Employed","(2b) intermediate general qualification","76","0.130198722918333","0.0982048357635952","0.16219261007307"
"Daily","2016","Employed","(2a) intermediate vocational","438","0.1219228022757","0.111783060083171","0.13206254446823"
"Daily","2016","Employed","(2c_gen) general maturity certificate","85","0.110249701226681","0.0888387992047586","0.131660603248603"
"Daily","2016","Employed","(2c_voc) vocational maturity certificate","241","0.116557973167505","0.102398582331067","0.130717364003944"
"Daily","2016","Employed","(3a) lower tertiary education","84","0.0598181919319165","0.0469416737353546","0.0726947101284784"
"Daily","2016","Employed","(3b) higher tertiary education","251","0.0775724200776317","0.0681437995196776","0.0870010406355858"
"Four to six days a week","2016","Not Employed","(0) in school","64","0.288425136458983","0.233777299066299","0.343072973851667"
"Four to six days a week","2016","Not Employed","(1a) inadequately completed","53","0.290661356007173","0.233214941441701","0.348107770572646"
"Four to six days a week","2016","Not Employed","(1b) general elementary school","200","0.174754524997583","0.151181989268314","0.198327060726852"
"Four to six days a week","2016","Not Employed","(1c) basic vocational qualification","434","0.173644347179664","0.158273261346602","0.189015433012726"
"Four to six days a week","2016","Not Employed","(2b) intermediate general qualification","56","0.22335396094744","0.173302625704343","0.273405296190538"
"Four to six days a week","2016","Not Employed","(2a) intermediate vocational","272","0.206804723561685","0.18493086043511","0.228678586688259"
"Four to six days a week","2016","Not Employed","(2c_gen) general maturity certificate","120","0.258697783353849","0.21740252184144","0.299993044866258"
"Four to six days a week","2016","Not Employed","(2c_voc) vocational maturity certificate","86","0.175933099252272","0.141099627597665","0.21076657090688"
"Four to six days a week","2016","Not Employed","(3a) lower tertiary education","95","0.158117701331438","0.126908376427395","0.189327026235482"
"Four to six days a week","2016","Not Employed","(3b) higher tertiary education","186","0.167151807204226","0.143635273057613","0.190668341350838"
"Four to six days a week","2016","Employed","(0) in school","18","","",""
"Four to six days a week","2016","Employed","(1a) inadequately completed","61","0.251409215319073","0.19629388088061","0.306524549757535"
"Four to six days a week","2016","Employed","(1b) general elementary school","231","0.21616062633757","0.189619830698546","0.242701421976594"
"Four to six days a week","2016","Employed","(1c) basic vocational qualification","754","0.269567237161553","0.252906718634542","0.286227755688564"
"Four to six days a week","2016","Employed","(2b) intermediate general qualification","120","0.355903164578121","0.310383910833291","0.401422418322951"
"Four to six days a week","2016","Employed","(2a) intermediate vocational","946","0.234103238704075","0.220981030540813","0.247225446867337"
"Four to six days a week","2016","Employed","(2c_gen) general maturity certificate","174","0.217862560847171","0.189643339773234","0.246081781921108"
"Four to six days a week","2016","Employed","(2c_voc) vocational maturity certificate","478","0.260332747507443","0.240969992740533","0.279695502274353"
"Four to six days a week","2016","Employed","(3a) lower tertiary education","322","0.257444654840815","0.233704571615715","0.281184738065914"
"Four to six days a week","2016","Employed","(3b) higher tertiary education","739","0.239487754388621","0.224445147368291","0.254530361408951"
"Two to three days a week","2016","Not Employed","(0) in school","95","0.332932709299698","0.276085495621637","0.389779922977759"
"Two to three days a week","2016","Not Employed","(1a) inadequately completed","119","0.446666110534905","0.383769447232669","0.50956277383714"
"Two to three days a week","2016","Not Employed","(1b) general elementary school","507","0.546243387968504","0.515340071335503","0.577146704601506"
"Two to three days a week","2016","Not Employed","(1c) basic vocational qualification","1322","0.563928570173864","0.543806086328791","0.584051054018937"
"Two to three days a week","2016","Not Employed","(2b) intermediate general qualification","124","0.484445718406079","0.424388248459529","0.54450318835263"
"Two to three days a week","2016","Not Employed","(2a) intermediate vocational","659","0.491088686851733","0.464089155806583","0.518088217896883"
"Two to three days a week","2016","Not Employed","(2c_gen) general maturity certificate","164","0.396776203486696","0.350642506452132","0.44290990052126"
"Two to three days a week","2016","Not Employed","(2c_voc) vocational maturity certificate","245","0.54637420675756","0.500829730413095","0.591918683102025"
"Two to three days a week","2016","Not Employed","(3a) lower tertiary education","307","0.605138165120043","0.563324494772531","0.646951835467555"
"Two to three days a week","2016","Not Employed","(3b) higher tertiary education","482","0.479359332088733","0.447872099553269","0.510846564624198"
"Two to three days a week","2016","Employed","(0) in school","23","","",""
"Two to three days a week","2016","Employed","(1a) inadequately completed","99","0.44854821287697","0.385362636409861","0.511733789344078"
"Two to three days a week","2016","Employed","(1b) general elementary school","426","0.516401472902476","0.484179782068665","0.548623163736287"
"Two to three days a week","2016","Employed","(1c) basic vocational qualification","1252","0.465391256311045","0.446663231491115","0.484119281130975"
"Two to three days a week","2016","Employed","(2b) intermediate general qualification","163","0.34750854440948","0.302237159103204","0.392779929715756"
"Two to three days a week","2016","Employed","(2a) intermediate vocational","1910","0.470651452882456","0.455183292732326","0.486119613032585"
"Two to three days a week","2016","Employed","(2c_gen) general maturity certificate","364","0.425342224686458","0.391544608088163","0.459139841284753"
"Two to three days a week","2016","Employed","(2c_voc) vocational maturity certificate","879","0.429204236595474","0.407364021111247","0.4510444520797"
"Two to three days a week","2016","Employed","(3a) lower tertiary education","595","0.4330251641562","0.406121319750459","0.459929008561941"
"Two to three days a week","2016","Employed","(3b) higher tertiary education","1395","0.455668543798508","0.43811420043008","0.473222887166937"
"Two to four days a month","2016","Not Employed","(0) in school","35","0.127255430380784","0.0870552624546553","0.167455598306912"
"Two to four days a month","2016","Not Employed","(1a) inadequately completed","30","0.173041769691033","0.125183198235835","0.22090034114623"
"Two to four days a month","2016","Not Employed","(1b) general elementary school","147","0.147449921251783","0.125441811976318","0.169458030527247"
"Two to four days a month","2016","Not Employed","(1c) basic vocational qualification","305","0.149491407566779","0.135022418451493","0.163960396682064"
"Two to four days a month","2016","Not Employed","(2b) intermediate general qualification","29","","",""
"Two to four days a month","2016","Not Employed","(2a) intermediate vocational","202","0.161778618866098","0.141890434718305","0.181666803013891"
"Two to four days a month","2016","Not Employed","(2c_gen) general maturity certificate","52","0.137876415096661","0.105364992585806","0.170387837607516"
"Two to four days a month","2016","Not Employed","(2c_voc) vocational maturity certificate","69","0.163405645781528","0.129581040149289","0.197230251413767"
"Two to four days a month","2016","Not Employed","(3a) lower tertiary education","61","0.121138013190494","0.0932274241125323","0.149048602268455"
"Two to four days a month","2016","Not Employed","(3b) higher tertiary education","143","0.164505194996716","0.141138540365047","0.187871849628384"
"Two to four days a month","2016","Employed","(0) in school","7","","",""
"Two to four days a month","2016","Employed","(1a) inadequately completed","20","","",""
"Two to four days a month","2016","Employed","(1b) general elementary school","82","0.0931482879251166","0.0744083700855048","0.111888205764728"
"Two to four days a month","2016","Employed","(1c) basic vocational qualification","289","0.115496636901273","0.103496139391019","0.127497134411527"
"Two to four days a month","2016","Employed","(2b) intermediate general qualification","40","0.113115106695234","0.0830025549388335","0.143227658451634"
"Two to four days a month","2016","Employed","(2a) intermediate vocational","508","0.124034624105245","0.113819749660913","0.134249498549577"
"Two to four days a month","2016","Employed","(2c_gen) general maturity certificate","104","0.113020271261584","0.0913757889879077","0.134664753535261"
"Two to four days a month","2016","Employed","(2c_voc) vocational maturity certificate","247","0.124174601009358","0.109623036035407","0.138726165983308"
"Two to four days a month","2016","Employed","(3a) lower tertiary education","205","0.170372086296761","0.149958618786077","0.190785553807444"
"Two to four days a month","2016","Employed","(3b) higher tertiary education","460","0.137117648672219","0.124993512089211","0.149241785255227"
"Once a month or less","2016","Not Employed","(0) in school","10","","",""
"Once a month or less","2016","Not Employed","(1a) inadequately completed","2","","",""
