"ple0179","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Schleswig-Holstein","Male","61","0.135427728221478","0.100655616271449","0.170199840171508"
"Daily","2016","Schleswig-Holstein","Female","34","0.0376937841921963","0.0199785000980193","0.0554090682863733"
"Daily","2016","Hamburg","Male","23","","",""
"Daily","2016","Hamburg","Female","17","","",""
"Daily","2016","Lower Saxony","Male","201","0.175074324888944","0.15258567320981","0.197562976568078"
"Daily","2016","Lower Saxony","Female","131","0.102051316129347","0.0853960205628394","0.118706611695854"
"Daily","2016","Bremen","Male","16","","",""
"Daily","2016","Bremen","Female","7","","",""
"Daily","2016","North Rhine-Westphalia","Male","316","0.129820300583997","0.116140697528065","0.143499903639928"
"Daily","2016","North Rhine-Westphalia","Female","183","0.0569051020032454","0.048191123688518","0.0656190803179728"
"Daily","2016","Hesse","Male","120","0.151660103519339","0.125851366143295","0.177468840895382"
"Daily","2016","Hesse","Female","52","0.0431454068278849","0.0296206707365052","0.0566701429192646"
"Daily","2016","Rhineland-Palatinate,Saarland","Male","79","0.106535059049597","0.0834646786341465","0.129605439465047"
"Daily","2016","Rhineland-Palatinate,Saarland","Female","52","0.0767046870170057","0.058217415326126","0.0951919587078854"
"Daily","2016","Baden-Württemberg","Male","134","0.106008317122615","0.0892025499845795","0.12281408426065"
"Daily","2016","Baden-Württemberg","Female","74","0.0365516160044679","0.0272214343063645","0.0458817977025713"
"Daily","2016","Bavaria","Male","233","0.1165507361173","0.101606038663734","0.131495433570867"
"Daily","2016","Bavaria","Female","139","0.0488234560149589","0.0396306351058593","0.0580162769240585"
"Daily","2016","Berlin","Male","68","0.139500585868806","0.105757570893554","0.173243600844058"
"Daily","2016","Berlin","Female","38","0.0592120098471209","0.0384200094283814","0.0800040102658605"
"Daily","2016","Brandenburg","Male","64","0.115964261234267","0.0855595918354486","0.146368930633086"
"Daily","2016","Brandenburg","Female","33","0.0441835928386269","0.0264865392577304","0.0618806464195234"
"Daily","2016","Mecklenburg-Western Pomerania","Male","62","0.308192699468154","0.249156566304775","0.367228832631532"
"Daily","2016","Mecklenburg-Western Pomerania","Female","33","0.123426275370458","0.085371849100758","0.161480701640158"
"Daily","2016","Saxony","Male","104","0.14774329821408","0.121285836592447","0.174200759835713"
"Daily","2016","Saxony","Female","43","0.0358581352424836","0.0226993823915267","0.0490168880934405"
"Daily","2016","Saxony-Anhalt","Male","79","0.182745469033954","0.143099080176456","0.222391857891451"
"Daily","2016","Saxony-Anhalt","Female","42","0.0740272942916115","0.0501792578691026","0.0978753307141204"
"Daily","2016","Thuringia","Male","82","0.183946369461106","0.146305829283555","0.221586909638657"
"Daily","2016","Thuringia","Female","41","0.0708765981191754","0.0482928831242849","0.093460313114066"
"Four to six days a week","2016","Schleswig-Holstein","Male","106","0.296408094012288","0.250001246425927","0.34281494159865"
"Four to six days a week","2016","Schleswig-Holstein","Female","92","0.234229866326603","0.194836149994139","0.273623582659068"
"Four to six days a week","2016","Hamburg","Male","53","0.242085298602813","0.181496568449083","0.302674028756543"
"Four to six days a week","2016","Hamburg","Female","46","0.200180621663758","0.148802631837255","0.251558611490262"
"Four to six days a week","2016","Lower Saxony","Male","320","0.258227006826805","0.232328118887887","0.284125894765724"
"Four to six days a week","2016","Lower Saxony","Female","253","0.208086574238809","0.185751975051372","0.230421173426247"
"Four to six days a week","2016","Bremen","Male","17","","",""
"Four to six days a week","2016","Bremen","Female","17","","",""
"Four to six days a week","2016","North Rhine-Westphalia","Male","662","0.273138074145478","0.255003189459172","0.291272958831783"
"Four to six days a week","2016","North Rhine-Westphalia","Female","563","0.18963293089556","0.174887381955373","0.204378479835746"
"Four to six days a week","2016","Hesse","Male","204","0.277701146453451","0.245476108502336","0.309926184404565"
"Four to six days a week","2016","Hesse","Female","161","0.202172537268183","0.17543914236571","0.228905932170655"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Male","186","0.251132771910216","0.218704498176691","0.283561045643742"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Female","156","0.161675153174891","0.136099933847123","0.18725037250266"
"Four to six days a week","2016","Baden-Württemberg","Male","383","0.274094609627709","0.249743884947243","0.298445334308175"
"Four to six days a week","2016","Baden-Württemberg","Female","273","0.156363003839413","0.138305097564628","0.174420910114199"
"Four to six days a week","2016","Bavaria","Male","530","0.311890102119804","0.290314222560452","0.333465981679157"
"Four to six days a week","2016","Bavaria","Female","399","0.179394823981004","0.163027561225141","0.195762086736867"
"Four to six days a week","2016","Berlin","Male","92","0.238916596222829","0.197386793822194","0.280446398623465"
"Four to six days a week","2016","Berlin","Female","75","0.138609741951751","0.108169903241074","0.169049580662429"
"Four to six days a week","2016","Brandenburg","Male","101","0.222453798245915","0.182960236160552","0.261947360331278"
"Four to six days a week","2016","Brandenburg","Female","100","0.207839447438838","0.172896960889176","0.2427819339885"
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Male","56","0.228546878592655","0.174861431125088","0.282232326060222"
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Female","53","0.218241010797859","0.170453790755393","0.266028230840325"
"Four to six days a week","2016","Saxony","Male","180","0.252205663193507","0.21982560906651","0.284585717320504"
"Four to six days a week","2016","Saxony","Female","140","0.181130695986042","0.153875222393558","0.208386169578526"
"Four to six days a week","2016","Saxony-Anhalt","Male","89","0.227980959459316","0.184941683852023","0.271020235066609"
"Four to six days a week","2016","Saxony-Anhalt","Female","75","0.19727803499297","0.161030411709241","0.233525658276699"
"Four to six days a week","2016","Thuringia","Male","117","0.310944960298156","0.265975300271557","0.355914620324756"
"Four to six days a week","2016","Thuringia","Female","106","0.229241462882045","0.192249020139868","0.266233905624222"
"Two to three days a week","2016","Schleswig-Holstein","Male","160","0.417243115298961","0.367134209747289","0.467352020850634"
"Two to three days a week","2016","Schleswig-Holstein","Female","213","0.456205760409724","0.409876614950405","0.502534905869043"
"Two to three days a week","2016","Hamburg","Male","91","0.513400060131404","0.442701354983657","0.584098765279151"
"Two to three days a week","2016","Hamburg","Female","109","0.44524153107554","0.381426948216152","0.509056113934927"
"Two to three days a week","2016","Lower Saxony","Male","463","0.455308158125335","0.425838647187552","0.484777669063118"
"Two to three days a week","2016","Lower Saxony","Female","612","0.476465749369351","0.448986448883602","0.503945049855101"
"Two to three days a week","2016","Bremen","Male","40","0.483858831315032","0.375694330253981","0.592023332376083"
"Two to three days a week","2016","Bremen","Female","40","0.462522741156766","0.361729651872513","0.56331583044102"
"Two to three days a week","2016","North Rhine-Westphalia","Male","1036","0.460714740800454","0.440427497136895","0.481001984464013"
"Two to three days a week","2016","North Rhine-Westphalia","Female","1290","0.489631564100028","0.47082801705008","0.508435111149976"
"Two to three days a week","2016","Hesse","Male","338","0.457706277065572","0.42185894314462","0.493553610986523"
"Two to three days a week","2016","Hesse","Female","425","0.480358578028696","0.447102333959636","0.513614822097756"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Male","348","0.521202558383134","0.483847544471664","0.558557572294605"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Female","424","0.51493914579833","0.480220112457726","0.549658179138934"
"Two to three days a week","2016","Baden-Württemberg","Male","597","0.480317420559177","0.453043040942252","0.507591800176103"
"Two to three days a week","2016","Baden-Württemberg","Female","799","0.523706606616272","0.49887505321292","0.548538160019625"
