"ple0179","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Full Time","no migration background","810","0.117542327556296","0.109830545018751","0.12525411009384"
"Daily","2016","Full Time","direct migration background","291","0.133351370948555","0.117715919023346","0.148986822873763"
"Daily","2016","Full Time","indirect migration background","79","0.127364477725033","0.101352461584294","0.153376493865772"
"Daily","2016","Part Time","no migration background","386","0.0779091472508377","0.0703929721464938","0.0854253223551817"
"Daily","2016","Part Time","direct migration background","196","0.111384046938779","0.0957067391937227","0.127061354683835"
"Daily","2016","Part Time","indirect migration background","49","0.109328425127417","0.0824558953129967","0.136200954941838"
"Daily","2016","Not Working","no migration background","523","0.0740686881282732","0.0675844402671395","0.0805529359894068"
"Daily","2016","Not Working","direct migration background","177","0.0969798585638871","0.0816418292283897","0.112317887899384"
"Daily","2016","Not Working","indirect migration background","50","0.114086804200628","0.0827745891680932","0.145399019233164"
"Four to six days a week","2016","Full Time","no migration background","1872","0.278058462449951","0.267330190764224","0.288786734135679"
"Four to six days a week","2016","Full Time","direct migration background","430","0.228582979607956","0.209269669135126","0.247896290080786"
"Four to six days a week","2016","Full Time","indirect migration background","153","0.238855927914072","0.205587302426732","0.272124553401411"
"Four to six days a week","2016","Part Time","no migration background","1067","0.228770693635548","0.216991711487446","0.240549675783649"
"Four to six days a week","2016","Part Time","direct migration background","335","0.173881159341354","0.154994703776621","0.192767614906087"
"Four to six days a week","2016","Part Time","indirect migration background","127","0.227129798728871","0.191049215372076","0.263210382085666"
"Four to six days a week","2016","Not Working","no migration background","1250","0.187828102002909","0.178157418727801","0.197498785278018"
"Four to six days a week","2016","Not Working","direct migration background","279","0.19352763085329","0.173051574857576","0.214003686849004"
"Four to six days a week","2016","Not Working","indirect migration background","92","0.195895484984585","0.156805188750111","0.234985781219059"
"Two to three days a week","2016","Full Time","no migration background","2912","0.446640198506863","0.434736185381943","0.458544211631783"
"Two to three days a week","2016","Full Time","direct migration background","799","0.450258733897653","0.427376395127304","0.473141072668002"
"Two to three days a week","2016","Full Time","indirect migration background","274","0.415145473974014","0.376698913507497","0.45359203444053"
"Two to three days a week","2016","Part Time","no migration background","2358","0.461450335085757","0.447470850168977","0.475429820002538"
"Two to three days a week","2016","Part Time","direct migration background","726","0.493899603557648","0.468985766960642","0.518813440154654"
"Two to three days a week","2016","Part Time","indirect migration background","225","0.395323559692491","0.353219780086819","0.437427339298163"
"Two to three days a week","2016","Not Working","no migration background","3315","0.531533734472257","0.519178315598681","0.543889153345833"
"Two to three days a week","2016","Not Working","direct migration background","684","0.509064010922853","0.48315333724198","0.534974684603726"
"Two to three days a week","2016","Not Working","indirect migration background","162","0.39536677034033","0.347211193844076","0.443522346836584"
"Two to four days a month","2016","Full Time","no migration background","784","0.108203108336516","0.100764982262424","0.115641234410608"
"Two to four days a month","2016","Full Time","direct migration background","204","0.137607509754709","0.12176355039564","0.153451469113778"
"Two to four days a month","2016","Full Time","indirect migration background","89","0.147548672435787","0.119876971186739","0.175220373684835"
"Two to four days a month","2016","Part Time","no migration background","696","0.142104607529087","0.132313381993515","0.151895833064659"
