"ple0179","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Not Employed","1-pers.-HH","97","0.0533901795272007","0.042489884358048","0.0642904746963534"
"Daily","2016","Not Employed","(Married) couple without C. ","250","0.0689445675550617","0.0605086123161945","0.0773805227939289"
"Daily","2016","Not Employed","Single parent ","68","0.10434538896642","0.0802234383953899","0.128467339537451"
"Daily","2016","Not Employed","Couple + C. LE 16 ","130","0.117404230832125","0.0963385905466929","0.138469871117556"
"Daily","2016","Not Employed","Couple + C. GT 16 ","84","0.123683530691773","0.0992775688935299","0.148089492490017"
"Daily","2016","Not Employed","Couple + C. LE and GT 16","86","0.184392715408048","0.150931965638657","0.217853465177438"
"Daily","2016","Employed","1-pers.-HH","196","0.111541239712188","0.097122068807841","0.125960410616535"
"Daily","2016","Employed","(Married) couple without C. ","388","0.098173314580057","0.088796331628022","0.107550297532092"
"Daily","2016","Employed","Single parent ","132","0.084173002686478","0.0702288775923458","0.0981171277806101"
"Daily","2016","Employed","Couple + C. LE 16 ","625","0.118125146396504","0.1090742734931","0.127176019299908"
"Daily","2016","Employed","Couple + C. GT 16 ","225","0.110687382163201","0.0970592765855064","0.124315487740896"
"Daily","2016","Employed","Couple + C. LE and GT 16","195","0.113024411551532","0.0973576735690681","0.128691149533995"
"Four to six days a week","2016","Not Employed","1-pers.-HH","242","0.146747703763877","0.129590502139428","0.163904905388326"
"Four to six days a week","2016","Not Employed","(Married) couple without C. ","703","0.193870870737963","0.180707865344193","0.207033876131733"
"Four to six days a week","2016","Not Employed","Single parent ","119","0.209278827236149","0.177180689272494","0.241376965199804"
"Four to six days a week","2016","Not Employed","Couple + C. LE 16 ","220","0.273452444136523","0.244283225393597","0.302621662879449"
"Four to six days a week","2016","Not Employed","Couple + C. GT 16 ","165","0.238511295535091","0.206917943141531","0.270104647928651"
"Four to six days a week","2016","Not Employed","Couple + C. LE and GT 16","125","0.22747208905641","0.191302432263647","0.263641745849173"
"Four to six days a week","2016","Employed","1-pers.-HH","314","0.181011206205287","0.163375387334306","0.198647025076268"
"Four to six days a week","2016","Employed","(Married) couple without C. ","936","0.245980491385467","0.232408409166689","0.259552573604244"
"Four to six days a week","2016","Employed","Single parent ","263","0.205282852728449","0.18499758386162","0.225568121595277"
"Four to six days a week","2016","Employed","Couple + C. LE 16 ","1361","0.289887276455189","0.277164144508044","0.302610408402335"
"Four to six days a week","2016","Employed","Couple + C. GT 16 ","573","0.300559069286108","0.280643182701064","0.320474955871151"
"Four to six days a week","2016","Employed","Couple + C. LE and GT 16","436","0.299433919926264","0.276771218870347","0.322096620982182"
"Two to three days a week","2016","Not Employed","1-pers.-HH","809","0.492359873294897","0.468119385080702","0.516600361509093"
"Two to three days a week","2016","Not Employed","(Married) couple without C. ","2012","0.590414561750085","0.574040845662271","0.606788277837898"
"Two to three days a week","2016","Not Employed","Single parent ","272","0.450027612146563","0.410772562356607","0.489282661936519"
"Two to three days a week","2016","Not Employed","Couple + C. LE 16 ","403","0.452665343226703","0.420091652671236","0.485239033782169"
"Two to three days a week","2016","Not Employed","Couple + C. GT 16 ","325","0.466795974922057","0.429811473879246","0.503780475964868"
"Two to three days a week","2016","Not Employed","Couple + C. LE and GT 16","220","0.460658176740036","0.41765062882531","0.503665724654762"
"Two to three days a week","2016","Employed","1-pers.-HH","781","0.430324696233529","0.407646121847317","0.45300327061974"
"Two to three days a week","2016","Employed","(Married) couple without C. ","1818","0.465672641101654","0.449952771983941","0.481392510219367"
"Two to three days a week","2016","Employed","Single parent ","719","0.481833328572019","0.456738669742562","0.506927987401477"
"Two to three days a week","2016","Employed","Couple + C. LE 16 ","2185","0.446511772729681","0.432571012494449","0.460452532964912"
"Two to three days a week","2016","Employed","Couple + C. GT 16 ","936","0.459508423235343","0.437861289128409","0.481155557342278"
"Two to three days a week","2016","Employed","Couple + C. LE and GT 16","701","0.452960526099524","0.42832986150317","0.477591190695879"
"Two to four days a month","2016","Not Employed","1-pers.-HH","360","0.218748389337343","0.198704132462406","0.238792646212279"
"Two to four days a month","2016","Not Employed","(Married) couple without C. ","387","0.113067566792117","0.10252343652197","0.123611697062265"
"Two to four days a month","2016","Not Employed","Single parent ","95","0.124921439198184","0.0988330346457361","0.151009843750632"
"Two to four days a month","2016","Not Employed","Couple + C. LE 16 ","97","0.102776486079522","0.08290414303858","0.122648829120464"
"Two to four days a month","2016","Not Employed","Couple + C. GT 16 ","89","0.121583580092605","0.0973567167584022","0.145810443426808"
"Two to four days a month","2016","Not Employed","Couple + C. LE and GT 16","48","0.0823563964307611","0.0586367108005524","0.10607608206097"
"Two to four days a month","2016","Employed","1-pers.-HH","334","0.169648676376293","0.152457321802191","0.186840030950394"
"Two to four days a month","2016","Employed","(Married) couple without C. ","509","0.128350045908096","0.117809237288355","0.138890854527837"
"Two to four days a month","2016","Employed","Single parent ","272","0.154401512550209","0.136254463490876","0.172548561609542"
"Two to four days a month","2016","Employed","Couple + C. LE 16 ","492","0.0972453874093192","0.0889366473830455","0.105554127435593"
"Two to four days a month","2016","Employed","Couple + C. GT 16 ","207","0.0849526984245554","0.0728419895146964","0.0970634073344143"
"Two to four days a month","2016","Employed","Couple + C. LE and GT 16","157","0.0851465620252284","0.0713364901146176","0.0989566339358391"
"Once a month or less","2016","Not Employed","1-pers.-HH","74","0.0532106238594716","0.0423276414212562","0.064093606297687"
"Once a month or less","2016","Not Employed","(Married) couple without C. ","78","0.0238192459074822","0.0187420304204981","0.0288964613944663"
"Once a month or less","2016","Not Employed","Single parent ","37","0.0633058684764988","0.0440914876441283","0.0825202493088693"
"Once a month or less","2016","Not Employed","Couple + C. LE 16 ","22","","",""
"Once a month or less","2016","Not Employed","Couple + C. GT 16 ","12","","",""
"Once a month or less","2016","Not Employed","Couple + C. LE and GT 16","14","","",""
"Once a month or less","2016","Employed","1-pers.-HH","99","0.0537834311138574","0.0434505021094214","0.0641163601182935"
"Once a month or less","2016","Employed","(Married) couple without C. ","112","0.0337038381812809","0.028016622927367","0.0393910534351948"
"Once a month or less","2016","Employed","Single parent ","80","0.0392892184735592","0.0295318845803814","0.0490465523667371"
"Once a month or less","2016","Employed","Couple + C. LE 16 ","105","0.0256044724927955","0.0211751085663066","0.0300338364192844"
"Once a month or less","2016","Employed","Couple + C. GT 16 ","45","0.0187394505254309","0.012849253801422","0.0246296472494398"
"Once a month or less","2016","Employed","Couple + C. LE and GT 16","37","0.030569849418095","0.0220517730314496","0.0390879258047404"
"Never","2016","Not Employed","1-pers.-HH","52","0.0355432302172108","0.0265660096635547","0.044520450770867"
"Never","2016","Not Employed","(Married) couple without C. ","35","0.00988318725729151","0.00658945569745624","0.0131769188171268"
"Never","2016","Not Employed","Single parent ","26","","",""
"Never","2016","Not Employed","Couple + C. LE 16 ","25","","",""
"Never","2016","Not Employed","Couple + C. GT 16 ","24","","",""
"Never","2016","Not Employed","Couple + C. LE and GT 16","23","","",""
"Never","2016","Employed","1-pers.-HH","107","0.0536907503588459","0.0433662225546365","0.0640152781630553"
"Never","2016","Employed","(Married) couple without C. ","105","0.0281196688434455","0.0229099251725644","0.0333294125143266"
"Never","2016","Employed","Single parent ","57","0.0350200849892857","0.025787658162611","0.0442525118159604"
"Never","2016","Employed","Couple + C. LE 16 ","117","0.0226259445165113","0.0184558147546348","0.0267960742783877"
"Never","2016","Employed","Couple + C. GT 16 ","50","0.0255529763653611","0.0186987401463349","0.0324072125843874"
"Never","2016","Employed","Couple + C. LE and GT 16","43","0.0188647309793565","0.0121330059009908","0.0255964560577222"
"Daily","2017","Not Employed","1-pers.-HH","","","",""
"Daily","2017","Not Employed","(Married) couple without C. ","","","",""
"Daily","2017","Not Employed","Single parent ","","","",""
"Daily","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Daily","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Daily","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Daily","2017","Employed","1-pers.-HH","","","",""
"Daily","2017","Employed","(Married) couple without C. ","","","",""
"Daily","2017","Employed","Single parent ","","","",""
"Daily","2017","Employed","Couple + C. LE 16 ","","","",""
"Daily","2017","Employed","Couple + C. GT 16 ","","","",""
"Daily","2017","Employed","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Not Employed","1-pers.-HH","","","",""
"Four to six days a week","2017","Not Employed","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Not Employed","Single parent ","","","",""
"Four to six days a week","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Employed","1-pers.-HH","","","",""
"Four to six days a week","2017","Employed","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Employed","Single parent ","","","",""
"Four to six days a week","2017","Employed","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","Employed","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","Employed","Couple + C. LE and GT 16","","","",""
"Two to three days a week","2017","Not Employed","1-pers.-HH","","","",""
"Two to three days a week","2017","Not Employed","(Married) couple without C. ","","","",""
"Two to three days a week","2017","Not Employed","Single parent ","","","",""
"Two to three days a week","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Two to three days a week","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Two to three days a week","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Two to three days a week","2017","Employed","1-pers.-HH","","","",""
"Two to three days a week","2017","Employed","(Married) couple without C. ","","","",""
"Two to three days a week","2017","Employed","Single parent ","","","",""
"Two to three days a week","2017","Employed","Couple + C. LE 16 ","","","",""
"Two to three days a week","2017","Employed","Couple + C. GT 16 ","","","",""
"Two to three days a week","2017","Employed","Couple + C. LE and GT 16","","","",""
"Two to four days a month","2017","Not Employed","1-pers.-HH","","","",""
"Two to four days a month","2017","Not Employed","(Married) couple without C. ","","","",""
"Two to four days a month","2017","Not Employed","Single parent ","","","",""
"Two to four days a month","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Two to four days a month","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Two to four days a month","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Two to four days a month","2017","Employed","1-pers.-HH","","","",""
"Two to four days a month","2017","Employed","(Married) couple without C. ","","","",""
"Two to four days a month","2017","Employed","Single parent ","","","",""
"Two to four days a month","2017","Employed","Couple + C. LE 16 ","","","",""
"Two to four days a month","2017","Employed","Couple + C. GT 16 ","","","",""
"Two to four days a month","2017","Employed","Couple + C. LE and GT 16","","","",""
"Once a month or less","2017","Not Employed","1-pers.-HH","","","",""
"Once a month or less","2017","Not Employed","(Married) couple without C. ","","","",""
"Once a month or less","2017","Not Employed","Single parent ","","","",""
"Once a month or less","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Once a month or less","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Once a month or less","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Once a month or less","2017","Employed","1-pers.-HH","","","",""
"Once a month or less","2017","Employed","(Married) couple without C. ","","","",""
"Once a month or less","2017","Employed","Single parent ","","","",""
"Once a month or less","2017","Employed","Couple + C. LE 16 ","","","",""
"Once a month or less","2017","Employed","Couple + C. GT 16 ","","","",""
"Once a month or less","2017","Employed","Couple + C. LE and GT 16","","","",""
"Never","2017","Not Employed","1-pers.-HH","","","",""
"Never","2017","Not Employed","(Married) couple without C. ","","","",""
"Never","2017","Not Employed","Single parent ","","","",""
"Never","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Never","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Never","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Never","2017","Employed","1-pers.-HH","","","",""
"Never","2017","Employed","(Married) couple without C. ","","","",""
"Never","2017","Employed","Single parent ","","","",""
