"ple0179","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2016","35-65 y.","vocational + Abi","318","0.244817054571381","0.222365856801587","0.267268252341175"
"Four to six days a week","2016","35-65 y.","higher vocational","255","0.284022860986062","0.255556247753196","0.312489474218927"
"Four to six days a week","2016","35-65 y.","higher education","883","0.232984920125202","0.219463914989029","0.246505925261376"
"Four to six days a week","2016","66 and older","in school","","","",""
"Four to six days a week","2016","66 and older","inadequately","9","","",""
"Four to six days a week","2016","66 and older","general elemantary","126","0.18702328573273","0.15633029976486","0.217716271700601"
"Four to six days a week","2016","66 and older","middle vocational","459","0.182335417212995","0.16695162097567","0.197719213450321"
"Four to six days a week","2016","66 and older","vocational + Abi","21","","",""
"Four to six days a week","2016","66 and older","higher vocational","62","0.152316885659182","0.113311005441754","0.19132276587661"
"Four to six days a week","2016","66 and older","higher education","224","0.158941166215772","0.138185276746893","0.179697055684651"
"Two to three days a week","2016","16-34 y.","in school","118","0.332002086984635","0.28149726818521","0.38250690578406"
"Two to three days a week","2016","16-34 y.","inadequately","37","0.323269243396685","0.238878028643255","0.407660458150115"
"Two to three days a week","2016","16-34 y.","general elemantary","345","0.378654821091616","0.347630412837496","0.409679229345736"
"Two to three days a week","2016","16-34 y.","middle vocational","863","0.405118911047688","0.384440104015895","0.425797718079481"
"Two to three days a week","2016","16-34 y.","vocational + Abi","194","0.410574158265286","0.366473554579647","0.454674761950925"
"Two to three days a week","2016","16-34 y.","higher vocational","42","0.312975013574677","0.227097358118893","0.39885266903046"
"Two to three days a week","2016","16-34 y.","higher education","359","0.401463957206063","0.370127304912849","0.432800609499278"
"Two to three days a week","2016","35-65 y.","in school","","","",""
"Two to three days a week","2016","35-65 y.","inadequately","121","0.468267739280713","0.405657292587449","0.530878185973978"
"Two to three days a week","2016","35-65 y.","general elemantary","506","0.528289711639497","0.497411297658611","0.559168125620384"
"Two to three days a week","2016","35-65 y.","middle vocational","3091","0.488270727723647","0.476025280468158","0.500516174979136"
"Two to three days a week","2016","35-65 y.","vocational + Abi","658","0.465895942745599","0.439849405322535","0.491942480168664"
"Two to three days a week","2016","35-65 y.","higher vocational","457","0.429225791230338","0.39798049479378","0.460471087666896"
"Two to three days a week","2016","35-65 y.","higher education","1760","0.467390255005367","0.45143192281649","0.483348587194243"
"Two to three days a week","2016","66 and older","in school","","","",""
"Two to three days a week","2016","66 and older","inadequately","22","","",""
"Two to three days a week","2016","66 and older","general elemantary","352","0.583114143395624","0.5443046820845","0.621923604706747"
"Two to three days a week","2016","66 and older","middle vocational","1367","0.544937589172383","0.525097241752708","0.564777936592059"
"Two to three days a week","2016","66 and older","vocational + Abi","79","0.625205581786181","0.541993881644832","0.70841728192753"
"Two to three days a week","2016","66 and older","higher vocational","189","0.599512032922344","0.546321666868226","0.652702398976462"
"Two to three days a week","2016","66 and older","higher education","660","0.540059746684714","0.511766578737112","0.568352914632316"
"Two to four days a month","2016","16-34 y.","in school","42","0.119293895340815","0.0845323183058477","0.154055472375783"
"Two to four days a month","2016","16-34 y.","inadequately","12","","",""
"Two to four days a month","2016","16-34 y.","general elemantary","82","0.0828000776269684","0.0651737161811731","0.100426439072764"
"Two to four days a month","2016","16-34 y.","middle vocational","242","0.111721406279649","0.0984516808825808","0.124991131676718"
"Two to four days a month","2016","16-34 y.","vocational + Abi","49","0.0894767454102269","0.0638888390235721","0.115064651796882"
"Two to four days a month","2016","16-34 y.","higher vocational","11","","",""
"Two to four days a month","2016","16-34 y.","higher education","148","0.143882755925708","0.121446253306118","0.166319258545298"
"Two to four days a month","2016","35-65 y.","in school","","","",""
"Two to four days a month","2016","35-65 y.","inadequately","24","","",""
"Two to four days a month","2016","35-65 y.","general elemantary","119","0.127301763055116","0.106684524638114","0.147919001472119"
"Two to four days a month","2016","35-65 y.","middle vocational","807","0.126857339882531","0.118704205860874","0.135010473904189"
"Two to four days a month","2016","35-65 y.","vocational + Abi","197","0.137614995622013","0.119627277517902","0.155602713726125"
"Two to four days a month","2016","35-65 y.","higher vocational","106","0.120831507583973","0.100256702535295","0.141406312632651"
"Two to four days a month","2016","35-65 y.","higher education","555","0.143956291891972","0.132728188171909","0.155184395612035"
"Two to four days a month","2016","66 and older","in school","","","",""
"Two to four days a month","2016","66 and older","inadequately","6","","",""
"Two to four days a month","2016","66 and older","general elemantary","93","0.146478526108942","0.118646395549953","0.174310656667931"
"Two to four days a month","2016","66 and older","middle vocational","350","0.164476784605755","0.149707074460112","0.179246494751398"
"Two to four days a month","2016","66 and older","vocational + Abi","20","","",""
"Two to four days a month","2016","66 and older","higher vocational","37","0.115610943416746","0.0809004774729765","0.150321409360515"
"Two to four days a month","2016","66 and older","higher education","166","0.162344926139489","0.141410457840469","0.18327939443851"
"Once a month or less","2016","16-34 y.","in school","12","","",""
"Once a month or less","2016","16-34 y.","inadequately","1","","",""
"Once a month or less","2016","16-34 y.","general elemantary","30","0.0306389321178703","0.0196160568325923","0.0416618074031483"
"Once a month or less","2016","16-34 y.","middle vocational","77","0.034371927945598","0.0266978531382137","0.0420460027529823"
"Once a month or less","2016","16-34 y.","vocational + Abi","14","","",""
"Once a month or less","2016","16-34 y.","higher vocational","5","","",""
"Once a month or less","2016","16-34 y.","higher education","47","0.0508016550879182","0.0367637732928847","0.0648395368829517"
"Once a month or less","2016","35-65 y.","in school","","","",""
"Once a month or less","2016","35-65 y.","inadequately","4","","",""
"Once a month or less","2016","35-65 y.","general elemantary","29","","",""
"Once a month or less","2016","35-65 y.","middle vocational","165","0.028632078006823","0.0245466036357152","0.0327175523779309"
"Once a month or less","2016","35-65 y.","vocational + Abi","46","0.0378352279494562","0.0278727930182073","0.0477976628807051"
"Once a month or less","2016","35-65 y.","higher vocational","19","","",""
"Once a month or less","2016","35-65 y.","higher education","134","0.0388250393773744","0.0326462940211235","0.0450037847336254"
"Once a month or less","2016","66 and older","in school","","","",""
"Once a month or less","2016","66 and older","inadequately","1","","",""
"Once a month or less","2016","66 and older","general elemantary","15","","",""
"Once a month or less","2016","66 and older","middle vocational","74","0.0368059553966655","0.0293043131272797","0.0443075976660512"
"Once a month or less","2016","66 and older","vocational + Abi","3","","",""
"Once a month or less","2016","66 and older","higher vocational","7","","",""
"Once a month or less","2016","66 and older","higher education","34","0.0432395789562813","0.0316930275840507","0.0547861303285118"
"Never","2016","16-34 y.","in school","19","","",""
"Never","2016","16-34 y.","inadequately","2","","",""
"Never","2016","16-34 y.","general elemantary","27","","",""
"Never","2016","16-34 y.","middle vocational","107","0.0595008898489296","0.0495362853599433","0.0694654943379159"
"Never","2016","16-34 y.","vocational + Abi","24","","",""
"Never","2016","16-34 y.","higher vocational","5","","",""
"Never","2016","16-34 y.","higher education","59","0.0597458688198928","0.0445941909032708","0.0748975467365149"
"Never","2016","35-65 y.","in school","","","",""
"Never","2016","35-65 y.","inadequately","1","","",""
"Never","2016","35-65 y.","general elemantary","16","","",""
"Never","2016","35-65 y.","middle vocational","128","0.0183405727961789","0.015053486954546","0.0216276586378118"
"Never","2016","35-65 y.","vocational + Abi","45","0.0263412594276254","0.0179791808220731","0.0347033380331777"
"Never","2016","35-65 y.","higher vocational","21","","",""
"Never","2016","35-65 y.","higher education","144","0.0410063972668242","0.0346636591140972","0.0473491354195512"
"Never","2016","66 and older","in school","","","",""
"Never","2016","66 and older","inadequately","1","","",""
"Never","2016","66 and older","general elemantary","10","","",""
"Never","2016","66 and older","middle vocational","23","","",""
"Never","2016","66 and older","vocational + Abi","1","","",""
"Never","2016","66 and older","higher vocational","8","","",""
"Never","2016","66 and older","higher education","22","","",""
"Daily","2017","16-34 y.","in school","","","",""
"Daily","2017","16-34 y.","inadequately","","","",""
"Daily","2017","16-34 y.","general elemantary","","","",""
"Daily","2017","16-34 y.","middle vocational","","","",""
"Daily","2017","16-34 y.","vocational + Abi","","","",""
"Daily","2017","16-34 y.","higher vocational","","","",""
"Daily","2017","16-34 y.","higher education","","","",""
"Daily","2017","35-65 y.","in school","","","",""
"Daily","2017","35-65 y.","inadequately","","","",""
"Daily","2017","35-65 y.","general elemantary","","","",""
"Daily","2017","35-65 y.","middle vocational","","","",""
"Daily","2017","35-65 y.","vocational + Abi","","","",""
"Daily","2017","35-65 y.","higher vocational","","","",""
"Daily","2017","35-65 y.","higher education","","","",""
"Daily","2017","66 and older","in school","","","",""
"Daily","2017","66 and older","inadequately","","","",""
"Daily","2017","66 and older","general elemantary","","","",""
"Daily","2017","66 and older","middle vocational","","","",""
"Daily","2017","66 and older","vocational + Abi","","","",""
"Daily","2017","66 and older","higher vocational","","","",""
"Daily","2017","66 and older","higher education","","","",""
"Four to six days a week","2017","16-34 y.","in school","","","",""
"Four to six days a week","2017","16-34 y.","inadequately","","","",""
"Four to six days a week","2017","16-34 y.","general elemantary","","","",""
"Four to six days a week","2017","16-34 y.","middle vocational","","","",""
"Four to six days a week","2017","16-34 y.","vocational + Abi","","","",""
"Four to six days a week","2017","16-34 y.","higher vocational","","","",""
"Four to six days a week","2017","16-34 y.","higher education","","","",""
"Four to six days a week","2017","35-65 y.","in school","","","",""
"Four to six days a week","2017","35-65 y.","inadequately","","","",""
"Four to six days a week","2017","35-65 y.","general elemantary","","","",""
"Four to six days a week","2017","35-65 y.","middle vocational","","","",""
"Four to six days a week","2017","35-65 y.","vocational + Abi","","","",""
"Four to six days a week","2017","35-65 y.","higher vocational","","","",""
"Four to six days a week","2017","35-65 y.","higher education","","","",""
"Four to six days a week","2017","66 and older","in school","","","",""
"Four to six days a week","2017","66 and older","inadequately","","","",""
"Four to six days a week","2017","66 and older","general elemantary","","","",""
"Four to six days a week","2017","66 and older","middle vocational","","","",""
"Four to six days a week","2017","66 and older","vocational + Abi","","","",""
"Four to six days a week","2017","66 and older","higher vocational","","","",""
"Four to six days a week","2017","66 and older","higher education","","","",""
"Two to three days a week","2017","16-34 y.","in school","","","",""
"Two to three days a week","2017","16-34 y.","inadequately","","","",""
"Two to three days a week","2017","16-34 y.","general elemantary","","","",""
"Two to three days a week","2017","16-34 y.","middle vocational","","","",""
"Two to three days a week","2017","16-34 y.","vocational + Abi","","","",""
"Two to three days a week","2017","16-34 y.","higher vocational","","","",""
"Two to three days a week","2017","16-34 y.","higher education","","","",""
"Two to three days a week","2017","35-65 y.","in school","","","",""
"Two to three days a week","2017","35-65 y.","inadequately","","","",""
"Two to three days a week","2017","35-65 y.","general elemantary","","","",""
"Two to three days a week","2017","35-65 y.","middle vocational","","","",""
"Two to three days a week","2017","35-65 y.","vocational + Abi","","","",""
"Two to three days a week","2017","35-65 y.","higher vocational","","","",""
"Two to three days a week","2017","35-65 y.","higher education","","","",""
"Two to three days a week","2017","66 and older","in school","","","",""
"Two to three days a week","2017","66 and older","inadequately","","","",""
"Two to three days a week","2017","66 and older","general elemantary","","","",""
"Two to three days a week","2017","66 and older","middle vocational","","","",""
"Two to three days a week","2017","66 and older","vocational + Abi","","","",""
"Two to three days a week","2017","66 and older","higher vocational","","","",""
"Two to three days a week","2017","66 and older","higher education","","","",""
"Two to four days a month","2017","16-34 y.","in school","","","",""
"Two to four days a month","2017","16-34 y.","inadequately","","","",""
"Two to four days a month","2017","16-34 y.","general elemantary","","","",""
"Two to four days a month","2017","16-34 y.","middle vocational","","","",""
"Two to four days a month","2017","16-34 y.","vocational + Abi","","","",""
"Two to four days a month","2017","16-34 y.","higher vocational","","","",""
"Two to four days a month","2017","16-34 y.","higher education","","","",""
"Two to four days a month","2017","35-65 y.","in school","","","",""
"Two to four days a month","2017","35-65 y.","inadequately","","","",""
"Two to four days a month","2017","35-65 y.","general elemantary","","","",""
"Two to four days a month","2017","35-65 y.","middle vocational","","","",""
"Two to four days a month","2017","35-65 y.","vocational + Abi","","","",""
"Two to four days a month","2017","35-65 y.","higher vocational","","","",""
"Two to four days a month","2017","35-65 y.","higher education","","","",""
"Two to four days a month","2017","66 and older","in school","","","",""
"Two to four days a month","2017","66 and older","inadequately","","","",""
"Two to four days a month","2017","66 and older","general elemantary","","","",""
"Two to four days a month","2017","66 and older","middle vocational","","","",""
"Two to four days a month","2017","66 and older","vocational + Abi","","","",""
"Two to four days a month","2017","66 and older","higher vocational","","","",""
"Two to four days a month","2017","66 and older","higher education","","","",""
"Once a month or less","2017","16-34 y.","in school","","","",""
"Once a month or less","2017","16-34 y.","inadequately","","","",""
"Once a month or less","2017","16-34 y.","general elemantary","","","",""
"Once a month or less","2017","16-34 y.","middle vocational","","","",""
"Once a month or less","2017","16-34 y.","vocational + Abi","","","",""
"Once a month or less","2017","16-34 y.","higher vocational","","","",""
"Once a month or less","2017","16-34 y.","higher education","","","",""
"Once a month or less","2017","35-65 y.","in school","","","",""
"Once a month or less","2017","35-65 y.","inadequately","","","",""
"Once a month or less","2017","35-65 y.","general elemantary","","","",""
"Once a month or less","2017","35-65 y.","middle vocational","","","",""
"Once a month or less","2017","35-65 y.","vocational + Abi","","","",""
"Once a month or less","2017","35-65 y.","higher vocational","","","",""
"Once a month or less","2017","35-65 y.","higher education","","","",""
"Once a month or less","2017","66 and older","in school","","","",""
"Once a month or less","2017","66 and older","inadequately","","","",""
"Once a month or less","2017","66 and older","general elemantary","","","",""
"Once a month or less","2017","66 and older","middle vocational","","","",""
"Once a month or less","2017","66 and older","vocational + Abi","","","",""
"Once a month or less","2017","66 and older","higher vocational","","","",""
"Once a month or less","2017","66 and older","higher education","","","",""
"Never","2017","16-34 y.","in school","","","",""
"Never","2017","16-34 y.","inadequately","","","",""
"Never","2017","16-34 y.","general elemantary","","","",""
"Never","2017","16-34 y.","middle vocational","","","",""
"Never","2017","16-34 y.","vocational + Abi","","","",""
"Never","2017","16-34 y.","higher vocational","","","",""
"Never","2017","16-34 y.","higher education","","","",""
"Never","2017","35-65 y.","in school","","","",""
"Never","2017","35-65 y.","inadequately","","","",""
"Never","2017","35-65 y.","general elemantary","","","",""
"Never","2017","35-65 y.","middle vocational","","","",""
"Never","2017","35-65 y.","vocational + Abi","","","",""
"Never","2017","35-65 y.","higher vocational","","","",""
"Never","2017","35-65 y.","higher education","","","",""
"Never","2017","66 and older","in school","","","",""
"Never","2017","66 and older","inadequately","","","",""
"Never","2017","66 and older","general elemantary","","","",""
"Never","2017","66 and older","middle vocational","","","",""
"Never","2017","66 and older","vocational + Abi","","","",""
"Never","2017","66 and older","higher vocational","","","",""
"Never","2017","66 and older","higher education","","","",""
"Daily","2018","16-34 y.","in school","62","0.235412591006902","0.190116413369779","0.280708768644026"
"Daily","2018","16-34 y.","inadequately","26","","",""
"Daily","2018","16-34 y.","general elemantary","190","0.187323725341282","0.162757332855164","0.211890117827401"
"Daily","2018","16-34 y.","middle vocational","393","0.173680651377202","0.158208496549253","0.189152806205151"
"Daily","2018","16-34 y.","vocational + Abi","75","0.135819591378007","0.105968772415285","0.165670410340728"
"Daily","2018","16-34 y.","higher vocational","27","","",""
"Daily","2018","16-34 y.","higher education","112","0.108190479498049","0.0894291124369112","0.126951846559186"
"Daily","2018","35-65 y.","in school","","","",""
"Daily","2018","35-65 y.","inadequately","37","0.0987483324239265","0.0647055531553519","0.132791111692501"
"Daily","2018","35-65 y.","general elemantary","133","0.131543365661392","0.111551401512545","0.151535329810238"
"Daily","2018","35-65 y.","middle vocational","730","0.10871168030756","0.101198551554637","0.116224809060482"
"Daily","2018","35-65 y.","vocational + Abi","147","0.0991565347646306","0.0838049667776153","0.114508102751646"
"Daily","2018","35-65 y.","higher vocational","139","0.142285418641976","0.120266983583755","0.164303853700197"
"Daily","2018","35-65 y.","higher education","361","0.0930019990444184","0.0839698150113157","0.102034183077521"
"Daily","2018","66 and older","in school","","","",""
"Daily","2018","66 and older","inadequately","2","","",""
"Daily","2018","66 and older","general elemantary","24","","",""
"Daily","2018","66 and older","middle vocational","142","0.047222736702844","0.0389785811151254","0.0554668922905626"
"Daily","2018","66 and older","vocational + Abi","13","","",""
"Daily","2018","66 and older","higher vocational","26","","",""
"Daily","2018","66 and older","higher education","77","0.0438031328981447","0.0326220192331277","0.0549842465631616"
"Four to six days a week","2018","16-34 y.","in school","89","0.23508836303823","0.189813792376761","0.280362933699699"
"Four to six days a week","2018","16-34 y.","inadequately","31","0.176616124540731","0.115791985292542","0.237440263788919"
"Four to six days a week","2018","16-34 y.","general elemantary","275","0.309613985988216","0.280503967574573","0.33872400440186"
"Four to six days a week","2018","16-34 y.","middle vocational","578","0.257720776977915","0.239857567535385","0.275583986420445"
"Four to six days a week","2018","16-34 y.","vocational + Abi","138","0.292318696524215","0.252689069013707","0.331948324034724"
"Four to six days a week","2018","16-34 y.","higher vocational","31","0.249178184160846","0.173352465643781","0.325003902677911"
"Four to six days a week","2018","16-34 y.","higher education","252","0.229035037204134","0.203654419442342","0.254415654965925"
"Four to six days a week","2018","35-65 y.","in school","","","",""
"Four to six days a week","2018","35-65 y.","inadequately","66","0.189434917082125","0.14471911297708","0.234150721187169"
"Four to six days a week","2018","35-65 y.","general elemantary","229","0.200357068992133","0.176681669982999","0.224032468001267"
"Four to six days a week","2018","35-65 y.","middle vocational","1521","0.236188127887631","0.225936428714157","0.246439827061104"
"Four to six days a week","2018","35-65 y.","vocational + Abi","339","0.210577960442158","0.189635462347932","0.231520458536384"
"Four to six days a week","2018","35-65 y.","higher vocational","266","0.291976383264348","0.263319260221408","0.320633506307289"
"Four to six days a week","2018","35-65 y.","higher education","923","0.235890337257511","0.222687222665537","0.249093451849485"
"Four to six days a week","2018","66 and older","in school","","","",""
"Four to six days a week","2018","66 and older","inadequately","7","","",""
"Four to six days a week","2018","66 and older","general elemantary","96","0.13861679452718","0.11092165070036","0.166311938354"
"Four to six days a week","2018","66 and older","middle vocational","462","0.180129067876549","0.165192887273132","0.195065248479965"
"Four to six days a week","2018","66 and older","vocational + Abi","30","0.24112764676033","0.172898885437752","0.309356408082908"
"Four to six days a week","2018","66 and older","higher vocational","67","0.173064026538727","0.133374609316597","0.212753443760857"
"Four to six days a week","2018","66 and older","higher education","250","0.174511507195398","0.153775441310603","0.195247573080194"
"Two to three days a week","2018","16-34 y.","in school","119","0.321523869526273","0.271657581955503","0.371390157097043"
"Two to three days a week","2018","16-34 y.","inadequately","61","0.3737334652541","0.296568491312747","0.450898439195453"
"Two to three days a week","2018","16-34 y.","general elemantary","355","0.351147158822859","0.321093047742307","0.381201269903411"
"Two to three days a week","2018","16-34 y.","middle vocational","841","0.359592719754245","0.339993684347313","0.379191755161176"
"Two to three days a week","2018","16-34 y.","vocational + Abi","196","0.403965033020355","0.361210655352617","0.446719410688093"
"Two to three days a week","2018","16-34 y.","higher vocational","45","0.355629941071817","0.271711014579264","0.439548867564371"
"Two to three days a week","2018","16-34 y.","higher education","387","0.372493215419955","0.343291907638905","0.401694523201005"
"Two to three days a week","2018","35-65 y.","in school","","","",""
"Two to three days a week","2018","35-65 y.","inadequately","141","0.527208424174989","0.470236207349235","0.584180641000743"
"Two to three days a week","2018","35-65 y.","general elemantary","538","0.477396205474515","0.447851975060161","0.50694043588887"
"Two to three days a week","2018","35-65 y.","middle vocational","3187","0.481151358174245","0.469091704952156","0.493211011396334"
"Two to three days a week","2018","35-65 y.","vocational + Abi","662","0.484499138268914","0.458828976483453","0.510169300054375"
"Two to three days a week","2018","35-65 y.","higher vocational","393","0.35109717223267","0.321012980133393","0.381181364331946"
"Two to three days a week","2018","35-65 y.","higher education","1749","0.426936672026739","0.411554186678274","0.442319157375205"
"Two to three days a week","2018","66 and older","in school","","","",""
"Two to three days a week","2018","66 and older","inadequately","16","","",""
"Two to three days a week","2018","66 and older","general elemantary","345","0.586037829607589","0.546561146784681","0.625514512430498"
"Two to three days a week","2018","66 and older","middle vocational","1442","0.551686133441623","0.532357015723386","0.571015251159859"
"Two to three days a week","2018","66 and older","vocational + Abi","69","0.414774954348884","0.336192184679358","0.493357724018409"
"Two to three days a week","2018","66 and older","higher vocational","178","0.49766634892259","0.445209686911877","0.550123010933303"
"Two to three days a week","2018","66 and older","higher education","685","0.505056477252607","0.477741137122036","0.532371817383179"
"Two to four days a month","2018","16-34 y.","in school","34","0.114958176101124","0.0809028557338576","0.14901349646839"
"Two to four days a month","2018","16-34 y.","inadequately","21","","",""
"Two to four days a month","2018","16-34 y.","general elemantary","90","0.0902491180309265","0.0722077723308849","0.108290463730968"
"Two to four days a month","2018","16-34 y.","middle vocational","278","0.113778448596209","0.100809574338974","0.126747322853445"
"Two to four days a month","2018","16-34 y.","vocational + Abi","62","0.127464115920225","0.0984066022972271","0.156521629543223"
"Two to four days a month","2018","16-34 y.","higher vocational","12","","",""
"Two to four days a month","2018","16-34 y.","higher education","161","0.150355171054692","0.12876720138384","0.171943140725544"
"Two to four days a month","2018","35-65 y.","in school","1","","",""
"Two to four days a month","2018","35-65 y.","inadequately","36","0.148778066124463","0.108168538236642","0.189387594012284"
"Two to four days a month","2018","35-65 y.","general elemantary","135","0.132147010203907","0.112116192717777","0.152177827690038"
"Two to four days a month","2018","35-65 y.","middle vocational","807","0.121383041569056","0.113500751404279","0.129265331733833"
"Two to four days a month","2018","35-65 y.","vocational + Abi","194","0.12789135993893","0.110737048091735","0.145045671786126"
"Two to four days a month","2018","35-65 y.","higher vocational","119","0.149171545773953","0.126717280359228","0.171625811188679"
"Two to four days a month","2018","35-65 y.","higher education","620","0.159863426119435","0.148466362436766","0.171260489802104"
"Two to four days a month","2018","66 and older","in school","","","",""
"Two to four days a month","2018","66 and older","inadequately","12","","",""
"Two to four days a month","2018","66 and older","general elemantary","103","0.181691475399245","0.150786862189315","0.212596088609175"
"Two to four days a month","2018","66 and older","middle vocational","398","0.175169860844737","0.160396242882084","0.18994347880739"
"Two to four days a month","2018","66 and older","vocational + Abi","30","0.237299321786199","0.169443840977965","0.305154802594432"
"Two to four days a month","2018","66 and older","higher vocational","65","0.220317378758059","0.17683446055464","0.263800296961478"
"Two to four days a month","2018","66 and older","higher education","215","0.216961219116919","0.194442612738502","0.239479825495336"
"Once a month or less","2018","16-34 y.","in school","7","","",""
"Once a month or less","2018","16-34 y.","inadequately","7","","",""
"Once a month or less","2018","16-34 y.","general elemantary","34","0.0426808122782637","0.0299536693202991","0.0554079552362284"
"Once a month or less","2018","16-34 y.","middle vocational","83","0.0394587218134712","0.0315075590264232","0.0474098846005192"
"Once a month or less","2018","16-34 y.","vocational + Abi","16","","",""
"Once a month or less","2018","16-34 y.","higher vocational","5","","",""
"Once a month or less","2018","16-34 y.","higher education","50","0.0506837386934755","0.037435025851699","0.063932451535252"
"Once a month or less","2018","35-65 y.","in school","","","",""
"Once a month or less","2018","35-65 y.","inadequately","13","","",""
"Once a month or less","2018","35-65 y.","general elemantary","47","0.0428696423383268","0.0308882470485987","0.0548510376280548"
"Once a month or less","2018","35-65 y.","middle vocational","208","0.0312565516959457","0.0270565589460854","0.035456544445806"
"Once a month or less","2018","35-65 y.","vocational + Abi","56","0.0410080273261457","0.0308218946510513","0.05119416000124"
"Once a month or less","2018","35-65 y.","higher vocational","29","","",""
"Once a month or less","2018","35-65 y.","higher education","146","0.0399229258112286","0.0338344623845635","0.0460113892378937"
"Once a month or less","2018","66 and older","in school","","","",""
"Once a month or less","2018","66 and older","inadequately","1","","",""
"Once a month or less","2018","66 and older","general elemantary","22","","",""
"Once a month or less","2018","66 and older","middle vocational","69","0.0304171823205205","0.0237425575369049","0.037091807104136"
"Once a month or less","2018","66 and older","vocational + Abi","4","","",""
"Once a month or less","2018","66 and older","higher vocational","7","","",""
"Once a month or less","2018","66 and older","higher education","38","0.0372803218903568","0.0269301260149916","0.0476305177657219"
"Never","2018","16-34 y.","in school","26","","",""
"Never","2018","16-34 y.","inadequately","5","","",""
"Never","2018","16-34 y.","general elemantary","25","","",""
"Never","2018","16-34 y.","middle vocational","130","0.055768681480958","0.0463966117551942","0.0651407512067218"
"Never","2018","16-34 y.","vocational + Abi","19","","",""
"Never","2018","16-34 y.","higher vocational","5","","",""
"Never","2018","16-34 y.","higher education","91","0.0892423581296949","0.0720228462586364","0.106461870000753"
"Never","2018","35-65 y.","in school","","","",""
"Never","2018","35-65 y.","inadequately","2","","",""
"Never","2018","35-65 y.","general elemantary","16","","",""
"Never","2018","35-65 y.","middle vocational","141","0.0213092403655632","0.017823617886953","0.0247948628441735"
"Never","2018","35-65 y.","vocational + Abi","58","0.0368669792592214","0.0271880053932455","0.0465459531251973"
"Never","2018","35-65 y.","higher vocational","21","","",""
"Never","2018","35-65 y.","higher education","173","0.0443846397406684","0.0379799015496952","0.0507893779316415"
"Never","2018","66 and older","in school","","","",""
"Never","2018","66 and older","inadequately","","","",""
"Never","2018","66 and older","general elemantary","8","","",""
"Never","2018","66 and older","middle vocational","30","0.0153750188137272","0.0105929242046313","0.0201571134228231"
"Never","2018","66 and older","vocational + Abi","5","","",""
"Never","2018","66 and older","higher vocational","6","","",""
"Never","2018","66 and older","higher education","22","","",""
