"ple0179","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Once a month or less","2017","direct migration background","Male","","","",""
"Once a month or less","2017","direct migration background","Female","","","",""
"Once a month or less","2017","indirect migration background","Male","","","",""
"Once a month or less","2017","indirect migration background","Female","","","",""
"Never","2017","no migration background","Male","","","",""
"Never","2017","no migration background","Female","","","",""
"Never","2017","direct migration background","Male","","","",""
"Never","2017","direct migration background","Female","","","",""
"Never","2017","indirect migration background","Male","","","",""
"Never","2017","indirect migration background","Female","","","",""
"Daily","2018","no migration background","Male","1412","0.15201008531301","0.144615949009552","0.159404221616468"
"Daily","2018","no migration background","Female","624","0.0540263757890951","0.0496913196602148","0.0583614319179753"
"Daily","2018","direct migration background","Male","338","0.143168531833559","0.127764657793164","0.158572405873955"
"Daily","2018","direct migration background","Female","229","0.07232856585512","0.0620548563902823","0.0826022753199578"
"Daily","2018","indirect migration background","Male","160","0.196580814387128","0.168565209212792","0.224596419561465"
"Daily","2018","indirect migration background","Female","77","0.0674788540337397","0.0513654816391377","0.0835922264283417"
"Four to six days a week","2018","no migration background","Male","2620","0.279905302059151","0.27065925123614","0.289151352882162"
"Four to six days a week","2018","no migration background","Female","1867","0.171723798648035","0.16449185341497","0.1789557438811"
"Four to six days a week","2018","direct migration background","Male","473","0.254921625341855","0.235754243813733","0.274089006869977"
"Four to six days a week","2018","direct migration background","Female","486","0.18702646571437","0.171560928920149","0.20249200250859"
"Four to six days a week","2018","indirect migration background","Male","240","0.31603178041327","0.283256857087022","0.348806703739518"
"Four to six days a week","2018","indirect migration background","Female","167","0.156712761483778","0.133361346794685","0.180064176172871"
"Two to three days a week","2018","no migration background","Male","3917","0.433565809946132","0.423359749160092","0.443771870732172"
"Two to three days a week","2018","no migration background","Female","5118","0.487553182090609","0.477968279763676","0.497138084417542"
"Two to three days a week","2018","direct migration background","Male","864","0.434574890272538","0.412773794186499","0.456375986358577"
"Two to three days a week","2018","direct migration background","Female","1153","0.472338403158346","0.452537744665673","0.49213906165102"
"Two to three days a week","2018","indirect migration background","Male","276","0.36165513109819","0.327783715661336","0.395526546535045"
"Two to three days a week","2018","indirect migration background","Female","429","0.454530653665467","0.422546120663229","0.486515186667704"
"Two to four days a month","2018","no migration background","Male","848","0.10390846505897","0.0976241556531796","0.11019277446476"
"Two to four days a month","2018","no migration background","Female","1865","0.188351897843229","0.180854316561272","0.195849479125186"
"Two to four days a month","2018","direct migration background","Male","210","0.123141114133795","0.108689216991506","0.137593011276083"
"Two to four days a month","2018","direct migration background","Female","351","0.165417676922023","0.150680957636967","0.18015439620708"
"Two to four days a month","2018","indirect migration background","Male","67","0.0901129488035635","0.0699271617657582","0.110298735841369"
"Two to four days a month","2018","indirect migration background","Female","149","0.164426163088089","0.140616616320385","0.188235709855793"
"Once a month or less","2018","no migration background","Male","134","0.0148566559400748","0.012365125750813","0.0173481861293366"
"Once a month or less","2018","no migration background","Female","479","0.0512912814670345","0.0470612800354266","0.0555212828986425"
"Once a month or less","2018","direct migration background","Male","63","0.0255671885729184","0.0186253276923632","0.0325090494534736"
"Once a month or less","2018","direct migration background","Female","126","0.0666672241804364","0.0567737299185814","0.0765607184422913"
"Once a month or less","2018","indirect migration background","Male","19","","",""
"Once a month or less","2018","indirect migration background","Female","47","0.0708310409414789","0.0543519819252742","0.0873100999576835"
"Never","2018","no migration background","Male","126","0.0157536816826623","0.0131892044983887","0.0183181588669359"
"Never","2018","no migration background","Female","494","0.0470534641619971","0.0429929375349693","0.0511139907890248"
"Never","2018","direct migration background","Male","38","0.018626649845335","0.0126804024481672","0.0245728972425028"
"Never","2018","direct migration background","Female","97","0.0362216641697041","0.0288111551369788","0.0436321732024294"
"Never","2018","indirect migration background","Male","11","","",""
"Never","2018","indirect migration background","Female","62","0.0860205267874476","0.0680093321050547","0.10403172146984"
