"ple0179","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","(0) in school","West Germany","56","0.19998759824419","0.154109378480368","0.245865818008012"
"Daily","2016","(0) in school","East Germany","6","","",""
"Daily","2016","(1a) inadequately completed","West Germany","68","0.120672566844868","0.0897031368114195","0.151641996878317"
"Daily","2016","(1a) inadequately completed","East Germany","13","","",""
"Daily","2016","(1b) general elementary school","West Germany","211","0.0930818177222951","0.079290607401755","0.106873028042835"
"Daily","2016","(1b) general elementary school","East Germany","32","0.0951105897672345","0.0559874766179868","0.134233702916482"
"Daily","2016","(1c) basic vocational qualification","West Germany","426","0.0875000030934185","0.0789543764269039","0.0960456297599331"
"Daily","2016","(1c) basic vocational qualification","East Germany","94","0.0823958892079436","0.0639972842419345","0.100794494173953"
"Daily","2016","(2b) intermediate general qualification","West Germany","83","0.119011220513375","0.0925908242180536","0.145431616808696"
"Daily","2016","(2b) intermediate general qualification","East Germany","32","0.170738674119089","0.10166583242234","0.239811515815838"
"Daily","2016","(2a) intermediate vocational","West Germany","318","0.0975851490429329","0.0878123539180305","0.107357944167835"
"Daily","2016","(2a) intermediate vocational","East Germany","235","0.135113991832172","0.119211011915323","0.151016971749022"
"Daily","2016","(2c_gen) general maturity certificate","West Germany","106","0.11799673383382","0.0989323910491246","0.137061076618516"
"Daily","2016","(2c_gen) general maturity certificate","East Germany","25","","",""
"Daily","2016","(2c_voc) vocational maturity certificate","West Germany","223","0.101258436360028","0.088322082320263","0.114194790399793"
"Daily","2016","(2c_voc) vocational maturity certificate","East Germany","51","0.132469888966841","0.0965940640437393","0.168345713889942"
"Daily","2016","(3a) lower tertiary education","West Germany","83","0.0545742805012704","0.0421596064247915","0.0669889545777494"
"Daily","2016","(3a) lower tertiary education","East Germany","39","0.0866942072320966","0.0630049418254","0.110383472638793"
"Daily","2016","(3b) higher tertiary education","West Germany","255","0.0815235237264833","0.0721245294887175","0.0909225179642492"
"Daily","2016","(3b) higher tertiary education","East Germany","80","0.0826204936379758","0.0635786616843742","0.101662325591577"
"Four to six days a week","2016","(0) in school","West Germany","72","0.298151217100617","0.24568294838279","0.350619485818443"
"Four to six days a week","2016","(0) in school","East Germany","10","","",""
"Four to six days a week","2016","(1a) inadequately completed","West Germany","98","0.250713409561193","0.209506846963265","0.29191997215912"
"Four to six days a week","2016","(1a) inadequately completed","East Germany","16","","",""
"Four to six days a week","2016","(1b) general elementary school","West Germany","383","0.189558038800699","0.170953540539878","0.20816253706152"
"Four to six days a week","2016","(1b) general elementary school","East Germany","48","0.219826367944265","0.16459869533155","0.275054040556979"
"Four to six days a week","2016","(1c) basic vocational qualification","West Germany","1025","0.226775241578319","0.214111147132579","0.239439336024059"
"Four to six days a week","2016","(1c) basic vocational qualification","East Germany","163","0.194909153249162","0.168403225548622","0.221415080949703"
"Four to six days a week","2016","(2b) intermediate general qualification","West Germany","157","0.315299785256971","0.277388172998594","0.353211397515349"
"Four to six days a week","2016","(2b) intermediate general qualification","East Germany","19","","",""
"Four to six days a week","2016","(2a) intermediate vocational","West Germany","845","0.22494136961074","0.211190639490716","0.238692099730765"
"Four to six days a week","2016","(2a) intermediate vocational","East Germany","373","0.230750395798793","0.211150499192201","0.250350292405384"
"Four to six days a week","2016","(2c_gen) general maturity certificate","West Germany","262","0.230536791987889","0.205647313287472","0.255426270688306"
"Four to six days a week","2016","(2c_gen) general maturity certificate","East Germany","32","0.235899250239045","0.168844998000915","0.302953502477176"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","West Germany","473","0.236297210890889","0.218080483589318","0.254513938192459"
"Four to six days a week","2016","(2c_voc) vocational maturity certificate","East Germany","91","0.2886733174794","0.240717764581096","0.336628870377704"
"Four to six days a week","2016","(3a) lower tertiary education","West Germany","310","0.249487665729575","0.225837670167541","0.273137661291609"
"Four to six days a week","2016","(3a) lower tertiary education","East Germany","107","0.158568376008811","0.127816886814502","0.18931986520312"
"Four to six days a week","2016","(3b) higher tertiary education","West Germany","731","0.218862319338346","0.204660133686513","0.233064504990178"
"Four to six days a week","2016","(3b) higher tertiary education","East Germany","194","0.232972699704548","0.20373466040949","0.262210738999606"
"Two to three days a week","2016","(0) in school","West Germany","106","0.334282705558145","0.280175072102174","0.388390339014116"
"Two to three days a week","2016","(0) in school","East Germany","12","","",""
"Two to three days a week","2016","(1a) inadequately completed","West Germany","200","0.46049484256673","0.413107341017878","0.507882344115581"
"Two to three days a week","2016","(1a) inadequately completed","East Germany","18","","",""
"Two to three days a week","2016","(1b) general elementary school","West Germany","838","0.532423688173669","0.508740463520643","0.556106912826694"
"Two to three days a week","2016","(1b) general elementary school","East Germany","95","0.542503064699984","0.476065086471174","0.608941042928794"
"Two to three days a week","2016","(1c) basic vocational qualification","West Germany","2112","0.508481601478488","0.493362326804645","0.523600876152332"
"Two to three days a week","2016","(1c) basic vocational qualification","East Germany","462","0.547738974968849","0.514435783763624","0.581042166174074"
"Two to three days a week","2016","(2b) intermediate general qualification","West Germany","241","0.391106205815483","0.351288309453666","0.4309241021773"
"Two to three days a week","2016","(2b) intermediate general qualification","East Germany","46","0.480724496196991","0.389009002175266","0.572439990218715"
"Two to three days a week","2016","(2a) intermediate vocational","West Germany","1703","0.477448811724723","0.460999351904724","0.493898271544722"
"Two to three days a week","2016","(2a) intermediate vocational","East Germany","866","0.473306795458125","0.450079473501135","0.496534117415116"
"Two to three days a week","2016","(2c_gen) general maturity certificate","West Germany","471","0.4255065324105","0.396288739151878","0.454724325669122"
"Two to three days a week","2016","(2c_gen) general maturity certificate","East Germany","57","0.342655197058993","0.267698056818077","0.41761233729991"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","West Germany","989","0.466314266565416","0.444921792261553","0.487706740869278"
"Two to three days a week","2016","(2c_voc) vocational maturity certificate","East Germany","135","0.363104509265602","0.312212342786828","0.413996675744376"
