"ple0179","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","2016","16-34 y.","(0) in school","62","0.206151289411273","0.162831375277582","0.249471203544963"
"Daily","2016","16-34 y.","(1a) inadequately completed","31","0.310577174408737","0.219426877008717","0.401727471808756"
"Daily","2016","16-34 y.","(1b) general elementary school","122","0.229217745674146","0.193732837918522","0.264702653429771"
"Daily","2016","16-34 y.","(1c) basic vocational qualification","83","0.110686346665148","0.0823520690942097","0.139020624236086"
"Daily","2016","16-34 y.","(2b) intermediate general qualification","95","0.173462472157587","0.137961403471242","0.208963540843931"
"Daily","2016","16-34 y.","(2a) intermediate vocational","131","0.213242340280781","0.184083469708616","0.242401210852946"
"Daily","2016","16-34 y.","(2c_gen) general maturity certificate","92","0.108546751341852","0.0874980739582436","0.129595428725461"
"Daily","2016","16-34 y.","(2c_voc) vocational maturity certificate","85","0.146493947188535","0.116304446751222","0.176683447625848"
"Daily","2016","16-34 y.","(3a) lower tertiary education","20","","",""
"Daily","2016","16-34 y.","(3b) higher tertiary education","72","0.087023650578412","0.0666043452581086","0.107442955898715"
"Daily","2016","35-65 y.","(0) in school","","","",""
"Daily","2016","35-65 y.","(1a) inadequately completed","50","0.119559230450549","0.0840666804613943","0.155051780439704"
"Daily","2016","35-65 y.","(1b) general elementary school","100","0.0881623955881838","0.0688501238694665","0.107474667306901"
"Daily","2016","35-65 y.","(1c) basic vocational qualification","327","0.109440224718613","0.0977529406819191","0.121127508755308"
"Daily","2016","35-65 y.","(2b) intermediate general qualification","17","","",""
"Daily","2016","35-65 y.","(2a) intermediate vocational","368","0.0922518395281652","0.0830546500351918","0.101449029021139"
"Daily","2016","35-65 y.","(2c_gen) general maturity certificate","38","0.153955453208826","0.117181409957639","0.190729496460012"
"Daily","2016","35-65 y.","(2c_voc) vocational maturity certificate","178","0.0963686638601176","0.082373830933645","0.11036349678659"
"Daily","2016","35-65 y.","(3a) lower tertiary education","74","0.0656064078015814","0.0513521559336943","0.0798606596694684"
"Daily","2016","35-65 y.","(3b) higher tertiary education","205","0.0808457002025672","0.0703594933133711","0.0913319070917634"
"Daily","2016","66 and older","(0) in school","","","",""
"Daily","2016","66 and older","(1a) inadequately completed","","","",""
"Daily","2016","66 and older","(1b) general elementary school","21","","",""
"Daily","2016","66 and older","(1c) basic vocational qualification","110","0.0547730176541851","0.044393345600575","0.0651526897077952"
"Daily","2016","66 and older","(2b) intermediate general qualification","3","","",""
"Daily","2016","66 and older","(2a) intermediate vocational","54","0.07593069113712","0.0570486846343938","0.0948126976398462"
"Daily","2016","66 and older","(2c_gen) general maturity certificate","1","","",""
"Daily","2016","66 and older","(2c_voc) vocational maturity certificate","11","","",""
"Daily","2016","66 and older","(3a) lower tertiary education","28","","",""
"Daily","2016","66 and older","(3b) higher tertiary education","58","0.0777057567032341","0.0582990988797614","0.0971124145267069"
"Four to six days a week","2016","16-34 y.","(0) in school","82","0.28496403461444","0.236626482153152","0.333301587075728"
"Four to six days a week","2016","16-34 y.","(1a) inadequately completed","20","","",""
"Four to six days a week","2016","16-34 y.","(1b) general elementary school","135","0.241295378757885","0.205173978683316","0.277416778832455"
"Four to six days a week","2016","16-34 y.","(1c) basic vocational qualification","131","0.259160786099617","0.219589126654027","0.298732445545207"
"Four to six days a week","2016","16-34 y.","(2b) intermediate general qualification","125","0.321111717613452","0.277335865782567","0.364887569444336"
"Four to six days a week","2016","16-34 y.","(2a) intermediate vocational","196","0.246076681656841","0.215413846585878","0.276739516727803"
"Four to six days a week","2016","16-34 y.","(2c_gen) general maturity certificate","202","0.23621341944028","0.207472185759772","0.264954653120787"
"Four to six days a week","2016","16-34 y.","(2c_voc) vocational maturity certificate","132","0.259272039128104","0.221856673427805","0.296687404828403"
"Four to six days a week","2016","16-34 y.","(3a) lower tertiary education","63","0.301593895924392","0.239223039066207","0.363964752782577"
"Four to six days a week","2016","16-34 y.","(3b) higher tertiary education","172","0.250588114428704","0.21919509614704","0.281981132710368"
"Four to six days a week","2016","35-65 y.","(0) in school","","","",""
"Four to six days a week","2016","35-65 y.","(1a) inadequately completed","79","0.278613023369989","0.22956963923074","0.327656407509238"
"Four to six days a week","2016","35-65 y.","(1b) general elementary school","182","0.174121482799632","0.14829191223549","0.199951053363775"
"Four to six days a week","2016","35-65 y.","(1c) basic vocational qualification","707","0.252239327502603","0.235980797254882","0.268497857750323"
"Four to six days a week","2016","35-65 y.","(2b) intermediate general qualification","39","0.312608616016252","0.246345526595892","0.378871705436612"
