"ple0179","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2016","1-pers.-HH","West Germany","191","0.0754770713108926","0.0653076332454935","0.0856465093762918"
"Daily","2016","1-pers.-HH","East Germany","102","0.118883598959154","0.0974142643961554","0.140352933522153"
"Daily","2016","(Married) couple without C. ","West Germany","444","0.0846258754660511","0.0772366189531764","0.0920151319789258"
"Daily","2016","(Married) couple without C. ","East Germany","194","0.089509285831513","0.076615075877066","0.10240349578596"
"Daily","2016","Single parent ","West Germany","141","0.0854266604742664","0.0721551828561917","0.0986981380923411"
"Daily","2016","Single parent ","East Germany","59","0.117279685770463","0.08707823511042","0.147481136430505"
"Daily","2016","Couple + C. LE 16 ","West Germany","590","0.11584138642528","0.106758342922062","0.124924429928498"
"Daily","2016","Couple + C. LE 16 ","East Germany","165","0.12875621773889","0.108131058059938","0.149381377417843"
"Daily","2016","Couple + C. GT 16 ","West Germany","265","0.111655768016786","0.098851308418301","0.124460227615271"
"Daily","2016","Couple + C. GT 16 ","East Germany","44","0.12898179819788","0.0965773217480655","0.161386274647694"
"Daily","2016","Couple + C. LE and GT 16","West Germany","229","0.128052305590379","0.112503028554748","0.14360158262601"
"Daily","2016","Couple + C. LE and GT 16","East Germany","52","0.140291626957522","0.101694111425438","0.178889142489606"
"Four to six days a week","2016","1-pers.-HH","West Germany","410","0.163586067544516","0.149345923647634","0.177826211441397"
"Four to six days a week","2016","1-pers.-HH","East Germany","146","0.170659680665565","0.145703804421253","0.195615556909877"
"Four to six days a week","2016","(Married) couple without C. ","West Germany","1232","0.223834742808121","0.212768742248532","0.234900743367711"
"Four to six days a week","2016","(Married) couple without C. ","East Germany","407","0.22181594911139","0.203050434499829","0.240581463722951"
"Four to six days a week","2016","Single parent ","West Germany","315","0.212940984959417","0.193503208918112","0.232378761000721"
"Four to six days a week","2016","Single parent ","East Germany","67","0.174639510086189","0.139002772735167","0.210276247437212"
"Four to six days a week","2016","Couple + C. LE 16 ","West Germany","1321","0.285220376845806","0.272405607724396","0.298035145967215"
"Four to six days a week","2016","Couple + C. LE 16 ","East Germany","260","0.29915826740182","0.270961205983482","0.327355328820159"
"Four to six days a week","2016","Couple + C. GT 16 ","West Germany","633","0.284210256447699","0.265872650418164","0.302547862477234"
"Four to six days a week","2016","Couple + C. GT 16 ","East Germany","105","0.285353110841113","0.241695070321396","0.329011151360829"
"Four to six days a week","2016","Couple + C. LE and GT 16","West Germany","481","0.285185633990945","0.264175358761392","0.306195909220498"
"Four to six days a week","2016","Couple + C. LE and GT 16","East Germany","80","0.265040183315657","0.215988314777691","0.314092051853624"
"Two to three days a week","2016","1-pers.-HH","West Germany","1198","0.46144552353224","0.442254168883486","0.480636878180994"
"Two to three days a week","2016","1-pers.-HH","East Germany","392","0.45070889058659","0.417703086572555","0.483714694600625"
"Two to three days a week","2016","(Married) couple without C. ","West Germany","2823","0.5137232698858","0.500453719653224","0.526992820118375"
"Two to three days a week","2016","(Married) couple without C. ","East Germany","1007","0.545076768028912","0.522585143490961","0.567568392566863"
"Two to three days a week","2016","Single parent ","West Germany","808","0.478905899300358","0.455186894253652","0.502624904347064"
"Two to three days a week","2016","Single parent ","East Germany","183","0.43440769338318","0.387880661628618","0.480934725137741"
"Two to three days a week","2016","Couple + C. LE 16 ","West Germany","2156","0.450009152013841","0.435889537684524","0.464128766343158"
"Two to three days a week","2016","Couple + C. LE 16 ","East Germany","432","0.434434362580393","0.403909974920999","0.464958750239788"
"Two to three days a week","2016","Couple + C. GT 16 ","West Germany","1062","0.461493466538003","0.441225587856458","0.481761345219549"
"Two to three days a week","2016","Couple + C. GT 16 ","East Germany","199","0.460895312083597","0.412704429558336","0.509086194608858"
"Two to three days a week","2016","Couple + C. LE and GT 16","West Germany","790","0.451791957640694","0.428633308005197","0.474950607276192"
"Two to three days a week","2016","Couple + C. LE and GT 16","East Germany","131","0.477178118664367","0.42166635384382","0.532689883484914"
"Two to four days a month","2016","1-pers.-HH","West Germany","514","0.194016449469941","0.178793003930898","0.209239895008985"
"Two to four days a month","2016","1-pers.-HH","East Germany","180","0.186794813240149","0.160941069153579","0.212648557326719"
"Two to four days a month","2016","(Married) couple without C. ","West Germany","685","0.125027748915854","0.116246623381493","0.133808874450216"
"Two to four days a month","2016","(Married) couple without C. ","East Germany","211","0.107481603335981","0.0934922194645324","0.12147098720743"
"Two to four days a month","2016","Single parent ","West Germany","274","0.13041517191898","0.114425729040536","0.146404614797424"
"Two to four days a month","2016","Single parent ","East Germany","93","0.217246360185589","0.17853899153714","0.255953728834038"
"Two to four days a month","2016","Couple + C. LE 16 ","West Germany","479","0.0990895459574786","0.0906096765853661","0.107569415329591"
"Two to four days a month","2016","Couple + C. LE 16 ","East Germany","110","0.0927801053343498","0.0749141155359663","0.110646095132733"
"Two to four days a month","2016","Couple + C. GT 16 ","West Germany","249","0.0958270365483442","0.0838596362952003","0.107794436801488"
"Two to four days a month","2016","Couple + C. GT 16 ","East Germany","47","0.0864083235051081","0.0592451169144826","0.113571530095734"
"Two to four days a month","2016","Couple + C. LE and GT 16","West Germany","176","0.0891841562672608","0.0759215027008359","0.102446809833686"
"Two to four days a month","2016","Couple + C. LE and GT 16","East Germany","29","","",""
"Once a month or less","2016","1-pers.-HH","West Germany","147","0.0589691682990574","0.0499004686173549","0.0680378679807599"
"Once a month or less","2016","1-pers.-HH","East Germany","26","","",""
"Once a month or less","2016","(Married) couple without C. ","West Germany","150","0.0319753506619091","0.0273044491949551","0.036646252128863"
"Once a month or less","2016","(Married) couple without C. ","East Germany","40","0.0183802653300395","0.0123133147166904","0.0244472159433886"
