"ple0179","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Full Time","1-pers.-HH","136","0.114169591391782","0.0957573653544935","0.13258181742907"
"Daily","2016","Full Time","(Married) couple without C. ","279","0.113274265307591","0.100644640754527","0.125903889860654"
"Daily","2016","Full Time","Single parent ","57","0.0688168495141115","0.0498875444585668","0.0877461545696563"
"Daily","2016","Full Time","Couple + C. LE 16 ","415","0.155028139442892","0.14133817448202","0.168718104403764"
"Daily","2016","Full Time","Couple + C. GT 16 ","142","0.122934100327428","0.104054303185903","0.141813897468952"
"Daily","2016","Full Time","Couple + C. LE and GT 16","119","0.108545826742754","0.0874468725187097","0.129644780966799"
"Daily","2016","Part Time","1-pers.-HH","60","0.106806439956057","0.0836765100536247","0.129936369858489"
"Daily","2016","Part Time","(Married) couple without C. ","109","0.0694810182733619","0.0563889095285125","0.0825731270182113"
"Daily","2016","Part Time","Single parent ","75","0.0971205888878851","0.0770474411656768","0.117193736610093"
"Daily","2016","Part Time","Couple + C. LE 16 ","210","0.0708259477968949","0.0601062760997056","0.0815456194940841"
"Daily","2016","Part Time","Couple + C. GT 16 ","83","0.0914830651736546","0.0723700483581458","0.110596081989163"
"Daily","2016","Part Time","Couple + C. LE and GT 16","76","0.118509163491668","0.0951269873197036","0.141891339663633"
"Daily","2016","Not Working","1-pers.-HH","97","0.0533901795272007","0.042489884358048","0.0642904746963534"
"Daily","2016","Not Working","(Married) couple without C. ","250","0.0689445675550617","0.0605086123161945","0.0773805227939289"
"Daily","2016","Not Working","Single parent ","68","0.10434538896642","0.0802234383953899","0.128467339537451"
"Daily","2016","Not Working","Couple + C. LE 16 ","130","0.117404230832125","0.0963385905466929","0.138469871117556"
"Daily","2016","Not Working","Couple + C. GT 16 ","84","0.123683530691773","0.0992775688935299","0.148089492490017"
"Daily","2016","Not Working","Couple + C. LE and GT 16","86","0.184392715408048","0.150931965638657","0.217853465177438"
"Four to six days a week","2016","Full Time","1-pers.-HH","205","0.188898116832658","0.166235643751221","0.211560589914094"
"Four to six days a week","2016","Full Time","(Married) couple without C. ","627","0.266667489132906","0.249045064485565","0.284289913780246"
"Four to six days a week","2016","Full Time","Single parent ","128","0.229943321816334","0.198477326856272","0.261409316776397"
"Four to six days a week","2016","Full Time","Couple + C. LE 16 ","826","0.322119318159523","0.304444255569288","0.339794380749758"
"Four to six days a week","2016","Full Time","Couple + C. GT 16 ","359","0.335170201841451","0.3080287568323","0.362311646850602"
"Four to six days a week","2016","Full Time","Couple + C. LE and GT 16","250","0.29968872169452","0.268615547962745","0.330761895426295"
"Four to six days a week","2016","Part Time","1-pers.-HH","109","0.166803464218156","0.138885800861301","0.194721127575012"
"Four to six days a week","2016","Part Time","(Married) couple without C. ","309","0.206674524511261","0.185825628067898","0.227523420954623"
"Four to six days a week","2016","Part Time","Single parent ","135","0.184490304900969","0.158196932600859","0.210783677201079"
"Four to six days a week","2016","Part Time","Couple + C. LE 16 ","535","0.248574916237476","0.230515311299862","0.266634521175089"
"Four to six days a week","2016","Part Time","Couple + C. GT 16 ","214","0.246284679033409","0.217720960535061","0.274848397531756"
"Four to six days a week","2016","Part Time","Couple + C. LE and GT 16","186","0.299121873922345","0.26599767373953","0.332246074105161"
"Four to six days a week","2016","Not Working","1-pers.-HH","242","0.146747703763877","0.129590502139428","0.163904905388326"
"Four to six days a week","2016","Not Working","(Married) couple without C. ","703","0.193870870737963","0.180707865344193","0.207033876131733"
"Four to six days a week","2016","Not Working","Single parent ","119","0.209278827236149","0.177180689272494","0.241376965199804"
"Four to six days a week","2016","Not Working","Couple + C. LE 16 ","220","0.273452444136523","0.244283225393597","0.302621662879449"
"Four to six days a week","2016","Not Working","Couple + C. GT 16 ","165","0.238511295535091","0.206917943141531","0.270104647928651"
"Four to six days a week","2016","Not Working","Couple + C. LE and GT 16","125","0.22747208905641","0.191302432263647","0.263641745849173"
"Two to three days a week","2016","Full Time","1-pers.-HH","504","0.449640766434963","0.420839489008323","0.478442043861604"
"Two to three days a week","2016","Full Time","(Married) couple without C. ","1082","0.451933498255932","0.432100697324534","0.471766299187329"
"Two to three days a week","2016","Full Time","Single parent ","318","0.496848725526711","0.45946082305791","0.534236627995512"
"Two to three days a week","2016","Full Time","Couple + C. LE 16 ","1138","0.423095963258349","0.404408636660896","0.441783289855802"
"Two to three days a week","2016","Full Time","Couple + C. GT 16 ","514","0.44094050816677","0.41239327391045","0.469487742423091"
"Two to three days a week","2016","Full Time","Couple + C. LE and GT 16","355","0.471289340087985","0.437431621184356","0.505147058991613"
"Two to three days a week","2016","Part Time","1-pers.-HH","277","0.395528087701555","0.358911359800649","0.432144815602461"
"Two to three days a week","2016","Part Time","(Married) couple without C. ","736","0.491777458251392","0.466036472795693","0.517518443707091"
"Two to three days a week","2016","Part Time","Single parent ","401","0.469173051988619","0.435344145220805","0.503001958756434"
"Two to three days a week","2016","Part Time","Couple + C. LE 16 ","1047","0.476524217009279","0.455653972535897","0.497394461482661"
