"ple0179","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Daily","2016","in school","Male","39","0.34071360764991","0.263303327263718","0.418123888036102"
"Daily","2016","in school","Female","23","","",""
"Daily","2016","inadequately","Male","40","0.175085028077665","0.118123827567268","0.232046228588062"
"Daily","2016","inadequately","Female","35","0.123588424018571","0.081055315637216","0.166121532399926"
"Daily","2016","general elemantary","Male","204","0.169123287379282","0.145796106639534","0.192450468119029"
"Daily","2016","general elemantary","Female","141","0.054071752060541","0.0428883402608403","0.0652551638602418"
"Daily","2016","middle vocational","Male","739","0.141726596432086","0.131994934252685","0.151458258611487"
"Daily","2016","middle vocational","Female","413","0.0572266259747339","0.0513746658768011","0.0630785860726667"
"Daily","2016","vocational + Abi","Male","137","0.152414841343733","0.12674306598153","0.178086616705936"
"Daily","2016","vocational + Abi","Female","93","0.0606386667762509","0.0474813989297613","0.0737959346227406"
"Daily","2016","higher vocational","Male","114","0.123281788473264","0.101258068029128","0.145305508917401"
"Daily","2016","higher vocational","Female","29","","",""
"Daily","2016","higher education","Male","307","0.0990194093209979","0.0881968789449281","0.109841939697068"
"Daily","2016","higher education","Female","150","0.0485064513374016","0.0407684007774526","0.0562445018973507"
"Four to six days a week","2016","in school","Male","41","0.324113243621345","0.247667694973157","0.400558792269534"
"Four to six days a week","2016","in school","Female","40","0.253959580974923","0.192067544881561","0.315851617068285"
"Four to six days a week","2016","inadequately","Male","47","0.284989640357537","0.217331393606544","0.352647887108529"
"Four to six days a week","2016","inadequately","Female","47","0.247768838048907","0.191975393389626","0.303562282708187"
"Four to six days a week","2016","general elemantary","Male","261","0.272373658034891","0.244670516977977","0.300076799091804"
"Four to six days a week","2016","general elemantary","Female","333","0.183452587887846","0.164313879592598","0.202591296183093"
"Four to six days a week","2016","middle vocational","Male","1377","0.258864457960408","0.246642703569288","0.271086212351527"
"Four to six days a week","2016","middle vocational","Female","1163","0.190366081492499","0.180475137023555","0.200257025961444"
"Four to six days a week","2016","vocational + Abi","Male","211","0.284649685097561","0.252419311244151","0.316880058950971"
"Four to six days a week","2016","vocational + Abi","Female","246","0.196315815353554","0.174418296488798","0.21821333421831"
"Four to six days a week","2016","higher vocational","Male","245","0.28830949718153","0.257964558221531","0.31865443614153"
"Four to six days a week","2016","higher vocational","Female","107","0.202059688399472","0.168379321635351","0.235740055163594"
"Four to six days a week","2016","higher education","Male","828","0.282104340482396","0.265798376524214","0.298410304440577"
"Four to six days a week","2016","higher education","Female","514","0.157724884602749","0.144596660506713","0.170853108698786"
"Two to three days a week","2016","in school","Male","48","0.22511382909531","0.156897728923343","0.293329929267277"
"Two to three days a week","2016","in school","Female","70","0.415221489720602","0.345155557607009","0.485287421834194"
"Two to three days a week","2016","inadequately","Male","68","0.445317006904924","0.370825441355975","0.519808572453872"
"Two to three days a week","2016","inadequately","Female","112","0.451296791073977","0.38698597127236","0.515607610875594"
"Two to three days a week","2016","general elemantary","Male","415","0.437473546956452","0.406603333769954","0.46834376014295"
"Two to three days a week","2016","general elemantary","Female","788","0.544392871641705","0.519765874010657","0.569019869272752"
"Two to three days a week","2016","middle vocational","Male","2246","0.477535797599069","0.463598462092703","0.491473133105436"
"Two to three days a week","2016","middle vocational","Female","3075","0.496226949449793","0.483630264423696","0.50882363447589"
"Two to three days a week","2016","vocational + Abi","Male","315","0.419714252165376","0.384465121278544","0.454963383052208"
"Two to three days a week","2016","vocational + Abi","Female","616","0.506861788134257","0.479300236858894","0.53442333940962"
"Two to three days a week","2016","higher vocational","Male","415","0.473607531045262","0.440159131510143","0.507055930580381"
"Two to three days a week","2016","higher vocational","Female","273","0.432870521623171","0.391310871160718","0.474430172085624"
"Two to three days a week","2016","higher education","Male","1383","0.476882969631771","0.458785566269478","0.494980372994063"
"Two to three days a week","2016","higher education","Female","1396","0.460612471569745","0.442659051851902","0.478565891287588"
"Two to four days a month","2016","in school","Male","12","","",""
"Two to four days a month","2016","in school","Female","30","0.137291214349065","0.0883556305093921","0.186226798188738"
"Two to four days a month","2016","inadequately","Male","12","","",""
"Two to four days a month","2016","inadequately","Female","30","0.163010617987586","0.11527395085634","0.210747285118832"
"Two to four days a month","2016","general elemantary","Male","85","0.0944764803131131","0.0762751146302046","0.112677845996021"
"Two to four days a month","2016","general elemantary","Female","209","0.137533784050129","0.120502956922047","0.154564611178212"
"Two to four days a month","2016","middle vocational","Male","441","0.0918798146908759","0.0838199038379024","0.0999397255438495"
"Two to four days a month","2016","middle vocational","Female","958","0.173354975742148","0.163817656607068","0.182892294877227"
"Two to four days a month","2016","vocational + Abi","Male","67","0.0983842614791113","0.0771114858269092","0.119657037131313"
"Two to four days a month","2016","vocational + Abi","Female","199","0.148402778056269","0.128804735900822","0.168000820211717"
"Two to four days a month","2016","higher vocational","Male","62","0.0945682715769714","0.0749657568414913","0.114170786312451"
"Two to four days a month","2016","higher vocational","Female","92","0.180715430090528","0.148440391121988","0.212990469059067"
"Two to four days a month","2016","higher education","Male","287","0.0981102574205011","0.0873320915833946","0.108888423257608"
"Two to four days a month","2016","higher education","Female","582","0.203748652271229","0.189240859286622","0.218256445255836"
"Once a month or less","2016","in school","Male","1","","",""
"Once a month or less","2016","in school","Female","11","","",""
