"ple0179","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Schleswig-Holstein","Full Time","47","0.134676200723555","0.0938812227148381","0.175471178732272"
"Daily","2016","Schleswig-Holstein","Part Time","23","","",""
"Daily","2016","Schleswig-Holstein","Not Working","25","","",""
"Daily","2016","Hamburg","Full Time","20","","",""
"Daily","2016","Hamburg","Part Time","12","","",""
"Daily","2016","Hamburg","Not Working","8","","",""
"Daily","2016","Lower Saxony","Full Time","124","0.156462723041154","0.1315667548151","0.181358691267208"
"Daily","2016","Lower Saxony","Part Time","100","0.150653901390306","0.124452524188531","0.176855278592081"
"Daily","2016","Lower Saxony","Not Working","108","0.111231336541433","0.0898667559025563","0.132595917180309"
"Daily","2016","Bremen","Full Time","10","","",""
"Daily","2016","Bremen","Part Time","4","","",""
"Daily","2016","Bremen","Not Working","9","","",""
"Daily","2016","North Rhine-Westphalia","Full Time","232","0.113865021944454","0.0993747228587326","0.128355321030175"
"Daily","2016","North Rhine-Westphalia","Part Time","105","0.0638041002453097","0.0512503042977962","0.0763578961928231"
"Daily","2016","North Rhine-Westphalia","Not Working","162","0.0930485404841207","0.0793674425454686","0.106729638422773"
"Daily","2016","Hesse","Full Time","87","0.143641185868674","0.116447690194469","0.170834681542879"
"Daily","2016","Hesse","Part Time","43","0.0683808274960964","0.045489233453788","0.0912724215384049"
"Daily","2016","Hesse","Not Working","42","0.066246382625101","0.04451129819907","0.0879814670511319"
"Daily","2016","Rhineland-Palatinate,Saarland","Full Time","59","0.105047177652923","0.0791862870956824","0.130908068210164"
"Daily","2016","Rhineland-Palatinate,Saarland","Part Time","40","0.10914502576513","0.0795343192401791","0.138755732290081"
"Daily","2016","Rhineland-Palatinate,Saarland","Not Working","32","0.0648823740055843","0.043649963264101","0.0861147847470677"
"Daily","2016","Baden-Württemberg","Full Time","103","0.0934622147386972","0.0765727355316255","0.110351693945769"
"Daily","2016","Baden-Württemberg","Part Time","65","0.0639368538589221","0.0479361853748656","0.0799375223429786"
"Daily","2016","Baden-Württemberg","Not Working","40","0.0463439670902677","0.031812396683373","0.0608755374971623"
"Daily","2016","Bavaria","Full Time","191","0.0951705574690851","0.0806780851187026","0.109663029819468"
"Daily","2016","Bavaria","Part Time","100","0.0956721225712587","0.0789177602159989","0.112426484926518"
"Daily","2016","Bavaria","Not Working","81","0.0522011036087446","0.039191736935555","0.0652104702819342"
"Daily","2016","Berlin","Full Time","37","0.0831090915117258","0.0525275746448831","0.113690608378568"
"Daily","2016","Berlin","Part Time","26","","",""
"Daily","2016","Berlin","Not Working","43","0.108319672728853","0.0746863765841672","0.141952968873538"
