"ple0179","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Two to four days a month","2016","Lower Saxony","Couple + C. LE and GT 16","14","","",""
"Two to four days a month","2016","Bremen","1-pers.-HH","5","","",""
"Two to four days a month","2016","Bremen","(Married) couple without C. ","5","","",""
"Two to four days a month","2016","Bremen","Single parent ","2","","",""
"Two to four days a month","2016","Bremen","Couple + C. LE 16 ","9","","",""
"Two to four days a month","2016","Bremen","Couple + C. GT 16 ","7","","",""
"Two to four days a month","2016","Bremen","Couple + C. LE and GT 16","1","","",""
"Two to four days a month","2016","North Rhine-Westphalia","1-pers.-HH","135","0.209028358221153","0.177047850646787","0.241008865795519"
"Two to four days a month","2016","North Rhine-Westphalia","(Married) couple without C. ","166","0.119985021495995","0.102921012093394","0.137049030898596"
"Two to four days a month","2016","North Rhine-Westphalia","Single parent ","74","0.119161502168722","0.0889582933815149","0.14936471095593"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. LE 16 ","136","0.0999045285464709","0.0833534071749787","0.116455649917963"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. GT 16 ","62","0.0778666960794762","0.0577559292238136","0.0979774629351389"
"Two to four days a month","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","61","0.0919360548022558","0.0664051217158491","0.117466987888663"
"Two to four days a month","2016","Hesse","1-pers.-HH","47","0.229581484876726","0.173881148288048","0.285281821465403"
"Two to four days a month","2016","Hesse","(Married) couple without C. ","66","0.128562584692615","0.0986502059120258","0.158474963473205"
"Two to four days a month","2016","Hesse","Single parent ","22","","",""
"Two to four days a month","2016","Hesse","Couple + C. LE 16 ","33","0.0865579815136493","0.0587224761577841","0.114393486869514"
"Two to four days a month","2016","Hesse","Couple + C. GT 16 ","19","","",""
"Two to four days a month","2016","Hesse","Couple + C. LE and GT 16","8","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","50","0.239173164136285","0.181061668371973","0.297284659900598"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","41","0.0713475821906179","0.0467595784673502","0.0959355859138856"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Single parent ","22","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","22","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","20","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","12","","",""
"Two to four days a month","2016","Baden-Württemberg","1-pers.-HH","76","0.209775161866073","0.167833447691249","0.251716876040897"
"Two to four days a month","2016","Baden-Württemberg","(Married) couple without C. ","89","0.133574236003421","0.109308043215689","0.157840428791153"
"Two to four days a month","2016","Baden-Württemberg","Single parent ","40","0.114356321585986","0.0721109196592023","0.156601723512769"
"Two to four days a month","2016","Baden-Württemberg","Couple + C. LE 16 ","96","0.120067469224761","0.0973005338284367","0.142834404621085"
"Two to four days a month","2016","Baden-Württemberg","Couple + C. GT 16 ","41","0.118781859548751","0.0846425040619037","0.152921215035597"
"Two to four days a month","2016","Baden-Württemberg","Couple + C. LE and GT 16","38","0.159051826664526","0.117940144646269","0.200163508682784"
"Two to four days a month","2016","Bavaria","1-pers.-HH","91","0.170088407672001","0.138132283234305","0.202044532109697"
"Two to four days a month","2016","Bavaria","(Married) couple without C. ","152","0.144475702325491","0.12393168317751","0.165019721473471"
"Two to four days a month","2016","Bavaria","Single parent ","52","0.132290787611857","0.0961712945706811","0.168410280653033"
"Two to four days a month","2016","Bavaria","Couple + C. LE 16 ","93","0.0972199593113662","0.0785280731992627","0.11591184542347"
"Two to four days a month","2016","Bavaria","Couple + C. GT 16 ","58","0.10980297644709","0.0820071186165516","0.137598834277629"
"Two to four days a month","2016","Bavaria","Couple + C. LE and GT 16","33","0.100801267042981","0.0698728111825719","0.131729722903391"
"Two to four days a month","2016","Berlin","1-pers.-HH","45","0.182387301718108","0.132152316881372","0.232622286554844"
"Two to four days a month","2016","Berlin","(Married) couple without C. ","42","0.0944327471361868","0.0609488539871629","0.127916640285211"
"Two to four days a month","2016","Berlin","Single parent ","20","","",""
"Two to four days a month","2016","Berlin","Couple + C. LE 16 ","27","","",""
"Two to four days a month","2016","Berlin","Couple + C. GT 16 ","8","","",""
"Two to four days a month","2016","Berlin","Couple + C. LE and GT 16","2","","",""
"Two to four days a month","2016","Brandenburg","1-pers.-HH","29","","",""
"Two to four days a month","2016","Brandenburg","(Married) couple without C. ","44","0.110218397593322","0.0791779146504088","0.141258880536234"
"Two to four days a month","2016","Brandenburg","Single parent ","17","","",""
"Two to four days a month","2016","Brandenburg","Couple + C. LE 16 ","25","","",""
"Two to four days a month","2016","Brandenburg","Couple + C. GT 16 ","6","","",""
"Two to four days a month","2016","Brandenburg","Couple + C. LE and GT 16","8","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","1-pers.-HH","19","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","19","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Single parent ","7","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","10","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","1","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","",""
"Two to four days a month","2016","Saxony","1-pers.-HH","41","0.147105668270704","0.102104692565502","0.192106643975907"
"Two to four days a month","2016","Saxony","(Married) couple without C. ","66","0.124861499780761","0.0969030159056734","0.152819983655848"
"Two to four days a month","2016","Saxony","Single parent ","25","","",""
"Two to four days a month","2016","Saxony","Couple + C. LE 16 ","30","0.116325566897875","0.0793612313910129","0.153289902404738"
"Two to four days a month","2016","Saxony","Couple + C. GT 16 ","15","","",""
"Two to four days a month","2016","Saxony","Couple + C. LE and GT 16","10","","",""
"Two to four days a month","2016","Saxony-Anhalt","1-pers.-HH","38","0.264439291416481","0.193860419092928","0.335018163740035"
"Two to four days a month","2016","Saxony-Anhalt","(Married) couple without C. ","14","","",""
"Two to four days a month","2016","Saxony-Anhalt","Single parent ","16","","",""
"Two to four days a month","2016","Saxony-Anhalt","Couple + C. LE 16 ","14","","",""
"Two to four days a month","2016","Saxony-Anhalt","Couple + C. GT 16 ","7","","",""
"Two to four days a month","2016","Saxony-Anhalt","Couple + C. LE and GT 16","2","","",""
"Two to four days a month","2016","Thuringia","1-pers.-HH","38","0.195454489861898","0.132413295812158","0.258495683911638"
"Two to four days a month","2016","Thuringia","(Married) couple without C. ","52","0.175034364195828","0.13487854782836","0.215190180563296"
"Two to four days a month","2016","Thuringia","Single parent ","19","","",""
"Two to four days a month","2016","Thuringia","Couple + C. LE 16 ","19","","",""
"Two to four days a month","2016","Thuringia","Couple + C. GT 16 ","13","","",""
"Two to four days a month","2016","Thuringia","Couple + C. LE and GT 16","7","","",""
"Once a month or less","2016","Schleswig-Holstein","1-pers.-HH","7","","",""
"Once a month or less","2016","Schleswig-Holstein","(Married) couple without C. ","15","","",""
"Once a month or less","2016","Schleswig-Holstein","Single parent ","7","","",""
"Once a month or less","2016","Schleswig-Holstein","Couple + C. LE 16 ","3","","",""
"Once a month or less","2016","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"Once a month or less","2016","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Once a month or less","2016","Hamburg","1-pers.-HH","5","","",""
"Once a month or less","2016","Hamburg","(Married) couple without C. ","1","","",""
"Once a month or less","2016","Hamburg","Single parent ","","","",""
"Once a month or less","2016","Hamburg","Couple + C. LE 16 ","3","","",""
"Once a month or less","2016","Hamburg","Couple + C. GT 16 ","","","",""
"Once a month or less","2016","Hamburg","Couple + C. LE and GT 16","","","",""
"Once a month or less","2016","Lower Saxony","1-pers.-HH","13","","",""
"Once a month or less","2016","Lower Saxony","(Married) couple without C. ","18","","",""
"Once a month or less","2016","Lower Saxony","Single parent ","12","","",""
"Once a month or less","2016","Lower Saxony","Couple + C. LE 16 ","8","","",""
"Once a month or less","2016","Lower Saxony","Couple + C. GT 16 ","6","","",""
"Once a month or less","2016","Lower Saxony","Couple + C. LE and GT 16","3","","",""
"Once a month or less","2016","Bremen","1-pers.-HH","2","","",""
"Once a month or less","2016","Bremen","(Married) couple without C. ","","","",""
"Once a month or less","2016","Bremen","Single parent ","","","",""
"Once a month or less","2016","Bremen","Couple + C. LE 16 ","3","","",""
"Once a month or less","2016","Bremen","Couple + C. GT 16 ","","","",""
"Once a month or less","2016","Bremen","Couple + C. LE and GT 16","","","",""
"Once a month or less","2016","North Rhine-Westphalia","1-pers.-HH","36","0.0568699170923511","0.0386549082103955","0.0750849259743067"
"Once a month or less","2016","North Rhine-Westphalia","(Married) couple without C. ","37","0.0335127703389033","0.0240618139750272","0.0429637267027794"
"Once a month or less","2016","North Rhine-Westphalia","Single parent ","35","0.0756494969727756","0.0509971472791504","0.100301846666401"
"Once a month or less","2016","North Rhine-Westphalia","Couple + C. LE 16 ","38","0.0378009868520662","0.0272747152831505","0.0483272584209819"
"Once a month or less","2016","North Rhine-Westphalia","Couple + C. GT 16 ","9","","",""
"Once a month or less","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","11","","",""
"Once a month or less","2016","Hesse","1-pers.-HH","10","","",""
"Once a month or less","2016","Hesse","(Married) couple without C. ","8","","",""
"Once a month or less","2016","Hesse","Single parent ","8","","",""
"Once a month or less","2016","Hesse","Couple + C. LE 16 ","7","","",""
"Once a month or less","2016","Hesse","Couple + C. GT 16 ","8","","",""
"Once a month or less","2016","Hesse","Couple + C. LE and GT 16","1","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","16","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","9","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Single parent ","6","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","1","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","2","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","5","","",""
"Once a month or less","2016","Baden-Württemberg","1-pers.-HH","20","","",""
"Once a month or less","2016","Baden-Württemberg","(Married) couple without C. ","27","","",""
"Once a month or less","2016","Baden-Württemberg","Single parent ","17","","",""
"Once a month or less","2016","Baden-Württemberg","Couple + C. LE 16 ","15","","",""
"Once a month or less","2016","Baden-Württemberg","Couple + C. GT 16 ","8","","",""
"Once a month or less","2016","Baden-Württemberg","Couple + C. LE and GT 16","9","","",""
"Once a month or less","2016","Bavaria","1-pers.-HH","26","","",""
"Once a month or less","2016","Bavaria","(Married) couple without C. ","26","","",""
"Once a month or less","2016","Bavaria","Single parent ","8","","",""
"Once a month or less","2016","Bavaria","Couple + C. LE 16 ","26","","",""
"Once a month or less","2016","Bavaria","Couple + C. GT 16 ","9","","",""
"Once a month or less","2016","Bavaria","Couple + C. LE and GT 16","8","","",""
"Once a month or less","2016","Berlin","1-pers.-HH","15","","",""
"Once a month or less","2016","Berlin","(Married) couple without C. ","11","","",""
"Once a month or less","2016","Berlin","Single parent ","6","","",""
"Once a month or less","2016","Berlin","Couple + C. LE 16 ","6","","",""
"Once a month or less","2016","Berlin","Couple + C. GT 16 ","5","","",""
"Once a month or less","2016","Berlin","Couple + C. LE and GT 16","3","","",""
"Once a month or less","2016","Brandenburg","1-pers.-HH","8","","",""
"Once a month or less","2016","Brandenburg","(Married) couple without C. ","16","","",""
"Once a month or less","2016","Brandenburg","Single parent ","6","","",""
"Once a month or less","2016","Brandenburg","Couple + C. LE 16 ","3","","",""
"Once a month or less","2016","Brandenburg","Couple + C. GT 16 ","","","",""
"Once a month or less","2016","Brandenburg","Couple + C. LE and GT 16","","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","1-pers.-HH","3","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","4","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","Single parent ","3","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","",""
"Once a month or less","2016","Saxony","1-pers.-HH","6","","",""
"Once a month or less","2016","Saxony","(Married) couple without C. ","13","","",""
"Once a month or less","2016","Saxony","Single parent ","3","","",""
"Once a month or less","2016","Saxony","Couple + C. LE 16 ","8","","",""
"Once a month or less","2016","Saxony","Couple + C. GT 16 ","2","","",""
"Once a month or less","2016","Saxony","Couple + C. LE and GT 16","1","","",""
"Once a month or less","2016","Saxony-Anhalt","1-pers.-HH","3","","",""
"Once a month or less","2016","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Once a month or less","2016","Saxony-Anhalt","Single parent ","5","","",""
"Once a month or less","2016","Saxony-Anhalt","Couple + C. LE 16 ","3","","",""
"Once a month or less","2016","Saxony-Anhalt","Couple + C. GT 16 ","6","","",""
"Once a month or less","2016","Saxony-Anhalt","Couple + C. LE and GT 16","3","","",""
"Once a month or less","2016","Thuringia","1-pers.-HH","3","","",""
"Once a month or less","2016","Thuringia","(Married) couple without C. ","5","","",""
"Once a month or less","2016","Thuringia","Single parent ","1","","",""
"Once a month or less","2016","Thuringia","Couple + C. LE 16 ","3","","",""
"Once a month or less","2016","Thuringia","Couple + C. GT 16 ","","","",""
"Once a month or less","2016","Thuringia","Couple + C. LE and GT 16","4","","",""
"Never","2016","Schleswig-Holstein","1-pers.-HH","6","","",""
"Never","2016","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"Never","2016","Schleswig-Holstein","Single parent ","2","","",""
"Never","2016","Schleswig-Holstein","Couple + C. LE 16 ","4","","",""
"Never","2016","Schleswig-Holstein","Couple + C. GT 16 ","2","","",""
"Never","2016","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Never","2016","Hamburg","1-pers.-HH","3","","",""
"Never","2016","Hamburg","(Married) couple without C. ","1","","",""
"Never","2016","Hamburg","Single parent ","2","","",""
"Never","2016","Hamburg","Couple + C. LE 16 ","2","","",""
"Never","2016","Hamburg","Couple + C. GT 16 ","2","","",""
"Never","2016","Hamburg","Couple + C. LE and GT 16","2","","",""
"Never","2016","Lower Saxony","1-pers.-HH","20","","",""
"Never","2016","Lower Saxony","(Married) couple without C. ","12","","",""
"Never","2016","Lower Saxony","Single parent ","8","","",""
"Never","2016","Lower Saxony","Couple + C. LE 16 ","10","","",""
"Never","2016","Lower Saxony","Couple + C. GT 16 ","6","","",""
"Never","2016","Lower Saxony","Couple + C. LE and GT 16","6","","",""
"Never","2016","Bremen","1-pers.-HH","","","",""
"Never","2016","Bremen","(Married) couple without C. ","1","","",""
"Never","2016","Bremen","Single parent ","3","","",""
"Never","2016","Bremen","Couple + C. LE 16 ","","","",""
"Never","2016","Bremen","Couple + C. GT 16 ","1","","",""
"Never","2016","Bremen","Couple + C. LE and GT 16","","","",""
"Never","2016","North Rhine-Westphalia","1-pers.-HH","28","","",""
"Never","2016","North Rhine-Westphalia","(Married) couple without C. ","25","","",""
"Never","2016","North Rhine-Westphalia","Single parent ","21","","",""
"Never","2016","North Rhine-Westphalia","Couple + C. LE 16 ","37","0.0264675044442863","0.017607738043907","0.0353272708446656"
"Never","2016","North Rhine-Westphalia","Couple + C. GT 16 ","23","","",""
"Never","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","12","","",""
"Never","2016","Hesse","1-pers.-HH","9","","",""
"Never","2016","Hesse","(Married) couple without C. ","15","","",""
"Never","2016","Hesse","Single parent ","6","","",""
"Never","2016","Hesse","Couple + C. LE 16 ","10","","",""
"Never","2016","Hesse","Couple + C. GT 16 ","12","","",""
"Never","2016","Hesse","Couple + C. LE and GT 16","6","","",""
"Never","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","5","","",""
"Never","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","9","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Single parent ","2","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","5","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","1","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","3","","",""
"Never","2016","Baden-Württemberg","1-pers.-HH","19","","",""
"Never","2016","Baden-Württemberg","(Married) couple without C. ","14","","",""
"Never","2016","Baden-Württemberg","Single parent ","11","","",""
"Never","2016","Baden-Württemberg","Couple + C. LE 16 ","24","","",""
"Never","2016","Baden-Württemberg","Couple + C. GT 16 ","8","","",""
"Never","2016","Baden-Württemberg","Couple + C. LE and GT 16","12","","",""
"Never","2016","Bavaria","1-pers.-HH","27","","",""
"Never","2016","Bavaria","(Married) couple without C. ","25","","",""
"Never","2016","Bavaria","Single parent ","12","","",""
"Never","2016","Bavaria","Couple + C. LE 16 ","17","","",""
"Never","2016","Bavaria","Couple + C. GT 16 ","13","","",""
"Never","2016","Bavaria","Couple + C. LE and GT 16","13","","",""
"Never","2016","Berlin","1-pers.-HH","24","","",""
"Never","2016","Berlin","(Married) couple without C. ","15","","",""
"Never","2016","Berlin","Single parent ","5","","",""
"Never","2016","Berlin","Couple + C. LE 16 ","12","","",""
"Never","2016","Berlin","Couple + C. GT 16 ","","","",""
"Never","2016","Berlin","Couple + C. LE and GT 16","1","","",""
"Never","2016","Brandenburg","1-pers.-HH","3","","",""
"Never","2016","Brandenburg","(Married) couple without C. ","2","","",""
"Never","2016","Brandenburg","Single parent ","","","",""
"Never","2016","Brandenburg","Couple + C. LE 16 ","3","","",""
"Never","2016","Brandenburg","Couple + C. GT 16 ","1","","",""
"Never","2016","Brandenburg","Couple + C. LE and GT 16","1","","",""
"Never","2016","Mecklenburg-Western Pomerania","1-pers.-HH","3","","",""
"Never","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","1","","",""
"Never","2016","Mecklenburg-Western Pomerania","Single parent ","1","","",""
"Never","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","",""
"Never","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Never","2016","Saxony","1-pers.-HH","5","","",""
"Never","2016","Saxony","(Married) couple without C. ","7","","",""
"Never","2016","Saxony","Single parent ","3","","",""
"Never","2016","Saxony","Couple + C. LE 16 ","9","","",""
"Never","2016","Saxony","Couple + C. GT 16 ","3","","",""
"Never","2016","Saxony","Couple + C. LE and GT 16","2","","",""
"Never","2016","Saxony-Anhalt","1-pers.-HH","2","","",""
"Never","2016","Saxony-Anhalt","(Married) couple without C. ","4","","",""
"Never","2016","Saxony-Anhalt","Single parent ","4","","",""
"Never","2016","Saxony-Anhalt","Couple + C. LE 16 ","1","","",""
"Never","2016","Saxony-Anhalt","Couple + C. GT 16 ","1","","",""
"Never","2016","Saxony-Anhalt","Couple + C. LE and GT 16","2","","",""
"Never","2016","Thuringia","1-pers.-HH","5","","",""
"Never","2016","Thuringia","(Married) couple without C. ","7","","",""
"Never","2016","Thuringia","Single parent ","3","","",""
"Never","2016","Thuringia","Couple + C. LE 16 ","6","","",""
"Never","2016","Thuringia","Couple + C. GT 16 ","1","","",""
"Never","2016","Thuringia","Couple + C. LE and GT 16","4","","",""
"Daily","2017","Schleswig-Holstein","1-pers.-HH","","","",""
"Daily","2017","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Daily","2017","Schleswig-Holstein","Single parent ","","","",""
"Daily","2017","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Daily","2017","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Daily","2017","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Daily","2017","Hamburg","1-pers.-HH","","","",""
"Daily","2017","Hamburg","(Married) couple without C. ","","","",""
"Daily","2017","Hamburg","Single parent ","","","",""
"Daily","2017","Hamburg","Couple + C. LE 16 ","","","",""
"Daily","2017","Hamburg","Couple + C. GT 16 ","","","",""
"Daily","2017","Hamburg","Couple + C. LE and GT 16","","","",""
"Daily","2017","Lower Saxony","1-pers.-HH","","","",""
"Daily","2017","Lower Saxony","(Married) couple without C. ","","","",""
"Daily","2017","Lower Saxony","Single parent ","","","",""
"Daily","2017","Lower Saxony","Couple + C. LE 16 ","","","",""
"Daily","2017","Lower Saxony","Couple + C. GT 16 ","","","",""
"Daily","2017","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Daily","2017","Bremen","1-pers.-HH","","","",""
"Daily","2017","Bremen","(Married) couple without C. ","","","",""
"Daily","2017","Bremen","Single parent ","","","",""
"Daily","2017","Bremen","Couple + C. LE 16 ","","","",""
"Daily","2017","Bremen","Couple + C. GT 16 ","","","",""
"Daily","2017","Bremen","Couple + C. LE and GT 16","","","",""
"Daily","2017","North Rhine-Westphalia","1-pers.-HH","","","",""
"Daily","2017","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Daily","2017","North Rhine-Westphalia","Single parent ","","","",""
"Daily","2017","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Daily","2017","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Daily","2017","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Daily","2017","Hesse","1-pers.-HH","","","",""
"Daily","2017","Hesse","(Married) couple without C. ","","","",""
"Daily","2017","Hesse","Single parent ","","","",""
"Daily","2017","Hesse","Couple + C. LE 16 ","","","",""
"Daily","2017","Hesse","Couple + C. GT 16 ","","","",""
"Daily","2017","Hesse","Couple + C. LE and GT 16","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Daily","2017","Baden-Württemberg","1-pers.-HH","","","",""
"Daily","2017","Baden-Württemberg","(Married) couple without C. ","","","",""
"Daily","2017","Baden-Württemberg","Single parent ","","","",""
"Daily","2017","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Daily","2017","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Daily","2017","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Daily","2017","Bavaria","1-pers.-HH","","","",""
"Daily","2017","Bavaria","(Married) couple without C. ","","","",""
"Daily","2017","Bavaria","Single parent ","","","",""
"Daily","2017","Bavaria","Couple + C. LE 16 ","","","",""
"Daily","2017","Bavaria","Couple + C. GT 16 ","","","",""
"Daily","2017","Bavaria","Couple + C. LE and GT 16","","","",""
"Daily","2017","Berlin","1-pers.-HH","","","",""
"Daily","2017","Berlin","(Married) couple without C. ","","","",""
"Daily","2017","Berlin","Single parent ","","","",""
"Daily","2017","Berlin","Couple + C. LE 16 ","","","",""
"Daily","2017","Berlin","Couple + C. GT 16 ","","","",""
"Daily","2017","Berlin","Couple + C. LE and GT 16","","","",""
"Daily","2017","Brandenburg","1-pers.-HH","","","",""
"Daily","2017","Brandenburg","(Married) couple without C. ","","","",""
"Daily","2017","Brandenburg","Single parent ","","","",""
"Daily","2017","Brandenburg","Couple + C. LE 16 ","","","",""
"Daily","2017","Brandenburg","Couple + C. GT 16 ","","","",""
"Daily","2017","Brandenburg","Couple + C. LE and GT 16","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Daily","2017","Saxony","1-pers.-HH","","","",""
"Daily","2017","Saxony","(Married) couple without C. ","","","",""
"Daily","2017","Saxony","Single parent ","","","",""
"Daily","2017","Saxony","Couple + C. LE 16 ","","","",""
"Daily","2017","Saxony","Couple + C. GT 16 ","","","",""
"Daily","2017","Saxony","Couple + C. LE and GT 16","","","",""
"Daily","2017","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","2017","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","2017","Saxony-Anhalt","Single parent ","","","",""
"Daily","2017","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","2017","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","2017","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","2017","Thuringia","1-pers.-HH","","","",""
"Daily","2017","Thuringia","(Married) couple without C. ","","","",""
"Daily","2017","Thuringia","Single parent ","","","",""
"Daily","2017","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","2017","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","2017","Thuringia","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Schleswig-Holstein","1-pers.-HH","","","",""
"Four to six days a week","2017","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Single parent ","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Hamburg","1-pers.-HH","","","",""
"Four to six days a week","2017","Hamburg","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Hamburg","Single parent ","","","",""
"Four to six days a week","2017","Hamburg","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","Hamburg","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","Hamburg","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Lower Saxony","1-pers.-HH","","","",""
"Four to six days a week","2017","Lower Saxony","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Lower Saxony","Single parent ","","","",""
"Four to six days a week","2017","Lower Saxony","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","Lower Saxony","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Bremen","1-pers.-HH","","","",""
"Four to six days a week","2017","Bremen","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Bremen","Single parent ","","","",""
"Four to six days a week","2017","Bremen","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","Bremen","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","Bremen","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","1-pers.-HH","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Single parent ","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Four to six days a week","2017","Hesse","1-pers.-HH","","","",""
"Four to six days a week","2017","Hesse","(Married) couple without C. ","","","",""
"Four to six days a week","2017","Hesse","Single parent ","","","",""
"Four to six days a week","2017","Hesse","Couple + C. LE 16 ","","","",""
