"ple0179","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Daily","2016","1-pers.-HH","no migration background","221","0.0767531406997271","0.0669593934299664","0.0865468879694878"
"Daily","2016","1-pers.-HH","direct migration background","52","0.106309476820167","0.0782937959720229","0.134325157668311"
"Daily","2016","1-pers.-HH","indirect migration background","20","","",""
"Daily","2016","(Married) couple without C. ","no migration background","490","0.0829512623300762","0.0760519313029716","0.0898505933571808"
"Daily","2016","(Married) couple without C. ","direct migration background","128","0.0989577454064794","0.0805876020772628","0.117327888735696"
"Daily","2016","(Married) couple without C. ","indirect migration background","20","","",""
"Daily","2016","Single parent ","no migration background","151","0.0916495486618065","0.0776209822712152","0.105678115052398"
"Daily","2016","Single parent ","direct migration background","31","0.116194180510728","0.0799316522092065","0.152456708812249"
"Daily","2016","Single parent ","indirect migration background","18","","",""
"Daily","2016","Couple + C. LE 16 ","no migration background","443","0.109690730898291","0.0995135081352586","0.119867953661323"
"Daily","2016","Couple + C. LE 16 ","direct migration background","266","0.143161492156739","0.126483107558471","0.159839876755006"
"Daily","2016","Couple + C. LE 16 ","indirect migration background","46","0.123153902401176","0.0933178811094013","0.152989923692952"
"Daily","2016","Couple + C. GT 16 ","no migration background","225","0.126574913704771","0.112157061861996","0.140992765547546"
"Daily","2016","Couple + C. GT 16 ","direct migration background","62","0.0618211826430573","0.0405409189304485","0.0831014463556661"
"Daily","2016","Couple + C. GT 16 ","indirect migration background","22","","",""
"Daily","2016","Couple + C. LE and GT 16","no migration background","155","0.100510838875334","0.0842409124291503","0.116780765321517"
"Daily","2016","Couple + C. LE and GT 16","direct migration background","88","0.180951937004045","0.148330167710981","0.21357370629711"
"Daily","2016","Couple + C. LE and GT 16","indirect migration background","38","0.162308580592875","0.115462594422397","0.209154566763353"
"Four to six days a week","2016","1-pers.-HH","no migration background","471","0.172481115987346","0.158581537545878","0.186380694428813"
"Four to six days a week","2016","1-pers.-HH","direct migration background","66","0.122162107721474","0.0923977143994043","0.151926501043543"
"Four to six days a week","2016","1-pers.-HH","indirect migration background","19","","",""
"Four to six days a week","2016","(Married) couple without C. ","no migration background","1393","0.22482185456968","0.214378998377174","0.235264710762186"
