"ple0179","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Once a month or less","2017","general elemantary","","","",""
"Once a month or less","2017","middle vocational","","","",""
"Once a month or less","2017","vocational + Abi","","","",""
"Once a month or less","2017","higher vocational","","","",""
"Once a month or less","2017","higher education","","","",""
"Never","2017","in school","","","",""
"Never","2017","inadequately","","","",""
"Never","2017","general elemantary","","","",""
"Never","2017","middle vocational","","","",""
"Never","2017","vocational + Abi","","","",""
"Never","2017","higher vocational","","","",""
"Never","2017","higher education","","","",""
"Daily","2018","in school","62","0.234269928394602","0.189117005924333","0.279422850864871"
"Daily","2018","inadequately","65","0.0929950730179427","0.067121273829254","0.118868872206631"
"Daily","2018","general elemantary","347","0.111516483817951","0.0995657738817838","0.123467193754118"
"Daily","2018","middle vocational","1265","0.103790911269796","0.0982021003962466","0.109379722143346"
"Daily","2018","vocational + Abi","235","0.104120496608918","0.0910980898002409","0.117142903417596"
"Daily","2018","higher vocational","192","0.136367663927776","0.11864878468291","0.154086543172641"
"Daily","2018","higher education","550","0.08495304475813","0.0780748295437318","0.0918312599725281"
"Four to six days a week","2018","in school","89","0.233947274187028","0.188815950989333","0.279078597384722"
"Four to six days a week","2018","inadequately","104","0.192868863783541","0.15771860540144","0.228019122165642"
"Four to six days a week","2018","general elemantary","600","0.209363253059112","0.193916464176273","0.22481004194195"
"Four to six days a week","2018","middle vocational","2561","0.224478436465522","0.216832699867243","0.232124173063801"
"Four to six days a week","2018","vocational + Abi","507","0.237297746597707","0.219158357182091","0.255437136013322"
"Four to six days a week","2018","higher vocational","364","0.255235518561225","0.232724448781319","0.277746588341132"
"Four to six days a week","2018","higher education","1425","0.220194834278268","0.209972237918634","0.230417430637903"
"Two to three days a week","2018","in school","119","0.319963233779908","0.270234663144382","0.369691804415435"
"Two to three days a week","2018","inadequately","218","0.470971203708911","0.42650170401248","0.515440703405342"
"Two to three days a week","2018","general elemantary","1238","0.479801776375882","0.460834068931403","0.498769483820361"
"Two to three days a week","2018","middle vocational","5470","0.477784347417219","0.468631083593202","0.486937611241235"
"Two to three days a week","2018","vocational + Abi","927","0.453570982073555","0.432344019669418","0.474797944477692"
"Two to three days a week","2018","higher vocational","616","0.390969121448874","0.365774549393344","0.416163693504403"
"Two to three days a week","2018","higher education","2821","0.433072235619353","0.420848368223159","0.445296103015548"
"Two to four days a month","2018","in school","35","0.119254055935612","0.0847037699793841","0.15380434189184"
"Two to four days a month","2018","inadequately","69","0.1760668308646","0.142134774706137","0.209998887023062"
"Two to four days a month","2018","general elemantary","328","0.13757917470437","0.124501351804446","0.150656997604293"
"Two to four days a month","2018","middle vocational","1483","0.135119600722297","0.128855304548623","0.141383896895971"
"Two to four days a month","2018","vocational + Abi","286","0.140478815726752","0.125662778733827","0.155294852719677"
"Two to four days a month","2018","higher vocational","196","0.161792952428363","0.142779037139192","0.180806867717534"
"Two to four days a month","2018","higher education","996","0.170983548294425","0.161695524203128","0.180271572385723"
"Once a month or less","2018","in school","7","","",""
"Once a month or less","2018","inadequately","21","","",""
"Once a month or less","2018","general elemantary","103","0.0466488511190393","0.0386422829136073","0.0546554193244712"
"Once a month or less","2018","middle vocational","360","0.0325910496311626","0.0293372612563623","0.0358448380059629"
"Once a month or less","2018","vocational + Abi","76","0.031176126447831","0.0237658939267592","0.0385863589689028"
"Once a month or less","2018","higher vocational","41","0.0377871210066608","0.0279419427117224","0.0476322993015992"
"Once a month or less","2018","higher education","234","0.0416696442996741","0.0367398123511942","0.046599476248154"
"Never","2018","in school","26","","",""
"Never","2018","inadequately","7","","",""
"Never","2018","general elemantary","49","0.0150904609236464","0.0104618688346319","0.0197190530126609"
"Never","2018","middle vocational","301","0.0262356544940036","0.0233067314253101","0.0291645775626971"
"Never","2018","vocational + Abi","82","0.0333558325452377","0.0256995570478017","0.0410121080426737"
"Never","2018","higher vocational","32","0.017847622627101","0.0110117222640552","0.0246835229901468"
"Never","2018","higher education","286","0.0491266927501487","0.0437947596949971","0.0544586258053003"
