"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Full Time","direct migration background","19.31","15","351","5","8","28","40","70","17.62","21","0","99","12","17"
"1986","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1986","Full Time","no migration background","19.68","15","1204","4","8","25","42","88","18.66","20.7","0","99","14","15"
"1986","Not Working","direct migration background","","","","","","","","","","","","","",""
"1986","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Working","no migration background","","","","","","","","","","","","","",""
"1986","Part Time","direct migration background","15.37","11.92","65","2","5","20","28","70","10.86","19.88","1","98","12","20"
"1986","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1986","Part Time","no migration background","14.69","10","204","3","6","19","25","80","12.66","16.72","1","90","10","12"
"1987","Full Time","direct migration background","","","","","","","","","","","","","",""
"1987","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1987","Full Time","no migration background","","","","","","","","","","","","","",""
"1987","Not Working","direct migration background","","","","","","","","","","","","","",""
"1987","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Working","no migration background","","","","","","","","","","","","","",""
"1987","Part Time","direct migration background","","","","","","","","","","","","","",""
"1987","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1987","Part Time","no migration background","","","","","","","","","","","","","",""
"1988","Full Time","direct migration background","19.44","14.83","351","5","8","30","40","55","17.78","21.1","1","99","12","16"
"1988","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1988","Full Time","no migration background","19.82","15","1149","4","8","24","40","81","18.75","20.89","1","99","12","15"
"1988","Not Working","direct migration background","","","","","","","","","","","","","",""
"1988","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Working","no migration background","","","","","","","","","","","","","",""
"1988","Part Time","direct migration background","18.17","12","69","4","9","24","40","50","15","21.34","2","58","10","20"
"1988","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1988","Part Time","no migration background","15.55","10","227","3","5","20","35","60","13.52","17.58","1","99","10","12"
"1989","Full Time","direct migration background","18.31","16","393","5","8","20","40","80","16.7","19.92","1","99","12","16"
"1989","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1989","Full Time","no migration background","20.82","15","1222","4","8","27","45","99","19.78","21.86","0","99","14","15"
"1989","Not Working","direct migration background","","","","","","","","","","","","","",""
"1989","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Working","no migration background","","","","","","","","","","","","","",""
"1989","Part Time","direct migration background","16.73","10.52","44","2","5","24","35","56","12.81","20.65","0","56","10","20"
"1989","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1989","Part Time","no migration background","13.76","10","202","2","5","18","25","80","11.61","15.91","1","99","8","10"
"1990","Full Time","direct migration background","21.39","16","397","5","10","25","40","99","19.64","23.14","0","99","12","16"
"1990","Full Time","indirect migration background","19.34","11.82","32","8","9","20","45","80","13.3","25.38","2","80","9","20"
"1990","Full Time","no migration background","19.32","15","1283","4","8","24","40","80","18.4","20.24","0","99","12","15"
"1990","Not Working","direct migration background","","","","","","","","","","","","","",""
"1990","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1990","Not Working","no migration background","","","","","","","","","","","","","",""
"1990","Part Time","direct migration background","14.44","12","38","8","10","16","23","60","10.8","18.08","1","60","10","16"
"1990","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1990","Part Time","no migration background","14.2","10","192","3","5","18","30","99","12.23","16.17","0","99","8","11"
"1991","Full Time","direct migration background","18.8","15","397","5","9","24","40","70","17.29","20.31","0","99","12","16"
"1991","Full Time","indirect migration background","16.07","11.4","43","4","5","20","40","60","12.15","19.99","2","60","8","20"
"1991","Full Time","no migration background","20.78","15","1347","4","8","25","44","99","19.77","21.79","0","99","12","15"
"1991","Not Working","direct migration background","","","","","","","","","","","","","",""
"1991","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1991","Not Working","no migration background","","","","","","","","","","","","","",""
"1991","Part Time","direct migration background","14.75","10","45","4","6","20","25","70","10.92","18.58","2","70","6","14"
"1991","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1991","Part Time","no migration background","15.58","10","223","3","6","20","40","80","13.64","17.52","0","80","10","10"
"1992","Full Time","direct migration background","18.36","13","364","5","10","23","40","80","16.79","19.93","1","90","12","15"
"1992","Full Time","indirect migration background","20.17","13.64","49","5","7","24","40","99","15.25","25.09","2","99","10","20"
"1992","Full Time","no migration background","20.24","15","2163","4","8","25","40","99","19.45","21.03","0","99","14","15"
"1992","Not Working","direct migration background","","","","","","","","","","","","","",""
"1992","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1992","Not Working","no migration background","","","","","","","","","","","","","",""
"1992","Part Time","direct migration background","16.16","8","44","3","3","20","45","80","10.74","21.58","0","80","8","20"
"1992","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1992","Part Time","no migration background","14.27","10","338","3","5","20","30","80","12.87","15.67","0","85","8","10"
"1993","Full Time","direct migration background","18.19","12","302","4","8","25","40","99","16.23","20.15","0","99","11","16"
"1993","Full Time","indirect migration background","18.91","16.34","65","5","8","30","30","85","15.13","22.69","2","85","10","20"
"1993","Full Time","no migration background","19.95","15","2050","4","8","24","40","95","19.13","20.77","0","99","13","15"
"1993","Not Working","direct migration background","","","","","","","","","","","","","",""
"1993","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1993","Not Working","no migration background","","","","","","","","","","","","","",""
"1993","Part Time","direct migration background","11.87","10","35","4","5","12","20","50","8.41","15.33","2","50","6","14"
"1993","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1993","Part Time","no migration background","13.86","10","334","3","5","19","30","65","12.22","15.5","0","99","9","10"
"1994","Full Time","direct migration background","19.68","14.19","285","5","10","25","40","99","17.63","21.73","0","99","12","16"
"1994","Full Time","indirect migration background","16.72","10","68","4","6","20","40","80","13.17","20.27","1","80","8","13"
"1994","Full Time","no migration background","19.91","15","2100","4","8","25","40","99","19.11","20.71","0","99","13","15"
"1994","Not Working","direct migration background","","","","","","","","","","","","","",""
"1994","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1994","Not Working","no migration background","","","","","","","","","","","","","",""
"1994","Part Time","direct migration background","16.22","8","49","5","6","20","50","50","12.6","19.84","0","50","8","14"
"1994","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1994","Part Time","no migration background","13.45","10","353","3","5","18","30","56","12.06","14.84","1","99","10","10"
