"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"1986","16-34 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","16-34 y.","(1b) general elementary school","18.2","14","122","3","8","20","48","80","15.42","20.98","1","80","10","16"
"1986","16-34 y.","(1c) basic vocational qualification","17.82","12","270","4","7","23","40","90","15.92","19.72","0","99","11","16"
"1986","16-34 y.","(2a) intermediate vocational","17.65","12.06","169","4","6","20","40","80","15.31","19.99","0","80","10","15"
"1986","16-34 y.","(2b) intermediate general qualification","11.17","8","52","2","4","13","28","48","8.18","14.16","1","48","6","10"
"1986","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","16-34 y.","(2c_voc) vocational maturity certificate","13.3","11","60","3","6","20","28","40","10.97","15.63","1","40","10","15"
"1986","16-34 y.","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","16-34 y.","(3b) higher tertiary education","19.32","16","58","4","6","20","40","99","14.29","24.35","0","99","10","20"
"1986","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1986","35-65 y.","(1a) inadequately completed","22.08","15","67","4","5","30","42","88","17.03","27.13","2","99","12","20"
"1986","35-65 y.","(1b) general elementary school","16.94","10.79","128","4","6","20","40","80","14.18","19.7","1","80","10","16"
"1986","35-65 y.","(1c) basic vocational qualification","19.59","15","469","5","8","20","42","80","18","21.18","1","99","13","16"
"1986","35-65 y.","(2a) intermediate vocational","20.94","16","153","5","8","30","50","80","18.01","23.87","1","99","12","20"
"1986","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","35-65 y.","(2c_voc) vocational maturity certificate","25.38","18.06","48","4","12","30","60","88","19.01","31.75","2","88","11","20"
"1986","35-65 y.","(3a) lower tertiary education","21.74","15.33","57","3","10","20","50","90","16.14","27.34","1","90","12","20"
"1986","35-65 y.","(3b) higher tertiary education","25.53","20","103","5","10","32","55","90","21.27","29.79","2","99","16","25"
"1986","66 and older","(0) in school","","","","","","","","","","","","","",""
"1986","66 and older","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","66 and older","(1b) general elementary school","","","","","","","","","","","","","",""
"1986","66 and older","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1986","66 and older","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","66 and older","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","66 and older","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","66 and older","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"1987","16-34 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","16-34 y.","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","16-34 y.","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","16-34 y.","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","16-34 y.","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1987","35-65 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","35-65 y.","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","35-65 y.","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","35-65 y.","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","35-65 y.","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","66 and older","(0) in school","","","","","","","","","","","","","",""
"1987","66 and older","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","66 and older","(1b) general elementary school","","","","","","","","","","","","","",""
