"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Full Time","Rural Area","20.94","15","304","3","7","26","48","88","18.76","23.12","1","99","12","18"
"1986","Full Time","Urban Area","19.37","15","1267","4","8","25","40","80","18.43","20.31","0","99","14","16"
"1986","Not Working","Rural Area","","","","","","","","","","","","","",""
"1986","Not Working","Urban Area","","","","","","","","","","","","","",""
"1986","Part Time","Rural Area","19.84","12","64","4","6","20","60","90","14.87","24.81","1","90","10","16"
"1986","Part Time","Urban Area","12.96","10","207","3","5","18","22","60","11.02","14.9","1","98","10","12"
"1987","Full Time","Rural Area","","","","","","","","","","","","","",""
"1987","Full Time","Urban Area","","","","","","","","","","","","","",""
"1987","Not Working","Rural Area","","","","","","","","","","","","","",""
"1987","Not Working","Urban Area","","","","","","","","","","","","","",""
"1987","Part Time","Rural Area","","","","","","","","","","","","","",""
"1987","Part Time","Urban Area","","","","","","","","","","","","","",""
"1988","Full Time","Rural Area","21.34","15","301","4","8","25","50","99","19.03","23.65","1","99","10","15"
"1988","Full Time","Urban Area","19.37","15","1220","5","8","24","40","80","18.41","20.33","1","99","12","15"
"1988","Not Working","Rural Area","","","","","","","","","","","","","",""
"1988","Not Working","Urban Area","","","","","","","","","","","","","",""
"1988","Part Time","Rural Area","18.03","11","52","4","6","24","40","99","12.75","23.31","1","99","10","20"
"1988","Part Time","Urban Area","15.31","10","250","3","5","20","35","52","13.57","17.05","1","99","10","12"
"1989","Full Time","Rural Area","20.87","15","315","4","8","27","43","99","18.61","23.13","1","99","12","16"
"1989","Full Time","Urban Area","20.57","15","1327","5","8","25","42","90","19.63","21.51","0","99","14","15"
"1989","Not Working","Rural Area","","","","","","","","","","","","","",""
"1989","Not Working","Urban Area","","","","","","","","","","","","","",""
"1989","Part Time","Rural Area","17.72","10","53","3","5","20","36","80","12.85","22.59","1","84","8","15"
"1989","Part Time","Urban Area","13.05","10","199","2","5","18","25","80","11.06","15.04","0","99","8","10"
"1990","Full Time","Rural Area","20.41","15.51","333","4","8","25","48","80","18.51","22.31","1","90","12","20"
"1990","Full Time","Urban Area","19.3","15","1379","4","8","24","40","80","18.41","20.19","0","99","12","15"
"1990","Not Working","Rural Area","","","","","","","","","","","","","",""
"1990","Not Working","Urban Area","","","","","","","","","","","","","",""
"1990","Part Time","Rural Area","13.16","12.54","45","3","7","19","20","60","9.5","16.82","1","60","8","15"
"1990","Part Time","Urban Area","14.34","10","196","3","5","16","30","99","12.44","16.24","0","99","8","10"
"1991","Full Time","Rural Area","19.93","13","347","4","8","24","48","99","18.01","21.85","0","99","10","15"
