"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Rural Area","Female","16.25","10","116","3","5","20","40","90","13.06","19.44","1","90","8","12"
"1986","Rural Area","Male","22.88","17.61","257","4","10","30","50","88","20.44","25.32","1","99","15","20"
"1986","Urban Area","Female","14.96","10","394","3","6","20","30","80","13.43","16.49","0","99","10","12"
"1986","Urban Area","Male","20.14","15","1094","5","8","25","42","80","19.12","21.16","0","99","15","16"
"1987","Rural Area","Female","","","","","","","","","","","","","",""
"1987","Rural Area","Male","","","","","","","","","","","","","",""
"1987","Urban Area","Female","","","","","","","","","","","","","",""
"1987","Urban Area","Male","","","","","","","","","","","","","",""
"1988","Rural Area","Female","13.78","10","105","3","5","20","30","50","11.02","16.54","1","99","8","12"
"1988","Rural Area","Male","23.98","16","252","4","9","30","60","99","21.3","26.66","2","99","12","19"
"1988","Urban Area","Female","15.3","10","457","3","5","20","32","62","14.07","16.53","1","99","10","12"
"1988","Urban Area","Male","20.31","15","1027","5","8","25","40","81","19.23","21.39","1","99","14","16"
"1989","Rural Area","Female","11.39","9","108","3","5","13","22","72","8.68","14.1","1","84","8","10"
"1989","Rural Area","Male","24.05","19.66","263","5","10","30","52","99","21.47","26.63","1","99","15","20"
"1989","Urban Area","Female","15.19","10","505","2","5","20","35","99","13.73","16.65","0","99","10","10"
"1989","Urban Area","Male","21.71","17","1041","5","10","30","45","90","20.67","22.75","1","99","15","19"
"1990","Rural Area","Female","14.49","10","390","3","6","20","30","60","13.24","15.74","0","80","10","12"
"1990","Rural Area","Male","22.35","18","641","5","10","30","50","80","20.99","23.71","1","99","16","20"
"1990","Urban Area","Female","14.55","10","664","4","6","20","30","90","13.56","15.54","0","99","10","12"
"1990","Urban Area","Male","20.84","16","1323","5","9","25","43","80","19.89","21.79","0","99","15","16"
"1991","Rural Area","Female","15.93","10","335","4","7","20","33","72","14.3","17.56","1","99","10","12"
"1991","Rural Area","Male","22.54","16","574","5","9","30","50","99","20.89","24.19","0","99","15","19"
"1991","Urban Area","Female","15","10","654","3","5","20","30","80","13.85","16.15","0","99","10","10"
