"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Female","15.26","10","510","3","5","20","30","80","13.88","16.64","0","99","10","11"
"1986","Male","20.69","15","1351","5","8","25","45","88","19.74","21.64","0","99","15","16"
"1987","Female","","","","","","","","","","","","","",""
"1987","Male","","","","","","","","","","","","","",""
"1988","Female","15.01","10","562","3","5","20","32","62","13.89","16.13","1","99","10","11"
"1988","Male","21.05","15","1279","5","8","25","46","90","20.03","22.07","1","99","14","16"
"1989","Female","14.51","10","613","2","5","20","30","82","13.22","15.8","0","99","10","10"
"1989","Male","22.21","18","1304","5","10","30","45","95","21.23","23.19","1","99","15","19"
"1990","Female","14.54","10","1066","4","6","20","30","80","13.75","15.33","0","99","10","11"
"1990","Male","21.24","16","1979","5","10","26","45","80","20.47","22.01","0","99","15","17"
"1991","Female","15.3","10","1000","3","6","20","31","72","14.37","16.23","0","99","10","10"
"1991","Male","22.75","16","1918","5","10","30","49","99","21.89","23.61","0","99","15","18"
"1992","Female","15.16","10","1081","4","6","20","32","61","14.33","15.99","0","99","10","10"
"1992","Male","21.5","16","1914","5","10","28","45","99","20.64","22.36","0","99","15","16"
"1993","Female","14.51","10","1049","3","5","20","30","80","13.66","15.36","0","99","10","10"
"1993","Male","21.3","15","1789","5","10","26","45","99","20.38","22.22","0","99","15","16"
"1994","Female","14.7","10","1074","3","6","19","30","80","13.84","15.56","0","99","10","10"
"1994","Male","21.23","16","1825","5","9","29","40","99","20.35","22.11","0","99","15","16"
"1995","Female","14.33","10","1181","3","5","20","30","68","13.55","15.11","0","99","10","10"
"1995","Male","22.43","17","2018","5","10","30","50","90","21.59","23.27","0","99","15","17"
"1996","Female","14.74","10","1177","3","6","20","30","80","13.93","15.55","1","99","10","10"
"1996","Male","20.7","15","1950","5","10","30","40","80","19.91","21.49","1","99","15","16"
"1997","Female","14.92","10","1222","3","6","20","30","70","14.14","15.7","1","99","10","10"
"1997","Male","21.61","16","1920","5","10","30","47","80","20.79","22.43","1","99","15","17"
"1998","Female","15.73","10","1354","4","6","20","31","80","14.96","16.5","1","99","10","11"
"1998","Male","21.98","17.61","2156","5","10","30","40","81","21.22","22.74","1","99","16","19"
"1999","Female","14.92","10","1369","4","6","20","30","70","14.22","15.62","1","96","10","11"
"1999","Male","22.49","18","2134","5","10","30","46","80","21.71","23.27","1","99","16","18"
"2000","Female","15.14","10","2145","4","6","20","30","80","14.56","15.72","1","99","10","10"
"2000","Male","21.74","16","3484","5","10","29","45","90","21.12","22.36","1","99","15","16"
"2001","Female","14.97","10","2130","4","6","20","30","70","14.41","15.53","1","99","10","10"
"2001","Male","21.15","16","3178","5","10","28","40","80","20.52","21.78","1","99","15","16"
"2002","Female","15.26","10","2291","3","6","20","30","92","14.64","15.88","1","99","10","10"
"2002","Male","21.51","16","3224","5","10","30","42","99","20.85","22.17","1","99","15","18"
"2003","Female","14.42","10","2197","3","5","20","30","80","13.85","14.99","1","99","10","10"
"2003","Male","20.46","15","3038","5","10","25","40","90","19.81","21.11","1","99","15","16"
"2004","Female","14.48","10","2138","3","6","20","30","70","13.89","15.07","1","99","10","10"
"2004","Male","20.5","15","2952","5","9","25","40","99","19.83","21.17","1","99","15","15"
"2005","Female","14.37","10","2001","4","6","20","30","75","13.78","14.96","1","99","10","10"
"2005","Male","21.39","15","2751","5","9","30","45","95","20.67","22.11","1","99","15","16"
"2006","Female","15.28","10","2366","4","6","20","30","80","14.71","15.85","1","99","10","10"
"2006","Male","21.36","15","3021","5","10","30","45","90","20.69","22.03","1","99","15","16"
"2007","Female","15.64","10","2191","4","6","20","30","80","15.04","16.24","1","99","10","10"
"2007","Male","22.13","16","2911","5","10","30","48","99","21.43","22.83","1","99","15","16"
"2008","Female","14.85","10","2190","4","6","20","30","75","14.26","15.44","1","99","10","10"
"2008","Male","21.23","15","2728","5","10","25","40","99","20.54","21.92","1","99","15","17"
"2009","Female","15.66","10","1948","4","6","20","31","80","14.99","16.33","1","99","10","10"
"2009","Male","20.9","15","2307","5","10","28","40","90","20.15","21.65","1","99","15","18"
"2010","Female","15.44","10","2535","3","6","20","30","90","14.88","16","1","99","10","10"
"2010","Male","20.98","15","3197","5","10","25","42","99","20.33","21.63","1","99","15","16"
"2011","Female","15.6","10","3387","4","6","20","32","80","15.13","16.07","1","99","10","10"
"2011","Male","21.17","15","4072","5","10","26","45","85","20.6","21.74","1","99","15","17"
"2012","Female","14.49","10","3456","3","5","20","30","80","14.03","14.95","1","99","10","10"
"2012","Male","19.86","15","3929","5","10","25","40","89","19.29","20.43","1","99","15","15"
"2013","Female","14","10","3713","3","5","20","30","60","13.58","14.42","1","99","10","10"
"2013","Male","18.49","15","4240","4","8","22","40","80","17.97","19.01","1","99","15","15"
"2014","Female","13.48","10","3360","3","5","20","30","60","13.05","13.91","1","99","10","10"
"2014","Male","18.49","12","3807","4","8","22","40","80","17.96","19.02","1","99","12","15"
"2015","Female","13.53","10","3444","3","5","19","28","60","13.12","13.94","1","99","10","10"
