"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","(0) in school","","","","","","","","","","","","","",""
"1986","(1a) inadequately completed","19.77","12.55","93","4","8","30","48","88","15.33","24.21","2","99","12","18"
"1986","(1b) general elementary school","17.52","12","250","4","8","20","40","80","15.57","19.47","1","80","10","15"
"1986","(1c) basic vocational qualification","18.95","13","739","4","8","22","40","90","17.73","20.17","0","99","12","16"
"1986","(2a) intermediate vocational","19.25","14.68","322","4","8","26","43","80","17.39","21.11","0","99","12","16"
"1986","(2b) intermediate general qualification","11.01","8","60","3","4","13","28","48","8.36","13.66","1","48","6","10"
"1986","(2c_gen) general maturity certificate","18.92","15.05","33","4","8","20","30","90","12.25","25.59","2","90","10","20"
"1986","(2c_voc) vocational maturity certificate","18.62","14.89","108","4","8","24","40","88","15.42","21.82","1","88","10","16"
"1986","(3a) lower tertiary education","20.46","15.18","80","4","10","20","50","90","16.35","24.57","1","90","12","20"
"1986","(3b) higher tertiary education","23.29","20","161","4","10","30","50","90","20.02","26.56","0","99","15","20"
"1987","(0) in school","","","","","","","","","","","","","",""
"1987","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1988","(0) in school","","","","","","","","","","","","","",""
"1988","(1a) inadequately completed","16.94","10","84","5","8","20","39","60","13.61","20.27","1","90","10","16"
"1988","(1b) general elementary school","18.73","12","248","4","8","24","40","90","16.69","20.77","1","99","10","15"
"1988","(1c) basic vocational qualification","18.98","12","718","4","8","22","40","90","17.68","20.28","1","99","11","15"
"1988","(2a) intermediate vocational","18.36","12","311","4","8","24","40","80","16.44","20.28","1","99","10","15"
"1988","(2b) intermediate general qualification","14.84","10","65","3","5","20","40","50","11.69","17.99","1","50","10","12"
"1988","(2c_gen) general maturity certificate","12.91","9.33","38","2","4","17","32","50","8.64","17.18","2","50","8","15"
"1988","(2c_voc) vocational maturity certificate","21.12","16","116","4","8","25","50","80","17.7","24.54","1","99","15","20"
"1988","(3a) lower tertiary education","24.72","20","75","8","12","30","50","80","20.64","28.8","3","80","16","20"
"1988","(3b) higher tertiary education","21.32","15","161","4","8","30","40","80","18.23","24.41","1","99","10","20"
"1989","(0) in school","","","","","","","","","","","","","",""
"1989","(1a) inadequately completed","14.37","10","91","4","8","20","30","76","11.55","17.19","0","80","10","15"
"1989","(1b) general elementary school","19.12","12.94","242","4","8","25","40","90","16.85","21.39","1","99","10","16"
"1989","(1c) basic vocational qualification","20.47","15","738","5","8","24","40","99","19.15","21.79","0","99","14","16"
"1989","(2a) intermediate vocational","17.86","12","347","3","6","20","40","99","16.03","19.69","1","99","10","12"
"1989","(2b) intermediate general qualification","11.91","8.41","72","2","4","19","25","40","9.4","14.42","1","40","6","10"
"1989","(2c_gen) general maturity certificate","23.48","10","39","2","9","20","70","80","15.75","31.21","1","80","10","15"
"1989","(2c_voc) vocational maturity certificate","18.33","12","114","3","8","25","41","60","15.42","21.24","0","99","10","20"
"1989","(3a) lower tertiary education","21.48","19.71","79","7","10","26","50","60","17.81","25.15","3","72","14","20"
"1989","(3b) higher tertiary education","24.14","20","166","5","10","30","50","90","21.14","27.14","1","99","15","20"
"1990","(0) in school","","","","","","","","","","","","","",""
"1990","(1a) inadequately completed","15.73","10","79","4","8","20","30","60","12.22","19.24","2","78","10","16"
"1990","(1b) general elementary school","17.03","13","286","4","7","20","40","60","15.43","18.63","1","99","10","15"
"1990","(1c) basic vocational qualification","20.16","15","1017","5","10","24","42","85","19.13","21.19","0","99","15","16"
"1990","(2a) intermediate vocational","17.9","12","759","4","6","23","40","80","16.74","19.06","0","95","12","15"
"1990","(2b) intermediate general qualification","13.36","10","80","3","6","15","25","99","10.44","16.28","0","99","8","12"
"1990","(2c_gen) general maturity certificate","18.46","10","43","2","5","23","40","90","11.58","25.34","1","90","6","20"
"1990","(2c_voc) vocational maturity certificate","19.59","15","141","4","7","25","40","99","16.93","22.25","1","99","12","20"
"1990","(3a) lower tertiary education","19.38","15","296","5","8","25","40","80","17.66","21.1","2","80","12","17"
"1990","(3b) higher tertiary education","19.56","15","315","4","8","25","40","80","17.5","21.62","0","99","12","16"
"1991","(0) in school","","","","","","","","","","","","","",""
"1991","(1a) inadequately completed","18.32","15","86","5","8","23","36","60","14.62","22.02","0","90","10","20"
"1991","(1b) general elementary school","18.39","12","272","4","8","22","36","99","16.23","20.55","1","99","10","16"
"1991","(1c) basic vocational qualification","21.46","15","934","5","8","28","50","99","20.26","22.66","0","99","12","15"
"1991","(2a) intermediate vocational","17.95","12","733","4","8","20","40","85","16.79","19.11","0","99","12","15"
