"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Rural Area","20.65","15","373","3","7","25","48","90","18.68","22.62","1","99","12","16"
"1986","Urban Area","18.6","14","1488","4","8","21","40","80","17.74","19.46","0","99","12","15"
"1987","Rural Area","","","","","","","","","","","","","",""
"1987","Urban Area","","","","","","","","","","","","","",""
"1988","Rural Area","20.83","13.02","357","4","8","24","50","99","18.74","22.92","1","99","10","15"
"1988","Urban Area","18.65","13","1484","4","8","24","40","80","17.8","19.5","1","99","12","15"
"1989","Rural Area","20.37","14.44","371","4","8","25","40","99","18.33","22.41","1","99","12","15"
"1989","Urban Area","19.51","15","1546","4","8","24","40","90","18.65","20.37","0","99","12","15"
"1990","Rural Area","19.52","15","1031","4","8","25","42","80","18.53","20.51","0","99","15","16"
"1990","Urban Area","18.7","14","1987","4","8","23","40","80","17.98","19.42","0","99","12","15"
"1991","Rural Area","20.18","14","909","4","8","25","45","90","18.96","21.4","0","99","12","15"
"1991","Urban Area","20.14","15","1986","4","8","25","40","99","19.35","20.93","0","99","12","15"
"1992","Rural Area","18.77","12","970","4","7","24","40","90","17.63","19.91","0","99","11","15"
"1992","Urban Area","19.43","15","1995","4","8","25","40","86","18.66","20.2","0","99","12","15"
"1993","Rural Area","18.01","12","965","4","7","20","40","81","16.91","19.11","0","99","11","14"
"1993","Urban Area","19.25","14","1873","4","8","22","40","99","18.4","20.1","0","99","12","15"
"1994","Rural Area","18.06","12","987","4","7","20","40","90","16.93","19.19","0","99","11","15"
"1994","Urban Area","19.19","13","1912","4","8","25","40","99","18.39","19.99","0","99","12","15"
"1995","Rural Area","18.5","12","1046","4","6","24","40","90","17.36","19.64","0","99","11","14"
"1995","Urban Area","19.86","15","2153","4","8","25","40","86","19.13","20.59","1","99","12","15"
"1996","Rural Area","18.22","12","1030","4","8","20","40","80","17.15","19.29","1","99","12","14"
"1996","Urban Area","18.65","14","2097","4","8","24","40","80","17.95","19.35","1","99","12","15"
"1997","Rural Area","19.69","15","1053","4","8","25","45","90","18.59","20.79","1","99","12","15"
"1997","Urban Area","18.89","14","2089","5","8","25","40","80","18.19","19.59","1","99","12","15"
"1998","Rural Area","19.3","14.77","1191","4","8","25","40","85","18.33","20.27","1","99","12","15"
"1998","Urban Area","19.84","15","2319","5","8","25","40","80","19.15","20.53","1","99","15","15"
"1999","Rural Area","19.55","15","1195","4","8","25","40","90","18.57","20.53","1","99","14","15"
"1999","Urban Area","19.62","15","2308","4","8","25","40","80","18.94","20.3","1","99","14","15"
"2000","Rural Area","18.59","15","1914","5","8","21","40","90","17.82","19.36","1","99","12","15"
"2000","Urban Area","19.59","15","3715","5","8","25","40","90","19.03","20.15","1","99","14","15"
