"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","16-34 y.","Baden-W?rttemberg","14.42","10","172","4","6","20","30","48","12.32","16.52","1","98","10","15"
"1986","16-34 y.","Bavaria","14.63","10","141","2","6","20","30","60","12.46","16.8","1","60","10","12"
"1986","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1986","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1986","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1986","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1986","16-34 y.","Hesse","18.77","15","85","4","10","20","40","76","15.64","21.9","1","76","12","20"
"1986","16-34 y.","Lower Saxony","20.22","12.45","95","4","8","24","48","80","16.36","24.08","1","80","10","16"
"1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","16-34 y.","North Rhine-Westphalia","17.68","12","185","4","6","24","40","90","15.26","20.1","0","99","10","18"
"1986","16-34 y.","Rhineland-Palatinate,Saarland","15.25","12.46","63","4","6","20","30","48","12.37","18.13","1","48","10","16"
"1986","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1986","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","16-34 y.","Schleswig-Holstein","19.1","10","31","3","6","20","45","90","11.66","26.54","2","90","8","17"
"1986","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1986","35-65 y.","Baden-W?rttemberg","18.64","15","225","4","8","20","40","80","16.49","20.79","1","90","12","19"
"1986","35-65 y.","Bavaria","17.83","12","182","4","6","20","40","90","15.16","20.5","1","99","10","15"
"1986","35-65 y.","Berlin","16.26","9.43","38","5","6","20","20","80","10.01","22.51","4","80","8","16"
"1986","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1986","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1986","35-65 y.","Hamburg","19.65","14.92","30","5","8","30","40","65","13.91","25.39","2","65","10","20"
"1986","35-65 y.","Hesse","22.47","12.21","110","4","8","30","50","99","18.28","26.66","1","99","10","18"
"1986","35-65 y.","Lower Saxony","23.46","17.1","105","4","8","30","51","80","19.59","27.33","2","80","15","21"
"1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","35-65 y.","North Rhine-Westphalia","21.43","16","252","5","8","30","48","80","19.14","23.72","1","99","15","20"
"1986","35-65 y.","Rhineland-Palatinate,Saarland","19.35","13.2","59","5","10","25","45","50","15.56","23.14","1","60","12","20"
