"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Full Time","Female","16.06","10","349","3","5","20","35","90","14.27","17.85","0","99","10","12"
"1986","Full Time","Male","20.89","16","1222","5","8","28","45","80","19.9","21.88","0","99","15","17"
"1986","Not Working","Female","","","","","","","","","","","","","",""
"1986","Not Working","Male","","","","","","","","","","","","","",""
"1986","Part Time","Female","13.49","10","154","2","6","16","23","62","11.4","15.58","1","80","9","12"
"1986","Part Time","Male","16.9","12","117","4","8","20","40","90","13.58","20.22","1","98","11","18"
"1987","Full Time","Female","","","","","","","","","","","","","",""
"1987","Full Time","Male","","","","","","","","","","","","","",""
"1987","Not Working","Female","","","","","","","","","","","","","",""
"1987","Not Working","Male","","","","","","","","","","","","","",""
"1987","Part Time","Female","","","","","","","","","","","","","",""
"1987","Part Time","Male","","","","","","","","","","","","","",""
"1988","Full Time","Female","16.03","10","370","3","6","20","36","80","14.51","17.55","1","99","10","12"
"1988","Full Time","Male","21.08","15","1151","5","8","25","46","90","20.01","22.15","1","99","15","16"
"1988","Not Working","Female","","","","","","","","","","","","","",""
"1988","Not Working","Male","","","","","","","","","","","","","",""
"1988","Part Time","Female","13.11","10","185","3","5","20","28","48","11.58","14.64","1","56","10","12"
"1988","Part Time","Male","20.79","12","117","4","7","30","45","99","17.26","24.32","1","99","10","20"
"1989","Full Time","Female","15.64","10","425","2","6","20","35","99","14.01","17.27","0","99","10","10"
"1989","Full Time","Male","22.44","18","1217","5","10","30","45","99","21.41","23.47","1","99","15","20"
"1989","Not Working","Female","","","","","","","","","","","","","",""
"1989","Not Working","Male","","","","","","","","","","","","","",""
"1989","Part Time","Female","11.9","9","178","2","4","14","20","80","9.76","14.04","0","99","8","10"
"1989","Part Time","Male","19.51","16.97","74","3","8","25","40","80","15.89","23.13","1","80","10","20"
"1990","Full Time","Female","14.55","10","428","4","6","20","30","80","13.23","15.87","0","99","10","12"
"1990","Full Time","Male","21.36","16","1284","5","10","25","45","84","20.39","22.33","0","99","15","17"
"1990","Not Working","Female","","","","","","","","","","","","","",""
"1990","Not Working","Male","","","","","","","","","","","","","",""
"1990","Part Time","Female","13.66","9","171","2","5","16","30","99","11.76","15.56","0","99","8","10"
"1990","Part Time","Male","15.16","12","70","3","8","20","27","60","11.78","18.54","1","60","10","16"
"1991","Full Time","Female","15.6","10","460","4","6","20","33","72","14.19","17.01","1","99","10","10"
"1991","Full Time","Male","22.48","16","1327","5","10","30","48","99","21.48","23.48","0","99","15","16"
"1991","Not Working","Female","","","","","","","","","","","","","",""
"1991","Not Working","Male","","","","","","","","","","","","","",""
"1991","Part Time","Female","13.12","10","194","3","6","15","26","80","11.3","14.94","0","80","8","10"
"1991","Part Time","Male","20.7","12.93","86","4","7","32","47","80","17.24","24.16","0","80","10","18"
"1992","Full Time","Female","15.96","10.23","785","4","6","20","35","61","14.96","16.96","0","99","10","12"
"1992","Full Time","Male","21.83","16","1791","5","10","29","46","99","20.93","22.73","0","99","15","16"
"1992","Not Working","Female","","","","","","","","","","","","","",""
"1992","Not Working","Male","","","","","","","","","","","","","",""
"1992","Part Time","Female","13.32","10","285","3","5","20","30","58","11.86","14.78","0","80","8","10"
