"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","general elemantary","Female","13.92","10","112","3","5","18","30","80","11.29","16.55","1","80","8","12"
"1986","general elemantary","Male","17.03","12","195","3","7","20","40","80","14.87","19.19","1","80","10","15"
"1986","higher education","Female","17.75","14.63","55","3","5","20","32","99","12.2","23.3","0","99","6","20"
"1986","higher education","Male","23.72","19.48","186","5","10","30","50","90","20.82","26.62","1","99","16","20"
"1986","higher vocational","Female","18.32","14","44","3","8","20","30","99","12.95","23.69","2","99","10","20"
"1986","higher vocational","Male","24.49","20","114","6","10","30","52","88","20.82","28.16","2","88","15","20"
"1986","in school","Female","","","","","","","","","","","","","",""
"1986","in school","Male","","","","","","","","","","","","","",""
"1986","inadequately","Female","","","","","","","","","","","","","",""
"1986","inadequately","Male","20.93","15","63","3","10","32","40","88","15.69","26.17","2","99","15","20"
"1986","middle vocational","Female","14.74","10","264","3","6","17","30","80","12.92","16.56","1","90","9","12"
"1986","middle vocational","Male","20.24","15","734","5","8","25","42","90","18.98","21.5","0","99","15","18"
"1986","vocational + Abi","Female","","","","","","","","","","","","","",""
"1986","vocational + Abi","Male","15.16","12","52","4","6","20","25","60","11.77","18.55","2","60","10","15"
"1987","general elemantary","Female","","","","","","","","","","","","","",""
"1987","general elemantary","Male","","","","","","","","","","","","","",""
"1987","higher education","Female","","","","","","","","","","","","","",""
"1987","higher education","Male","","","","","","","","","","","","","",""
"1987","higher vocational","Female","","","","","","","","","","","","","",""
"1987","higher vocational","Male","","","","","","","","","","","","","",""
"1987","in school","Female","","","","","","","","","","","","","",""
"1987","in school","Male","","","","","","","","","","","","","",""
"1987","inadequately","Female","","","","","","","","","","","","","",""
"1987","inadequately","Male","","","","","","","","","","","","","",""
"1987","middle vocational","Female","","","","","","","","","","","","","",""
"1987","middle vocational","Male","","","","","","","","","","","","","",""
"1987","vocational + Abi","Female","","","","","","","","","","","","","",""
"1987","vocational + Abi","Male","","","","","","","","","","","","","",""
"1988","general elemantary","Female","14.31","10","129","2","5","20","30","50","12.26","16.36","1","50","10","14"
"1988","general elemantary","Male","20.73","12.16","181","5","10","30","41","99","18.15","23.31","1","99","10","16"
"1988","higher education","Female","18.72","15","52","3","4","20","40","80","13.99","23.45","2","80","10","20"
"1988","higher education","Male","23.57","20","184","6","10","30","50","80","20.69","26.45","1","99","15","20"
"1988","higher vocational","Female","15.89","10","50","3","5","24","40","48","12.1","19.68","1","50","6","16"
"1988","higher vocational","Male","22.27","19.67","108","6","10","23","50","99","18.4","26.14","2","99","15","20"
"1988","in school","Female","","","","","","","","","","","","","",""
"1988","in school","Male","","","","","","","","","","","","","",""
"1988","inadequately","Female","","","","","","","","","","","","","",""
"1988","inadequately","Male","20.16","19.35","57","4","10","30","40","60","16.48","23.84","1","60","10","20"
"1988","middle vocational","Female","14.16","10","281","4","6","20","30","70","12.57","15.75","1","99","10","10"
