"year","bula_h","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Baden-W?rttemberg","(Married) couple without C.","15.52","14.63","68","3","5","20","40","60","12.22","18.82","1","70","10","16"
"1986","Baden-W?rttemberg","1-pers.-HH","14.84","12.55","37","3","7","20","30","40","11.17","18.51","1","40","8","20"
"1986","Baden-W?rttemberg","Couple + C. GT 16 ","15.58","10.02","107","5","8","20","30","90","12.65","18.51","1","90","10","18"
"1986","Baden-W?rttemberg","Couple + C. LE 16","20.94","19.87","99","6","12","25","40","76","17.99","23.89","2","76","15","20"
"1986","Baden-W?rttemberg","Couple + C. LE and GT 16","17.29","10","56","2","6","20","40","80","13.05","21.53","2","80","10","18"
"1986","Baden-W?rttemberg","Single parent","","","","","","","","","","","","","",""
"1986","Bavaria","(Married) couple without C.","17.99","11.31","58","5","8","20","40","90","13.45","22.53","1","90","10","18"
"1986","Bavaria","1-pers.-HH","13.94","10.63","35","3","5","20","28","60","9.89","17.99","1","60","6","14"
"1986","Bavaria","Couple + C. GT 16 ","15.37","10.32","65","3","6","20","30","99","11.4","19.34","1","99","10","15"
"1986","Bavaria","Couple + C. LE 16","18.83","12","97","4","8","20","40","90","15.14","22.52","1","90","10","17"
"1986","Bavaria","Couple + C. LE and GT 16","15.47","10","43","3","5","20","40","60","11.12","19.82","1","60","8","16"
"1986","Bavaria","Single parent","","","","","","","","","","","","","",""
"1986","Berlin","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","Berlin","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Berlin","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","Berlin","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","Berlin","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","Berlin","Single parent","","","","","","","","","","","","","",""
"1986","Brandenburg","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","Brandenburg","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Brandenburg","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","Brandenburg","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","Brandenburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","Brandenburg","Single parent","","","","","","","","","","","","","",""
"1986","Bremen","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","Bremen","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Bremen","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","Bremen","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","Bremen","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","Bremen","Single parent","","","","","","","","","","","","","",""
"1986","Hamburg","(Married) couple without C.","","","","","","","","","","","","","",""
