"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","15.26","10","510","3","5","20","30","80","13.88","16.64","0","99","10","11"
"1986","West Germany","Male","20.69","15","1351","5","8","25","45","88","19.74","21.64","0","99","15","16"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","","","","","","","","","","","","","",""
"1987","West Germany","Male","","","","","","","","","","","","","",""
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","15.01","10","562","3","5","20","32","62","13.89","16.13","1","99","10","11"
"1988","West Germany","Male","21.05","15","1279","5","8","25","46","90","20.03","22.07","1","99","14","16"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","14.51","10","613","2","5","20","30","82","13.22","15.8","0","99","10","10"
"1989","West Germany","Male","22.21","18","1304","5","10","30","45","95","21.23","23.19","1","99","15","19"
"1990","East Germany","Female","15.32","12","464","4","7","20","30","60","14.19","16.45","0","95","10","12"
"1990","East Germany","Male","22.44","18","617","5","10","30","48","80","21.07","23.81","1","99","16","20"
"1990","West Germany","Female","14.29","10","602","3","5","20","30","80","13.21","15.37","0","99","10","10"
"1990","West Germany","Male","20.97","16","1362","5","9","25","45","80","20.04","21.9","0","99","15","16"
"1991","East Germany","Female","16.8","12","332","5","8","20","35","99","15.18","18.42","1","99","10","13"
"1991","East Germany","Male","24.88","20","480","5","10","30","50","99","22.98","26.78","0","99","16","20"
"1991","West Germany","Female","14.98","10","668","3","6","20","30","72","13.84","16.12","0","99","10","10"
"1991","West Germany","Male","22.36","16","1438","5","10","30","48","99","21.41","23.31","0","99","15","16"
"1992","East Germany","Female","15.99","11.96","385","3","6","20","35","80","14.47","17.51","0","99","10","12"
"1992","East Germany","Male","24.02","16","579","5","10","32","50","99","22.29","25.75","0","99","15","20"
"1992","West Germany","Female","14.94","10","696","4","6","20","32","60","13.97","15.91","0","99","10","10"
"1992","West Germany","Male","20.89","15","1335","5","9","25","45","90","19.91","21.87","0","99","15","16"
"1993","East Germany","Female","14.22","10","413","3","5","19","30","80","12.74","15.7","0","99","10","10"
"1993","East Germany","Male","22.79","18","560","5","10","30","50","99","21.09","24.49","0","99","15","20"
"1993","West Germany","Female","14.61","10","636","3","5","20","30","65","13.58","15.64","1","99","10","10"
"1993","West Germany","Male","20.92","15","1229","5","9","25","44","99","19.82","22.02","0","99","15","16"
"1994","East Germany","Female","16.67","10","423","4","6","20","40","80","15.23","18.11","0","90","10","12"
"1994","East Germany","Male","22.29","16","596","5","10","30","45","99","20.69","23.89","0","99","15","20"
"1994","West Germany","Female","14.09","10","651","3","5","17","30","90","13.02","15.16","0","99","10","10"
"1994","West Germany","Male","20.93","15","1229","5","8","28","40","99","19.88","21.98","0","99","15","16"
"1995","East Germany","Female","16.28","10","419","4","6","20","36","80","14.73","17.83","0","99","10","12"
"1995","East Germany","Male","22.23","15","590","5","9","30","46","90","20.62","23.84","0","99","15","18"
"1995","West Germany","Female","13.79","10","762","3","5","20","30","50","12.94","14.64","1","99","10","10"
"1995","West Germany","Male","22.48","18","1428","5","10","30","50","90","21.5","23.46","1","99","15","18"
"1996","East Germany","Female","17.53","12","396","4","7","20","40","80","15.95","19.11","1","99","10","12"
"1996","East Germany","Male","21.55","15","563","5","8","30","45","80","19.98","23.12","1","99","14","18"
"1996","West Germany","Female","14.02","10","781","3","6","20","30","72","13.11","14.93","1","99","10","10"
"1996","West Germany","Male","20.51","15","1387","5","10","30","40","80","19.61","21.41","1","99","15","16"
"1997","East Germany","Female","17.44","12","426","3","7","20","40","80","15.89","18.99","1","99","10","13"
"1997","East Germany","Male","22.38","16","545","5","10","30","50","96","20.77","23.99","1","99","15","17"
"1997","West Germany","Female","14.23","10","796","4","6","20","30","70","13.37","15.09","1","95","10","10"
"1997","West Germany","Male","21.44","16","1375","5","10","30","43","80","20.49","22.39","1","99","15","18"
"1998","East Germany","Female","16.68","10","461","4","6","20","36","80","15.25","18.11","1","98","10","12"
"1998","East Germany","Male","21.94","17.18","577","5","10","30","48","80","20.41","23.47","1","99","15","20"
"1998","West Germany","Female","15.46","10","893","4","6","20","30","84","14.55","16.37","1","99","10","12"
"1998","West Germany","Male","21.98","17.54","1579","5","10","30","40","90","21.11","22.85","1","99","16","20"
"1999","East Germany","Female","17.05","12","450","4","7","20","40","90","15.65","18.45","1","96","10","12"
"1999","East Germany","Male","22.54","16","583","6","10","30","50","90","20.94","24.14","1","99","15","20"
"1999","West Germany","Female","14.38","10","919","4","6","20","30","65","13.59","15.17","1","84","10","11"
"1999","West Germany","Male","22.49","18.96","1551","5","10","30","46","80","21.6","23.38","1","99","16","20"
"2000","East Germany","Female","15.85","10","601","4","6","20","31","98","14.75","16.95","1","99","10","12"
"2000","East Germany","Male","21.23","15","791","5","10","24","40","99","19.83","22.63","1","99","15","17"
"2000","West Germany","Female","14.96","10","1544","4","6","20","30","72","14.29","15.63","1","99","10","10"
