"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Employed","Full Time","19.69","15","1571","4","8","25","41","88","18.82","20.56","0","99","15","16"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","14.75","10.29","271","3","6","20","25","80","12.87","16.63","1","98","10","12"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","","","","","","","","","","","","","",""
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","","","","","","","","","","","","","",""
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","","","","","","","","","","","","","",""
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","","","","","","","","","","","","","",""
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","19.77","15","1521","5","8","24","40","80","18.87","20.67","1","99","12","15"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","15.76","10","302","3","5","20","35","56","14.06","17.46","1","99","10","12"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","","","","","","","","","","","","","",""
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","20.63","15","1642","4","8","26","42","99","19.75","21.51","0","99","14","15"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","14.07","10","252","2","5","20","27","80","12.21","15.93","0","99","9","10"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","","","","","","","","","","","","","",""
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","19.53","15","1712","4","8","25","40","80","18.72","20.34","0","99","13","15"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","14.08","10","241","3","5","16","30","99","12.4","15.76","0","99","8","10"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","","","","","","","","","","","","","",""
"1990","Not Employed","Part Time","","","","","","","","","","","","","",""
"1991","Employed","Full Time","20.53","15","1787","5","8","25","42","99","19.7","21.36","0","99","12","15"
"1991","Employed","Not Working","","","","","","","","","","","","","",""
"1991","Employed","Part Time","15.45","10","280","3","6","20","40","80","13.78","17.12","0","80","10","10"
"1991","Not Employed","Full Time","","","","","","","","","","","","","",""
"1991","Not Employed","Not Working","","","","","","","","","","","","","",""
"1991","Not Employed","Part Time","","","","","","","","","","","","","",""
"1992","Employed","Full Time","20.08","15","2576","5","8","25","40","95","19.38","20.78","0","99","14","15"
"1992","Employed","Not Working","","","","","","","","","","","","","",""
"1992","Employed","Part Time","14.37","10","397","3","5","20","30","80","13.03","15.71","0","85","8","10"
"1992","Not Employed","Full Time","","","","","","","","","","","","","",""
"1992","Not Employed","Not Working","","","","","","","","","","","","","",""
"1992","Not Employed","Part Time","","","","","","","","","","","","","",""
"1993","Employed","Full Time","19.79","15","2417","4","8","25","40","95","19.04","20.54","0","99","12","15"
"1993","Employed","Not Working","","","","","","","","","","","","","",""
"1993","Employed","Part Time","13.71","10","389","3","5","18","30","65","12.18","15.24","0","99","10","10"
"1993","Not Employed","Full Time","","","","","","","","","","","","","",""
"1993","Not Employed","Not Working","14.4","10","32","5","6","20","27","60","9.8","19","2","60","8","20"
"1993","Not Employed","Part Time","","","","","","","","","","","","","",""
"1994","Employed","Full Time","19.85","15","2453","4","8","25","40","99","19.12","20.58","0","99","13","15"
"1994","Employed","Not Working","","","","","","","","","","","","","",""
"1994","Employed","Part Time","13.78","10","423","3","5","18","30","56","12.51","15.05","0","99","10","10"
"1994","Not Employed","Full Time","","","","","","","","","","","","","",""
"1994","Not Employed","Not Working","","","","","","","","","","","","","",""
"1994","Not Employed","Part Time","","","","","","","","","","","","","",""
"1995","Employed","Full Time","20.62","15","2629","4","8","26","43","90","19.92","21.32","0","99","14","15"
"1995","Employed","Not Working","","","","","","","","","","","","","",""
"1995","Employed","Part Time","13.96","10","537","3","5","20","30","62","12.83","15.09","1","90","10","10"
"1995","Not Employed","Full Time","","","","","","","","","","","","","",""
"1995","Not Employed","Not Working","19.15","10","33","2","5","22","90","90","11.22","27.08","2","99","5","10"
"1995","Not Employed","Part Time","","","","","","","","","","","","","",""
"1996","Employed","Full Time","19.47","15","2611","4","8","25","40","80","18.81","20.13","1","99","12","15"
"1996","Employed","Not Working","","","","","","","","","","","","","",""
"1996","Employed","Part Time","13.82","10","486","3","5","18","30","70","12.62","15.02","1","99","10","10"
"1996","Not Employed","Full Time","","","","","","","","","","","","","",""
"1996","Not Employed","Not Working","15.3","13","30","5","10","20","28","43","11.43","19.17","2","43","10","20"
"1996","Not Employed","Part Time","","","","","","","","","","","","","",""
"1997","Employed","Full Time","20.12","15","2645","5","8","25","42","80","19.45","20.79","1","99","15","15"
"1997","Employed","Not Working","","","","","","","","","","","","","",""
"1997","Employed","Part Time","14.17","10","481","4","6","18","30","70","13","15.34","1","99","10","10"
"1997","Not Employed","Full Time","","","","","","","","","","","","","",""
"1997","Not Employed","Not Working","","","","","","","","","","","","","",""
"1997","Not Employed","Part Time","","","","","","","","","","","","","",""
"1998","Employed","Full Time","20.78","15","2883","5","10","28","40","85","20.14","21.42","1","99","15","15"
"1998","Employed","Not Working","","","","","","","","","","","","","",""
