"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","16-34 y.","17.09","12","818","3","6","20","40","80","16.01","18.17","0","99","12","15"
"1986","35-65 y.","20.57","15","1043","5","8","25","45","90","19.44","21.7","1","99","15","16"
"1986","66 and older","","","","","","","","","","","","","",""
"1987","16-34 y.","","","","","","","","","","","","","",""
"1987","35-65 y.","","","","","","","","","","","","","",""
"1987","66 and older","","","","","","","","","","","","","",""
"1988","16-34 y.","17.3","11","832","4","7","20","38","99","16.17","18.43","1","99","10","12"
"1988","35-65 y.","20.35","15","1006","4","8","25","42","80","19.25","21.45","1","99","13","16"
"1988","66 and older","","","","","","","","","","","","","",""
"1989","16-34 y.","17.87","12","886","4","7","20","40","99","16.7","19.04","0","99","10","12"
"1989","35-65 y.","21.08","15","1030","5","9","30","45","90","20","22.16","0","99","15","16"
"1989","66 and older","","","","","","","","","","","","","",""
"1990","16-34 y.","17.8","12","1327","4","6","20","40","90","16.88","18.72","0","99","10","12"
"1990","35-65 y.","19.75","15","1715","5","9","25","40","80","19","20.5","0","99","15","16"
"1990","66 and older","","","","","","","","","","","","","",""
"1991","16-34 y.","18.25","12","1288","4","7","22","40","99","17.33","19.17","0","99","10","12"
"1991","35-65 y.","21.6","15","1629","5","10","28","48","99","20.68","22.52","0","99","15","16"
"1991","66 and older","","","","","","","","","","","","","",""
"1992","16-34 y.","17.76","12","1354","4","7","20","40","99","16.84","18.68","0","99","10","12"
"1992","35-65 y.","20.42","15","1641","5","8","26","40","86","19.55","21.29","0","99","14","16"
"1992","66 and older","","","","","","","","","","","","","",""
"1993","16-34 y.","16.85","11","1248","3","6","20","39","90","15.9","17.8","0","99","10","12"
"1993","35-65 y.","20.36","15","1590","5","8","25","40","99","19.42","21.3","0","99","15","16"
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","17.68","10","1298","4","6","20","40","99","16.75","18.61","0","99","10","12"
"1994","35-65 y.","19.74","15","1601","4","8","25","40","94","18.84","20.64","0","99","15","15"
"1994","66 and older","","","","","","","","","","","","","",""
"1995","16-34 y.","17.79","11","1440","4","6","20","40","80","16.9","18.68","0","99","10","12"
"1995","35-65 y.","20.68","15","1759","4","9","25","43","90","19.84","21.52","0","99","15","15"
"1995","66 and older","","","","","","","","","","","","","",""
"1996","16-34 y.","16.31","10","1363","4","6","20","36","80","15.51","17.11","1","99","10","12"
"1996","35-65 y.","20.06","15","1762","5","9","25","40","80","19.23","20.89","1","99","13","15"
"1996","66 and older","","","","","","","","","","","","","",""
"1997","16-34 y.","18.21","12.76","1333","4","8","22","40","80","17.33","19.09","1","99","12","14"
"1997","35-65 y.","19.7","15","1807","5","8","25","40","80","18.89","20.51","1","99","12","15"
"1997","66 and older","","","","","","","","","","","","","",""
"1998","16-34 y.","18.29","14","1434","4","8","23","40","80","17.46","19.12","1","99","12","15"
"1998","35-65 y.","20.5","15","2074","5","9","25","40","85","19.74","21.26","1","99","15","15"
"1998","66 and older","","","","","","","","","","","","","",""
"1999","16-34 y.","17.89","14","1412","4","8","21","40","80","17.1","18.68","1","99","12","15"
