"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","general elemantary","15.52","10","307","3","6","20","35","80","13.84","17.2","1","80","10","14"
"1986","higher education","22.3","17","241","4","10","26","50","90","19.73","24.87","0","99","15","20"
"1986","higher vocational","22.71","16","158","5","10","29","50","88","19.66","25.76","2","99","15","20"
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","21.55","14.52","77","3","10","33","48","88","16.8","26.3","2","99","12","20"
"1986","middle vocational","18.69","12.98","998","4","8","22","40","90","17.64","19.74","0","99","12","15"
"1986","vocational + Abi","13.82","10","69","3","4","20","25","60","10.93","16.71","1","60","8","15"
"1987","general elemantary","","","","","","","","","","","","","",""
"1987","higher education","","","","","","","","","","","","","",""
"1987","higher vocational","","","","","","","","","","","","","",""
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","","","","","","","","","","","","","",""
"1987","middle vocational","","","","","","","","","","","","","",""
"1987","vocational + Abi","","","","","","","","","","","","","",""
"1988","general elemantary","17.61","12","310","3","8","22","40","90","15.87","19.35","1","99","10","15"
"1988","higher education","22.47","20","236","4","8","30","50","80","20","24.94","1","99","15","20"
"1988","higher vocational","20.06","16","158","4","8","23","40","99","17.13","22.99","1","99","12","20"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","19.31","18.02","74","4","8","30","40","50","16.21","22.41","1","60","10","18"
"1988","middle vocational","18.55","12","974","4","8","21","40","81","17.45","19.65","1","99","10","14"
"1988","vocational + Abi","18.87","15","69","4","8","25","40","80","14.83","22.91","1","80","13","20"
"1989","general elemantary","16.57","10","309","3","6","20","38","75","14.75","18.39","1","99","10","15"
"1989","higher education","23.24","20","245","6","10","30","50","90","20.9","25.58","1","99","15","20"
"1989","higher vocational","19.73","16.28","140","5","10","25","40","80","17.29","22.17","2","80","12","20"
"1989","in school","","","","","","","","","","","","","",""
"1989","inadequately","20.06","10.58","82","3","8","24","40","99","16.68","23.44","0","99","10","20"
"1989","middle vocational","19.62","13.77","1042","4","8","24","40","99","18.49","20.75","0","99","12","15"
"1989","vocational + Abi","17.61","11.13","78","2","6","21","42","99","13.96","21.26","0","99","10","20"
"1990","general elemantary","16.13","12","361","4","7","20","35","60","14.71","17.55","0","99","10","13"
"1990","higher education","19.48","15","611","5","8","25","40","80","18.13","20.83","0","99","13","16"
"1990","higher vocational","19.62","15.12","223","5","10","24","40","99","17.43","21.81","1","99","12","18"
"1990","in school","","","","","","","","","","","","","",""
"1990","inadequately","15.34","10","70","2","7","20","37","60","11.64","19.04","2","78","10","16"
"1990","middle vocational","19.36","15","1661","4","8","24","40","80","18.55","20.17","0","99","13","15"
"1990","vocational + Abi","15.68","12","102","3","5","20","31","65","13.07","18.29","1","80","11","16"
"1991","general elemantary","17.01","12","352","4","7","20","35","99","15.19","18.83","1","99","10","12"
"1991","higher education","23.98","18","574","5","10","32","50","99","22.3","25.66","1","99","15","20"
"1991","higher vocational","19.03","15","204","5","8","22","40","70","16.87","21.19","2","99","12","19"
"1991","in school","","","","","","","","","","","","","",""
"1991","inadequately","16.99","12","77","5","8","20","30","60","13.04","20.94","0","90","10","20"
"1991","middle vocational","20.13","14.66","1581","4","8","25","45","99","19.25","21.01","0","99","12","15"
"1991","vocational + Abi","15.43","10","106","4","6","20","28","70","12.48","18.38","2","99","10","12"
"1992","general elemantary","17.97","11.63","326","4","6","20","40","99","16.01","19.93","0","99","10","13"
"1992","higher education","21.41","15","617","4","8","30","42","88","19.87","22.95","1","99","14","18"
"1992","higher vocational","18.3","12","219","4","8","24","40","70","16.06","20.54","1","90","10","16"
"1992","in school","","","","","","","","","","","","","",""
"1992","inadequately","17.18","13.86","70","5","7","20","40","85","13.6","20.76","2","85","10","16"
"1992","middle vocational","19.13","14","1621","4","8","24","40","90","18.29","19.97","0","99","12","15"
"1992","vocational + Abi","17.12","12","109","3","8","20","35","80","13.74","20.5","0","99","10","16"
"1993","general elemantary","16.26","10.02","312","3","6","20","38","95","14.47","18.05","0","99","10","12"
"1993","higher education","21.16","16","634","4","9","30","40","90","19.67","22.65","0","99","15","17"
