"plh0180","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","Full Time","in school","","","","","0"
"0 Completely dissatisfied","2006","Full Time","inadequately","","","","","0"
"0 Completely dissatisfied","2006","Full Time","general elemantary","2","","","","0"
"0 Completely dissatisfied","2006","Full Time","middle vocational","20","","","","0"
"0 Completely dissatisfied","2006","Full Time","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2006","Full Time","higher vocational","2","","","","0"
"0 Completely dissatisfied","2006","Full Time","higher education","9","","","","0"
"0 Completely dissatisfied","2006","Part Time","in school","","","","","0"
"0 Completely dissatisfied","2006","Part Time","inadequately","2","","","","0"
"0 Completely dissatisfied","2006","Part Time","general elemantary","1","","","","0"
"0 Completely dissatisfied","2006","Part Time","middle vocational","13","","","","0"
"0 Completely dissatisfied","2006","Part Time","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2006","Part Time","higher vocational","2","","","","0"
"0 Completely dissatisfied","2006","Part Time","higher education","7","","","","0"
"0 Completely dissatisfied","2006","Not Working","in school","2","","","","0"
"0 Completely dissatisfied","2006","Not Working","inadequately","1","","","","0"
"0 Completely dissatisfied","2006","Not Working","general elemantary","19","","","","0"
"0 Completely dissatisfied","2006","Not Working","middle vocational","30","0.00931602013835085","0.00648192316661646","0.0121501171100852","0"
"0 Completely dissatisfied","2006","Not Working","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2006","Not Working","higher vocational","2","","","","0"
"0 Completely dissatisfied","2006","Not Working","higher education","6","","","","0"
"1 on Scale 1 to 10","2006","Full Time","in school","","","","","1"
"1 on Scale 1 to 10","2006","Full Time","higher vocational","1","","","","1"
"1 on Scale 1 to 10","2006","Full Time","inadequately","1","","","","1"
"1 on Scale 1 to 10","2006","Full Time","general elemantary","3","","","","1"
"1 on Scale 1 to 10","2006","Full Time","higher education","10","","","","1"
"1 on Scale 1 to 10","2006","Full Time","middle vocational","22","","","","1"
"1 on Scale 1 to 10","2006","Full Time","vocational + Abi","6","","","","1"
"1 on Scale 1 to 10","2006","Part Time","in school","2","","","","1"
"1 on Scale 1 to 10","2006","Part Time","inadequately","1","","","","1"
"1 on Scale 1 to 10","2006","Part Time","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","2006","Part Time","higher vocational","","","","","1"
"1 on Scale 1 to 10","2006","Not Working","middle vocational","22","","","","1"
"1 on Scale 1 to 10","2006","Not Working","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2006","Not Working","higher vocational","2","","","","1"
"1 on Scale 1 to 10","2006","Not Working","higher education","6","","","","1"
"1 on Scale 1 to 10","2006","Part Time","general elemantary","1","","","","1"
"1 on Scale 1 to 10","2006","Part Time","middle vocational","14","","","","1"
"1 on Scale 1 to 10","2006","Part Time","higher education","6","","","","1"
"1 on Scale 1 to 10","2006","Not Working","in school","","","","","1"
"1 on Scale 1 to 10","2006","Not Working","inadequately","1","","","","1"
"1 on Scale 1 to 10","2006","Not Working","general elemantary","12","","","","1"
"10 Completely satisfied","2006","Part Time","general elemantary","98","0.219338832357277","0.183104665484456","0.255572999230098","10"
"10 Completely satisfied","2006","Full Time","higher education","353","0.130407309747432","0.11695990121098","0.143854718283883","10"
"10 Completely satisfied","2006","Part Time","higher education","160","0.152648811433126","0.130027545197222","0.17527007766903","10"
"10 Completely satisfied","2006","Full Time","higher vocational","96","0.111123042542856","0.0892487314993822","0.132997353586331","10"
"10 Completely satisfied","2006","Full Time","general elemantary","89","0.129468854700951","0.100130286966708","0.158807422435193","10"
"10 Completely satisfied","2006","Full Time","vocational + Abi","93","0.162333099334874","0.131626450208966","0.193039748460782","10"
"10 Completely satisfied","2006","Part Time","in school","15","","","","10"
"10 Completely satisfied","2006","Part Time","inadequately","4","","","","10"
"10 Completely satisfied","2006","Part Time","middle vocational","473","0.173474509230231","0.158953143466856","0.187995874993607","10"
"10 Completely satisfied","2006","Part Time","higher vocational","49","0.116301334296499","0.0818686863216936","0.150733982271304","10"
"10 Completely satisfied","2006","Full Time","inadequately","9","","","","10"
"10 Completely satisfied","2006","Full Time","middle vocational","674","0.179289826280661","0.167267820989073","0.19131183157225","10"
"10 Completely satisfied","2006","Full Time","in school","1","","","","10"
"10 Completely satisfied","2006","Part Time","vocational + Abi","59","0.178410910284697","0.138640403210411","0.218181417358984","10"
