"plh0180","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","Rural Area","Female","23","","","","0"
"0 Completely dissatisfied","2006","Rural Area","Male","24","","","","0"
"0 Completely dissatisfied","2006","Urban Area","Female","38","0.00788906064160669","0.00589520456059645","0.00988291672261692","0"
"0 Completely dissatisfied","2006","Urban Area","Male","43","0.0110113528852718","0.00854135256347614","0.0134813532070676","0"
"1 on Scale 1 to 10","2006","Rural Area","Female","27","","","","1"
"1 on Scale 1 to 10","2006","Rural Area","Male","21","","","","1"
"1 on Scale 1 to 10","2006","Urban Area","Female","38","0.00644783950107364","0.00464397676894269","0.00825170223320458","1"
"1 on Scale 1 to 10","2006","Urban Area","Male","30","0.0075218580215452","0.00547680742424134","0.00956690861884906","1"
"10 Completely satisfied","2006","Rural Area","Female","669","0.18742928953288","0.175024444415676","0.199834134650084","10"
"10 Completely satisfied","2006","Urban Area","Female","1451","0.188021484910921","0.179215518006194","0.196827451815648","10"
"10 Completely satisfied","2006","Rural Area","Male","615","0.179623639375236","0.166865961957062","0.192381316793411","10"
"10 Completely satisfied","2006","Urban Area","Male","1243","0.169592839627064","0.160710439869827","0.178475239384301","10"
"2 on Scale 1 to 10","2006","Rural Area","Male","40","0.0154028998317931","0.0113101629616208","0.0194956367019653","2"
"2 on Scale 1 to 10","2006","Urban Area","Male","82","0.0170785773426326","0.0140119128694794","0.0201452418157858","2"
"2 on Scale 1 to 10","2006","Rural Area","Female","53","0.0146961824623108","0.0108712005554696","0.018521164369152","2"
"2 on Scale 1 to 10","2006","Urban Area","Female","98","0.0147983871860569","0.0120771224682824","0.0175196519038313","2"
"3 on Scale 1 to 10","2006","Rural Area","Male","63","0.0198953033275965","0.0152544823049385","0.0245361243502545","3"
"3 on Scale 1 to 10","2006","Urban Area","Female","177","0.0310711175478401","0.0271606793300324","0.0349815557656479","3"
"3 on Scale 1 to 10","2006","Rural Area","Female","60","0.0209532392862295","0.0164005360881046","0.0255059424843545","3"
"3 on Scale 1 to 10","2006","Urban Area","Male","107","0.0227863441567968","0.0192544058732081","0.0263182824403856","3"
"4 on Scale 1 to 10","2006","Rural Area","Male","74","0.0307236282513587","0.0249884969394746","0.0364587595632428","4"
"4 on Scale 1 to 10","2006","Rural Area","Female","98","0.0278866627810643","0.022653084095443","0.0331202414666855","4"
"4 on Scale 1 to 10","2006","Urban Area","Male","144","0.0247880876297234","0.0211080519745919","0.028468123284855","4"
"4 on Scale 1 to 10","2006","Urban Area","Female","207","0.0324954740684433","0.0284993498282479","0.0364915983086387","4"
"5 on Scale 1 to 10","2006","Rural Area","Male","258","0.0794883235862968","0.0704985320305406","0.0884781151420531","5"
"5 on Scale 1 to 10","2006","Urban Area","Female","620","0.0881419400947035","0.0817526006088577","0.0945312795805493","5"
"5 on Scale 1 to 10","2006","Rural Area","Female","306","0.0808823697759032","0.0722156547476377","0.0895490848041686","5"
"5 on Scale 1 to 10","2006","Urban Area","Male","495","0.0892895833196025","0.0825400838670101","0.096039082772195","5"
"6 on Scale 1 to 10","2006","Rural Area","Male","262","0.0770152442981462","0.068154526298866","0.0858759622974264","6"
"6 on Scale 1 to 10","2006","Rural Area","Female","263","0.0656854506325646","0.057810947093256","0.0735599541718732","6"
"6 on Scale 1 to 10","2006","Urban Area","Female","529","0.0733787716309211","0.0675020193818198","0.0792555238800223","6"
"6 on Scale 1 to 10","2006","Urban Area","Male","440","0.0666157724104405","0.0607137646097368","0.0725177802111443","6"
"7 on Scale 1 to 10","2006","Rural Area","Female","522","0.140017677835904","0.128987608763587","0.15104774690822","7"
"7 on Scale 1 to 10","2006","Rural Area","Male","483","0.139318396201309","0.127810159242875","0.150826633159743","7"
"7 on Scale 1 to 10","2006","Urban Area","Female","991","0.131217240115977","0.123607810796399","0.138826669435555","7"
"7 on Scale 1 to 10","2006","Urban Area","Male","958","0.13961434361188","0.131410967636278","0.147817719587481","7"
"8 on Scale 1 to 10","2006","Rural Area","Male","917","0.247554152724914","0.23321062308994","0.261897682359887","8"
"8 on Scale 1 to 10","2006","Rural Area","Female","976","0.246191470126187","0.232498140603164","0.259884799649211","8"
"8 on Scale 1 to 10","2006","Urban Area","Female","1978","0.246209894898237","0.236500794135117","0.255918995661358","8"
"8 on Scale 1 to 10","2006","Urban Area","Male","1921","0.26732957270027","0.256854456491258","0.277804688909282","8"
"9 on Scale 1 to 10","2006","Rural Area","Male","721","0.193605632113889","0.180474080692549","0.206737183535228","9"
"9 on Scale 1 to 10","2006","Rural Area","Female","805","0.196853687962307","0.184214733554127","0.209492642370486","9"
"9 on Scale 1 to 10","2006","Urban Area","Female","1436","0.180328789404219","0.171664091707269","0.188993487101168","9"
"9 on Scale 1 to 10","2006","Urban Area","Male","1394","0.184371668294773","0.175193114438694","0.193550222150852","9"
"0 Completely dissatisfied","2007","Rural Area","Female","25","","","","0"
"0 Completely dissatisfied","2007","Rural Area","Male","23","","","","0"
"0 Completely dissatisfied","2007","Urban Area","Female","41","0.00713032353806299","0.0051675181487782","0.00909312892734778","0"
"0 Completely dissatisfied","2007","Urban Area","Male","49","0.0120421088856688","0.00936019407965625","0.0147240236916813","0"
"1 on Scale 1 to 10","2007","Rural Area","Female","22","","","","1"
"1 on Scale 1 to 10","2007","Rural Area","Male","21","","","","1"
"1 on Scale 1 to 10","2007","Urban Area","Female","36","0.00609783869968299","0.00428175323005641","0.00791392416930958","1"
"1 on Scale 1 to 10","2007","Urban Area","Male","28","","","","1"
"10 Completely satisfied","2007","Rural Area","Male","542","0.166693332611649","0.153973414706883","0.179413250516415","10"
"10 Completely satisfied","2007","Urban Area","Female","1263","0.18077508765912","0.171797754022281","0.189752421295959","10"
"10 Completely satisfied","2007","Rural Area","Female","566","0.170634658098633","0.158266758700538","0.183002557496727","10"
"10 Completely satisfied","2007","Urban Area","Male","1107","0.169084297682017","0.159868040022963","0.178300555341072","10"
"2 on Scale 1 to 10","2007","Rural Area","Male","54","0.0205262104551531","0.0156870105441439","0.0253654103661623","2"
"2 on Scale 1 to 10","2007","Urban Area","Female","90","0.0162542092183924","0.0133043528760431","0.0192040655607417","2"
"2 on Scale 1 to 10","2007","Urban Area","Male","60","0.0148467944035425","0.0118731247528886","0.0178204640541965","2"
"2 on Scale 1 to 10","2007","Rural Area","Female","40","0.0125498768955946","0.00888999815706915","0.01620975563412","2"
"3 on Scale 1 to 10","2007","Rural Area","Male","76","0.034528085384899","0.0282967828627667","0.0407593879070312","3"
"3 on Scale 1 to 10","2007","Urban Area","Female","133","0.0196630953462163","0.0164242506899011","0.0229019400025315","3"
"3 on Scale 1 to 10","2007","Rural Area","Female","76","0.0263037477118606","0.0210422432417257","0.0315652521819954","3"
"3 on Scale 1 to 10","2007","Urban Area","Male","110","0.0220531238626488","0.0184422096055965","0.025664038119701","3"
"4 on Scale 1 to 10","2007","Rural Area","Male","73","0.0278591085394925","0.0222425410895479","0.0334756759894371","4"
