"plh0180","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","Not Employed","1-pers.-HH","48","0.0352813273541674","0.0261758012333903","0.0443868534749445","0"
"0 Completely dissatisfied","2006","Not Employed","(Married) couple without C. ","5","","","","0"
"0 Completely dissatisfied","2006","Not Employed","Single parent ","3","","","","0"
"0 Completely dissatisfied","2006","Not Employed","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","2006","Not Employed","Couple + C. GT 16 ","5","","","","0"
"0 Completely dissatisfied","2006","Not Employed","Couple + C. LE and GT 16","1","","","","0"
"0 Completely dissatisfied","2006","Employed","1-pers.-HH","44","0.0315873876261648","0.0228775620961346","0.0402972131561951","0"
"0 Completely dissatisfied","2006","Employed","(Married) couple without C. ","5","","","","0"
"0 Completely dissatisfied","2006","Employed","Single parent ","2","","","","0"
"0 Completely dissatisfied","2006","Employed","Couple + C. LE 16 ","6","","","","0"
"0 Completely dissatisfied","2006","Employed","Couple + C. GT 16 ","4","","","","0"
"0 Completely dissatisfied","2006","Employed","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","25","","","","1"
"1 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","5","","","","1"
"1 on Scale 1 to 10","2006","Not Employed","Single parent ","4","","","","1"
"1 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","1","","","","1"
"1 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","6","","","","1"
"1 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","2","","","","1"
"1 on Scale 1 to 10","2006","Employed","Single parent ","13","","","","1"
"1 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","7","","","","1"
"1 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","7","","","","1"
"1 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","2006","Employed","1-pers.-HH","26","","","","1"
"1 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","15","","","","1"
"10 Completely satisfied","2006","Not Employed","1-pers.-HH","207","0.13608688147247","0.11916395724947","0.153009805695469","10"
"10 Completely satisfied","2006","Not Employed","(Married) couple without C. ","1076","0.272959106607684","0.259136502910122","0.286781710305247","10"
"10 Completely satisfied","2006","Not Employed","Single parent ","49","0.156941816122488","0.1214722791005","0.192411353144476","10"
"10 Completely satisfied","2006","Not Employed","Couple + C. LE 16 ","165","0.216881352208436","0.187484589675896","0.246278114740977","10"
"10 Completely satisfied","2006","Not Employed","Couple + C. GT 16 ","176","0.18249739772098","0.158920228079179","0.206074567362781","10"
"10 Completely satisfied","2006","Not Employed","Couple + C. LE and GT 16","68","0.143035290307408","0.1093915326904","0.176679047924416","10"
"10 Completely satisfied","2006","Employed","1-pers.-HH","139","0.0913193653569262","0.076974071110787","0.105664659603065","10"
"10 Completely satisfied","2006","Employed","(Married) couple without C. ","810","0.203623819266951","0.190905352713942","0.216342285819961","10"
"10 Completely satisfied","2006","Employed","Single parent ","70","0.0958943308868774","0.074863488640341","0.116925173133414","10"
"10 Completely satisfied","2006","Employed","Couple + C. LE 16 ","565","0.193242670855253","0.179493437594244","0.206991904116262","10"
"10 Completely satisfied","2006","Employed","Couple + C. GT 16 ","393","0.150690947347928","0.136923939394248","0.164457955301609","10"
"10 Completely satisfied","2006","Employed","Couple + C. LE and GT 16","179","0.166739154880326","0.144373832289304","0.189104477471347","10"
"2 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","27","","","","2"
"2 on Scale 1 to 10","2006","Employed","Single parent ","21","","","","2"
"2 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","24","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","58","0.0365584000291764","0.0272956801169533","0.0458211199413995","2"
"2 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","21","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","Single parent ","12","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","5","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","8","","","","2"
"2 on Scale 1 to 10","2006","Employed","1-pers.-HH","55","0.0376153283771343","0.0281403296679037","0.0470903270863648","2"
"2 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","24","","","","2"
"2 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","3","","","","2"
"2 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","5","","","","2"
"3 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","15","","","","3"
"3 on Scale 1 to 10","2006","Employed","1-pers.-HH","70","0.0516700478854337","0.0406464960668253","0.0626935997040422","3"
"3 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","39","0.0197815714295202","0.0153835923658471","0.0241795504931933","3"
"3 on Scale 1 to 10","2006","Employed","Single parent ","34","0.0415490878556422","0.0272957595893761","0.0558024161219083","3"
"3 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","76","0.0448447468971126","0.0346300609844174","0.0550594328098079","3"
"3 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","8","","","","3"
"3 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","8","","","","3"
"3 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","4","","","","3"
"3 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","46","0.0142569323518682","0.0101288303976652","0.0183850343060712","3"
"3 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","34","0.0154543836672301","0.0107075187677929","0.0202012485666673","3"
"3 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","35","0.0140012283046841","0.0103555117629579","0.0176469448464103","3"
"3 on Scale 1 to 10","2006","Not Employed","Single parent ","21","","","","3"
"4 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","17","","","","4"
"4 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","13","","","","4"
"4 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","23","","","","4"
"4 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","15","","","","4"
"4 on Scale 1 to 10","2006","Employed","1-pers.-HH","77","0.0478623509362002","0.037231469743758","0.0584932321286424","4"
"4 on Scale 1 to 10","2006","Employed","Single parent ","39","0.0602484255306269","0.0432530805354636","0.0772437705257903","4"
"4 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","59","0.0233558355662615","0.0180966149548588","0.0286150561776642","4"
"4 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","75","0.0430149975561087","0.0330012932848873","0.05302870182733","4"
"4 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","39","0.0128941103681693","0.00939353682287918","0.0163946839134594","4"
"4 on Scale 1 to 10","2006","Not Employed","Single parent ","22","","","","4"
"4 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","64","0.0324748239467757","0.0256535161724528","0.0392961317210987","4"
"4 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","65","0.0164614429033578","0.0124426930289733","0.0204801927777423","4"
"5 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","245","0.155096659597995","0.137230262595184","0.172963056600805","5"
"5 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","188","0.0456671935634956","0.0391895994506122","0.052144787676379","5"
"5 on Scale 1 to 10","2006","Not Employed","Single parent ","51","0.121382051959343","0.0895375338514566","0.15322657006723","5"
"5 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","41","0.0525186997638628","0.0366069873201793","0.0684304122075462","5"
"5 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","205","0.0585363048966657","0.0511219089883791","0.0659507008049524","5"
"5 on Scale 1 to 10","2006","Employed","Single parent ","107","0.156746654991044","0.130779236322512","0.182714073659575","5"
"5 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","168","0.0577745035307828","0.0496499212435368","0.0658990858180289","5"
"5 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","210","0.0790668282592819","0.0686825976999221","0.0894510588186418","5"
