"plh0180","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","2006","higher vocational","Male","15","","","","2"
"2 on Scale 1 to 10","2006","higher vocational","Female","15","","","","2"
"2 on Scale 1 to 10","2006","higher education","Male","23","","","","2"
"2 on Scale 1 to 10","2006","higher education","Female","23","","","","2"
"3 on Scale 1 to 10","2006","in school","Male","3","","","","3"
"3 on Scale 1 to 10","2006","in school","Female","3","","","","3"
"3 on Scale 1 to 10","2006","inadequately","Male","3","","","","3"
"3 on Scale 1 to 10","2006","inadequately","Female","7","","","","3"
"3 on Scale 1 to 10","2006","general elemantary","Male","12","","","","3"
"3 on Scale 1 to 10","2006","general elemantary","Female","42","0.0331646924469481","0.0246324703902871","0.0416969145036092","3"
"3 on Scale 1 to 10","2006","middle vocational","Male","86","0.0212003804137039","0.0172816868873294","0.0251190739400785","3"
"3 on Scale 1 to 10","2006","middle vocational","Female","107","0.0272567698577575","0.023046580954003","0.031466958761512","3"
"3 on Scale 1 to 10","2006","vocational + Abi","Male","9","","","","3"
"3 on Scale 1 to 10","2006","vocational + Abi","Female","11","","","","3"
"3 on Scale 1 to 10","2006","higher vocational","Male","13","","","","3"
"3 on Scale 1 to 10","2006","higher vocational","Female","12","","","","3"
"3 on Scale 1 to 10","2006","higher education","Male","42","0.0250155654965585","0.0189216915095729","0.0311094394835441","3"
"3 on Scale 1 to 10","2006","higher education","Female","50","0.0308401526728361","0.0232727495714735","0.0384075557741987","3"
"4 on Scale 1 to 10","2006","in school","Male","4","","","","4"
"4 on Scale 1 to 10","2006","in school","Female","3","","","","4"
"4 on Scale 1 to 10","2006","inadequately","Male","","","","","4"
"4 on Scale 1 to 10","2006","inadequately","Female","4","","","","4"
"4 on Scale 1 to 10","2006","general elemantary","Male","16","","","","4"
"4 on Scale 1 to 10","2006","vocational + Abi","Male","6","","","","4"
"4 on Scale 1 to 10","2006","vocational + Abi","Female","11","","","","4"
"4 on Scale 1 to 10","2006","higher vocational","Male","21","","","","4"
"4 on Scale 1 to 10","2006","higher vocational","Female","21","","","","4"
"4 on Scale 1 to 10","2006","general elemantary","Female","45","0.0260627036367042","0.0184712814800073","0.0336541257934012","4"
"4 on Scale 1 to 10","2006","middle vocational","Male","115","0.0275853789148098","0.0231299677008742","0.0320407901287453","4"
"4 on Scale 1 to 10","2006","middle vocational","Female","154","0.0330707500368945","0.0284471032305846","0.0376943968432044","4"
"4 on Scale 1 to 10","2006","higher education","Male","53","0.0281895870938957","0.0217311921844394","0.0346479820033521","4"
"4 on Scale 1 to 10","2006","higher education","Female","61","0.0332955212688643","0.025442610238404","0.0411484322993245","4"
"5 on Scale 1 to 10","2006","in school","Male","15","","","","5"
"5 on Scale 1 to 10","2006","in school","Female","6","","","","5"
"5 on Scale 1 to 10","2006","inadequately","Male","10","","","","5"
"5 on Scale 1 to 10","2006","inadequately","Female","16","","","","5"
"5 on Scale 1 to 10","2006","general elemantary","Male","80","0.0942300858856194","0.0734322940404936","0.115027877730745","5"
"5 on Scale 1 to 10","2006","general elemantary","Female","166","0.0974327141068642","0.0833027809939177","0.111562647219811","5"
"5 on Scale 1 to 10","2006","higher vocational","Male","58","0.0696814188020085","0.0533265301926396","0.0860363074113775","5"
"5 on Scale 1 to 10","2006","higher vocational","Female","59","0.0966637630840468","0.0748355428693011","0.118491983298792","5"
"5 on Scale 1 to 10","2006","higher education","Male","148","0.0722415808924026","0.0621397396624431","0.0823434221223622","5"
"5 on Scale 1 to 10","2006","higher education","Female","156","0.0856310785227586","0.0733830176050162","0.097879139440501","5"
"5 on Scale 1 to 10","2006","vocational + Abi","Male","22","","","","5"
"5 on Scale 1 to 10","2006","vocational + Abi","Female","45","0.0605824297100966","0.0432051620394708","0.0779596973807224","5"
"5 on Scale 1 to 10","2006","middle vocational","Male","407","0.0957074660690672","0.0877045187471459","0.103710413390989","5"
"5 on Scale 1 to 10","2006","middle vocational","Female","460","0.0842059241221946","0.0770257410372385","0.0913861072071506","5"
"6 on Scale 1 to 10","2006","in school","Male","13","","","","6"
"6 on Scale 1 to 10","2006","in school","Female","26","","","","6"
"6 on Scale 1 to 10","2006","inadequately","Male","6","","","","6"
"6 on Scale 1 to 10","2006","inadequately","Female","13","","","","6"
"6 on Scale 1 to 10","2006","general elemantary","Male","56","0.0768980393713956","0.0579311566691046","0.0958649220736865","6"
"6 on Scale 1 to 10","2006","general elemantary","Female","148","0.0858155320188541","0.0724696346589737","0.0991614293787346","6"
"6 on Scale 1 to 10","2006","middle vocational","Male","353","0.0634555420909486","0.0568238927370928","0.0700871914448044","6"
"6 on Scale 1 to 10","2006","middle vocational","Female","341","0.0602987682911601","0.0541439618623232","0.066453574719997","6"
"6 on Scale 1 to 10","2006","vocational + Abi","Male","42","0.0708161456039783","0.0478442251196733","0.0937880660882832","6"
"6 on Scale 1 to 10","2006","vocational + Abi","Female","60","0.0859405693008333","0.0655248287489981","0.106356309852669","6"
"6 on Scale 1 to 10","2006","higher vocational","Male","55","0.0680912671963586","0.0519102563291129","0.0842722780636044","6"
"6 on Scale 1 to 10","2006","higher vocational","Female","54","0.0662588220402604","0.047885111399742","0.0846325326807787","6"
"6 on Scale 1 to 10","2006","higher education","Male","159","0.0802835713720025","0.0696805465115754","0.0908865962324295","6"
"6 on Scale 1 to 10","2006","higher education","Female","143","0.075413201719909","0.0638550487943911","0.0869713546454268","6"
"7 on Scale 1 to 10","2006","in school","Male","22","","","","7"
"7 on Scale 1 to 10","2006","in school","Female","28","","","","7"
"7 on Scale 1 to 10","2006","inadequately","Male","13","","","","7"
"7 on Scale 1 to 10","2006","middle vocational","Male","685","0.133160781000141","0.123918481891188","0.142403080109094","7"
"7 on Scale 1 to 10","2006","middle vocational","Female","747","0.131356553031593","0.122622578407614","0.140090527655572","7"
"7 on Scale 1 to 10","2006","vocational + Abi","Male","88","0.178236255158868","0.143963276767402","0.212509233550334","7"
"7 on Scale 1 to 10","2006","vocational + Abi","Female","91","0.130768705499013","0.106210400030591","0.155327010967436","7"
"7 on Scale 1 to 10","2006","higher vocational","Female","107","0.152091726881436","0.125564674600891","0.178618779161982","7"
"7 on Scale 1 to 10","2006","higher education","Male","363","0.143855236253559","0.130161375561002","0.157549096946115","7"
"7 on Scale 1 to 10","2006","higher education","Female","274","0.14215384170622","0.126868508570388","0.157439174842051","7"
"7 on Scale 1 to 10","2006","inadequately","Female","25","","","","7"
"7 on Scale 1 to 10","2006","general elemantary","Male","105","0.146134420887754","0.120987518095829","0.171281323679679","7"
"7 on Scale 1 to 10","2006","general elemantary","Female","216","0.127742253324858","0.111837108952117","0.143647397697599","7"
"7 on Scale 1 to 10","2006","higher vocational","Male","137","0.141300265453245","0.118925143878775","0.163675387027715","7"
"8 on Scale 1 to 10","2006","in school","Male","56","0.315285695680404","0.249564673306531","0.381006718054278","8"
"8 on Scale 1 to 10","2006","in school","Female","52","0.25652367281608","0.195694376431239","0.317352969200921","8"
"8 on Scale 1 to 10","2006","inadequately","Male","24","","","","8"
"8 on Scale 1 to 10","2006","inadequately","Female","35","0.232473958460621","0.162751571020114","0.302196345901128","8"
"8 on Scale 1 to 10","2006","general elemantary","Male","199","0.246827043093062","0.216132779563039","0.277521306623085","8"
"8 on Scale 1 to 10","2006","general elemantary","Female","412","0.229778294286931","0.209733099124076","0.249823489449785","8"
"8 on Scale 1 to 10","2006","middle vocational","Male","1423","0.26005224571011","0.248119142165003","0.271985349255217","8"
"8 on Scale 1 to 10","2006","middle vocational","Female","1533","0.250684943636549","0.239478659364774","0.261891227908325","8"
"8 on Scale 1 to 10","2006","vocational + Abi","Male","127","0.26245163022883","0.223051267016078","0.301851993441583","8"
"8 on Scale 1 to 10","2006","vocational + Abi","Female","191","0.255735197950256","0.223956375449777","0.287514020450736","8"
"8 on Scale 1 to 10","2006","higher vocational","Male","260","0.264550674902232","0.236216924466172","0.292884425338292","8"
"8 on Scale 1 to 10","2006","higher vocational","Female","180","0.277164835154878","0.244101210504145","0.310228459805612","8"
"8 on Scale 1 to 10","2006","higher education","Male","710","0.269838777506561","0.252518652251661","0.287158902761461","8"
"8 on Scale 1 to 10","2006","higher education","Female","514","0.235796984754778","0.217216185142479","0.254377784367078","8"
"9 on Scale 1 to 10","2006","inadequately","Female","10","","","","9"
"9 on Scale 1 to 10","2006","general elemantary","Female","303","0.178177376864957","0.159944162483859","0.196410591246054","9"
"9 on Scale 1 to 10","2006","inadequately","Male","18","","","","9"
"9 on Scale 1 to 10","2006","general elemantary","Male","134","0.175575653477555","0.148491139963435","0.202660166991674","9"
"9 on Scale 1 to 10","2006","in school","Male","35","0.160663367324999","0.108720729800232","0.212606004849766","9"
"9 on Scale 1 to 10","2006","in school","Female","44","0.224649784452674","0.166517491298052","0.282782077607297","9"
"9 on Scale 1 to 10","2006","middle vocational","Male","1039","0.180537979889133","0.170074617164627","0.191001342613639","9"
"9 on Scale 1 to 10","2006","middle vocational","Female","1136","0.186224612607704","0.176159095410239","0.196290129805168","9"
"9 on Scale 1 to 10","2006","vocational + Abi","Male","89","0.178891970094745","0.144569707684062","0.213214232505429","9"
"9 on Scale 1 to 10","2006","vocational + Abi","Female","157","0.206199350857747","0.176729483599679","0.235669218115815","9"
"9 on Scale 1 to 10","2006","higher vocational","Male","212","0.225904530697591","0.199042862276795","0.252766199118388","9"
"9 on Scale 1 to 10","2006","higher vocational","Female","150","0.167042526382405","0.139488396519345","0.194596656245465","9"
"9 on Scale 1 to 10","2006","higher education","Male","559","0.197906591590443","0.182360111712369","0.213453071468517","9"
"9 on Scale 1 to 10","2006","higher education","Female","414","0.195770643733023","0.178402450276174","0.213138837189872","9"
"0 Completely dissatisfied","2007","vocational + Abi","Female","3","","","","0"
"0 Completely dissatisfied","2007","higher vocational","Male","4","","","","0"
"0 Completely dissatisfied","2007","higher vocational","Female","4","","","","0"
"0 Completely dissatisfied","2007","in school","Male","","","","","0"
"0 Completely dissatisfied","2007","in school","Female","1","","","","0"
"0 Completely dissatisfied","2007","inadequately","Male","3","","","","0"
"0 Completely dissatisfied","2007","inadequately","Female","3","","","","0"
"0 Completely dissatisfied","2007","general elemantary","Male","8","","","","0"
"0 Completely dissatisfied","2007","general elemantary","Female","11","","","","0"
"0 Completely dissatisfied","2007","middle vocational","Male","40","0.0116302722797253","0.00860851481506731","0.0146520297443834","0"
"0 Completely dissatisfied","2007","middle vocational","Female","32","0.00705171001608748","0.00481135547948863","0.00929206455268633","0"
"0 Completely dissatisfied","2007","vocational + Abi","Male","4","","","","0"
"0 Completely dissatisfied","2007","higher education","Male","10","","","","0"
"0 Completely dissatisfied","2007","higher education","Female","9","","","","0"
"1 on Scale 1 to 10","2007","general elemantary","Male","4","","","","1"
"1 on Scale 1 to 10","2007","inadequately","Male","","","","","1"
"1 on Scale 1 to 10","2007","inadequately","Female","","","","","1"
"1 on Scale 1 to 10","2007","in school","Male","","","","","1"
"1 on Scale 1 to 10","2007","in school","Female","","","","","1"
"1 on Scale 1 to 10","2007","general elemantary","Female","15","","","","1"
"1 on Scale 1 to 10","2007","middle vocational","Male","30","0.00923185278303838","0.00653637722581139","0.0119273283402654","1"
"1 on Scale 1 to 10","2007","middle vocational","Female","28","","","","1"
"1 on Scale 1 to 10","2007","vocational + Abi","Male","4","","","","1"
"1 on Scale 1 to 10","2007","vocational + Abi","Female","1","","","","1"
"1 on Scale 1 to 10","2007","higher vocational","Male","1","","","","1"
"1 on Scale 1 to 10","2007","higher vocational","Female","4","","","","1"
"1 on Scale 1 to 10","2007","higher education","Male","8","","","","1"
"1 on Scale 1 to 10","2007","higher education","Female","7","","","","1"
"10 Completely satisfied","2007","in school","Male","31","0.15909419003925","0.10206195597765","0.21612642410085","10"
"10 Completely satisfied","2007","in school","Female","26","","","","10"
"10 Completely satisfied","2007","inadequately","Male","13","","","","10"
"10 Completely satisfied","2007","inadequately","Female","27","","","","10"
"10 Completely satisfied","2007","general elemantary","Male","126","0.198162360018798","0.168201971758035","0.22812274827956","10"
"10 Completely satisfied","2007","general elemantary","Female","280","0.196714647514877","0.176624762718234","0.216804532311519","10"
"10 Completely satisfied","2007","middle vocational","Male","805","0.162543253948164","0.152144755953281","0.172941751943047","10"
"10 Completely satisfied","2007","middle vocational","Female","975","0.18646948171638","0.176041577843468","0.196897385589291","10"
"10 Completely satisfied","2007","vocational + Abi","Male","80","0.200315149699184","0.163819303688306","0.236810995710063","10"
"10 Completely satisfied","2007","vocational + Abi","Female","93","0.125109433432067","0.100477223951277","0.149741642912856","10"
"10 Completely satisfied","2007","higher vocational","Male","146","0.16817449931823","0.14351875343755","0.19283024519891","10"
"10 Completely satisfied","2007","higher vocational","Female","92","0.174081878095817","0.144330911826721","0.203832844364912","10"
"10 Completely satisfied","2007","higher education","Male","419","0.166675623393929","0.151721672214203","0.181629574573655","10"
"10 Completely satisfied","2007","higher education","Female","307","0.152365011134431","0.136459180428709","0.168270841840153","10"
"2 on Scale 1 to 10","2007","in school","Male","","","","","2"
"2 on Scale 1 to 10","2007","in school","Female","","","","","2"
"2 on Scale 1 to 10","2007","inadequately","Male","1","","","","2"
"2 on Scale 1 to 10","2007","inadequately","Female","3","","","","2"
"2 on Scale 1 to 10","2007","general elemantary","Male","7","","","","2"
"2 on Scale 1 to 10","2007","vocational + Abi","Female","13","","","","2"
"2 on Scale 1 to 10","2007","higher vocational","Male","6","","","","2"
"2 on Scale 1 to 10","2007","higher vocational","Female","13","","","","2"
"2 on Scale 1 to 10","2007","higher education","Male","29","","","","2"
"2 on Scale 1 to 10","2007","higher education","Female","21","","","","2"
"2 on Scale 1 to 10","2007","general elemantary","Female","21","","","","2"
"2 on Scale 1 to 10","2007","middle vocational","Male","59","0.0158496035938429","0.0123295856028467","0.0193696215848391","2"
"2 on Scale 1 to 10","2007","middle vocational","Female","55","0.0143901136519462","0.0112015811370419","0.0175786461668504","2"
"2 on Scale 1 to 10","2007","vocational + Abi","Male","10","","","","2"
"3 on Scale 1 to 10","2007","middle vocational","Female","97","0.0201901249629886","0.016424417127071","0.0239558327989063","3"
"3 on Scale 1 to 10","2007","vocational + Abi","Male","10","","","","3"
"3 on Scale 1 to 10","2007","vocational + Abi","Female","15","","","","3"
"3 on Scale 1 to 10","2007","higher vocational","Male","15","","","","3"
"3 on Scale 1 to 10","2007","higher vocational","Female","10","","","","3"
"3 on Scale 1 to 10","2007","general elemantary","Female","38","0.0283779558112474","0.0199859957808644","0.0367699158416303","3"
"3 on Scale 1 to 10","2007","middle vocational","Male","94","0.0231657651791953","0.0189260302438634","0.0274055001145272","3"
"3 on Scale 1 to 10","2007","higher education","Male","42","0.0305682640177336","0.0236609869703028","0.0374755410651644","3"
"3 on Scale 1 to 10","2007","higher education","Female","44","0.0281722033887363","0.020848776333707","0.0354956304437656","3"
"3 on Scale 1 to 10","2007","in school","Male","5","","","","3"
"3 on Scale 1 to 10","2007","in school","Female","1","","","","3"
"3 on Scale 1 to 10","2007","inadequately","Male","","","","","3"
"3 on Scale 1 to 10","2007","inadequately","Female","3","","","","3"
"3 on Scale 1 to 10","2007","general elemantary","Male","16","","","","3"
"4 on Scale 1 to 10","2007","general elemantary","Female","41","0.0324082839767775","0.0234587945044833","0.0413577734490717","4"
"4 on Scale 1 to 10","2007","middle vocational","Male","106","0.0247436492294869","0.0203654430091231","0.0291218554498508","4"
"4 on Scale 1 to 10","2007","middle vocational","Female","113","0.0257484156171184","0.0215079160012976","0.0299889152329393","4"
"4 on Scale 1 to 10","2007","vocational + Abi","Male","12","","","","4"
"4 on Scale 1 to 10","2007","vocational + Abi","Female","23","","","","4"
"4 on Scale 1 to 10","2007","in school","Male","","","","","4"
"4 on Scale 1 to 10","2007","in school","Female","4","","","","4"
"4 on Scale 1 to 10","2007","inadequately","Male","1","","","","4"
"4 on Scale 1 to 10","2007","inadequately","Female","6","","","","4"
"4 on Scale 1 to 10","2007","general elemantary","Male","17","","","","4"
"4 on Scale 1 to 10","2007","higher vocational","Male","21","","","","4"
"4 on Scale 1 to 10","2007","higher vocational","Female","19","","","","4"
"4 on Scale 1 to 10","2007","higher education","Male","56","0.0285709904942114","0.0218863038473939","0.0352556771410288","4"
"4 on Scale 1 to 10","2007","higher education","Female","49","0.0284133778350723","0.0210595833151914","0.0357671723549533","4"
"5 on Scale 1 to 10","2007","in school","Male","9","","","","5"
"5 on Scale 1 to 10","2007","in school","Female","12","","","","5"
"5 on Scale 1 to 10","2007","inadequately","Male","9","","","","5"
"5 on Scale 1 to 10","2007","inadequately","Female","23","","","","5"
"5 on Scale 1 to 10","2007","general elemantary","Male","54","0.082931905817158","0.0622040084486825","0.103659803185633","5"
"5 on Scale 1 to 10","2007","general elemantary","Female","139","0.10369144671613","0.0882842222348073","0.119098671197452","5"
"5 on Scale 1 to 10","2007","middle vocational","Male","365","0.0816509132422989","0.0739331870371835","0.0893686394474144","5"
"5 on Scale 1 to 10","2007","middle vocational","Female","426","0.0885635273391016","0.0809568172059011","0.0961702374723021","5"
"5 on Scale 1 to 10","2007","vocational + Abi","Male","36","0.0769808369265158","0.0526742614325131","0.101287412420519","5"
"5 on Scale 1 to 10","2007","vocational + Abi","Female","41","0.0544869724081726","0.0375879504346909","0.0713859943816544","5"
"5 on Scale 1 to 10","2007","higher vocational","Male","72","0.0880044171363722","0.0693289892343345","0.10667984503841","5"
"5 on Scale 1 to 10","2007","higher vocational","Female","49","0.0732336140031751","0.0527928950859959","0.0936743329203543","5"
"5 on Scale 1 to 10","2007","higher education","Male","119","0.0521562222899841","0.0432347954814689","0.0610776490984994","5"
"5 on Scale 1 to 10","2007","higher education","Female","151","0.0986627968539383","0.0854641425515704","0.111861451156306","5"
"6 on Scale 1 to 10","2007","vocational + Abi","Female","52","0.106034952100489","0.0831122259773696","0.128957678223608","6"
"6 on Scale 1 to 10","2007","higher vocational","Male","67","0.0843433355442555","0.0660238330645977","0.102662838023913","6"
"6 on Scale 1 to 10","2007","higher vocational","Female","43","0.0709189442772046","0.0507787465695955","0.0910591419848137","6"
"6 on Scale 1 to 10","2007","higher education","Male","148","0.0654573515669033","0.0555332397507216","0.075381463383085","6"
"6 on Scale 1 to 10","2007","higher education","Female","136","0.0778605421953642","0.0660010441231053","0.0897200402676232","6"
"6 on Scale 1 to 10","2007","in school","Male","9","","","","6"
"6 on Scale 1 to 10","2007","in school","Female","13","","","","6"
"6 on Scale 1 to 10","2007","inadequately","Male","6","","","","6"
"6 on Scale 1 to 10","2007","inadequately","Female","14","","","","6"
"6 on Scale 1 to 10","2007","general elemantary","Male","47","0.0781877774387688","0.0580094902050893","0.0983660646724484","6"
"6 on Scale 1 to 10","2007","general elemantary","Female","127","0.087812073148282","0.0735085360048699","0.102115610291694","6"
"6 on Scale 1 to 10","2007","middle vocational","Male","309","0.0641648965316558","0.0572584705784824","0.0710713224848293","6"
"6 on Scale 1 to 10","2007","middle vocational","Female","352","0.0681874654631264","0.0614387244746261","0.0749362064516266","6"
"6 on Scale 1 to 10","2007","vocational + Abi","Male","36","0.0544312654854429","0.0337442485101267","0.0751182824607591","6"
"7 on Scale 1 to 10","2007","in school","Male","32","0.266996457354585","0.198016116849054","0.335976797860115","7"
"7 on Scale 1 to 10","2007","in school","Female","32","0.187098581155281","0.129645192925009","0.244551969385552","7"
"7 on Scale 1 to 10","2007","inadequately","Male","13","","","","7"
"7 on Scale 1 to 10","2007","inadequately","Female","13","","","","7"
"7 on Scale 1 to 10","2007","general elemantary","Male","105","0.14104784451001","0.114886422381922","0.167209266638099","7"
"7 on Scale 1 to 10","2007","general elemantary","Female","201","0.111744212435828","0.0958219156288533","0.127666509242803","7"
"7 on Scale 1 to 10","2007","middle vocational","Male","669","0.138903613660523","0.129156240323489","0.148650986997557","7"
"7 on Scale 1 to 10","2007","middle vocational","Female","750","0.139840732698772","0.130555078758007","0.149126386639537","7"
"7 on Scale 1 to 10","2007","vocational + Abi","Male","68","0.135782623316013","0.104546243287655","0.167019003344372","7"
"7 on Scale 1 to 10","2007","vocational + Abi","Female","111","0.175712433186016","0.147377506410142","0.20404735996189","7"
"7 on Scale 1 to 10","2007","higher vocational","Male","105","0.12336429206068","0.101685939636678","0.145042644484683","7"
"7 on Scale 1 to 10","2007","higher vocational","Female","86","0.148802416225036","0.120878522344357","0.176726310105714","7"
"7 on Scale 1 to 10","2007","higher education","Male","326","0.143037130710332","0.128989008756426","0.157085252664239","7"
"7 on Scale 1 to 10","2007","higher education","Female","313","0.167003511302885","0.150495540930008","0.183511481675763","7"
"8 on Scale 1 to 10","2007","in school","Male","45","0.2891501538976","0.218458165370028","0.359842142425171","8"
"8 on Scale 1 to 10","2007","in school","Female","48","0.285197394955832","0.218681215203694","0.35171357470797","8"
"8 on Scale 1 to 10","2007","inadequately","Male","25","","","","8"
"8 on Scale 1 to 10","2007","inadequately","Female","29","","","","8"
"8 on Scale 1 to 10","2007","middle vocational","Male","1382","0.277335056765423","0.264717483829902","0.289952629700943","8"
"8 on Scale 1 to 10","2007","middle vocational","Female","1492","0.26346699693476","0.251672880008953","0.275261113860566","8"
"8 on Scale 1 to 10","2007","higher education","Male","673","0.275758254976174","0.257826660475177","0.29368984947717","8"
"8 on Scale 1 to 10","2007","general elemantary","Male","195","0.264207499657571","0.231068157453826","0.297346841861316","8"
"8 on Scale 1 to 10","2007","general elemantary","Female","369","0.242234529094729","0.220581951506148","0.263887106683311","8"
"8 on Scale 1 to 10","2007","vocational + Abi","Male","137","0.284252198067603","0.243122167661125","0.325382228474081","8"
"8 on Scale 1 to 10","2007","vocational + Abi","Female","188","0.253358342637672","0.220976229422672","0.285740455852671","8"
"8 on Scale 1 to 10","2007","higher vocational","Male","253","0.291763291439269","0.2617974484382","0.321729134440339","8"
"8 on Scale 1 to 10","2007","higher vocational","Female","189","0.295120369644832","0.259334393382917","0.330906345906746","8"
"8 on Scale 1 to 10","2007","higher education","Female","542","0.252972035578398","0.233731640669648","0.272212430487148","8"
"9 on Scale 1 to 10","2007","general elemantary","Male","101","0.119547145047544","0.095162508198613","0.143931781896475","9"
"9 on Scale 1 to 10","2007","inadequately","Male","9","","","","9"
"9 on Scale 1 to 10","2007","inadequately","Female","15","","","","9"
"9 on Scale 1 to 10","2007","in school","Male","27","","","","9"
"9 on Scale 1 to 10","2007","in school","Female","40","0.196418202373025","0.137889705700331","0.25494669904572","9"
"9 on Scale 1 to 10","2007","general elemantary","Female","262","0.162768125986378","0.14411155901338","0.181424692959377","9"
"9 on Scale 1 to 10","2007","middle vocational","Male","977","0.190781122786647","0.179707094008895","0.201855151564398","9"
"9 on Scale 1 to 10","2007","middle vocational","Female","1039","0.180500580781802","0.170203364389565","0.190797797174039","9"
"9 on Scale 1 to 10","2007","vocational + Abi","Male","65","0.116727540198775","0.0874482115260478","0.146006868871503","9"
"9 on Scale 1 to 10","2007","vocational + Abi","Female","153","0.203711398717824","0.173724994669828","0.233697802765821","9"
"9 on Scale 1 to 10","2007","higher vocational","Male","194","0.184755262737641","0.159171502902651","0.210339022572631","9"
"9 on Scale 1 to 10","2007","higher vocational","Female","115","0.138151093117085","0.111077336119782","0.165224850114388","9"
"9 on Scale 1 to 10","2007","higher education","Male","556","0.205247191423446","0.189041501739506","0.221452881107385","9"
"9 on Scale 1 to 10","2007","higher education","Female","382","0.173995848287276","0.157216702319633","0.190774994254919","9"
"0 Completely dissatisfied","2008","in school","Male","","","","","0"
"0 Completely dissatisfied","2008","in school","Female","2","","","","0"
"0 Completely dissatisfied","2008","inadequately","Male","1","","","","0"
"0 Completely dissatisfied","2008","inadequately","Female","1","","","","0"
"0 Completely dissatisfied","2008","general elemantary","Male","6","","","","0"
