"plh0180","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","in school","West Germany","2","","","","0"
"0 Completely dissatisfied","2006","in school","East Germany","","","","","0"
"0 Completely dissatisfied","2006","inadequately","West Germany","3","","","","0"
"0 Completely dissatisfied","2006","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","2006","general elemantary","West Germany","17","","","","0"
"0 Completely dissatisfied","2006","general elemantary","East Germany","5","","","","0"
"0 Completely dissatisfied","2006","middle vocational","West Germany","39","0.00791915270908682","0.00599728549800339","0.00984101992017025","0"
"0 Completely dissatisfied","2006","middle vocational","East Germany","24","","","","0"
"0 Completely dissatisfied","2006","vocational + Abi","West Germany","5","","","","0"
"0 Completely dissatisfied","2006","vocational + Abi","East Germany","1","","","","0"
"0 Completely dissatisfied","2006","higher vocational","West Germany","3","","","","0"
"0 Completely dissatisfied","2006","higher vocational","East Germany","3","","","","0"
"0 Completely dissatisfied","2006","higher education","West Germany","16","","","","0"
"0 Completely dissatisfied","2006","higher education","East Germany","6","","","","0"
"1 on Scale 1 to 10","2006","inadequately","West Germany","2","","","","1"
"1 on Scale 1 to 10","2006","inadequately","East Germany","1","","","","1"
"1 on Scale 1 to 10","2006","general elemantary","West Germany","14","","","","1"
"1 on Scale 1 to 10","2006","higher vocational","West Germany","2","","","","1"
"1 on Scale 1 to 10","2006","in school","West Germany","2","","","","1"
"1 on Scale 1 to 10","2006","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","2006","higher vocational","East Germany","1","","","","1"
"1 on Scale 1 to 10","2006","higher education","West Germany","13","","","","1"
"1 on Scale 1 to 10","2006","higher education","East Germany","9","","","","1"
"1 on Scale 1 to 10","2006","general elemantary","East Germany","2","","","","1"
"1 on Scale 1 to 10","2006","middle vocational","West Germany","44","0.00713501210170462","0.00531005382053744","0.00895997038287179","1"
"1 on Scale 1 to 10","2006","middle vocational","East Germany","14","","","","1"
"1 on Scale 1 to 10","2006","vocational + Abi","West Germany","9","","","","1"
"1 on Scale 1 to 10","2006","vocational + Abi","East Germany","","","","","1"
"10 Completely satisfied","2006","in school","West Germany","58","0.181631266395948","0.139389417218567","0.223873115573329","10"
"10 Completely satisfied","2006","in school","East Germany","14","","","","10"
"10 Completely satisfied","2006","inadequately","West Germany","35","0.183807053312256","0.13191286667633","0.235701239948182","10"
"10 Completely satisfied","2006","inadequately","East Germany","7","","","","10"
"10 Completely satisfied","2006","general elemantary","West Germany","387","0.175694621136032","0.159367479271771","0.192021763000293","10"
"10 Completely satisfied","2006","general elemantary","East Germany","52","0.185597813849535","0.145603276980388","0.225592350718682","10"
"10 Completely satisfied","2006","middle vocational","West Germany","1687","0.202026246194419","0.193320446179431","0.210732046209406","10"
"10 Completely satisfied","2006","middle vocational","East Germany","416","0.154569003090982","0.141097306612599","0.168040699569365","10"
"10 Completely satisfied","2006","vocational + Abi","West Germany","201","0.18743299763669","0.163657449807113","0.211208545466266","10"
"10 Completely satisfied","2006","vocational + Abi","East Germany","17","","","","10"
"10 Completely satisfied","2006","higher vocational","West Germany","197","0.156057857576848","0.135651799925688","0.176463915228007","10"
"10 Completely satisfied","2006","higher vocational","East Germany","60","0.119876168045582","0.088811854417765","0.150940481673398","10"
"10 Completely satisfied","2006","higher education","West Germany","593","0.165735491366039","0.152866092680363","0.178604890051714","10"
"10 Completely satisfied","2006","higher education","East Germany","199","0.146629252222237","0.127553754959812","0.165704749484661","10"
"2 on Scale 1 to 10","2006","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","2006","inadequately","West Germany","2","","","","2"
"2 on Scale 1 to 10","2006","general elemantary","West Germany","36","0.0189769655689089","0.013123138970239","0.0248307921675788","2"
"2 on Scale 1 to 10","2006","inadequately","East Germany","3","","","","2"
"2 on Scale 1 to 10","2006","in school","West Germany","4","","","","2"
