"plh0180","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","Full Time","no migration background","31","0.00679479953485131","0.00489515323599418","0.00869444583370844","0"
"0 Completely dissatisfied","2006","Full Time","direct migration background","2","","","","0"
"0 Completely dissatisfied","2006","Full Time","indirect migration background","3","","","","0"
"0 Completely dissatisfied","2006","Part Time","no migration background","21","","","","0"
"0 Completely dissatisfied","2006","Part Time","direct migration background","5","","","","0"
"0 Completely dissatisfied","2006","Part Time","indirect migration background","2","","","","0"
"0 Completely dissatisfied","2006","Not Working","no migration background","49","0.00968576308486744","0.00741596215086326","0.0119555640188716","0"
"0 Completely dissatisfied","2006","Not Working","direct migration background","12","","","","0"
"0 Completely dissatisfied","2006","Not Working","indirect migration background","3","","","","0"
"1 on Scale 1 to 10","2006","Full Time","no migration background","40","0.0080596089947155","0.00599201766176305","0.010127200327668","1"
"1 on Scale 1 to 10","2006","Part Time","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","2006","Full Time","direct migration background","3","","","","1"
"1 on Scale 1 to 10","2006","Full Time","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","2006","Part Time","direct migration background","2","","","","1"
"1 on Scale 1 to 10","2006","Not Working","no migration background","36","0.00780360856256933","0.00576430960132615","0.00984290752381251","1"
"1 on Scale 1 to 10","2006","Not Working","direct migration background","7","","","","1"
"1 on Scale 1 to 10","2006","Not Working","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","2006","Part Time","no migration background","24","","","","1"
"10 Completely satisfied","2006","Part Time","indirect migration background","45","0.204594791443135","0.152346529054314","0.256843053831955","10"
"10 Completely satisfied","2006","Full Time","direct migration background","143","0.179436452803147","0.152779960240785","0.206092945365509","10"
"10 Completely satisfied","2006","Full Time","indirect migration background","61","0.136106242258291","0.0989404491871624","0.17327203532942","10"
"10 Completely satisfied","2006","Full Time","no migration background","1125","0.152503042111224","0.144189745870307","0.160816338352141","10"
"10 Completely satisfied","2006","Part Time","direct migration background","107","0.177839808557072","0.146141586717234","0.209538030396909","10"
"10 Completely satisfied","2006","Part Time","no migration background","726","0.169598061383458","0.158225487217182","0.180970635549734","10"
"10 Completely satisfied","2006","Not Working","no migration background","1542","0.212386201493416","0.202907384357109","0.221865018629724","10"
