"plh0180","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","1-pers.-HH","Male","51","0.0463637339344229","0.035003148079176","0.0577243197896698","0"
"0 Completely dissatisfied","2006","1-pers.-HH","Female","41","0.0232823930573318","0.0163352359512424","0.0302295501634212","0"
"0 Completely dissatisfied","2006","(Married) couple without C. ","Male","7","","","","0"
"0 Completely dissatisfied","2006","(Married) couple without C. ","Female","3","","","","0"
"0 Completely dissatisfied","2006","Single parent ","Male","2","","","","0"
"0 Completely dissatisfied","2006","Single parent ","Female","3","","","","0"
"0 Completely dissatisfied","2006","Couple + C. LE 16 ","Male","1","","","","0"
"0 Completely dissatisfied","2006","Couple + C. LE 16 ","Female","5","","","","0"
"0 Completely dissatisfied","2006","Couple + C. GT 16 ","Male","5","","","","0"
"0 Completely dissatisfied","2006","Couple + C. GT 16 ","Female","4","","","","0"
"0 Completely dissatisfied","2006","Couple + C. LE and GT 16","Male","1","","","","0"
"0 Completely dissatisfied","2006","Couple + C. LE and GT 16","Female","","","","","0"
"1 on Scale 1 to 10","2006","1-pers.-HH","Male","30","0.0233412351820649","0.0151838026679101","0.0314986676962198","1"
"1 on Scale 1 to 10","2006","1-pers.-HH","Female","21","","","","1"
"1 on Scale 1 to 10","2006","(Married) couple without C. ","Male","8","","","","1"
"1 on Scale 1 to 10","2006","(Married) couple without C. ","Female","12","","","","1"
"1 on Scale 1 to 10","2006","Single parent ","Male","5","","","","1"
"1 on Scale 1 to 10","2006","Single parent ","Female","12","","","","1"
"1 on Scale 1 to 10","2006","Couple + C. GT 16 ","Male","3","","","","1"
"1 on Scale 1 to 10","2006","Couple + C. GT 16 ","Female","10","","","","1"
"1 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Male","3","","","","1"
"1 on Scale 1 to 10","2006","Couple + C. LE and GT 16","Female","2","","","","1"
"1 on Scale 1 to 10","2006","Couple + C. LE 16 ","Male","2","","","","1"
"1 on Scale 1 to 10","2006","Couple + C. LE 16 ","Female","6","","","","1"
"10 Completely satisfied","2006","1-pers.-HH","Male","102","0.0792380644921114","0.0646445210816459","0.0938316079025768","10"
