"plh0180","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","2006","16-34 y.","Single parent ","55","0.126926595274451","0.0958573652039897","0.157995825344911","10"
"10 Completely satisfied","2006","16-34 y.","Couple + C. LE and GT 16","91","0.165766595176473","0.132394674842087","0.199138515510859","10"
"10 Completely satisfied","2006","16-34 y.","Couple + C. LE 16 ","262","0.237558089644447","0.212521515972605","0.262594663316289","10"
"10 Completely satisfied","2006","35-65 y.","Couple + C. GT 16 ","331","0.151367516910626","0.136475303461515","0.166259730359737","10"
"10 Completely satisfied","2006","35-65 y.","Couple + C. LE and GT 16","153","0.154954779020062","0.132526778704438","0.177382779335686","10"
"10 Completely satisfied","2006","35-65 y.","1-pers.-HH","95","0.0704625303875474","0.0562465772457649","0.0846784835293298","10"
"10 Completely satisfied","2006","66 and older","1-pers.-HH","164","0.149637949654555","0.129396077442319","0.169879821866791","10"
"10 Completely satisfied","2006","66 and older","(Married) couple without C. ","821","0.294731409287847","0.277910089465024","0.31155272911067","10"
"10 Completely satisfied","2006","66 and older","Single parent ","8","","","","10"
"10 Completely satisfied","2006","66 and older","Couple + C. LE 16 ","1","","","","10"
"10 Completely satisfied","2006","66 and older","Couple + C. GT 16 ","34","0.179620171652197","0.120508175681568","0.238732167622827","10"
"10 Completely satisfied","2006","66 and older","Couple + C. LE and GT 16","3","","","","10"
"2 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","16","","","","2"
"2 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","7","","","","2"
"2 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","6","","","","2"
"2 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","52","0.0475406152258002","0.0357205724885602","0.0593606579630402","2"
"2 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","21","","","","2"
"2 on Scale 1 to 10","2006","35-65 y.","Single parent ","23","","","","2"
"2 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","20","","","","2"
"2 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","23","","","","2"
"2 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","5","","","","2"
"2 on Scale 1 to 10","2006","66 and older","1-pers.-HH","45","0.0350990036593358","0.0246562113450943","0.0455417959735772","2"
"2 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","20","","","","2"
"2 on Scale 1 to 10","2006","66 and older","Single parent ","","","","","2"
"2 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","6","","","","2"
"2 on Scale 1 to 10","2006","16-34 y.","Single parent ","10","","","","2"
"2 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","9","","","","2"
"3 on Scale 1 to 10","2006","16-34 y.","Single parent ","17","","","","3"
"3 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","10","","","","3"
"3 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","4","","","","3"
"3 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","65","0.0598049213392783","0.0466332506602714","0.0729765920182853","3"
"3 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","46","0.019171628019933","0.0149659963803515","0.0233772596595145","3"
"3 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","6","","","","3"
"3 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","11","","","","3"
"3 on Scale 1 to 10","2006","35-65 y.","Single parent ","32","0.0490572353369771","0.0324145012327222","0.0656999694412321","3"
"3 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","43","0.0164513916640754","0.0117465092448677","0.0211562740832831","3"
"3 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","28","","","","3"
"3 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","30","0.012629090908991","0.00798918373838556","0.0172689980795965","3"
"3 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","15","","","","3"
"3 on Scale 1 to 10","2006","66 and older","1-pers.-HH","53","0.0426824522829604","0.0312119995203357","0.054152905045585","3"
"3 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","22","","","","3"
"3 on Scale 1 to 10","2006","66 and older","Single parent ","6","","","","3"
"3 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","2","","","","3"
"3 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","","","","","3"
"4 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","66","0.0156939314986274","0.0118820781670706","0.0195057848301842","4"
"4 on Scale 1 to 10","2006","35-65 y.","Single parent ","40","0.0721034807787387","0.0521727217296418","0.0920342398278357","4"
"4 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","50","0.0170211545102015","0.012236879541418","0.0218054294789849","4"
"4 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","56","0.0296031832586491","0.0225606813752109","0.0366456851420872","4"
"4 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","29","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","13","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","Single parent ","17","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","22","","","","4"
"4 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","30","0.0273245833321421","0.0182432730897689","0.0364058935745154","4"
"4 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","10","","","","4"
"4 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","69","0.0539983067414349","0.0414438061069005","0.0665528073759693","4"
"4 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","22","","","","4"
"4 on Scale 1 to 10","2006","66 and older","1-pers.-HH","54","0.040028408258017","0.0289049143806481","0.051151902135386","4"
"4 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","25","","","","4"
"4 on Scale 1 to 10","2006","66 and older","Single parent ","4","","","","4"
"4 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","1","","","","4"
"4 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","","","","","4"
"5 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","94","0.156477777604466","0.12933036330375","0.183625191905182","5"
"5 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","49","0.0473222601812687","0.0337125764204266","0.0609319439421108","5"
"5 on Scale 1 to 10","2006","16-34 y.","Single parent ","58","0.14188835927677","0.10932163506488","0.174455083488659","5"
"5 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","101","0.0731056285539137","0.0586052847708848","0.0876059723369426","5"
"5 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","41","0.0871687786530687","0.0618545542969482","0.112483003009189","5"
"5 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","49","0.0390022933475129","0.0276131030498563","0.0503914836451694","5"
"5 on Scale 1 to 10","2006","35-65 y.","Single parent ","94","0.153404953237333","0.1256363839947","0.181173522479966","5"
"5 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","160","0.0644220009662143","0.0553415661642606","0.0735024357681679","5"
"5 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","122","0.0454540434167308","0.0377688594382938","0.0531392273951677","5"
"5 on Scale 1 to 10","2006","66 and older","Single parent ","6","","","","5"
"5 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","211","0.163144166774132","0.142619575647212","0.183668757901052","5"
"5 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","222","0.0576500053792982","0.0505015696540391","0.0647984411045573","5"
"5 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","174","0.0831123688612677","0.071642090149661","0.0945826475728743","5"
"5 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","59","0.0612005926310433","0.0463442362737258","0.0760569489883607","5"
"5 on Scale 1 to 10","2006","66 and older","1-pers.-HH","180","0.144372462093094","0.124428454655324","0.164316469530864","5"
"5 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","8","","","","5"
"5 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","","","","","5"
"6 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","66","0.114679663771928","0.0908703270231883","0.138489000520667","6"
"6 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","45","0.101395273277578","0.0743069511156756","0.128483595439481","6"
"6 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","130","0.0938648887477573","0.0776650206056377","0.110064756889877","6"
"6 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","226","0.0546345905966839","0.047664491950314","0.0616046892430539","6"
"6 on Scale 1 to 10","2006","35-65 y.","Single parent ","65","0.0801953829221283","0.0592678311004894","0.101122934743767","6"
"6 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","172","0.0615448536209369","0.0526558686692605","0.0704338385726132","6"
"6 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","149","0.0677167789696588","0.0572766668324685","0.0781568911068491","6"
"6 on Scale 1 to 10","2006","66 and older","1-pers.-HH","125","0.100633286374399","0.0835619664240596","0.117704606324739","6"
"6 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","118","0.0426248028948095","0.0351716185313915","0.0500779872582276","6"
"6 on Scale 1 to 10","2006","66 and older","Single parent ","8","","","","6"
"6 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","14","","","","6"
"6 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","1","","","","6"
"6 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","83","0.0733131539955992","0.0571582068286955","0.089468101162503","6"
"6 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","47","0.0507425728491739","0.0366749560570482","0.0648101896412996","6"
"6 on Scale 1 to 10","2006","16-34 y.","Single parent ","45","0.10484138684358","0.076249344900047","0.133433428787114","6"
"6 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","68","0.0552838381456354","0.041839594711274","0.0687280815799968","6"
"6 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","91","0.0624168218276004","0.0489413649786051","0.0758922786765958","6"
"7 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","145","0.153389871168056","0.130291446749843","0.176488295586269","7"
"7 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","125","0.176370855788005","0.147891304930392","0.204850406645617","7"
"7 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","61","0.142917469297561","0.111509281297745","0.174325657297376","7"
"7 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","193","0.1649107342198","0.144297111240342","0.185524357199259","7"
"7 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","474","0.119830491298622","0.109870199679015","0.129790782918229","7"
"7 on Scale 1 to 10","2006","35-65 y.","Single parent ","93","0.120334154537907","0.0952644467873855","0.145403862288429","7"
"7 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","381","0.131023210261842","0.118542832077951","0.143503588445734","7"
"7 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","330","0.148825669299596","0.134036926208221","0.163614412390972","7"
"7 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","154","0.161780646188183","0.138956727262882","0.184604565113484","7"
"7 on Scale 1 to 10","2006","66 and older","1-pers.-HH","145","0.121988773338219","0.103417664474481","0.140559882201956","7"
"7 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","293","0.102086810873018","0.0909163374354545","0.113257284310582","7"
"7 on Scale 1 to 10","2006","66 and older","Single parent ","13","","","","7"
"7 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","7"
"7 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","18","","","","7"
"7 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","","","","","7"
"7 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","219","0.174816519115732","0.153659510369249","0.195973527862215","7"
"7 on Scale 1 to 10","2006","16-34 y.","Single parent ","66","0.157336163883128","0.123352495835778","0.191319831930477","7"
"7 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","146","0.130772382185563","0.110938333384827","0.1506064309863","7"
"8 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","805","0.272022914735686","0.255563623162547","0.288482206308825","8"
"8 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","1194","0.292727860183793","0.278772838073658","0.306682882293928","8"
"8 on Scale 1 to 10","2006","35-65 y.","Single parent ","145","0.230459234499408","0.198009673653293","0.262908795345522","8"
"8 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","146","0.202900785152979","0.172850269660599","0.232951300645359","8"
"8 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","240","0.239772059267015","0.212405922959497","0.267138195574534","8"
"8 on Scale 1 to 10","2006","16-34 y.","Single parent ","109","0.229604054081788","0.190350808926873","0.268857299236704","8"
"8 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","258","0.208662362356169","0.184757316965918","0.232567407746419","8"
"8 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","325","0.266542763360755","0.241913092079734","0.291172434641776","8"
"8 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","122","0.265501717328127","0.225872274980821","0.305131159675432","8"
"8 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","248","0.197281415575861","0.175176535557729","0.219386295593993","8"
"8 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","653","0.285667209531311","0.266897239779171","0.304437179283451","8"
"8 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","298","0.298773750922547","0.270404465738375","0.327143036106718","8"
"8 on Scale 1 to 10","2006","66 and older","1-pers.-HH","257","0.21283725980871","0.189610749531332","0.236063770086087","8"
"8 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","786","0.260712141067963","0.244514304921703","0.276909977214223","8"
"8 on Scale 1 to 10","2006","66 and older","Single parent ","14","","","","8"
"8 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","","","","","8"
"8 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","1","","","","8"
"8 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","48","0.3699536188748","0.295608838227735","0.444298399521866","8"
"9 on Scale 1 to 10","2006","16-34 y.","1-pers.-HH","73","0.0841805365355089","0.0634330901395464","0.104927982931471","9"
"9 on Scale 1 to 10","2006","16-34 y.","(Married) couple without C. ","221","0.250937445947972","0.223147732678025","0.278727159217918","9"
"9 on Scale 1 to 10","2006","16-34 y.","Single parent ","61","0.130339941593283","0.0989173269446529","0.161762556241913","9"
"9 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE 16 ","280","0.257255377671602","0.231540255576885","0.282970499766319","9"
"9 on Scale 1 to 10","2006","16-34 y.","Couple + C. GT 16 ","242","0.188436197510918","0.1666525164992","0.210219878522636","9"
"9 on Scale 1 to 10","2006","16-34 y.","Couple + C. LE and GT 16","93","0.178381591581855","0.144025875953216","0.212737307210495","9"
"9 on Scale 1 to 10","2006","35-65 y.","1-pers.-HH","110","0.0834317972978979","0.0680710760399046","0.0987925185558912","9"
"9 on Scale 1 to 10","2006","35-65 y.","(Married) couple without C. ","952","0.220961082867082","0.208236525152791","0.233685640581373","9"
"9 on Scale 1 to 10","2006","35-65 y.","Single parent ","81","0.127205250413873","0.101530600421517","0.152879900406228","9"
"9 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE 16 ","701","0.245566937897667","0.229646872663091","0.261487003132243","9"
"9 on Scale 1 to 10","2006","35-65 y.","Couple + C. GT 16 ","467","0.208887554118993","0.191996433072838","0.225778675165147","9"
"9 on Scale 1 to 10","2006","35-65 y.","Couple + C. LE and GT 16","209","0.180848447319929","0.156992997357851","0.204703897282007","9"
"9 on Scale 1 to 10","2006","66 and older","1-pers.-HH","123","0.107594793414009","0.0900113250285526","0.125178261799466","9"
"9 on Scale 1 to 10","2006","66 and older","(Married) couple without C. ","610","0.217313232868657","0.202097016740469","0.232529448996846","9"
"9 on Scale 1 to 10","2006","66 and older","Single parent ","9","","","","9"
"9 on Scale 1 to 10","2006","66 and older","Couple + C. LE 16 ","4","","","","9"
"9 on Scale 1 to 10","2006","66 and older","Couple + C. GT 16 ","37","0.202974469160485","0.141037862550826","0.264911075770145","9"
"9 on Scale 1 to 10","2006","66 and older","Couple + C. LE and GT 16","1","","","","9"
"0 Completely dissatisfied","2007","16-34 y.","Couple + C. LE and GT 16","2","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","1-pers.-HH","52","0.0499870898289347","0.0377236763626772","0.0622505032951923","0"
"0 Completely dissatisfied","2007","35-65 y.","(Married) couple without C. ","6","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","Single parent ","7","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","Couple + C. LE 16 ","4","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","Couple + C. GT 16 ","7","","","","0"
"0 Completely dissatisfied","2007","35-65 y.","Couple + C. LE and GT 16","5","","","","0"
"0 Completely dissatisfied","2007","66 and older","1-pers.-HH","26","","","","0"
"0 Completely dissatisfied","2007","66 and older","(Married) couple without C. ","6","","","","0"
"0 Completely dissatisfied","2007","66 and older","Single parent ","1","","","","0"
"0 Completely dissatisfied","2007","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","2007","66 and older","Couple + C. GT 16 ","","","","","0"
"0 Completely dissatisfied","2007","66 and older","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","(Married) couple without C. ","","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","1-pers.-HH","11","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","Single parent ","4","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","Couple + C. LE 16 ","2","","","","0"
"0 Completely dissatisfied","2007","16-34 y.","Couple + C. GT 16 ","1","","","","0"
"1 on Scale 1 to 10","2007","66 and older","(Married) couple without C. ","4","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","Couple + C. GT 16 ","5","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","(Married) couple without C. ","13","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","Single parent ","6","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","2007","66 and older","1-pers.-HH","21","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","Couple + C. LE 16 ","12","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","1-pers.-HH","8","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","Single parent ","2","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","Couple + C. LE 16 ","1","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","Couple + C. GT 16 ","1","","","","1"
"1 on Scale 1 to 10","2007","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"1 on Scale 1 to 10","2007","35-65 y.","1-pers.-HH","26","","","","1"
"1 on Scale 1 to 10","2007","66 and older","Single parent ","","","","","1"
"1 on Scale 1 to 10","2007","66 and older","Couple + C. LE 16 ","","","","","1"
"1 on Scale 1 to 10","2007","66 and older","Couple + C. GT 16 ","","","","","1"
"1 on Scale 1 to 10","2007","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Completely satisfied","2007","35-65 y.","Couple + C. GT 16 ","275","0.155449232994531","0.140097819261213","0.170800646727849","10"
"10 Completely satisfied","2007","16-34 y.","(Married) couple without C. ","178","0.216286253356999","0.188477262050696","0.244095244663303","10"
"10 Completely satisfied","2007","35-65 y.","Couple + C. LE and GT 16","119","0.115436272940798","0.0948658161713633","0.136006729710232","10"
"10 Completely satisfied","2007","16-34 y.","Single parent ","48","0.105007146575567","0.0757927365909734","0.134221556560161","10"
"10 Completely satisfied","2007","35-65 y.","Single parent ","42","0.0617752777528018","0.0425118638843805","0.081038691621223","10"
"10 Completely satisfied","2007","16-34 y.","Couple + C. LE and GT 16","73","0.187270811269524","0.149086595153644","0.225455027385403","10"
"10 Completely satisfied","2007","16-34 y.","Couple + C. GT 16 ","157","0.155655329012621","0.134917851752426","0.176392806272816","10"
"10 Completely satisfied","2007","35-65 y.","Couple + C. LE 16 ","394","0.170578125292512","0.155984702424464","0.18517154816056","10"
"10 Completely satisfied","2007","16-34 y.","1-pers.-HH","49","0.0722884354330068","0.0521305784367952","0.0924462924292184","10"
"10 Completely satisfied","2007","16-34 y.","Couple + C. LE 16 ","236","0.236555055722284","0.21052631893977","0.262583792504799","10"
"10 Completely satisfied","2007","35-65 y.","1-pers.-HH","87","0.0630257269117009","0.04935031376998","0.0767011400534217","10"
"10 Completely satisfied","2007","35-65 y.","(Married) couple without C. ","715","0.196967002820793","0.184138361031378","0.209795644610208","10"
"10 Completely satisfied","2007","66 and older","Single parent ","12","","","","10"
"10 Completely satisfied","2007","66 and older","Couple + C. LE 16 ","1","","","","10"
"10 Completely satisfied","2007","66 and older","1-pers.-HH","165","0.16010324172962","0.138684600760289","0.181521882698951","10"
"10 Completely satisfied","2007","66 and older","(Married) couple without C. ","817","0.304284927151786","0.287221410153083","0.32134844415049","10"
"10 Completely satisfied","2007","66 and older","Couple + C. GT 16 ","37","0.184915043195741","0.128356740983986","0.241473345407497","10"
"10 Completely satisfied","2007","66 and older","Couple + C. LE and GT 16","1","","","","10"
"2 on Scale 1 to 10","2007","35-65 y.","Couple + C. LE and GT 16","9","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","(Married) couple without C. ","28","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","Single parent ","25","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","Couple + C. LE 16 ","15","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","Couple + C. GT 16 ","14","","","","2"
"2 on Scale 1 to 10","2007","66 and older","1-pers.-HH","23","","","","2"
"2 on Scale 1 to 10","2007","66 and older","(Married) couple without C. ","14","","","","2"
"2 on Scale 1 to 10","2007","66 and older","Single parent ","","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","1-pers.-HH","21","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","(Married) couple without C. ","8","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","Single parent ","4","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","Couple + C. LE and GT 16","5","","","","2"
"2 on Scale 1 to 10","2007","35-65 y.","1-pers.-HH","58","0.0559632233639235","0.043028310490572","0.0688981362372751","2"
"2 on Scale 1 to 10","2007","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on Scale 1 to 10","2007","66 and older","Couple + C. GT 16 ","1","","","","2"
"2 on Scale 1 to 10","2007","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on Scale 1 to 10","2007","16-34 y.","Couple + C. LE 16 ","3","","","","2"
