"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","1.55","1","1199","1","1","2","3","5","1.5","1.6","1","5","1","1"
"1990","lower secondary degree","1.26","1","4535","1","1","1","2","4","1.24","1.28","1","5","1","1"
"1990","no degree/no degree yet","1.36","1","838","1","1","1","2","5","1.31","1.41","1","5","1","1"
"1990","Other degree","1.27","1","1007","1","1","1","2","5","1.22","1.32","1","5","1","1"
"1990","secondary school degree","1.37","1","1684","1","1","2","2","4","1.33","1.41","1","5","1","1"
"1991","college entrance qualification","","","","","","","","","","","","","",""
"1991","lower secondary degree","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","Other degree","","","","","","","","","","","","","",""
"1991","secondary school degree","","","","","","","","","","","","","",""
"1992","college entrance qualification","","","","","","","","","","","","","",""
"1992","lower secondary degree","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","Other degree","","","","","","","","","","","","","",""
"1992","secondary school degree","","","","","","","","","","","","","",""
"1993","college entrance qualification","","","","","","","","","","","","","",""
"1993","lower secondary degree","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","Other degree","","","","","","","","","","","","","",""
"1993","secondary school degree","","","","","","","","","","","","","",""
"1994","college entrance qualification","","","","","","","","","","","","","",""
"1994","lower secondary degree","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Other degree","","","","","","","","","","","","","",""
"1994","secondary school degree","","","","","","","","","","","","","",""
"1995","college entrance qualification","1.47","1","1908","1","1","2","2","5","1.43","1.51","1","5","1","1"
"1995","lower secondary degree","1.2","1","5404","1","1","1","2","5","1.18","1.22","1","5","1","1"
"1995","no degree/no degree yet","1.23","1","857","1","1","1","2","5","1.19","1.27","1","5","1","1"
"1995","Other degree","1.26","1","1169","1","1","1","2","5","1.22","1.3","1","5","1","1"
"1995","secondary school degree","1.25","1","3579","1","1","1","2","4","1.23","1.27","1","5","1","1"
"1996","college entrance qualification","","","","","","","","","","","","","",""
"1996","lower secondary degree","","","","","","","","","","","","","",""
