"year","e11102","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","(0) in school","","","","","","","","","","","","","",""
"1990","Employed","(1a) inadequately completed","1.41","1","400","1","1","1","2","5","1.32","1.5","1","5","1","1"
"1990","Employed","(1b) general elementary school","1.33","1","1164","1","1","1","2","5","1.28","1.38","1","5","1","1"
"1990","Employed","(1c) basic vocational qualification","1.29","1","2198","1","1","1","2","4","1.26","1.32","1","5","1","1"
"1990","Employed","(2a) intermediate vocational","1.38","1","937","1","1","2","2","4","1.33","1.43","1","5","1","1"
"1990","Employed","(2b) intermediate general qualification","1.48","1","244","1","1","2","2","4","1.37","1.59","1","5","1","1"
"1990","Employed","(2c_gen) general maturity certificate","1.56","1","192","1","1","2","2","5","1.42","1.7","1","5","1","1"
"1990","Employed","(2c_voc) vocational maturity certificate","1.56","1","300","1","1","2","3","5","1.46","1.66","1","5","1","1"
"1990","Employed","(3a) lower tertiary education","1.52","1","189","1","1","2","2","5","1.38","1.66","1","5","1","1"
"1990","Employed","(3b) higher tertiary education","1.64","1","374","1","1","2","4","5","1.54","1.74","1","5","1","1"
"1990","Not Employed","(0) in school","1.37","1","146","1","1","2","2","4","1.27","1.47","1","4","1","1"
"1990","Not Employed","(1a) inadequately completed","1.3","1","284","1","1","1","2","5","1.22","1.38","1","5","1","1"
"1990","Not Employed","(1b) general elementary school","1.25","1","975","1","1","1","2","5","1.2","1.3","1","5","1","1"
"1990","Not Employed","(1c) basic vocational qualification","1.18","1","1022","1","1","1","2","4","1.14","1.22","1","5","1","1"
"1990","Not Employed","(2a) intermediate vocational","1.24","1","329","1","1","1","2","4","1.16","1.32","1","5","1","1"
"1990","Not Employed","(2b) intermediate general qualification","1.39","1","116","1","1","1","2","5","1.25","1.53","1","5","1","1"
"1990","Not Employed","(2c_gen) general maturity certificate","1.64","1","148","1","1","2","4","4","1.49","1.79","1","5","1","1"
"1990","Not Employed","(2c_voc) vocational maturity certificate","1.35","1","112","1","1","1","2","5","1.23","1.47","1","5","1","1"
"1990","Not Employed","(3a) lower tertiary education","1.32","1","48","1","1","1","2","5","1.03","1.61","1","5","1","1"
"1990","Not Employed","(3b) higher tertiary education","1.48","1","84","1","1","2","3","5","1.25","1.71","1","5","1","1"
"1991","Employed","(0) in school","","","","","","","","","","","","","",""
"1991","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"1991","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1991","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1991","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1991","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1991","Not Employed","(0) in school","","","","","","","","","","","","","",""
"1991","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1991","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"1991","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1991","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1991","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1991","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1991","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1991","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1991","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1992","Employed","(0) in school","","","","","","","","","","","","","",""
"1992","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1992","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"1992","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1992","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1992","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1992","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1992","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1992","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1992","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1992","Not Employed","(0) in school","","","","","","","","","","","","","",""
"1992","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1992","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"1992","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1992","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1992","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1992","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1992","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1992","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1992","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1993","Employed","(0) in school","","","","","","","","","","","","","",""
"1993","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"1993","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"1993","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1993","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1993","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
