"plh0033","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1985","direct migration background","Rural Area","97","0.280062646960439","0.232121536581481","0.328003757339398","1"
"Big worries","1985","direct migration background","Urban Area","697","0.256708749695374","0.239761173233145","0.273656326157603","1"
"Big worries","1985","indirect migration background","Rural Area","1","","","","1"
"Big worries","1985","indirect migration background","Urban Area","26","","","","1"
"Big worries","1985","no migration background","Rural Area","380","0.196754063830607","0.178836108452693","0.21467201920852","1"
"Big worries","1985","no migration background","Urban Area","1044","0.174269505049165","0.164668627573509","0.18387038252482","1"
"No worries","1985","indirect migration background","Rural Area","8","","","","3"
"No worries","1985","indirect migration background","Urban Area","32","0.239976858471222","0.164503508828291","0.315450208114153","3"
"No worries","1985","direct migration background","Rural Area","88","0.294176646498577","0.245526377169471","0.342826915827684","3"
"No worries","1985","no migration background","Urban Area","2321","0.395668316404985","0.383292199985565","0.408044432824405","3"
"No worries","1985","direct migration background","Urban Area","694","0.310227017233101","0.292279653917398","0.328174380548804","3"
"No worries","1985","no migration background","Rural Area","635","0.354853556932043","0.3332882292489","0.376418884615185","3"
"Some worries","1985","indirect migration background","Rural Area","8","","","","2"
"Some worries","1985","no migration background","Urban Area","2632","0.43006217854585","0.417531908496963","0.442592448594737","2"
"Some worries","1985","direct migration background","Rural Area","152","0.425760706540983","0.372969403367597","0.47855200971437","2"
"Some worries","1985","direct migration background","Urban Area","1161","0.433064233071525","0.413839919457364","0.452288546685686","2"
"Some worries","1985","indirect migration background","Urban Area","65","0.615815260315015","0.529856367341426","0.701774153288604","2"
"Some worries","1985","no migration background","Rural Area","876","0.448392379237351","0.425976975439073","0.470807783035628","2"
"Big worries","1986","direct migration background","Rural Area","80","0.204293840252089","0.162054408694931","0.246533271809246","1"
"Big worries","1986","direct migration background","Urban Area","608","0.188508882565818","0.173075137901835","0.203942627229801","1"
"Big worries","1986","indirect migration background","Rural Area","4","","","","1"
"Big worries","1986","indirect migration background","Urban Area","26","","","","1"
"Big worries","1986","no migration background","Rural Area","314","0.172640561054987","0.15498884448869","0.190292277621284","1"
"Big worries","1986","no migration background","Urban Area","843","0.144297060241432","0.135205880750435","0.153388239732429","1"
"No worries","1986","indirect migration background","Urban Area","46","0.4039226399586","0.320842713507005","0.487002566410196","3"
"No worries","1986","indirect migration background","Rural Area","6","","","","3"
"No worries","1986","no migration background","Urban Area","2607","0.470578274966059","0.45766469088131","0.483491859050808","3"
"No worries","1986","direct migration background","Urban Area","753","0.369565367535625","0.350518253552538","0.388612481518711","3"
"No worries","1986","no migration background","Rural Area","653","0.385985295674322","0.363247771226972","0.408722820121672","3"
"No worries","1986","direct migration background","Rural Area","118","0.360440330978276","0.31013994781609","0.410740714140462","3"
"Some worries","1986","indirect migration background","Rural Area","8","","","","2"
"Some worries","1986","direct migration background","Urban Area","1106","0.441925749898557","0.422328994937001","0.461522504860114","2"
"Some worries","1986","indirect migration background","Urban Area","62","0.420810381826397","0.337221349226614","0.50439941442618","2"
"Some worries","1986","no migration background","Urban Area","2289","0.385124664792509","0.372534709686694","0.397714619898325","2"
"Some worries","1986","direct migration background","Rural Area","152","0.435265828769635","0.38332446011131","0.48720719742796","2"
"Some worries","1986","no migration background","Rural Area","794","0.441374143270691","0.418182454528026","0.464565832013355","2"
"Big worries","1987","direct migration background","Rural Area","63","0.176469577666901","0.136701418796557","0.216237736537245","1"
"Big worries","1987","direct migration background","Urban Area","602","0.215458483415124","0.199161830206306","0.231755136623941","1"
"Big worries","1987","indirect migration background","Rural Area","2","","","","1"
"Big worries","1987","indirect migration background","Urban Area","27","","","","1"
"Big worries","1987","no migration background","Rural Area","279","0.152426302940126","0.135552301150143","0.169300304730109","1"
"Big worries","1987","no migration background","Urban Area","816","0.14392866827708","0.134757212765717","0.153100123788443","1"
"No worries","1987","indirect migration background","Urban Area","53","0.400343303583744","0.322706078602003","0.477980528565485","3"
"No worries","1987","indirect migration background","Rural Area","13","","","","3"
"No worries","1987","no migration background","Urban Area","2299","0.425333988421985","0.412416370536936","0.438251606307035","3"
"No worries","1987","direct migration background","Rural Area","120","0.335197753472777","0.285953276727058","0.384442230218495","3"
"No worries","1987","direct migration background","Urban Area","682","0.312000450231337","0.293635897876334","0.33036500258634","3"
"No worries","1987","no migration background","Rural Area","628","0.386170754020454","0.363314088348755","0.409027419692153","3"
"Some worries","1987","indirect migration background","Rural Area","6","","","","2"
"Some worries","1987","direct migration background","Urban Area","1161","0.472541066353539","0.452752115769356","0.492330016937722","2"
"Some worries","1987","indirect migration background","Urban Area","73","0.442867829935143","0.364159887223993","0.521575772646294","2"
"Some worries","1987","direct migration background","Rural Area","170","0.488332668860322","0.436187692803178","0.540477644917467","2"
"Some worries","1987","no migration background","Urban Area","2512","0.430737343300935","0.417799191461423","0.443675495140447","2"
"Some worries","1987","no migration background","Rural Area","836","0.46140294303942","0.437999941261371","0.48480594481747","2"
"Big worries","1988","direct migration background","Rural Area","86","0.215020452789532","0.17082800008219","0.259212905496874","1"
"Big worries","1988","direct migration background","Urban Area","612","0.224545043300491","0.207583450339854","0.241506636261128","1"
"Big worries","1988","indirect migration background","Rural Area","8","","","","1"
"Big worries","1988","indirect migration background","Urban Area","38","0.138131498785298","0.0895787197871269","0.18668427778347","1"
"Big worries","1988","no migration background","Rural Area","274","0.16689270961637","0.148818539613282","0.184966879619458","1"
"Big worries","1988","no migration background","Urban Area","758","0.139558946286621","0.130290640567286","0.148827252005956","1"
"No worries","1988","indirect migration background","Urban Area","61","0.392063193885942","0.323363550675022","0.460762837096862","3"
"No worries","1988","indirect migration background","Rural Area","8","","","","3"
"No worries","1988","no migration background","Urban Area","2182","0.424634830373448","0.411414553853828","0.437855106893068","3"
"No worries","1988","direct migration background","Rural Area","91","0.300117877847497","0.250818954738985","0.349416800956009","3"
"No worries","1988","direct migration background","Urban Area","589","0.313785061878871","0.294923275205459","0.332646848552282","3"
"No worries","1988","no migration background","Rural Area","595","0.378470819424045","0.354961710159511","0.40197992868858","3"
"Some worries","1988","indirect migration background","Rural Area","13","","","","2"
"Some worries","1988","no migration background","Urban Area","2430","0.43580622333993","0.422543832946764","0.449068613733097","2"
"Some worries","1988","direct migration background","Urban Area","1124","0.461669894820639","0.441405822630236","0.481933967011041","2"
"Some worries","1988","indirect migration background","Urban Area","95","0.46980530732876","0.399575112468889","0.54003550218863","2"
"Some worries","1988","direct migration background","Rural Area","155","0.484861669362971","0.43110282694971","0.538620511776232","2"
"Some worries","1988","no migration background","Rural Area","766","0.454636470959584","0.430500521145758","0.478772420773411","2"
"Big worries","1989","direct migration background","Rural Area","71","0.236418157164738","0.189044483771427","0.28379183055805","1"
"Big worries","1989","direct migration background","Urban Area","581","0.218688596660118","0.201616414019572","0.235760779300664","1"
"Big worries","1989","indirect migration background","Rural Area","9","","","","1"
"Big worries","1989","indirect migration background","Urban Area","47","0.158995218343807","0.111320829353961","0.206669607333652","1"
"Big worries","1989","no migration background","Rural Area","219","0.141954200541496","0.124557266972073","0.159351134110919","1"
"Big worries","1989","no migration background","Urban Area","543","0.105317572261967","0.0969695808842403","0.113665563639694","1"
"No worries","1989","indirect migration background","Urban Area","74","0.375866647836097","0.312720121931028","0.439013173741166","3"
"No worries","1989","indirect migration background","Rural Area","13","","","","3"
"No worries","1989","no migration background","Urban Area","2397","0.471877200964317","0.458300974497945","0.485453427430688","3"
"No worries","1989","direct migration background","Rural Area","69","0.284189811908683","0.233900922890485","0.33447870092688","3"
"No worries","1989","direct migration background","Urban Area","657","0.357992442937473","0.338192182735765","0.377792703139181","3"
"No worries","1989","no migration background","Rural Area","621","0.422217501098038","0.397597183373655","0.44683781882242","3"
"Some worries","1989","indirect migration background","Rural Area","8","","","","2"
"Some worries","1989","no migration background","Urban Area","2254","0.422805226773716","0.409370510874019","0.436239942673413","2"
"Some worries","1989","direct migration background","Rural Area","169","0.479392030926579","0.42369017542611","0.535093886427048","2"
"Some worries","1989","direct migration background","Urban Area","1014","0.423318960402409","0.402912598019386","0.443725322785431","2"
"Some worries","1989","indirect migration background","Urban Area","105","0.465138133820096","0.400109345460863","0.530166922179329","2"
"Some worries","1989","no migration background","Rural Area","706","0.435828298360467","0.411110675114558","0.460545921606375","2"
"Big worries","1990","direct migration background","Rural Area","93","0.201125003634082","0.162086512261142","0.240163495007021","1"
"Big worries","1990","direct migration background","Urban Area","577","0.229522331118668","0.212138622310576","0.24690603992676","1"
"Big worries","1990","indirect migration background","Rural Area","6","","","","1"
"Big worries","1990","indirect migration background","Urban Area","41","0.160614611703275","0.115811160745516","0.205418062661033","1"
"Big worries","1990","no migration background","Rural Area","1032","0.200269785314406","0.188249224476394","0.212290346152417","1"
"Big worries","1990","no migration background","Urban Area","991","0.125340506902357","0.117310974898999","0.133370038905715","1"
"No worries","1990","indirect migration background","Rural Area","10","","","","3"
"No worries","1990","indirect migration background","Urban Area","91","0.383527010873398","0.324194429681793","0.442859592065003","3"
"No worries","1990","no migration background","Urban Area","2600","0.451526903203867","0.439458648046363","0.463595158361371","3"
"No worries","1990","direct migration background","Rural Area","96","0.26214771386791","0.219314729929157","0.304980697806663","3"
"No worries","1990","direct migration background","Urban Area","653","0.344450676385297","0.324807299677789","0.364094053092805","3"
"No worries","1990","no migration background","Rural Area","971","0.307434649534447","0.293575006369173","0.321294292699721","3"
"Some worries","1990","indirect migration background","Rural Area","20","","","","2"
"Some worries","1990","no migration background","Urban Area","2941","0.423132589893776","0.411151364362828","0.435113815424724","2"
"Some worries","1990","direct migration background","Rural Area","216","0.536727282498009","0.488163134079956","0.585291430916061","2"
"Some worries","1990","direct migration background","Urban Area","1018","0.426026992496035","0.405585423350199","0.446468561641871","2"
"Some worries","1990","indirect migration background","Urban Area","126","0.455858377423328","0.39508558642088","0.516631168425776","2"
"Some worries","1990","no migration background","Rural Area","2255","0.492295565151147","0.477279238646877","0.507311891655418","2"
"Big worries","1991","direct migration background","Rural Area","105","0.24276132891229","0.200744406300938","0.284778251523642","1"
"Big worries","1991","direct migration background","Urban Area","479","0.18858504214703","0.172290790883621","0.204879293410439","1"
"Big worries","1991","indirect migration background","Rural Area","6","","","","1"
"Big worries","1991","indirect migration background","Urban Area","54","0.183168479096932","0.139829468571558","0.226507489622305","1"
"Big worries","1991","no migration background","Rural Area","1200","0.228743758555562","0.216001516791313","0.24148600031981","1"
"Big worries","1991","no migration background","Urban Area","937","0.123760860603598","0.115641405256789","0.131880315950406","1"
"No worries","1991","indirect migration background","Rural Area","15","","","","3"
"No worries","1991","indirect migration background","Urban Area","118","0.321870294071217","0.269524208491245","0.374216379651189","3"
"No worries","1991","no migration background","Urban Area","2548","0.448500148528019","0.436237679912845","0.460762617143193","3"
"No worries","1991","direct migration background","Urban Area","667","0.351330110967061","0.331444962471264","0.371215259462857","3"
"No worries","1991","direct migration background","Rural Area","104","0.27573664487619","0.231942747648503","0.319530542103877","3"
"No worries","1991","no migration background","Rural Area","924","0.309171435101879","0.295151154910006","0.323191715293752","3"
"Some worries","1991","indirect migration background","Rural Area","23","","","","2"
"Some worries","1991","no migration background","Urban Area","2834","0.427738990868383","0.415540379042429","0.439937602694338","2"
"Some worries","1991","direct migration background","Rural Area","191","0.48150202621152","0.432536470617054","0.530467581805985","2"
"Some worries","1991","direct migration background","Urban Area","1068","0.46008484688591","0.439324194063012","0.480845499708807","2"
"Some worries","1991","indirect migration background","Urban Area","134","0.494961226831852","0.438942229894345","0.550980223769359","2"
"Some worries","1991","no migration background","Rural Area","2050","0.462084806342559","0.446960007102276","0.477209605582842","2"
"Big worries","1992","direct migration background","Urban Area","575","0.250273553867876","0.231925134700814","0.268621973034937","1"
"Big worries","1992","indirect migration background","Rural Area","12","","","","1"
"Big worries","1992","indirect migration background","Urban Area","75","0.196097446576562","0.1545607258841","0.237634167269024","1"
"Big worries","1992","no migration background","Rural Area","941","0.196994076258104","0.184589255821866","0.209398896694342","1"
"Big worries","1992","no migration background","Urban Area","995","0.138083730987821","0.129530860849477","0.146636601126165","1"
"Big worries","1992","direct migration background","Rural Area","111","0.261328746617161","0.217945787468095","0.304711705766227","1"
"No worries","1992","indirect migration background","Urban Area","122","0.308029653522743","0.259731053968344","0.356328253077141","3"
"No worries","1992","indirect migration background","Rural Area","18","","","","3"
"No worries","1992","no migration background","Urban Area","2224","0.390720507569933","0.378624293449756","0.402816721690111","3"
"No worries","1992","direct migration background","Urban Area","555","0.297563368478757","0.278197674428134","0.316929062529381","3"
"No worries","1992","no migration background","Rural Area","839","0.269318359672559","0.255482644846097","0.28315407449902","3"
"No worries","1992","direct migration background","Rural Area","80","0.227576303155135","0.186177165612861","0.268975440697408","3"
"Some worries","1992","indirect migration background","Rural Area","26","","","","2"
