"plh0033","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Urban Area","West Germany","1767","0.182838450392687","0.174703101477801","0.190973799307574"
"Big worries","1985","Urban Area","East Germany","","","",""
"Big worries","1985","Rural Area","West Germany","478","0.200814367525386","0.184242893400138","0.217385841650634"
"Big worries","1985","Rural Area","East Germany","","","",""
"Some worries","1985","Urban Area","West Germany","3858","0.431446765579046","0.421022688057561","0.441870843100531"
"Some worries","1985","Urban Area","East Germany","","","",""
"Some worries","1985","Rural Area","West Germany","1036","0.447151172078239","0.426584202689156","0.467718141467322"
"Some worries","1985","Rural Area","East Germany","","","",""
"No worries","1985","Urban Area","West Germany","3047","0.385714784028266","0.375469909811018","0.395959658245515"
"No worries","1985","Urban Area","East Germany","","","",""
"No worries","1985","Rural Area","West Germany","731","0.352034460396375","0.332278030746922","0.371790890045828"
"No worries","1985","Rural Area","East Germany","","","",""
"Big worries","1986","Urban Area","West Germany","1477","0.149392440352135","0.141741866786328","0.157043013917943"
"Big worries","1986","Urban Area","East Germany","","","",""
"Big worries","1986","Rural Area","West Germany","398","0.175196839112308","0.159049589762499","0.191344088462117"
"Big worries","1986","Rural Area","East Germany","","","",""
"Some worries","1986","Urban Area","West Germany","3457","0.39164432471989","0.381168462775842","0.402120186663938"
"Some worries","1986","Urban Area","East Germany","","","",""
"Some worries","1986","Rural Area","West Germany","954","0.439864828556315","0.418780183198231","0.460949473914399"
"Some worries","1986","Rural Area","East Germany","","","",""
"No worries","1986","Urban Area","West Germany","3406","0.458963234927974","0.448268564553118","0.46965790530283"
"No worries","1986","Urban Area","East Germany","","","",""
"No worries","1986","Rural Area","West Germany","777","0.384938332331377","0.364269536690639","0.405607127972115"
"No worries","1986","Rural Area","East Germany","","","",""
"Big worries","1987","Urban Area","West Germany","1445","0.152309092575896","0.144543728621456","0.160074456530336"
"Big worries","1987","Urban Area","East Germany","","","",""
"Big worries","1987","Rural Area","West Germany","344","0.153910059738198","0.138538093175425","0.169282026300971"
"Big worries","1987","Rural Area","East Germany","","","",""
"Some worries","1987","Urban Area","West Germany","3746","0.435668139884651","0.424952322022572","0.446383957746729"
"Some worries","1987","Urban Area","East Germany","","","",""
"Some worries","1987","Rural Area","West Germany","1012","0.462065892563727","0.440828355060051","0.483303430067403"
"Some worries","1987","Rural Area","East Germany","","","",""
