"plh0033","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No worries","1985","16-34 y.","Single parent ","78","0.273910098671297","0.221297134483181","0.326523062859414"
"No worries","1985","16-34 y.","Couple + C. LE 16 ","335","0.277883200329664","0.252920123605451","0.302846277053876"
"No worries","1985","16-34 y.","Couple + C. GT 16 ","244","0.303525738149914","0.272208516903304","0.334842959396523"
"No worries","1985","16-34 y.","Couple + C. LE and GT 16","171","0.284613946414277","0.249038351055378","0.320189541773176"
"No worries","1985","35-65 y.","1-pers.-HH","177","0.421448792532186","0.375414628015968","0.467482957048403"
"No worries","1985","35-65 y.","(Married) couple without C. ","544","0.412050426072073","0.385548015627032","0.438552836517115"
"No worries","1985","35-65 y.","Single parent ","61","0.266556622290426","0.209904237481316","0.323209007099535"
"No worries","1985","35-65 y.","Couple + C. LE 16 ","443","0.341774401330507","0.317078759624382","0.366470043036633"
"No worries","1985","35-65 y.","Couple + C. GT 16 ","393","0.366129075719269","0.337928186022108","0.39432996541643"
"No worries","1985","35-65 y.","Couple + C. LE and GT 16","245","0.306695650000714","0.275768854236173","0.337622445765254"
"No worries","1985","66 and older","1-pers.-HH","203","0.52051510633581","0.470869888122253","0.570160324549366"
"No worries","1985","66 and older","(Married) couple without C. ","283","0.573714741196398","0.529927436542125","0.61750204585067"
"No worries","1985","66 and older","Single parent ","15","","",""
"No worries","1985","66 and older","Couple + C. LE 16 ","2","","",""
"No worries","1985","66 and older","Couple + C. GT 16 ","23","","",""
"No worries","1985","66 and older","Couple + C. LE and GT 16","","","",""
"Big worries","1986","16-34 y.","1-pers.-HH","54","0.170788430945394","0.129491797376864","0.212085064513924"
"Big worries","1986","16-34 y.","(Married) couple without C. ","97","0.132320399676764","0.106027962360937","0.158612836992591"
"Big worries","1986","16-34 y.","Single parent ","62","0.236135182386913","0.184109628639977","0.288160736133849"
"Big worries","1986","16-34 y.","Couple + C. LE 16 ","217","0.185908440478918","0.163275741869772","0.208541139088063"
"Big worries","1986","16-34 y.","Couple + C. GT 16 ","162","0.188798448725428","0.162658176120471","0.214938721330385"
"Big worries","1986","16-34 y.","Couple + C. LE and GT 16","136","0.181852156427058","0.150406599235797","0.213297713618319"
"Big worries","1986","35-65 y.","1-pers.-HH","84","0.186367572599756","0.149170707303452","0.22356443789606"
"Big worries","1986","35-65 y.","(Married) couple without C. ","149","0.113872165685898","0.0962625424596265","0.13148178891217"
"Big worries","1986","35-65 y.","Single parent ","65","0.288000541769316","0.228962715948175","0.347038367590458"
"Big worries","1986","35-65 y.","Couple + C. LE 16 ","221","0.144919071831681","0.125357475946737","0.164480667716625"
"Big worries","1986","35-65 y.","Couple + C. GT 16 ","209","0.158076631586465","0.137055720751315","0.179097542421614"
"Big worries","1986","35-65 y.","Couple + C. LE and GT 16","179","0.189854023625744","0.16279557667282","0.216912470578668"
"Big worries","1986","66 and older","1-pers.-HH","30","0.0809888139125167","0.0526091771411045","0.109368450683929"
"Big worries","1986","66 and older","(Married) couple without C. ","35","0.0793496262648344","0.0547832316196803","0.103916020909988"
"Big worries","1986","66 and older","Single parent ","","","",""
"Big worries","1986","66 and older","Couple + C. LE 16 ","","","",""
"Big worries","1986","66 and older","Couple + C. GT 16 ","6","","",""
"Big worries","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Some worries","1986","16-34 y.","1-pers.-HH","130","0.39221366900689","0.33863528921851","0.445792048795271"
"Some worries","1986","16-34 y.","(Married) couple without C. ","298","0.468451446828951","0.429730897131166","0.507171996526737"
"Some worries","1986","16-34 y.","Single parent ","122","0.477975840771277","0.416786414302365","0.539165267240189"
"Some worries","1986","16-34 y.","Couple + C. LE 16 ","535","0.476490459317763","0.447434209197645","0.505546709437881"
"Some worries","1986","16-34 y.","Couple + C. GT 16 ","402","0.468652708638532","0.435320712985034","0.50198470429203"
"Some worries","1986","16-34 y.","Couple + C. LE and GT 16","263","0.49511304614622","0.454353115982189","0.535872976310251"
"Some worries","1986","35-65 y.","1-pers.-HH","157","0.370661452931344","0.324525667183659","0.416797238679028"
"Some worries","1986","35-65 y.","(Married) couple without C. ","475","0.362930006256062","0.336273814882907","0.389586197629218"
"Some worries","1986","35-65 y.","Single parent ","107","0.460143023845578","0.395163032163411","0.525123015527745"
"Some worries","1986","35-65 y.","Couple + C. LE 16 ","568","0.476882465976966","0.44912733911802","0.504637592835912"
"Some worries","1986","35-65 y.","Couple + C. GT 16 ","484","0.415211516574632","0.386818240016996","0.443604793132268"
"Some worries","1986","35-65 y.","Couple + C. LE and GT 16","376","0.469030238374568","0.434599475969723","0.503461000779413"
"Some worries","1986","66 and older","1-pers.-HH","79","0.221448971699118","0.178255880151892","0.264642063246345"
"Some worries","1986","66 and older","(Married) couple without C. ","125","0.266469339044536","0.22628522730683","0.306653450782242"
"Some worries","1986","66 and older","Single parent ","8","","",""
"Some worries","1986","66 and older","Couple + C. LE 16 ","","","",""
"Some worries","1986","66 and older","Couple + C. GT 16 ","16","","",""
"Some worries","1986","66 and older","Couple + C. LE and GT 16","","","",""
"No worries","1986","16-34 y.","1-pers.-HH","135","0.436997900047715","0.382566759842453","0.491429040252978"
"No worries","1986","16-34 y.","(Married) couple without C. ","243","0.399228153494285","0.361226445375701","0.437229861612869"
"No worries","1986","16-34 y.","Single parent ","72","0.28588897684181","0.230539989174295","0.341237964509325"
"No worries","1986","16-34 y.","Couple + C. LE 16 ","383","0.337601100203319","0.310089751084837","0.365112449321802"
"No worries","1986","16-34 y.","Couple + C. GT 16 ","297","0.34254884263604","0.310850284015427","0.374247401256652"
"No worries","1986","16-34 y.","Couple + C. LE and GT 16","179","0.323034797426722","0.284911364738337","0.361158230115107"
"No worries","1986","35-65 y.","1-pers.-HH","180","0.4429709744689","0.395521261340429","0.490420687597371"
"No worries","1986","35-65 y.","(Married) couple without C. ","626","0.523197828058039","0.495509600010803","0.550886056105276"
"No worries","1986","35-65 y.","Single parent ","54","0.251856434385106","0.195263414474204","0.308449454296008"
"No worries","1986","35-65 y.","Couple + C. LE 16 ","455","0.378198462191353","0.351250639817828","0.405146284564877"
"No worries","1986","35-65 y.","Couple + C. GT 16 ","464","0.426711851838903","0.398212482736315","0.455211220941491"
"No worries","1986","35-65 y.","Couple + C. LE and GT 16","252","0.341115737999688","0.308406775479006","0.373824700520369"
"No worries","1986","66 and older","1-pers.-HH","246","0.697562214388365","0.649782514988134","0.745341913788596"
"No worries","1986","66 and older","(Married) couple without C. ","305","0.654181034690629","0.610950063435259","0.697412005946"
"No worries","1986","66 and older","Single parent ","16","","",""
"No worries","1986","66 and older","Couple + C. LE 16 ","1","","",""
"No worries","1986","66 and older","Couple + C. GT 16 ","25","","",""
"No worries","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Big worries","1987","16-34 y.","1-pers.-HH","53","0.147331298801401","0.107553949333223","0.18710864826958"
"Big worries","1987","16-34 y.","(Married) couple without C. ","71","0.10877106551322","0.0836692183537634","0.133872912672677"
"Big worries","1987","16-34 y.","Single parent ","59","0.215783033242033","0.166066941509954","0.265499124974112"
"Big worries","1987","16-34 y.","Couple + C. LE 16 ","214","0.181868148399562","0.159486336479201","0.204249960319923"
"Big worries","1987","16-34 y.","Couple + C. GT 16 ","166","0.195807336512042","0.169589232122996","0.222025440901088"
"Big worries","1987","16-34 y.","Couple + C. LE and GT 16","114","0.205571226861032","0.170970032173657","0.240172421548406"
"Big worries","1987","35-65 y.","1-pers.-HH","79","0.169856605668781","0.134029671615098","0.205683539722465"
"Big worries","1987","35-65 y.","(Married) couple without C. ","168","0.122738415195485","0.104370592959239","0.141106237431732"
"Big worries","1987","35-65 y.","Single parent ","62","0.262217727837355","0.205374424822062","0.319061030852648"
"Big worries","1987","35-65 y.","Couple + C. LE 16 ","207","0.163405409736709","0.14243356331245","0.184377256160967"
"Big worries","1987","35-65 y.","Couple + C. GT 16 ","228","0.175309193383787","0.153840654405469","0.196777732362104"
"Big worries","1987","35-65 y.","Couple + C. LE and GT 16","135","0.155382275081075","0.128939240542346","0.181825309619803"
"Big worries","1987","66 and older","1-pers.-HH","26","","",""
"Big worries","1987","66 and older","(Married) couple without C. ","36","0.0808185067051169","0.0567593346428269","0.104877678767407"
"Big worries","1987","66 and older","Single parent ","3","","",""
"Big worries","1987","66 and older","Couple + C. LE 16 ","","","",""
"Big worries","1987","66 and older","Couple + C. GT 16 ","8","","",""
"Big worries","1987","66 and older","Couple + C. LE and GT 16","","","",""
"Some worries","1987","16-34 y.","1-pers.-HH","136","0.452182188330263","0.396325784498105","0.508038592162421"
"Some worries","1987","16-34 y.","(Married) couple without C. ","326","0.547090232623677","0.506958336953037","0.587222128294316"
"Some worries","1987","16-34 y.","Single parent ","142","0.528318652674409","0.467987372605657","0.588649932743161"
"Some worries","1987","16-34 y.","Couple + C. LE 16 ","578","0.504100523624624","0.475089659302956","0.533111387946292"
"Some worries","1987","16-34 y.","Couple + C. GT 16 ","434","0.492316132730563","0.459284847655449","0.525347417805677"
"Some worries","1987","16-34 y.","Couple + C. LE and GT 16","262","0.530173997090388","0.487441311837947","0.572906682342829"
"Some worries","1987","35-65 y.","1-pers.-HH","173","0.428443250397818","0.38122953289646","0.475656967899177"
"Some worries","1987","35-65 y.","(Married) couple without C. ","488","0.4068695181071","0.379371236511104","0.434367799703096"
"Some worries","1987","35-65 y.","Single parent ","104","0.457053384274787","0.392674091317488","0.521432677232086"
"Some worries","1987","35-65 y.","Couple + C. LE 16 ","582","0.495532788699589","0.467173286864867","0.523892290534311"
"Some worries","1987","35-65 y.","Couple + C. GT 16 ","567","0.474188048798881","0.445994801806955","0.502381295790807"
"Some worries","1987","35-65 y.","Couple + C. LE and GT 16","377","0.540526883065761","0.504150529605065","0.576903236526457"
"Some worries","1987","66 and older","1-pers.-HH","97","0.262165557011643","0.217107254369647","0.307223859653639"
"Some worries","1987","66 and older","(Married) couple without C. ","127","0.255557225825319","0.217055129754344","0.294059321896294"
"Some worries","1987","66 and older","Single parent ","8","","",""
"Some worries","1987","66 and older","Couple + C. LE 16 ","","","",""
"Some worries","1987","66 and older","Couple + C. GT 16 ","15","","",""
"Some worries","1987","66 and older","Couple + C. LE and GT 16","1","","",""
"No worries","1987","16-34 y.","1-pers.-HH","116","0.400486512868336","0.345495515347482","0.45547751038919"
"No worries","1987","16-34 y.","(Married) couple without C. ","194","0.344138701863103","0.305836202784719","0.382441200941487"
"No worries","1987","16-34 y.","Single parent ","62","0.255898314083558","0.203160749119582","0.308635879047535"
"No worries","1987","16-34 y.","Couple + C. LE 16 ","349","0.314031327975814","0.287100860159899","0.34096179579173"
"No worries","1987","16-34 y.","Couple + C. GT 16 ","280","0.311876530757396","0.281268789080414","0.342484272434377"
"No worries","1987","16-34 y.","Couple + C. LE and GT 16","148","0.26425477604858","0.226501243347343","0.302008308749817"
"No worries","1987","35-65 y.","1-pers.-HH","170","0.4017001439334","0.354926381190095","0.448473906676706"
"No worries","1987","35-65 y.","(Married) couple without C. ","570","0.470392066697415","0.442453116002635","0.498331017392195"
"No worries","1987","35-65 y.","Single parent ","64","0.280728887887858","0.222655918264335","0.338801857511382"
"No worries","1987","35-65 y.","Couple + C. LE 16 ","405","0.341061801563702","0.31417217254146","0.367951430585945"
"No worries","1987","35-65 y.","Couple + C. GT 16 ","410","0.350502757817333","0.323563294288286","0.377442221346379"
"No worries","1987","35-65 y.","Couple + C. LE and GT 16","209","0.304090841853164","0.270512565039529","0.3376691186668"
"No worries","1987","66 and older","1-pers.-HH","243","0.672053506818372","0.62395728412704","0.720149729509703"
"No worries","1987","66 and older","(Married) couple without C. ","330","0.663624267469564","0.621918310660734","0.705330224278395"
"No worries","1987","66 and older","Single parent ","14","","",""
"No worries","1987","66 and older","Couple + C. LE 16 ","1","","",""
"No worries","1987","66 and older","Couple + C. GT 16 ","21","","",""
"No worries","1987","66 and older","Couple + C. LE and GT 16","","","",""
"Big worries","1988","16-34 y.","1-pers.-HH","40","0.123787898752198","0.0850737769580019","0.162502020546394"
"Big worries","1988","16-34 y.","(Married) couple without C. ","76","0.114117157226068","0.0880151274537018","0.140219186998433"
"Big worries","1988","16-34 y.","Single parent ","61","0.227877167627066","0.175776651999696","0.279977683254436"
"Big worries","1988","16-34 y.","Couple + C. LE 16 ","201","0.16361262078006","0.141722058684791","0.185503182875328"
"Big worries","1988","16-34 y.","Couple + C. GT 16 ","178","0.177941261555907","0.153307407991897","0.202575115119917"
"Big worries","1988","16-34 y.","Couple + C. LE and GT 16","114","0.219758702937543","0.181242442546675","0.258274963328411"
"Big worries","1988","35-65 y.","1-pers.-HH","75","0.184999520096509","0.147041871785035","0.222957168407983"
"Big worries","1988","35-65 y.","(Married) couple without C. ","187","0.148366368738199","0.128212507044705","0.168520230431693"
"Big worries","1988","35-65 y.","Single parent ","50","0.167370426257047","0.119539869126809","0.215200983387285"
"Big worries","1988","35-65 y.","Couple + C. LE 16 ","185","0.14355117284077","0.122970254980219","0.164132090701321"
"Big worries","1988","35-65 y.","Couple + C. GT 16 ","233","0.165707017087781","0.144739627290199","0.186674406885363"
"Big worries","1988","35-65 y.","Couple + C. LE and GT 16","143","0.202433435585878","0.170881307217437","0.233985563954319"
"Big worries","1988","66 and older","1-pers.-HH","38","0.104553700500721","0.0732493616291006","0.135858039372341"
"Big worries","1988","66 and older","(Married) couple without C. ","37","0.085686655460582","0.0608274218565893","0.110545889064575"
"Big worries","1988","66 and older","Single parent ","3","","",""
"Big worries","1988","66 and older","Couple + C. LE 16 ","","","",""
"Big worries","1988","66 and older","Couple + C. GT 16 ","6","","",""
"Big worries","1988","66 and older","Couple + C. LE and GT 16","","","",""
"Some worries","1988","16-34 y.","1-pers.-HH","130","0.465245047151571","0.406611795446134","0.523878298857009"
"Some worries","1988","16-34 y.","(Married) couple without C. ","287","0.501093345657069","0.460046515040793","0.542140176273345"
"Some worries","1988","16-34 y.","Single parent ","135","0.559018361944937","0.497348680186512","0.620688043703362"
"Some worries","1988","16-34 y.","Couple + C. LE 16 ","590","0.544093820665463","0.514621155283739","0.573566486047188"
"Some worries","1988","16-34 y.","Couple + C. GT 16 ","491","0.525987219602482","0.493826539866129","0.558147899338835"
"Some worries","1988","16-34 y.","Couple + C. LE and GT 16","203","0.478961047490584","0.432494350820236","0.525427744160931"
"Some worries","1988","35-65 y.","1-pers.-HH","166","0.415635402480701","0.367459120600896","0.463811684360506"
"Some worries","1988","35-65 y.","(Married) couple without C. ","504","0.405706421779304","0.377866334138165","0.433546509420443"
"Some worries","1988","35-65 y.","Single parent ","113","0.496208452296472","0.432146867310328","0.560270037282616"
"Some worries","1988","35-65 y.","Couple + C. LE 16 ","552","0.49549223302447","0.466145280380599","0.524839185668342"
"Some worries","1988","35-65 y.","Couple + C. GT 16 ","596","0.507423302161642","0.479230596386336","0.535616007936949"
"Some worries","1988","35-65 y.","Couple + C. LE and GT 16","300","0.47512540238276","0.435911869581653","0.514338935183868"
"Some worries","1988","66 and older","1-pers.-HH","99","0.262163178706309","0.217166436852594","0.307159920560024"
"Some worries","1988","66 and older","(Married) couple without C. ","134","0.27764188750447","0.237867602461715","0.317416172547224"
"Some worries","1988","66 and older","Single parent ","6","","",""
"Some worries","1988","66 and older","Couple + C. LE 16 ","","","",""
"Some worries","1988","66 and older","Couple + C. GT 16 ","23","","",""
"Some worries","1988","66 and older","Couple + C. LE and GT 16","1","","",""
"No worries","1988","16-34 y.","1-pers.-HH","108","0.410967054096231","0.353130955428028","0.468803152764434"
"No worries","1988","16-34 y.","(Married) couple without C. ","207","0.384789497116863","0.344847098782643","0.424731895451083"
"No worries","1988","16-34 y.","Single parent ","53","0.213104470427997","0.162241322334389","0.263967618521605"
"No worries","1988","16-34 y.","Couple + C. LE 16 ","306","0.292293558554477","0.26537938963471","0.319207727474245"
"No worries","1988","16-34 y.","Couple + C. GT 16 ","257","0.296071518841611","0.266667602251978","0.325475435431244"
"No worries","1988","16-34 y.","Couple + C. LE and GT 16","127","0.301280249571873","0.258603292414842","0.343957206728905"
"No worries","1988","35-65 y.","1-pers.-HH","161","0.39936507742279","0.351488246369511","0.44724190847607"
"No worries","1988","35-65 y.","(Married) couple without C. ","504","0.445927209482497","0.417744708134765","0.474109710830229"
"No worries","1988","35-65 y.","Single parent ","71","0.336421121446481","0.275883121800596","0.396959121092366"
"No worries","1988","35-65 y.","Couple + C. LE 16 ","378","0.36095659413476","0.332766058595029","0.38914712967449"
"No worries","1988","35-65 y.","Couple + C. GT 16 ","379","0.326869680750577","0.300418106764456","0.353321254736698"
"No worries","1988","35-65 y.","Couple + C. LE and GT 16","180","0.322441162031362","0.285738056387438","0.359144267675286"
"No worries","1988","66 and older","1-pers.-HH","230","0.633283120792971","0.583979426113882","0.68258681547206"
"No worries","1988","66 and older","(Married) couple without C. ","316","0.636671457034948","0.593955409696455","0.679387504373442"
"No worries","1988","66 and older","Single parent ","14","","",""
"No worries","1988","66 and older","Couple + C. LE 16 ","","","",""
"No worries","1988","66 and older","Couple + C. GT 16 ","28","","",""
"No worries","1988","66 and older","Couple + C. LE and GT 16","","","",""
"Big worries","1989","16-34 y.","1-pers.-HH","26","","",""
"Big worries","1989","16-34 y.","(Married) couple without C. ","74","0.111237788816908","0.0863267783602939","0.136148799273521"
"Big worries","1989","16-34 y.","Single parent ","41","0.141745906323939","0.0962725431134471","0.187219269534431"
"Big worries","1989","16-34 y.","Couple + C. LE 16 ","167","0.136832307050687","0.116192045308705","0.157472568792669"
"Big worries","1989","16-34 y.","Couple + C. GT 16 ","160","0.160182952934207","0.136072925682588","0.184292980185825"
"Big worries","1989","16-34 y.","Couple + C. LE and GT 16","80","0.161290732603505","0.125514426114112","0.197067039092897"
"Big worries","1989","35-65 y.","1-pers.-HH","64","0.152893892961092","0.117800821222956","0.187986964699228"
"Big worries","1989","35-65 y.","(Married) couple without C. ","147","0.112227736706697","0.0940004199911911","0.130455053422203"
"Big worries","1989","35-65 y.","Single parent ","47","0.209932429119661","0.15485034968247","0.265014508556851"
"Big worries","1989","35-65 y.","Couple + C. LE 16 ","159","0.12776170729001","0.107637048523511","0.14788636605651"
"Big worries","1989","35-65 y.","Couple + C. GT 16 ","186","0.137642215311037","0.117892519702903","0.15739191091917"
"Big worries","1989","35-65 y.","Couple + C. LE and GT 16","118","0.187936214700239","0.155921444719043","0.219950984681434"
"Big worries","1989","66 and older","1-pers.-HH","25","","",""
"Big worries","1989","66 and older","(Married) couple without C. ","27","","",""
"Big worries","1989","66 and older","Single parent ","3","","",""
"Big worries","1989","66 and older","Couple + C. LE 16 ","","","",""
"Big worries","1989","66 and older","Couple + C. GT 16 ","7","","",""
"Big worries","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Some worries","1989","16-34 y.","1-pers.-HH","137","0.456650565685266","0.398096466684328","0.515204664686204"
