"plh0033","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","(Married) couple without C. ","Female","204","0.138559770552263","0.120034011363546","0.15708552974098","1"
"Big worries","1984","(Married) couple without C. ","Male","205","0.141709010050043","0.123015175432905","0.160402844667182","1"
"Big worries","1984","1-pers.-HH","Female","134","0.158765367058672","0.1332326411763","0.184298092941043","1"
"Big worries","1984","1-pers.-HH","Male","96","0.167402857148754","0.135826658956497","0.198979055341011","1"
"Big worries","1984","Couple + C. GT 16 ","Female","183","0.194242530588023","0.168294960402376","0.220190100773671","1"
"Big worries","1984","Couple + C. GT 16 ","Male","223","0.209908735693609","0.185369606697954","0.234447864689264","1"
"Big worries","1984","Couple + C. LE 16 ","Female","315","0.176824736049405","0.15765124703233","0.19599822506648","1"
"Big worries","1984","Couple + C. LE 16 ","Male","350","0.200826856319702","0.18071338905568","0.220940323583724","1"
"Big worries","1984","Couple + C. LE and GT 16","Female","180","0.199760247436119","0.171755490707836","0.227765004164402","1"
"Big worries","1984","Couple + C. LE and GT 16","Male","236","0.21496728946177","0.188422196892984","0.241512382030555","1"
"Big worries","1984","Single parent ","Female","136","0.335315723803185","0.287786234469269","0.382845213137101","1"
"Big worries","1984","Single parent ","Male","66","0.303255695076865","0.238903813175302","0.367607576978429","1"
"No worries","1984","Couple + C. LE 16 ","Male","466","0.326750397372876","0.30320252232764","0.350298272418111","3"
"No worries","1984","Couple + C. LE and GT 16","Female","240","0.324669967163617","0.291872047297464","0.357467887029771","3"
"No worries","1984","Single parent ","Female","81","0.23483422995764","0.192157910911767","0.277510549003514","3"
"No worries","1984","Single parent ","Male","55","0.32232386179484","0.256893792363919","0.387753931225761","3"
"No worries","1984","(Married) couple without C. ","Female","611","0.470949274406838","0.444183452423555","0.49771509639012","3"
"No worries","1984","(Married) couple without C. ","Male","600","0.468503022024637","0.441755165471091","0.495250878578184","3"
"No worries","1984","1-pers.-HH","Female","385","0.511362306185474","0.476438741705717","0.546285870665231","3"
"No worries","1984","1-pers.-HH","Male","250","0.490405093742726","0.448123536556773","0.53268665092868","3"
"No worries","1984","Couple + C. GT 16 ","Female","303","0.361445233499124","0.32993564815317","0.392954818845079","3"
"No worries","1984","Couple + C. GT 16 ","Male","344","0.333956531601418","0.305538007785992","0.362375055416843","3"
"No worries","1984","Couple + C. LE 16 ","Female","474","0.328486113198952","0.304882989071531","0.352089237326374","3"
"No worries","1984","Couple + C. LE and GT 16","Male","252","0.285520646567878","0.256335103540056","0.3147061895957","3"
"Some worries","1984","1-pers.-HH","Male","191","0.34219204910852","0.302064238542719","0.382319859674321","2"
"Some worries","1984","(Married) couple without C. ","Female","521","0.390490955040899","0.364330793061806","0.416651117019993","2"
"Some worries","1984","(Married) couple without C. ","Male","532","0.389787967925319","0.363646077780581","0.415929858070057","2"
"Some worries","1984","1-pers.-HH","Female","268","0.329872326755854","0.297024061195115","0.362720592316594","2"
"Some worries","1984","Couple + C. GT 16 ","Female","407","0.444312235912852","0.411722419401456","0.476902052424249","2"
"Some worries","1984","Couple + C. GT 16 ","Male","491","0.456134732704974","0.426122556264046","0.486146909145901","2"
"Some worries","1984","Couple + C. LE 16 ","Female","732","0.494689150751643","0.469562824862108","0.519815476641178","2"
"Some worries","1984","Couple + C. LE 16 ","Male","708","0.472422746307422","0.447357958120654","0.497487534494191","2"
"Some worries","1984","Single parent ","Male","75","0.374420443128295","0.306665481157615","0.442175405098976","2"
"Some worries","1984","Couple + C. LE and GT 16","Female","363","0.475569785400263","0.44058991549824","0.510549655302287","2"
"Some worries","1984","Couple + C. LE and GT 16","Male","432","0.499512063970352","0.467203029855616","0.531821098085088","2"
"Some worries","1984","Single parent ","Female","162","0.429850046239175","0.380009645951811","0.479690446526539","2"
"Big worries","1985","(Married) couple without C. ","Female","184","0.144857413527814","0.124985293652429","0.164729533403199","1"
"Big worries","1985","(Married) couple without C. ","Male","197","0.156047982926117","0.135489598951253","0.176606366900981","1"
"Big worries","1985","1-pers.-HH","Female","115","0.162070646618277","0.134554072341897","0.189587220894657","1"
"Big worries","1985","1-pers.-HH","Male","84","0.173163882313224","0.138660197347683","0.207667567278766","1"
"Big worries","1985","Couple + C. GT 16 ","Female","183","0.185756148761929","0.16033371712386","0.211178580399999","1"
"Big worries","1985","Couple + C. GT 16 ","Male","273","0.231271612912788","0.206320357538863","0.256222868286713","1"
"Big worries","1985","Couple + C. LE 16 ","Female","269","0.176682629659183","0.156123111611126","0.197242147707241","1"
"Big worries","1985","Couple + C. LE 16 ","Male","305","0.212323639061919","0.190378251412156","0.234269026711683","1"
"Big worries","1985","Couple + C. LE and GT 16","Female","142","0.208882029887983","0.178078095013434","0.239685964762533","1"
"Big worries","1985","Couple + C. LE and GT 16","Male","177","0.212176133944382","0.183897843495941","0.240454424392823","1"
"Big worries","1985","Single parent ","Female","96","0.268858921371562","0.222409865876672","0.315307976866453","1"
"Big worries","1985","Single parent ","Male","45","0.213341051448748","0.154624877694042","0.272057225203455","1"
"No worries","1985","Couple + C. LE and GT 16","Female","206","0.321418715319161","0.286029449623659","0.356807981014664","3"
"No worries","1985","Couple + C. LE 16 ","Male","391","0.317086260847316","0.29211492281503","0.342057598879601","3"
"No worries","1985","Single parent ","Female","94","0.266441165640552","0.220125041724032","0.312757289557072","3"
"No worries","1985","Single parent ","Male","60","0.337713119773119","0.26992956667391","0.405496672872328","3"
"No worries","1985","(Married) couple without C. ","Female","504","0.429530223075907","0.401581127956833","0.457479318194982","3"
"No worries","1985","(Married) couple without C. ","Male","519","0.454760864293836","0.426551969717139","0.482969758870532","3"
"No worries","1985","1-pers.-HH","Female","295","0.445243287724812","0.408133501428451","0.482353074021173","3"
"No worries","1985","1-pers.-HH","Male","206","0.476423987554815","0.430881810884634","0.521966164224996","3"
"No worries","1985","Couple + C. GT 16 ","Female","310","0.36171255497778","0.330303260027706","0.393121849927855","3"
"No worries","1985","Couple + C. GT 16 ","Male","350","0.330812613748781","0.30297002064003","0.358655206857532","3"
"No worries","1985","Couple + C. LE 16 ","Female","389","0.309795386119331","0.284869031734862","0.3347217405038","3"
"No worries","1985","Couple + C. LE and GT 16","Male","210","0.276860291899891","0.245912350959186","0.307808232840595","3"
"Some worries","1985","(Married) couple without C. ","Female","517","0.425612363396278","0.39769565393191","0.453529072860646","2"
"Some worries","1985","1-pers.-HH","Male","172","0.350412130131961","0.306907485818248","0.393916774445674","2"
"Some worries","1985","(Married) couple without C. ","Male","481","0.389191152780047","0.361570422631761","0.416811882928333","2"
"Some worries","1985","1-pers.-HH","Female","279","0.392686065656911","0.356221768390851","0.429150362922971","2"
"Some worries","1985","Couple + C. GT 16 ","Female","406","0.45253129626029","0.419994693595448","0.485067898925132","2"
"Some worries","1985","Couple + C. GT 16 ","Male","474","0.437915773338431","0.408556806357001","0.467274740319861","2"
"Some worries","1985","Couple + C. LE 16 ","Female","664","0.513521984221486","0.486579136697129","0.540464831745844","2"
"Some worries","1985","Couple + C. LE 16 ","Male","638","0.470590100090765","0.443805349997807","0.497374850183722","2"
"Some worries","1985","Single parent ","Male","82","0.448945828778133","0.37765701221352","0.520234645342745","2"
"Some worries","1985","Couple + C. LE and GT 16","Female","321","0.469699254792855","0.43188059917619","0.507517910409521","2"
"Some worries","1985","Couple + C. LE and GT 16","Male","416","0.510963574155727","0.476389075350958","0.545538072960496","2"
"Some worries","1985","Single parent ","Female","160","0.464699912987886","0.412448381823627","0.516951444152145","2"
"Big worries","1986","(Married) couple without C. ","Female","142","0.112716738177056","0.0946497728827619","0.130783703471351","1"
"Big worries","1986","(Married) couple without C. ","Male","139","0.104255040598024","0.0867893747304277","0.12172070646562","1"
"Big worries","1986","1-pers.-HH","Female","91","0.12543229951706","0.0998717819923258","0.150992817041795","1"
"Big worries","1986","1-pers.-HH","Male","77","0.155860235275675","0.122346975159378","0.189373495391972","1"
"Big worries","1986","Couple + C. GT 16 ","Female","154","0.147237143139353","0.124414526951798","0.170059759326908","1"
"Big worries","1986","Couple + C. GT 16 ","Male","223","0.187445784417811","0.164781070492274","0.210110498343348","1"
"Big worries","1986","Couple + C. LE 16 ","Female","203","0.153463021189017","0.132967228975131","0.173958813402902","1"
"Big worries","1986","Couple + C. LE 16 ","Male","235","0.175166897332204","0.153588508079378","0.196745286585029","1"
