"plh0033","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","16-34 y.","in school","33","0.177661191724738","0.12228230451324","0.233040078936236"
"Big worries","1984","16-34 y.","inadequately","107","0.350060555083875","0.296616990885903","0.403504119281847"
"Big worries","1984","16-34 y.","general elemantary","361","0.266627580622884","0.242298141199407","0.290957020046362"
"Big worries","1984","16-34 y.","middle vocational","442","0.1929715473508","0.176290630253872","0.209652464447729"
"Big worries","1984","16-34 y.","vocational + Abi","28","","",""
"Big worries","1984","16-34 y.","higher vocational","47","0.247105183164457","0.188488059380025","0.30572230694889"
"Big worries","1984","16-34 y.","higher education","37","0.14687758411666","0.102732428583845","0.191022739649475"
"Big worries","1984","35-65 y.","in school","","","",""
"Big worries","1984","35-65 y.","inadequately","207","0.30400011984972","0.269503289015298","0.338496950684143"
"Big worries","1984","35-65 y.","general elemantary","377","0.220867767825129","0.200869912559348","0.240865623090909"
"Big worries","1984","35-65 y.","middle vocational","588","0.19213215231061","0.177866735458485","0.206397569162736"
"Big worries","1984","35-65 y.","vocational + Abi","32","0.197848664037859","0.128563388705651","0.267133939370066"
"Big worries","1984","35-65 y.","higher vocational","58","0.169125025349968","0.130294045073824","0.207956005626112"
"Big worries","1984","35-65 y.","higher education","48","0.0978293885059822","0.071084676386775","0.124574100625189"
"Big worries","1984","66 and older","in school","","","",""
"Big worries","1984","66 and older","inadequately","2","","",""
"Big worries","1984","66 and older","general elemantary","60","0.118305042842336","0.0903024369654928","0.146307648719179"
"Big worries","1984","66 and older","middle vocational","62","0.108077609891516","0.0825892399323203","0.133565979850711"
"Big worries","1984","66 and older","vocational + Abi","","","",""
"Big worries","1984","66 and older","higher vocational","9","","",""
"Big worries","1984","66 and older","higher education","1","","",""
"Some worries","1984","16-34 y.","in school","93","0.502781997216747","0.430340765178003","0.575223229255491"
"Some worries","1984","16-34 y.","inadequately","115","0.41477699838368","0.359574923277049","0.469979073490311"
"Some worries","1984","16-34 y.","general elemantary","610","0.484041873822737","0.456546098197776","0.511537649447697"
"Some worries","1984","16-34 y.","middle vocational","1071","0.497554148083193","0.476419565766792","0.518688730399595"
"Some worries","1984","16-34 y.","vocational + Abi","80","0.496689186650949","0.420167127138987","0.573211246162911"
"Some worries","1984","16-34 y.","higher vocational","94","0.438644238843618","0.371208249949871","0.506080227737364"
"Some worries","1984","16-34 y.","higher education","76","0.297245438353148","0.240247512728534","0.354243363977762"
"Some worries","1984","35-65 y.","in school","","","",""
"Some worries","1984","35-65 y.","inadequately","265","0.37227970784021","0.336025743311863","0.408533672368557"
"Some worries","1984","35-65 y.","general elemantary","723","0.431452338405862","0.407576341352237","0.455328335459488"
"Some worries","1984","35-65 y.","middle vocational","1313","0.443581641014322","0.425592857802963","0.461570424225681"
"Some worries","1984","35-65 y.","vocational + Abi","58","0.469188313193808","0.382394241692873","0.555982384694743"
"Some worries","1984","35-65 y.","higher vocational","160","0.439851839090186","0.388434305436159","0.491269372744214"
"Some worries","1984","35-65 y.","higher education","165","0.347465711603244","0.304599355648347","0.39033206755814"
"Some worries","1984","66 and older","in school","","","",""
"Some worries","1984","66 and older","inadequately","5","","",""
"Some worries","1984","66 and older","general elemantary","171","0.332725526108104","0.291871679217298","0.373579372998909"
"Some worries","1984","66 and older","middle vocational","170","0.295322440505827","0.257872243353771","0.332772637657883"
"Some worries","1984","66 and older","vocational + Abi","3","","",""
"Some worries","1984","66 and older","higher vocational","21","","",""
"Some worries","1984","66 and older","higher education","11","","",""
"No worries","1984","16-34 y.","in school","57","0.319556811058515","0.25199636301007","0.38711725910696"
"No worries","1984","16-34 y.","inadequately","84","0.235162446532445","0.187644686010345","0.282680207054546"
"No worries","1984","16-34 y.","general elemantary","298","0.249330545554379","0.225527671658888","0.27313341944987"
"No worries","1984","16-34 y.","middle vocational","637","0.309474304566006","0.289934011145773","0.329014597986239"
"No worries","1984","16-34 y.","vocational + Abi","56","0.376859415822298","0.302692730329584","0.451026101315013"
"No worries","1984","16-34 y.","higher vocational","67","0.314250577991925","0.251163967950189","0.37733718803366"
"No worries","1984","16-34 y.","higher education","134","0.555876977530192","0.493912812563743","0.617841142496641"
"No worries","1984","35-65 y.","in school","","","",""
"No worries","1984","35-65 y.","inadequately","211","0.32372017231007","0.288629972814026","0.358810371806114"
"No worries","1984","35-65 y.","general elemantary","553","0.347679893769009","0.324722010952565","0.370637776585452"
"No worries","1984","35-65 y.","middle vocational","1029","0.364286206675068","0.346861460444939","0.381710952905197"
"No worries","1984","35-65 y.","vocational + Abi","37","0.332963022768334","0.250999769462934","0.414926276073733"
"No worries","1984","35-65 y.","higher vocational","140","0.391023135559846","0.340474643838838","0.441571627280853"
"No worries","1984","35-65 y.","higher education","261","0.554704899890774","0.509963055871693","0.599446743909856"
"No worries","1984","66 and older","in school","","","",""
"No worries","1984","66 and older","inadequately","8","","",""
"No worries","1984","66 and older","general elemantary","280","0.54896943104956","0.505825996970036","0.592112865129085"
"No worries","1984","66 and older","middle vocational","338","0.596599949602657","0.556326368973741","0.636873530231574"
"No worries","1984","66 and older","vocational + Abi","15","","",""
"No worries","1984","66 and older","higher vocational","52","0.65341419317312","0.55041333725831","0.75641504908793"
"No worries","1984","66 and older","higher education","49","0.819438020246653","0.722909781377355","0.915966259115951"
"Big worries","1985","16-34 y.","in school","30","0.163117098189295","0.109876329433402","0.216357866945188"
"Big worries","1985","16-34 y.","inadequately","65","0.307581599704202","0.24857798264942","0.366585216758984"
"Big worries","1985","16-34 y.","general elemantary","283","0.237993151125498","0.213174483921812","0.262811818329184"
"Big worries","1985","16-34 y.","middle vocational","424","0.199425283314705","0.181612851781658","0.217237714847752"
"Big worries","1985","16-34 y.","vocational + Abi","36","0.174528348333318","0.113988171050049","0.235068525616587"
"Big worries","1985","16-34 y.","higher vocational","31","0.160041123423141","0.108580434853016","0.211501811993266"
"Big worries","1985","16-34 y.","higher education","32","0.122534604992391","0.0807882756904028","0.164280934294378"
"Big worries","1985","35-65 y.","in school","","","",""
"Big worries","1985","35-65 y.","inadequately","164","0.307307642310328","0.269661796174173","0.344953488446483"
"Big worries","1985","35-65 y.","general elemantary","356","0.231715400903881","0.210219495261191","0.253211306546571"
"Big worries","1985","35-65 y.","middle vocational","545","0.200934185089109","0.185783493822767","0.21608487635545"
"Big worries","1985","35-65 y.","vocational + Abi","27","","",""
"Big worries","1985","35-65 y.","higher vocational","42","0.116378556364108","0.0823921970829344","0.150364915645282"
"Big worries","1985","35-65 y.","higher education","44","0.0988068056288054","0.0714781836582514","0.126135427599359"
"Big worries","1985","66 and older","in school","","","",""
"Big worries","1985","66 and older","inadequately","5","","",""
"Big worries","1985","66 and older","general elemantary","57","0.139507515010697","0.106051683726921","0.172963346294473"
"Big worries","1985","66 and older","middle vocational","67","0.132088069376401","0.102731367237596","0.161444771515207"
"Big worries","1985","66 and older","vocational + Abi","1","","",""
"Big worries","1985","66 and older","higher vocational","9","","",""
"Big worries","1985","66 and older","higher education","5","","",""
"Some worries","1985","16-34 y.","in school","85","0.438010495568563","0.366516661530438","0.509504329606688"
"Some worries","1985","16-34 y.","inadequately","109","0.45188783963842","0.388257505201779","0.515518174075061"
"Some worries","1985","16-34 y.","general elemantary","568","0.499696866776688","0.470557056953718","0.528836676599658"
"Some worries","1985","16-34 y.","middle vocational","969","0.518024207185897","0.495749099894153","0.540299314477642"
"Some worries","1985","16-34 y.","vocational + Abi","67","0.466656739898326","0.387084461330063","0.546229018466589"
"Some worries","1985","16-34 y.","higher vocational","87","0.468967551372509","0.398924878266129","0.539010224478889"
"Some worries","1985","16-34 y.","higher education","96","0.3799177304188","0.318124150545765","0.441711310291834"
"Some worries","1985","35-65 y.","in school","","","",""
"Some worries","1985","35-65 y.","inadequately","247","0.431545636601619","0.391132612343153","0.471958660860085"
"Some worries","1985","35-65 y.","general elemantary","682","0.446294105699203","0.420968060233389","0.471620151165016"
"Some worries","1985","35-65 y.","middle vocational","1248","0.455199726745797","0.436370438123691","0.474029015367902"
"Some worries","1985","35-65 y.","vocational + Abi","43","0.407300133115901","0.31589695585381","0.498703310377992"
"Some worries","1985","35-65 y.","higher vocational","157","0.456263414946467","0.403475180241904","0.50905164965103"
"Some worries","1985","35-65 y.","higher education","156","0.313436227547054","0.270951739465374","0.355920715628733"
"Some worries","1985","66 and older","in school","","","",""
"Some worries","1985","66 and older","inadequately","2","","",""
"Some worries","1985","66 and older","general elemantary","135","0.334061256428767","0.288517412841097","0.379605100016437"
"Some worries","1985","66 and older","middle vocational","156","0.3137956401008","0.273562138651792","0.354029141549807"
"Some worries","1985","66 and older","vocational + Abi","4","","",""
"Some worries","1985","66 and older","higher vocational","25","","",""
"Some worries","1985","66 and older","higher education","10","","",""
"No worries","1985","16-34 y.","in school","70","0.398872406242142","0.328311759079639","0.469433053404646"
"No worries","1985","16-34 y.","inadequately","61","0.240530560657378","0.185885055750204","0.295176065564552"
"No worries","1985","16-34 y.","general elemantary","280","0.262309982097814","0.236673339383942","0.287946624811686"
"No worries","1985","16-34 y.","middle vocational","540","0.282550509499397","0.262479192173892","0.302621826824903"
"No worries","1985","16-34 y.","vocational + Abi","48","0.358814911768356","0.282310484927099","0.435319338609613"
"No worries","1985","16-34 y.","higher vocational","77","0.37099132520435","0.303189563216401","0.4387930871923"
"No worries","1985","16-34 y.","higher education","109","0.49754766458881","0.433891759335875","0.561203569841744"
"No worries","1985","35-65 y.","in school","","","",""
"No worries","1985","35-65 y.","inadequately","166","0.261146721088053","0.225305600832331","0.296987841343775"
"No worries","1985","35-65 y.","general elemantary","442","0.321990493396916","0.298186125714736","0.345794861079096"
"No worries","1985","35-65 y.","middle vocational","894","0.343866088165095","0.325906136061518","0.361826040268672"
"No worries","1985","35-65 y.","vocational + Abi","41","0.390509590465038","0.299751386733055","0.481267794197021"
"No worries","1985","35-65 y.","higher vocational","143","0.427358028689425","0.374928909727771","0.47978714765108"
"No worries","1985","35-65 y.","higher education","258","0.587756966824141","0.542676240224826","0.632837693423456"
"No worries","1985","66 and older","in school","","","",""
"No worries","1985","66 and older","inadequately","6","","",""
"No worries","1985","66 and older","general elemantary","220","0.526431228560536","0.478218486412735","0.574643970708337"
"No worries","1985","66 and older","middle vocational","288","0.554116290522799","0.511019105645202","0.597213475400395"
"No worries","1985","66 and older","vocational + Abi","12","","",""
"No worries","1985","66 and older","higher vocational","45","0.568089499658974","0.458860034378151","0.677318964939797"
"No worries","1985","66 and older","higher education","40","0.71475160687936","0.59541988156114","0.83408333219758"
"Big worries","1986","16-34 y.","in school","26","","",""
"Big worries","1986","16-34 y.","inadequately","59","0.267589826610114","0.21025185397964","0.324927799240587"
"Big worries","1986","16-34 y.","general elemantary","258","0.224951449898321","0.20040975516045","0.249493144636192"
"Big worries","1986","16-34 y.","middle vocational","363","0.178590779347473","0.161286736390768","0.195894822304179"
"Big worries","1986","16-34 y.","vocational + Abi","24","","",""
"Big worries","1986","16-34 y.","higher vocational","32","0.180402902764644","0.125290511602319","0.235515293926968"
"Big worries","1986","16-34 y.","higher education","30","0.120778753555293","0.0784802477353854","0.163077259375201"
"Big worries","1986","35-65 y.","in school","","","",""
"Big worries","1986","35-65 y.","inadequately","141","0.254245834683261","0.217244529635692","0.291247139730829"
"Big worries","1986","35-65 y.","general elemantary","276","0.177992692599519","0.157730553494714","0.198254831704325"
"Big worries","1986","35-65 y.","middle vocational","455","0.168669825701413","0.154229022214683","0.183110629188143"
"Big worries","1986","35-65 y.","vocational + Abi","21","","",""
"Big worries","1986","35-65 y.","higher vocational","33","0.103756736586996","0.0699738289191174","0.137539644254874"
"Big worries","1986","35-65 y.","higher education","41","0.0887872725561011","0.0629345157566452","0.114640029355557"
"Big worries","1986","66 and older","in school","","","",""
"Big worries","1986","66 and older","inadequately","2","","",""
"Big worries","1986","66 and older","general elemantary","43","0.102555616641511","0.072172508380579","0.132938724902443"
"Big worries","1986","66 and older","middle vocational","38","0.0849865569781775","0.05980245366097","0.110170660295385"
"Big worries","1986","66 and older","vocational + Abi","","","",""
"Big worries","1986","66 and older","higher vocational","6","","",""
"Big worries","1986","66 and older","higher education","","","",""
"Some worries","1986","16-34 y.","in school","72","0.36794714128077","0.298455648138708","0.437438634422831"
"Some worries","1986","16-34 y.","inadequately","108","0.482267553085468","0.417549258657278","0.546985847513657"
"Some worries","1986","16-34 y.","general elemantary","526","0.485770318776643","0.456394515222847","0.515146122330439"
"Some worries","1986","16-34 y.","middle vocational","880","0.470608770356594","0.448058245168249","0.493159295544939"
"Some worries","1986","16-34 y.","vocational + Abi","74","0.483809605446453","0.405136834902217","0.562482375990689"
"Some worries","1986","16-34 y.","higher vocational","79","0.412265753643628","0.341714226907457","0.482817280379798"
"Some worries","1986","16-34 y.","higher education","87","0.368844888734451","0.306216591493075","0.431473185975826"
"Some worries","1986","35-65 y.","in school","","","",""
"Some worries","1986","35-65 y.","inadequately","239","0.437880470953283","0.395722043785964","0.480038898120602"
"Some worries","1986","35-65 y.","general elemantary","604","0.437701260157192","0.411421655922973","0.463980864391412"
"Some worries","1986","35-65 y.","middle vocational","1093","0.418366828885914","0.399343387134523","0.437390270637304"
"Some worries","1986","35-65 y.","vocational + Abi","44","0.398485920123597","0.303474153279488","0.493497686967707"
"Some worries","1986","35-65 y.","higher vocational","131","0.435199241056254","0.380274550004194","0.490123932108314"
"Some worries","1986","35-65 y.","higher education","161","0.333400403484594","0.290551748072573","0.376249058896615"
"Some worries","1986","66 and older","in school","","","",""
"Some worries","1986","66 and older","inadequately","10","","",""
"Some worries","1986","66 and older","general elemantary","111","0.285450963512398","0.240220558185411","0.330681368839385"
"Some worries","1986","66 and older","middle vocational","115","0.231315098265027","0.193233619600042","0.269396576930013"
"Some worries","1986","66 and older","vocational + Abi","7","","",""
"Some worries","1986","66 and older","higher vocational","11","","",""
"Some worries","1986","66 and older","higher education","8","","",""
"No worries","1986","16-34 y.","in school","87","0.484460592929128","0.412445688468538","0.556475497389718"
"No worries","1986","16-34 y.","inadequately","62","0.250142620304419","0.194048992018262","0.306236248590576"
"No worries","1986","16-34 y.","general elemantary","328","0.289278231325036","0.262627852731905","0.315928609918167"
"No worries","1986","16-34 y.","middle vocational","639","0.350800450295932","0.329240018341344","0.372360882250521"
"No worries","1986","16-34 y.","vocational + Abi","57","0.407913294324487","0.330545747456404","0.485280841192571"
"No worries","1986","16-34 y.","higher vocational","76","0.407331343591729","0.336909533693804","0.477753153489653"
"No worries","1986","16-34 y.","higher education","111","0.510376357710256","0.44548944191261","0.575263273507902"
"No worries","1986","35-65 y.","in school","","","",""
"No worries","1986","35-65 y.","inadequately","152","0.307873694363457","0.268647945427742","0.347099443299171"
"No worries","1986","35-65 y.","general elemantary","489","0.384306047243288","0.358538835865412","0.410073258621164"
"No worries","1986","35-65 y.","middle vocational","1035","0.412963345412673","0.393975562823952","0.431951128001394"
