"plh0033","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","1986","35-65 y.","vocational + Abi","37","0.488762428539696","0.391754262611844","0.585770594467547"
"No worries","1986","35-65 y.","higher vocational","149","0.46104402235675","0.405820542912378","0.516267501801122"
"No worries","1986","35-65 y.","higher education","263","0.577812323959305","0.532920444228771","0.622704203689838"
"No worries","1986","66 and older","in school","","","",""
"No worries","1986","66 and older","inadequately","7","","",""
"No worries","1986","66 and older","general elemantary","229","0.611993419846091","0.563190969780903","0.660795869911278"
"No worries","1986","66 and older","middle vocational","318","0.683698344756795","0.641701115984029","0.725695573529561"
"No worries","1986","66 and older","vocational + Abi","13","","",""
"No worries","1986","66 and older","higher vocational","52","0.729208008365197","0.624358314047566","0.834057702682828"
"No worries","1986","66 and older","higher education","44","0.856647144148949","0.76140030337381","0.951893984924088"
"Big worries","1987","16-34 y.","in school","26","","",""
"Big worries","1987","16-34 y.","inadequately","57","0.33072160497259","0.265518574739223","0.395924635205958"
"Big worries","1987","16-34 y.","general elemantary","235","0.223670823677551","0.198876010256461","0.248465637098641"
"Big worries","1987","16-34 y.","middle vocational","341","0.170498088995169","0.153534585629355","0.187461592360983"
"Big worries","1987","16-34 y.","vocational + Abi","26","","",""
"Big worries","1987","16-34 y.","higher vocational","26","","",""
"Big worries","1987","16-34 y.","higher education","27","","",""
"Big worries","1987","35-65 y.","in school","","","",""
"Big worries","1987","35-65 y.","inadequately","143","0.26991486252815","0.232228463705828","0.307601261350472"
"Big worries","1987","35-65 y.","general elemantary","265","0.185159888803173","0.16419776176786","0.206122015838486"
"Big worries","1987","35-65 y.","middle vocational","435","0.167781690554298","0.153226859908253","0.182336521200343"
"Big worries","1987","35-65 y.","vocational + Abi","19","","",""
"Big worries","1987","35-65 y.","higher vocational","32","0.102851559666818","0.0689273040509111","0.136775815282725"
"Big worries","1987","35-65 y.","higher education","42","0.0915142526487443","0.0653067859609761","0.117721719336513"
"Big worries","1987","66 and older","in school","","","",""
"Big worries","1987","66 and older","inadequately","4","","",""
"Big worries","1987","66 and older","general elemantary","38","0.0894862547005605","0.0616175369565408","0.11735497244458"
"Big worries","1987","66 and older","middle vocational","39","0.0778673338633736","0.0541896130415507","0.101545054685196"
"Big worries","1987","66 and older","vocational + Abi","","","",""
"Big worries","1987","66 and older","higher vocational","2","","",""
"Big worries","1987","66 and older","higher education","2","","",""
"Some worries","1987","16-34 y.","in school","87","0.438736458673183","0.367422113671857","0.510050803674509"
"Some worries","1987","16-34 y.","inadequately","100","0.437597769122953","0.368844372227129","0.506351166018776"
"Some worries","1987","16-34 y.","general elemantary","563","0.527885902645642","0.498181095415249","0.557590709876034"
"Some worries","1987","16-34 y.","middle vocational","987","0.526833563039559","0.504312401842289","0.549354724236829"
"Some worries","1987","16-34 y.","vocational + Abi","76","0.491404234390461","0.412446705506481","0.570361763274441"
"Some worries","1987","16-34 y.","higher vocational","93","0.511675259065928","0.438853632235711","0.584496885896145"
"Some worries","1987","16-34 y.","higher education","90","0.406418725671791","0.34106878842212","0.471768662921463"
"Some worries","1987","35-65 y.","in school","","","",""
"Some worries","1987","35-65 y.","inadequately","232","0.445694952992566","0.403498323643823","0.487891582341309"
"Some worries","1987","35-65 y.","general elemantary","612","0.467183169028944","0.440258011370041","0.494108326687848"
"Some worries","1987","35-65 y.","middle vocational","1228","0.480330980244945","0.460870661333759","0.499791299156131"
"Some worries","1987","35-65 y.","vocational + Abi","47","0.481049013376082","0.384086058854235","0.578011967897929"
"Some worries","1987","35-65 y.","higher vocational","147","0.483455242378833","0.427646164238831","0.539264320518836"
"Some worries","1987","35-65 y.","higher education","159","0.331671744144149","0.288878938303212","0.374464549985086"
"Some worries","1987","66 and older","in school","","","",""
"Some worries","1987","66 and older","inadequately","5","","",""
"Some worries","1987","66 and older","general elemantary","125","0.293434458966344","0.248978769399467","0.33789014853322"
"Some worries","1987","66 and older","middle vocational","136","0.276689161967992","0.237159409037794","0.31621891489819"
"Some worries","1987","66 and older","vocational + Abi","6","","",""
"Some worries","1987","66 and older","higher vocational","14","","",""
"Some worries","1987","66 and older","higher education","5","","",""
"No worries","1987","16-34 y.","in school","73","0.405277621731982","0.334723064446158","0.475832179017807"
"No worries","1987","16-34 y.","inadequately","43","0.231680625904457","0.173208505336532","0.290152746472382"
"No worries","1987","16-34 y.","general elemantary","287","0.248443273676807","0.222731755171639","0.274154792181975"
"No worries","1987","16-34 y.","middle vocational","560","0.302668347965272","0.281945459556207","0.323391236374337"
"No worries","1987","16-34 y.","vocational + Abi","52","0.358909234083241","0.283149261751972","0.43466920641451"
"No worries","1987","16-34 y.","higher vocational","62","0.369301271751786","0.298992391261619","0.439610152241953"
"No worries","1987","16-34 y.","higher education","100","0.478902413586589","0.412436149646926","0.545368677526253"
"No worries","1987","35-65 y.","in school","","","",""
"No worries","1987","35-65 y.","inadequately","158","0.284390184479284","0.246091846061533","0.322688522897036"
"No worries","1987","35-65 y.","general elemantary","442","0.347656942167882","0.321956584418607","0.373357299917157"
"No worries","1987","35-65 y.","middle vocational","869","0.351887329200757","0.333286028608275","0.370488629793239"
"No worries","1987","35-65 y.","vocational + Abi","36","0.385479644284826","0.291026402855904","0.479932885713747"
"No worries","1987","35-65 y.","higher vocational","129","0.413693197954349","0.358691716257903","0.468694679650794"
"No worries","1987","35-65 y.","higher education","264","0.576814003207107","0.531907922104904","0.62172008430931"
"No worries","1987","66 and older","in school","","","",""
"No worries","1987","66 and older","inadequately","7","","",""
"No worries","1987","66 and older","general elemantary","240","0.617079286333096","0.569620078809708","0.664538493856483"
"No worries","1987","66 and older","middle vocational","317","0.645443504168634","0.6031730046438","0.687714003693469"
"No worries","1987","66 and older","vocational + Abi","13","","",""
"No worries","1987","66 and older","higher vocational","51","0.744717305812988","0.640313314929864","0.849121296696113"
"No worries","1987","66 and older","higher education","48","0.880078071233964","0.794220885543891","0.965935256924038"
"Big worries","1988","16-34 y.","in school","20","","",""
"Big worries","1988","16-34 y.","inadequately","52","0.296583888897209","0.230766270982229","0.362401506812189"
"Big worries","1988","16-34 y.","general elemantary","271","0.246243510466322","0.220369055151338","0.272117965781305"
"Big worries","1988","16-34 y.","middle vocational","315","0.155859000591686","0.139046288559924","0.172671712623448"
"Big worries","1988","16-34 y.","vocational + Abi","20","","",""
"Big worries","1988","16-34 y.","higher vocational","17","","",""
"Big worries","1988","16-34 y.","higher education","23","","",""
"Big worries","1988","35-65 y.","in school","","","",""
"Big worries","1988","35-65 y.","inadequately","137","0.29217995047992","0.251790285943582","0.332569615016259"
"Big worries","1988","35-65 y.","general elemantary","281","0.2085031282611","0.186045631735103","0.230960624787097"
"Big worries","1988","35-65 y.","middle vocational","416","0.162226825312277","0.147511358430674","0.176942292193879"
"Big worries","1988","35-65 y.","vocational + Abi","22","","",""
"Big worries","1988","35-65 y.","higher vocational","27","","",""
"Big worries","1988","35-65 y.","higher education","47","0.112298792633511","0.0827973875050108","0.141800197762011"
"Big worries","1988","66 and older","in school","","","",""
"Big worries","1988","66 and older","inadequately","2","","",""
"Big worries","1988","66 and older","general elemantary","40","0.116143447176278","0.0837585578251848","0.148528336527371"
"Big worries","1988","66 and older","middle vocational","45","0.0924464848168127","0.0669553848861585","0.117937584747467"
"Big worries","1988","66 and older","vocational + Abi","","","",""
"Big worries","1988","66 and older","higher vocational","6","","",""
"Big worries","1988","66 and older","higher education","1","","",""
"Some worries","1988","16-34 y.","in school","78","0.441505235459525","0.364562861499367","0.518447609419683"
"Some worries","1988","16-34 y.","inadequately","90","0.428351815339211","0.357045672133556","0.499657958544865"
"Some worries","1988","16-34 y.","general elemantary","517","0.499782651980515","0.469753487382059","0.52981181657897"
"Some worries","1988","16-34 y.","middle vocational","950","0.527444700151589","0.504303860163205","0.550585540139972"
"Some worries","1988","16-34 y.","vocational + Abi","88","0.568978851194232","0.489991605621308","0.647966096767156"
"Some worries","1988","16-34 y.","higher vocational","83","0.527213999480431","0.450095082112338","0.604332916848524"
"Some worries","1988","16-34 y.","higher education","95","0.480072001750861","0.411514055550163","0.54862994795156"
"Some worries","1988","35-65 y.","in school","","","",""
"Some worries","1988","35-65 y.","inadequately","227","0.466897444023904","0.422587648998168","0.51120723904964"
"Some worries","1988","35-65 y.","general elemantary","614","0.479794453499217","0.452176241882691","0.507412665115744"
"Some worries","1988","35-65 y.","middle vocational","1131","0.464177456072701","0.444270631062543","0.484084281082859"
"Some worries","1988","35-65 y.","vocational + Abi","43","0.44400423355868","0.344614443689468","0.543394023427891"
"Some worries","1988","35-65 y.","higher vocational","156","0.517256835456163","0.461176660852284","0.573337010060041"
"Some worries","1988","35-65 y.","higher education","157","0.340904762616427","0.296614079997095","0.385195445235758"
"Some worries","1988","66 and older","in school","","","",""
"Some worries","1988","66 and older","inadequately","5","","",""
"Some worries","1988","66 and older","general elemantary","114","0.297779664990855","0.251558766032831","0.344000563948879"
"Some worries","1988","66 and older","middle vocational","140","0.281671567465029","0.242085689045977","0.321257445884082"
"Some worries","1988","66 and older","vocational + Abi","4","","",""
"Some worries","1988","66 and older","higher vocational","15","","",""
"Some worries","1988","66 and older","higher education","6","","",""
"No worries","1988","16-34 y.","in school","62","0.422918544457038","0.346370337322253","0.499466751591822"
"No worries","1988","16-34 y.","inadequately","43","0.27506429576358","0.210717180421228","0.339411411105932"
"No worries","1988","16-34 y.","general elemantary","277","0.253973837553164","0.227831476599519","0.280116198506809"
"No worries","1988","16-34 y.","middle vocational","523","0.316696299256725","0.295134116910246","0.338258481603205"
"No worries","1988","16-34 y.","vocational + Abi","43","0.35656195062314","0.280164215205852","0.432959686040427"
"No worries","1988","16-34 y.","higher vocational","61","0.363015067610967","0.288736749997889","0.437293385224045"
"No worries","1988","16-34 y.","higher education","86","0.432944465705038","0.36495182632193","0.500937105088145"
"No worries","1988","35-65 y.","in school","","","",""
"No worries","1988","35-65 y.","inadequately","123","0.240922605496175","0.202941691193355","0.278903519798996"
"No worries","1988","35-65 y.","general elemantary","362","0.311702418239683","0.286096599912869","0.337308236566497"
"No worries","1988","35-65 y.","middle vocational","864","0.373595718615022","0.354285917983429","0.392905519246616"
"No worries","1988","35-65 y.","vocational + Abi","31","0.394435977345716","0.29667157096026","0.492200383731171"
"No worries","1988","35-65 y.","higher vocational","122","0.393895798469704","0.339060211976522","0.448731384962886"
"No worries","1988","35-65 y.","higher education","236","0.546796444750062","0.500282706147044","0.59331018335308"
"No worries","1988","66 and older","in school","","","",""
"No worries","1988","66 and older","inadequately","10","","",""
"No worries","1988","66 and older","general elemantary","222","0.586076887832867","0.536292713991706","0.635861061674028"
"No worries","1988","66 and older","middle vocational","311","0.625881947718158","0.583296835323762","0.668467060112555"
"No worries","1988","66 and older","vocational + Abi","15","","",""
"No worries","1988","66 and older","higher vocational","46","0.679901851224848","0.568196138788597","0.7916075636611"
"No worries","1988","66 and older","higher education","49","0.902389243213769","0.824657237782915","0.980121248644623"
"Big worries","1989","16-34 y.","in school","23","","",""
"Big worries","1989","16-34 y.","inadequately","57","0.31579093441826","0.244865768544552","0.386716100291967"
"Big worries","1989","16-34 y.","general elemantary","203","0.185347755838586","0.161227589027391","0.20946792264978"
"Big worries","1989","16-34 y.","middle vocational","259","0.124366168850733","0.109027255044986","0.13970508265648"
"Big worries","1989","16-34 y.","vocational + Abi","21","","",""
"Big worries","1989","16-34 y.","higher vocational","17","","",""
"Big worries","1989","16-34 y.","higher education","18","","",""
"Big worries","1989","35-65 y.","in school","","","",""
"Big worries","1989","35-65 y.","inadequately","120","0.277871490846426","0.237330821881703","0.31841215981115"
"Big worries","1989","35-65 y.","general elemantary","258","0.204121535632895","0.181065648752719","0.227177422513071"
"Big worries","1989","35-65 y.","middle vocational","344","0.134422206165207","0.120562996596297","0.148281415734117"
"Big worries","1989","35-65 y.","vocational + Abi","12","","",""
"Big worries","1989","35-65 y.","higher vocational","22","","",""
"Big worries","1989","35-65 y.","higher education","21","","",""
"Big worries","1989","66 and older","in school","","","",""
"Big worries","1989","66 and older","inadequately","3","","",""
"Big worries","1989","66 and older","general elemantary","26","","",""
"Big worries","1989","66 and older","middle vocational","32","0.0691639762188978","0.0461019117347522","0.0922260407030434"
"Big worries","1989","66 and older","vocational + Abi","2","","",""
"Big worries","1989","66 and older","higher vocational","4","","",""
"Big worries","1989","66 and older","higher education","","","",""
"Some worries","1989","16-34 y.","in school","71","0.400002291433894","0.326789004839646","0.473215578028141"
"Some worries","1989","16-34 y.","inadequately","78","0.467750041404476","0.391617407611275","0.543882675197677"
"Some worries","1989","16-34 y.","general elemantary","510","0.519848460856513","0.488836583643588","0.550860338069438"
"Some worries","1989","16-34 y.","middle vocational","929","0.523560211288519","0.500345165663059","0.546775256913978"
"Some worries","1989","16-34 y.","vocational + Abi","76","0.416990262035669","0.341757504612464","0.492223019458875"
"Some worries","1989","16-34 y.","higher vocational","71","0.501073641647005","0.422612468940805","0.579534814353205"
