"plh0033","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Employed","direct migration background","663","0.262024194192496","0.244376187559658","0.279672200825333","1"
"Big worries","1984","Employed","indirect migration background","14","","","","1"
"Big worries","1984","Employed","no migration background","880","0.179482349090507","0.168875038317097","0.190089659863918","1"
"Big worries","1984","Not Employed","direct migration background","328","0.273841291110817","0.246063626127761","0.301618956093872","1"
"Big worries","1984","Not Employed","indirect migration background","16","","","","1"
"Big worries","1984","Not Employed","no migration background","627","0.170738682943603","0.158352096486723","0.183125269400483","1"
"No worries","1984","Employed","no migration background","1822","0.363789726471053","0.350492042403514","0.377087410538593","3"
"No worries","1984","Not Employed","direct migration background","245","0.299682257594406","0.271145240578499","0.328219274610313","3"
"No worries","1984","Employed","direct migration background","679","0.280051572957882","0.262030792281458","0.298072353634307","3"
"No worries","1984","Not Employed","no migration background","1539","0.454927429807937","0.438535193857696","0.471319665758178","3"
"No worries","1984","Employed","indirect migration background","18","","","","3"
"No worries","1984","Not Employed","indirect migration background","17","","","","3"
"Some worries","1984","Employed","no migration background","2326","0.45672792443844","0.442959383174508","0.470496465702371","2"
"Some worries","1984","Not Employed","no migration background","1379","0.37433388724846","0.35840296712681","0.39026480737011","2"
"Some worries","1984","Employed","direct migration background","1043","0.457924232849622","0.437928804640239","0.477919661059006","2"
"Some worries","1984","Employed","indirect migration background","36","0.517595926760715","0.398829266901099","0.636362586620332","2"
"Some worries","1984","Not Employed","direct migration background","417","0.426476451294777","0.39566915050215","0.457283752087404","2"
"Some worries","1984","Not Employed","indirect migration background","24","","","","2"
"Big worries","1985","Employed","direct migration background","493","0.233822591022307","0.215364775041042","0.252280407003573","1"
"Big worries","1985","Employed","indirect migration background","10","","","","1"
"Big worries","1985","Employed","no migration background","813","0.174410712224049","0.163546066951542","0.185275357496556","1"
"Big worries","1985","Not Employed","direct migration background","301","0.307696832060192","0.277010295484219","0.338383368636165","1"
"Big worries","1985","Not Employed","indirect migration background","17","","","","1"
"Big worries","1985","Not Employed","no migration background","611","0.186507965474494","0.173016386747423","0.199999544201565","1"
"No worries","1985","Employed","no migration background","1650","0.353655974773275","0.339967050595495","0.367344898951055","3"
"No worries","1985","Not Employed","direct migration background","235","0.354981501771517","0.323166851841436","0.386796151701599","3"
"No worries","1985","Not Employed","no migration background","1306","0.425634184238205","0.40850841966054","0.442759948815871","3"
"No worries","1985","Employed","direct migration background","547","0.282381299817198","0.262750533809223","0.302012065825174","3"
"No worries","1985","Employed","indirect migration background","18","","","","3"
"No worries","1985","Not Employed","indirect migration background","22","","","","3"
"Some worries","1985","Employed","no migration background","2223","0.471933313002676","0.457640041224337","0.486226584781016","2"
"Some worries","1985","Not Employed","no migration background","1285","0.387857850287301","0.370980671059505","0.404735029515096","2"
"Some worries","1985","Employed","direct migration background","980","0.483796109160494","0.462003249166206","0.505588969154782","2"
"Some worries","1985","Employed","indirect migration background","41","0.687308123102128","0.577923170319076","0.796693075885179","2"
"Some worries","1985","Not Employed","direct migration background","333","0.337321666168291","0.305886793391054","0.368756538945528","2"
"Some worries","1985","Not Employed","indirect migration background","32","0.484828061774646","0.368579151522816","0.601076972026477","2"
"Big worries","1986","Employed","direct migration background","451","0.183493628387151","0.166448662494562","0.20053859427974","1"
"Big worries","1986","Employed","indirect migration background","17","","","","1"
"Big worries","1986","Employed","no migration background","709","0.156057485994429","0.14550217397229","0.166612798016569","1"
"Big worries","1986","Not Employed","direct migration background","237","0.204106312800301","0.176785054267407","0.231427571333196","1"
"Big worries","1986","Not Employed","indirect migration background","13","","","","1"
"Big worries","1986","Not Employed","no migration background","448","0.14475202152941","0.132074511716361","0.15742953134246","1"
"No worries","1986","Not Employed","direct migration background","277","0.436602095178765","0.402982268216901","0.470221922140629","3"
"No worries","1986","Not Employed","no migration background","1422","0.507297828661279","0.489284277046753","0.525311380275805","3"
"No worries","1986","Employed","no migration background","1838","0.405974578628583","0.391691419474988","0.420257737782178","3"
"No worries","1986","Employed","direct migration background","594","0.330399901372263","0.309687351733875","0.351112451010651","3"
"No worries","1986","Employed","indirect migration background","28","","","","3"
"No worries","1986","Not Employed","indirect migration background","24","","","","3"
"Some worries","1986","Employed","no migration background","1994","0.437967935376988","0.423537679079451","0.452398191674525","2"
"Some worries","1986","Employed","indirect migration background","43","0.471204527547243","0.366911482842562","0.575497572251925","2"
"Some worries","1986","Not Employed","direct migration background","322","0.359291592020934","0.32676798603996","0.391815198001908","2"
"Some worries","1986","Not Employed","no migration background","1089","0.34795014980931","0.330787888029334","0.365112411589287","2"
"Some worries","1986","Employed","direct migration background","936","0.486106470240586","0.464097074012478","0.508115866468693","2"
"Some worries","1986","Not Employed","indirect migration background","27","","","","2"
"Big worries","1987","Employed","direct migration background","433","0.216992160538084","0.198757695843813","0.235226625232354","1"
"Big worries","1987","Employed","indirect migration background","15","","","","1"
"Big worries","1987","Employed","no migration background","693","0.15269500976676","0.14226763975707","0.163122379776451","1"
"Big worries","1987","Not Employed","direct migration background","232","0.197283617297413","0.170291843371365","0.224275391223461","1"
"Big worries","1987","Not Employed","indirect migration background","14","","","","1"
"Big worries","1987","Not Employed","no migration background","402","0.136705471143303","0.123978675105774","0.149432267180831","1"
"No worries","1987","Not Employed","direct migration background","241","0.391984858499939","0.358871998236653","0.425097718763224","3"
"No worries","1987","Employed","no migration background","1619","0.357550994726835","0.343656882381208","0.371445107072462","3"
"No worries","1987","Not Employed","no migration background","1308","0.496348653444297","0.477825920488677","0.514871386399917","3"
"No worries","1987","Employed","direct migration background","561","0.27297534403042","0.253268175888805","0.292682512172036","3"
"No worries","1987","Employed","indirect migration background","33","0.298358432466434","0.208682705819523","0.388034159113345","3"
"No worries","1987","Not Employed","indirect migration background","33","0.649149375020112","0.540415296072419","0.757883453967804","3"
