"plh0033","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Rural Area","478","0.200814367525386","0.184242893400138","0.217385841650634"
"Big worries","1985","Urban Area","1767","0.182838450392687","0.174703101477801","0.190973799307574"
"No worries","1985","Rural Area","731","0.352034460396375","0.332278030746922","0.371790890045828"
"No worries","1985","Urban Area","3047","0.385714784028266","0.375469909811018","0.395959658245515"
"Some worries","1985","Rural Area","1036","0.447151172078239","0.426584202689156","0.467718141467322"
"Some worries","1985","Urban Area","3858","0.431446765579046","0.421022688057561","0.441870843100531"
"Big worries","1986","Rural Area","398","0.175196839112308","0.159049589762499","0.191344088462117"
"Big worries","1986","Urban Area","1477","0.149392440352135","0.141741866786328","0.157043013917943"
"No worries","1986","Rural Area","777","0.384938332331377","0.364269536690639","0.405607127972115"
"No worries","1986","Urban Area","3406","0.458963234927974","0.448268564553118","0.46965790530283"
"Some worries","1986","Rural Area","954","0.439864828556315","0.418780183198231","0.460949473914399"
"Some worries","1986","Urban Area","3457","0.39164432471989","0.381168462775842","0.402120186663938"
"Big worries","1987","Rural Area","344","0.153910059738198","0.138538093175425","0.169282026300971"
"Big worries","1987","Urban Area","1445","0.152309092575896","0.144543728621456","0.160074456530336"
"No worries","1987","Rural Area","761","0.384024047698075","0.363306003688724","0.404742091707426"
"No worries","1987","Urban Area","3034","0.412022767539453","0.401385722453424","0.422659812625483"
"Some worries","1987","Rural Area","1012","0.462065892563727","0.440828355060051","0.483303430067403"
"Some worries","1987","Urban Area","3746","0.435668139884651","0.424952322022572","0.446383957746729"
"Big worries","1988","Rural Area","368","0.170647822044809","0.154143879912807","0.18715176417681"
"Big worries","1988","Urban Area","1408","0.149174340217664","0.141312857474758","0.15703582296057"
"No worries","1988","Rural Area","694","0.373270151824821","0.352051409272242","0.3944888943774"
"No worries","1988","Urban Area","2832","0.411800103328229","0.400939778611901","0.422660428044557"
"Some worries","1988","Rural Area","934","0.45608202613037","0.434231796451962","0.477932255808779"
"Some worries","1988","Urban Area","3649","0.439025556454107","0.428074562171392","0.449976550736821"
"Big worries","1989","Rural Area","299","0.149404181719308","0.133311240980649","0.165497122457967"
"Big worries","1989","Urban Area","1171","0.119248344386004","0.111996529540098","0.12650015923191"
"No worries","1989","Rural Area","703","0.413452833926956","0.391221942855667","0.435683724998245"
"No worries","1989","Urban Area","3128","0.457464827888585","0.446317093880028","0.468612561897143"
"Some worries","1989","Rural Area","883","0.437142984353736","0.414750451916103","0.459535516791368"
"Some worries","1989","Urban Area","3373","0.423286827725411","0.412231003983279","0.434342651467542"
"Big worries","1990","Rural Area","1131","0.20049086815043","0.189043533451358","0.211938202849502"
"Big worries","1990","Urban Area","1609","0.137729673546176","0.130624946427768","0.144834400664584"
"No worries","1990","Rural Area","1077","0.304881874319585","0.29171931086262","0.318044437776549"
"No worries","1990","Urban Area","3344","0.438461675555508","0.428231868489719","0.448691482621297"
"Some worries","1990","Rural Area","2491","0.494627257529985","0.480332055470465","0.508922459589506"
"Some worries","1990","Urban Area","4085","0.423808650898316","0.413620855885849","0.433996445910783"
"Big worries","1991","Rural Area","1311","0.229369543821394","0.217243696753976","0.241495390888813"
"Big worries","1991","Urban Area","1470","0.132478568742731","0.125411172455458","0.139545965030004"
"No worries","1991","Rural Area","1043","0.307668221445712","0.294356948751075","0.320979494140349"
"No worries","1991","Urban Area","3333","0.434956739214579","0.424621741000528","0.445291737428631"
"Some worries","1991","Rural Area","2264","0.462962234732893","0.448580995095398","0.477343474370388"
"Some worries","1991","Urban Area","4036","0.43256469204269","0.422236358950226","0.442893025135154"
"Big worries","1992","Rural Area","1064","0.201783834231456","0.189924110985966","0.213643557476947"
"Big worries","1992","Urban Area","1645","0.153289710559372","0.145737630056385","0.160841791062358"
"No worries","1992","Rural Area","937","0.266514626874113","0.253449086888178","0.279580166860048"
"No worries","1992","Urban Area","2901","0.37754170032878","0.367379674727814","0.387703725929746"
"Some worries","1992","Rural Area","2398","0.531701538894431","0.516955803582418","0.546447274206444"
"Some worries","1992","Urban Area","4196","0.469168589111848","0.458707293826846","0.479629884396851"
"Big worries","1993","Rural Area","970","0.188269104953178","0.176678584453465","0.19985962545289"
"Big worries","1993","Urban Area","1718","0.163219713228752","0.155457137603906","0.170982288853598"
"No worries","1993","Rural Area","977","0.267625099416668","0.254498944686521","0.280751254146814"
"No worries","1993","Urban Area","2671","0.354102864657161","0.344057626953208","0.364148102361114"
"Some worries","1993","Rural Area","2423","0.544105795630155","0.52933917613799","0.55887241512232"
"Some worries","1993","Urban Area","4318","0.482677422114087","0.472181441313612","0.493173402914562"
"Big worries","1994","Rural Area","1001","0.212923318959861","0.200677501450633","0.225169136469089"
"Big worries","1994","Urban Area","1811","0.179080337950417","0.170964077769692","0.187196598131142"
"No worries","1994","Rural Area","852","0.248692686960568","0.235762405986199","0.261622967934937"
"No worries","1994","Urban Area","2387","0.321964308538451","0.312073954861223","0.33185466221568"
"Some worries","1994","Rural Area","2440","0.53838399407957","0.523471367387807","0.553296620771334"
"Some worries","1994","Urban Area","4375","0.498955353511132","0.488371331469593","0.509539375552671"
"Big worries","1995","Rural Area","932","0.18178690543761","0.170435104736589","0.193138706138631"
"Big worries","1995","Urban Area","1784","0.172095052572751","0.16421353366087","0.179976571484632"
"No worries","1995","Rural Area","1057","0.284046583455742","0.270773023540159","0.297320143371325"
"No worries","1995","Urban Area","2654","0.355381494964443","0.345387611529332","0.365375378399553"
"Some worries","1995","Rural Area","2445","0.534166511106648","0.519483878612055","0.548849143601241"
"Some worries","1995","Urban Area","4373","0.472523452462806","0.46209910804072","0.482947796884892"
"Big worries","1996","Rural Area","923","0.188328630268788","0.17680115025945","0.199856110278125"
"Big worries","1996","Urban Area","1671","0.158767876508705","0.151066751425959","0.16646900159145"
"No worries","1996","Rural Area","1021","0.278917382343426","0.265694796540472","0.29213996814638"
"No worries","1996","Urban Area","2384","0.319893795436518","0.31006486612186","0.329722724751177"
"Some worries","1996","Rural Area","2475","0.532753987387786","0.51804366310687","0.547464311668702"
"Some worries","1996","Urban Area","4596","0.521338328054777","0.510811704576469","0.531864951533085"
"Big worries","1997","Rural Area","1001","0.218947444320613","0.206654289818495","0.231240598822731"
"Big worries","1997","Urban Area","1875","0.190288563023485","0.18195220712354","0.19862491892343"
"No worries","1997","Rural Area","782","0.222264369793584","0.209904776131661","0.234623963455507"
"No worries","1997","Urban Area","1979","0.273764854294683","0.264295240981916","0.283234467607449"
"Some worries","1997","Rural Area","2564","0.558788185885803","0.544027707094496","0.57354866467711"
"Some worries","1997","Urban Area","4663","0.535946582681832","0.525355276868259","0.546537888495405"
"Big worries","1998","Rural Area","1326","0.255398306222233","0.243141792028274","0.267654820416192"
"Big worries","1998","Urban Area","2277","0.22162212611804","0.21322050001743","0.230023752218649"
"No worries","1998","Rural Area","956","0.228431829410018","0.216632388848963","0.240231269971073"
"No worries","1998","Urban Area","2330","0.279633047742314","0.270554159105103","0.288711936379525"
"Some worries","1998","Rural Area","2581","0.516169864367749","0.502124314806623","0.530215413928874"
"Some worries","1998","Urban Area","4781","0.498744826139647","0.488630657596674","0.508858994682619"
"Big worries","1999","Rural Area","938","0.177706675190017","0.166795475711463","0.188617874668571"
"Big worries","1999","Urban Area","1675","0.168079449012512","0.160353117633969","0.175805780391056"
"No worries","1999","Rural Area","1183","0.298142444299909","0.285085437324907","0.311199451274911"
"No worries","1999","Urban Area","2729","0.34354308188079","0.333730827130424","0.353355336631157"
"Some worries","1999","Rural Area","2594","0.524150880510073","0.509895788089031","0.538405972931115"
"Some worries","1999","Urban Area","4594","0.488377469106697","0.478049195426034","0.498705742787361"
"Big worries","2000","Rural Area","1607","0.181380009888539","0.173064102419472","0.189695917357606"
"Big worries","2000","Urban Area","2677","0.16057167007912","0.154845067402264","0.166298272755976"
"No worries","2000","Rural Area","2469","0.328845295551946","0.318706627576602","0.338983963527289"
"No worries","2000","Urban Area","5762","0.383348806717618","0.375764993561982","0.390932619873254"
"Some worries","2000","Rural Area","4172","0.489774694559516","0.478986396583809","0.500562992535222"
"Some worries","2000","Urban Area","7350","0.456079523203262","0.448310636820832","0.463848409585692"
"Big worries","2001","Rural Area","1459","0.188829403039082","0.179960719182839","0.197698086895325"
"Big worries","2001","Urban Area","2301","0.154446207175114","0.148544456540144","0.160347957810084"
"No worries","2001","Rural Area","2246","0.337081614491869","0.326369731298158","0.347793497685579"
"No worries","2001","Urban Area","5330","0.385784030325345","0.377834265421093","0.393733795229597"
"Some worries","2001","Rural Area","3776","0.474088982469049","0.462773988428239","0.485403976509859"
"Some worries","2001","Urban Area","6772","0.459769762499541","0.451630571165279","0.467908953833804"
"Big worries","2002","Rural Area","1557","0.212767262670751","0.203578128736942","0.22195639660456"
"Big worries","2002","Urban Area","2646","0.183696299320592","0.177581343467431","0.189811255173754"
"No worries","2002","Rural Area","2073","0.269176152556232","0.259217622208896","0.279134682903567"
"No worries","2002","Urban Area","5277","0.320535672657641","0.31316616024301","0.327905185072272"
"Some worries","2002","Rural Area","3990","0.518056584773017","0.506837505159664","0.52927566438637"
"Some worries","2002","Urban Area","7482","0.495768028021767","0.487872672560485","0.503663383483049"
"Big worries","2003","Rural Area","1835","0.259647389766876","0.249598650200192","0.269696129333559"
"Big worries","2003","Urban Area","3315","0.235245123239484","0.228422978496034","0.242067267982935"
"No worries","2003","Rural Area","1671","0.235596753427633","0.225870485775706","0.24532302107956"
"No worries","2003","Urban Area","4188","0.267491486920756","0.260371801450691","0.274611172390822"
"Some worries","2003","Rural Area","3807","0.504755856805491","0.493296752782658","0.516214960828324"
"Some worries","2003","Urban Area","7346","0.49726338983976","0.489221409876029","0.50530536980349"
"Big worries","2004","Rural Area","1965","0.289835919304023","0.279323595579554","0.300348243028492"
"Big worries","2004","Urban Area","3445","0.260141131154689","0.252988792922894","0.267293469386485"
"No worries","2004","Rural Area","1408","0.199466757305584","0.190207669103273","0.208725845507894"
"No worries","2004","Urban Area","3790","0.235568405929723","0.228650145199629","0.242486666659817"
"Some worries","2004","Rural Area","3782","0.510697323390394","0.499114515360061","0.522280131420726"
"Some worries","2004","Urban Area","7218","0.504290462915588","0.496139233727236","0.51244169210394"
"Big worries","2005","Rural Area","1901","0.293575027631366","0.282788280349455","0.304361774913277"
"Big worries","2005","Urban Area","3362","0.265853888030113","0.258501598177531","0.273206177882695"
"No worries","2005","Rural Area","1376","0.199083603346583","0.189625386520214","0.208541820172951"
"No worries","2005","Urban Area","3508","0.232356221140404","0.225327652665735","0.239384789615073"
"Some worries","2005","Rural Area","3570","0.507341369022051","0.49549947655199","0.519183261492112"
"Some worries","2005","Urban Area","7000","0.501789890829483","0.493468860938492","0.510110920720474"
"Big worries","2006","Rural Area","1933","0.27924162532382","0.269000672748985","0.289482577898655"
"Big worries","2006","Urban Area","3486","0.271365227426201","0.264144265155321","0.278586189697081"
"No worries","2006","Rural Area","1645","0.217156642366155","0.207744696464394","0.226568588267917"
"No worries","2006","Urban Area","4013","0.249981481419125","0.242949901083658","0.257013061754593"
"Some worries","2006","Rural Area","3794","0.503601732310025","0.492188355279104","0.515015109340945"
"Some worries","2006","Urban Area","7068","0.478653291154673","0.470541124320464","0.486765457988883"
"Big worries","2007","Rural Area","1704","0.260909096037061","0.250573907653737","0.271244284420384"
"Big worries","2007","Urban Area","2994","0.248843734444816","0.241564412615685","0.256123056273946"
"No worries","2007","Rural Area","1625","0.224598201056741","0.214776394029259","0.234420008084223"
"No worries","2007","Urban Area","3985","0.270769388321032","0.263287785551428","0.278250991090636"
"Some worries","2007","Rural Area","3606","0.514492702906198","0.502729858594709","0.526255547217687"
"Some worries","2007","Urban Area","6572","0.480386877234152","0.471974900917398","0.488798853550907"
"Big worries","2008","Rural Area","1416","0.226758210448933","0.216613668679208","0.236902752218659"
"Big worries","2008","Urban Area","2365","0.212848838372829","0.205758663761319","0.219939012984339"
"No worries","2008","Rural Area","1688","0.24201742278126","0.231641035012449","0.25239381055007"
"No worries","2008","Urban Area","4123","0.291542756819051","0.283670483414501","0.299415030223601"
"Some worries","2008","Rural Area","3441","0.531224366769807","0.519134687656015","0.543314045883598"
"Some worries","2008","Urban Area","6315","0.49560840480812","0.486947854869755","0.504268954746485"
"Big worries","2009","Rural Area","1544","0.266179097276541","0.255208084895583","0.277150109657499"
"Big worries","2009","Urban Area","2517","0.229933461616702","0.22234503765185","0.237521885581555"
"No worries","2009","Rural Area","1350","0.205387300301564","0.195358955999351","0.215415644603777"
"No worries","2009","Urban Area","3149","0.241854382081489","0.234132206595098","0.24957655756788"
"Some worries","2009","Rural Area","3340","0.528433602421895","0.516041889871499","0.540825314972291"
"Some worries","2009","Urban Area","6146","0.528212156301809","0.51920963949071","0.537214673112908"
"Big worries","2010","Rural Area","2169","0.244546988059736","0.235255812750905","0.253838163368567"
"Big worries","2010","Urban Area","3863","0.234768864054109","0.228152526272695","0.241385201835522"
"No worries","2010","Rural Area","1848","0.245633143281699","0.236328053893834","0.254938232669563"
"No worries","2010","Urban Area","4323","0.276167395441952","0.269188183670757","0.283146607213146"
"Some worries","2010","Rural Area","4204","0.509819868658565","0.499013693638657","0.520626043678474"
"Some worries","2010","Urban Area","7579","0.48906374050394","0.481260640044687","0.496866840963192"
"Big worries","2011","Rural Area","2229","0.224976299627194","0.216758793770179","0.233193805484208"
