"plh0033","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","1-pers.-HH","in school","","","",""
"Big worries","1984","1-pers.-HH","inadequately","15","","",""
"Big worries","1984","1-pers.-HH","general elemantary","74","0.173462735429004","0.135786583208097","0.21113888764991"
"Big worries","1984","1-pers.-HH","middle vocational","102","0.158928403707452","0.130149815143851","0.187706992271053"
"Big worries","1984","1-pers.-HH","vocational + Abi","8","","",""
"Big worries","1984","1-pers.-HH","higher vocational","18","","",""
"Big worries","1984","1-pers.-HH","higher education","11","","",""
"Big worries","1984","(Married) couple without C. ","in school","1","","",""
"Big worries","1984","(Married) couple without C. ","inadequately","26","","",""
"Big worries","1984","(Married) couple without C. ","general elemantary","134","0.165771968451464","0.138124611136412","0.193419325766515"
"Big worries","1984","(Married) couple without C. ","middle vocational","205","0.141271176672085","0.123006806973482","0.159535546370689"
"Big worries","1984","(Married) couple without C. ","vocational + Abi","9","","",""
"Big worries","1984","(Married) couple without C. ","higher vocational","23","","",""
"Big worries","1984","(Married) couple without C. ","higher education","8","","",""
"Big worries","1984","Single parent ","in school","2","","",""
"Big worries","1984","Single parent ","inadequately","23","","",""
"Big worries","1984","Single parent ","general elemantary","70","0.343704823754966","0.277716974656305","0.409692672853627"
"Big worries","1984","Single parent ","middle vocational","88","0.303588463596386","0.247372826114302","0.35980410107847"
"Big worries","1984","Single parent ","vocational + Abi","4","","",""
"Big worries","1984","Single parent ","higher vocational","9","","",""
"Big worries","1984","Single parent ","higher education","6","","",""
"Big worries","1984","Couple + C. LE 16 ","in school","","","",""
"Big worries","1984","Couple + C. LE 16 ","inadequately","100","0.376327251287231","0.322570624108041","0.430083878466421"
"Big worries","1984","Couple + C. LE 16 ","general elemantary","178","0.272428942263972","0.23851459788801","0.306343286639933"
"Big worries","1984","Couple + C. LE 16 ","middle vocational","290","0.170828434550899","0.151737795433502","0.189919073668296"
"Big worries","1984","Couple + C. LE 16 ","vocational + Abi","22","","",""
"Big worries","1984","Couple + C. LE 16 ","higher vocational","29","","",""
"Big worries","1984","Couple + C. LE 16 ","higher education","31","0.115896687316219","0.0771366250887159","0.154656749543722"
"Big worries","1984","Couple + C. GT 16 ","in school","15","","",""
"Big worries","1984","Couple + C. GT 16 ","inadequately","37","0.197604176239149","0.132340360540483","0.262867991937814"
"Big worries","1984","Couple + C. GT 16 ","general elemantary","121","0.202252735299219","0.169534590287155","0.234970880311283"
"Big worries","1984","Couple + C. GT 16 ","middle vocational","185","0.204438904346685","0.178307901035541","0.230569907657829"
"Big worries","1984","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Big worries","1984","Couple + C. GT 16 ","higher vocational","19","","",""
"Big worries","1984","Couple + C. GT 16 ","higher education","18","","",""
"Big worries","1984","Couple + C. LE and GT 16","in school","12","","",""
"Big worries","1984","Couple + C. LE and GT 16","inadequately","79","0.352375632257269","0.288961746055218","0.415789518459321"
"Big worries","1984","Couple + C. LE and GT 16","general elemantary","155","0.228847585284842","0.195007572673951","0.262687597895734"
"Big worries","1984","Couple + C. LE and GT 16","middle vocational","152","0.21533550734115","0.184371755304656","0.246299259377644"
"Big worries","1984","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Big worries","1984","Couple + C. LE and GT 16","higher vocational","5","","",""
"Big worries","1984","Couple + C. LE and GT 16","higher education","4","","",""
"Some worries","1984","1-pers.-HH","in school","","","",""
"Some worries","1984","1-pers.-HH","inadequately","21","","",""
"Some worries","1984","1-pers.-HH","general elemantary","137","0.34139323003629","0.294211617927853","0.388574842144728"
"Some worries","1984","1-pers.-HH","middle vocational","227","0.344357448362249","0.306955816370089","0.381759080354408"
"Some worries","1984","1-pers.-HH","vocational + Abi","16","","",""
"Some worries","1984","1-pers.-HH","higher vocational","25","","",""
"Some worries","1984","1-pers.-HH","higher education","33","0.272197571055469","0.191200750867806","0.353194391243132"
"Some worries","1984","(Married) couple without C. ","in school","1","","",""
