"plh0033","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Some worries","1984","1-pers.-HH","(0) in school","","","",""
"Some worries","1984","1-pers.-HH","(1a) inadequately completed","27","","",""
"Some worries","1984","1-pers.-HH","(1b) general elementary school","128","0.349627537455062","0.300162553690264","0.399092521219861"
"Some worries","1984","1-pers.-HH","(1c) basic vocational qualification","138","0.325005716200116","0.279389828937507","0.370621603462726"
"Some worries","1984","1-pers.-HH","(2b) intermediate general qualification","11","","",""
"Some worries","1984","1-pers.-HH","(2a) intermediate vocational","74","0.353060606859943","0.286659092675128","0.419462121044759"
"Some worries","1984","1-pers.-HH","(2c_gen) general maturity certificate","23","","",""
"Some worries","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","23","","",""
"Some worries","1984","1-pers.-HH","(3a) lower tertiary education","8","","",""
"Some worries","1984","1-pers.-HH","(3b) higher tertiary education","25","","",""
"Some worries","1984","(Married) couple without C. ","(0) in school","1","","",""
"Some worries","1984","(Married) couple without C. ","(1a) inadequately completed","48","0.311707141968082","0.235789959709827","0.387624324226337"
"Some worries","1984","(Married) couple without C. ","(1b) general elementary school","258","0.397227503977462","0.359552183297695","0.434902824657229"
"Some worries","1984","(Married) couple without C. ","(1c) basic vocational qualification","438","0.390578988759901","0.361668689974312","0.419489287545489"
"Some worries","1984","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Some worries","1984","(Married) couple without C. ","(2a) intermediate vocational","149","0.423863207256521","0.372165629141409","0.475560785371633"
"Some worries","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","24","","",""
"Some worries","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","53","0.420064601659721","0.333539735452243","0.506589467867198"
"Some worries","1984","(Married) couple without C. ","(3a) lower tertiary education","33","0.345196558949926","0.245293871743958","0.445099246155894"
"Some worries","1984","(Married) couple without C. ","(3b) higher tertiary education","24","","",""
"Some worries","1984","Single parent ","(0) in school","7","","",""
"Some worries","1984","Single parent ","(1a) inadequately completed","17","","",""
"Some worries","1984","Single parent ","(1b) general elementary school","68","0.414794730780082","0.339619140259118","0.489970321301046"
"Some worries","1984","Single parent ","(1c) basic vocational qualification","75","0.398387597314346","0.32821968052999","0.468555514098702"
"Some worries","1984","Single parent ","(2b) intermediate general qualification","18","","",""
"Some worries","1984","Single parent ","(2a) intermediate vocational","25","","",""
"Some worries","1984","Single parent ","(2c_gen) general maturity certificate","14","","",""
"Some worries","1984","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Some worries","1984","Single parent ","(3a) lower tertiary education","1","","",""
"Some worries","1984","Single parent ","(3b) higher tertiary education","5","","",""
"Some worries","1984","Couple + C. LE 16 ","(0) in school","1","","",""
"Some worries","1984","Couple + C. LE 16 ","(1a) inadequately completed","143","0.378876159710536","0.328198739553685","0.429553579867388"
"Some worries","1984","Couple + C. LE 16 ","(1b) general elementary school","307","0.490453330053288","0.451198337858368","0.529708322248207"
"Some worries","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","600","0.531228923854293","0.502474632317329","0.559983215391257"
"Some worries","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","20","","",""
"Some worries","1984","Couple + C. LE 16 ","(2a) intermediate vocational","189","0.483983028038245","0.434321468980186","0.533644587096303"
"Some worries","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","23","","",""
"Some worries","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","51","0.4141642709664","0.326758034976036","0.501570506956764"
"Some worries","1984","Couple + C. LE 16 ","(3a) lower tertiary education","33","0.448301019471963","0.337220300415864","0.559381738528062"
"Some worries","1984","Couple + C. LE 16 ","(3b) higher tertiary education","57","0.296026000504013","0.230244244087909","0.361807756920117"
"Some worries","1984","Couple + C. GT 16 ","(0) in school","41","0.515340293073216","0.403713554466287","0.626967031680145"
"Some worries","1984","Couple + C. GT 16 ","(1a) inadequately completed","80","0.548332346897814","0.469986916710566","0.626677777085061"
"Some worries","1984","Couple + C. GT 16 ","(1b) general elementary school","194","0.425455813548825","0.379259140372431","0.471652486725219"
"Some worries","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","298","0.455013246112117","0.416760502468198","0.493265989756036"
"Some worries","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","66","0.455671845922982","0.373757415506884","0.53758627633908"
"Some worries","1984","Couple + C. GT 16 ","(2a) intermediate vocational","97","0.452106616862943","0.38588699697683","0.518326236749056"
"Some worries","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","57","0.491930495529089","0.397643966048841","0.586217025009337"
"Some worries","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","28","","",""
"Some worries","1984","Couple + C. GT 16 ","(3a) lower tertiary education","9","","",""
"Some worries","1984","Couple + C. GT 16 ","(3b) higher tertiary education","24","","",""
"Some worries","1984","Couple + C. LE and GT 16","(0) in school","38","0.498060883820759","0.385650085229788","0.610471682411729"
"Some worries","1984","Couple + C. LE and GT 16","(1a) inadequately completed","88","0.415432066325789","0.352020044455029","0.47884408819655"
"Some worries","1984","Couple + C. LE and GT 16","(1b) general elementary school","209","0.465879804329287","0.420829878595442","0.510929730063131"
"Some worries","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","267","0.525894500845436","0.482643125543755","0.569145876147116"
"Some worries","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","73","0.544878606736002","0.45792725818348","0.631829955288524"
"Some worries","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","54","0.40267053386218","0.317036833061723","0.488304234662637"
"Some worries","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"Some worries","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","17","","",""
"Some worries","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","9","","",""
"Some worries","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"No worries","1984","1-pers.-HH","(0) in school","1","","",""
"No worries","1984","1-pers.-HH","(1a) inadequately completed","36","0.429738158743924","0.321260023029735","0.538216294458113"
"No worries","1984","1-pers.-HH","(1b) general elementary school","160","0.475944929785229","0.424138841792929","0.527751017777528"
"No worries","1984","1-pers.-HH","(1c) basic vocational qualification","193","0.506000716964969","0.457308527320686","0.554692906609252"
"No worries","1984","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"No worries","1984","1-pers.-HH","(2a) intermediate vocational","95","0.492954834285923","0.423492649178353","0.562417019393492"
"No worries","1984","1-pers.-HH","(2c_gen) general maturity certificate","23","","",""
"No worries","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","36","0.524738417306877","0.409387878277527","0.640088956336226"
"No worries","1984","1-pers.-HH","(3a) lower tertiary education","21","","",""
"No worries","1984","1-pers.-HH","(3b) higher tertiary education","51","0.639466072021972","0.537390822119595","0.741541321924349"
"No worries","1984","(Married) couple without C. ","(0) in school","","","",""
"No worries","1984","(Married) couple without C. ","(1a) inadequately completed","63","0.440581717767764","0.359212219914465","0.521951215621064"
"No worries","1984","(Married) couple without C. ","(1b) general elementary school","260","0.430740319338212","0.392614115685312","0.468866522991112"
"No worries","1984","(Married) couple without C. ","(1c) basic vocational qualification","473","0.448097794109827","0.418629370925518","0.477566217294135"
"No worries","1984","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"No worries","1984","(Married) couple without C. ","(2a) intermediate vocational","178","0.505939755552287","0.453635877515924","0.55824363358865"
"No worries","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","19","","",""
"No worries","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","55","0.457983547858892","0.370641321555443","0.54532577416234"
"No worries","1984","(Married) couple without C. ","(3a) lower tertiary education","51","0.616731474128307","0.514569776925474","0.71889317133114"
"No worries","1984","(Married) couple without C. ","(3b) higher tertiary education","85","0.753914493426502","0.674846679840458","0.832982307012547"
"No worries","1984","Single parent ","(0) in school","8","","",""
"No worries","1984","Single parent ","(1a) inadequately completed","7","","",""
"No worries","1984","Single parent ","(1b) general elementary school","41","0.2661040825472","0.198674709204029","0.333533455890372"
"No worries","1984","Single parent ","(1c) basic vocational qualification","40","0.228259296870118","0.168103535410871","0.288415058329365"
"No worries","1984","Single parent ","(2b) intermediate general qualification","5","","",""
"No worries","1984","Single parent ","(2a) intermediate vocational","22","","",""
"No worries","1984","Single parent ","(2c_gen) general maturity certificate","5","","",""
"No worries","1984","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"No worries","1984","Single parent ","(3a) lower tertiary education","1","","",""
"No worries","1984","Single parent ","(3b) higher tertiary education","4","","",""
"No worries","1984","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","1984","Couple + C. LE 16 ","(1a) inadequately completed","97","0.259028702509408","0.213261813012479","0.304795592006337"
"No worries","1984","Couple + C. LE 16 ","(1b) general elementary school","143","0.221186239761519","0.188595071494443","0.253777408028594"
"No worries","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","322","0.282614135453789","0.256669070690838","0.30855920021674"
"No worries","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","18","","",""
"No worries","1984","Couple + C. LE 16 ","(2a) intermediate vocational","156","0.403831908779451","0.355072551763878","0.452591265795024"
"No worries","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","12","","",""
"No worries","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","45","0.445755292491213","0.357555572334103","0.533955012648324"
"No worries","1984","Couple + C. LE 16 ","(3a) lower tertiary education","34","0.431678029196743","0.321046243091882","0.542309815301604"
"No worries","1984","Couple + C. LE 16 ","(3b) higher tertiary education","107","0.590045999897276","0.519174320142284","0.660917679652268"
"No worries","1984","Couple + C. GT 16 ","(0) in school","21","","",""
"No worries","1984","Couple + C. GT 16 ","(1a) inadequately completed","36","0.277035817167152","0.20658134045469","0.347490293879614"
"No worries","1984","Couple + C. GT 16 ","(1b) general elementary school","147","0.355688281750964","0.310957699996817","0.400418863505111"
"No worries","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","209","0.320399674392706","0.284554523006144","0.356244825779268"
"No worries","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","53","0.383782550697634","0.303796633855692","0.463768467539576"
"No worries","1984","Couple + C. GT 16 ","(2a) intermediate vocational","89","0.40353701937009","0.338261300663609","0.46881273807657"
"No worries","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","28","","",""
"No worries","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","13","","",""
"No worries","1984","Couple + C. GT 16 ","(3a) lower tertiary education","19","","",""
"No worries","1984","Couple + C. GT 16 ","(3b) higher tertiary education","27","","",""
"No worries","1984","Couple + C. LE and GT 16","(0) in school","26","","",""
"No worries","1984","Couple + C. LE and GT 16","(1a) inadequately completed","60","0.207142039193561","0.154994248010066","0.259289830377056"
"No worries","1984","Couple + C. LE and GT 16","(1b) general elementary school","123","0.269020280267996","0.228972097717708","0.309068462818285"
"No worries","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","131","0.259461415770227","0.221492923816091","0.297429907724363"
"No worries","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","37","0.324466613216041","0.242719723963494","0.406213502468588"
"No worries","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","53","0.445437940648249","0.358655572281089","0.532220309015409"
"No worries","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","19","","",""
"No worries","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"No worries","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","8","","",""
"No worries","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","24","","",""
"Big worries","1985","1-pers.-HH","(0) in school","","","",""
"Big worries","1985","1-pers.-HH","(1a) inadequately completed","16","","",""
"Big worries","1985","1-pers.-HH","(1b) general elementary school","56","0.166196537318221","0.123716986508318","0.208676088128123"
"Big worries","1985","1-pers.-HH","(1c) basic vocational qualification","68","0.189555608249912","0.148196756471041","0.230914460028782"
"Big worries","1985","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Big worries","1985","1-pers.-HH","(2a) intermediate vocational","19","","",""
"Big worries","1985","1-pers.-HH","(2c_gen) general maturity certificate","14","","",""
"Big worries","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"Big worries","1985","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Big worries","1985","1-pers.-HH","(3b) higher tertiary education","8","","",""
"Big worries","1985","(Married) couple without C. ","(0) in school","","","",""
"Big worries","1985","(Married) couple without C. ","(1a) inadequately completed","26","","",""
"Big worries","1985","(Married) couple without C. ","(1b) general elementary school","109","0.173787808883531","0.142262666790754","0.205312950976307"
"Big worries","1985","(Married) couple without C. ","(1c) basic vocational qualification","167","0.163786609663936","0.140849122082618","0.186724097245255"
"Big worries","1985","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Big worries","1985","(Married) couple without C. ","(2a) intermediate vocational","40","0.117610302562436","0.0834683829086201","0.151752222216251"
"Big worries","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","10","","",""
"Big worries","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","10","","",""
"Big worries","1985","(Married) couple without C. ","(3a) lower tertiary education","6","","",""
"Big worries","1985","(Married) couple without C. ","(3b) higher tertiary education","8","","",""
"Big worries","1985","Single parent ","(0) in school","3","","",""
"Big worries","1985","Single parent ","(1a) inadequately completed","14","","",""
"Big worries","1985","Single parent ","(1b) general elementary school","42","0.30332969799859","0.229764302074605","0.376895093922575"
"Big worries","1985","Single parent ","(1c) basic vocational qualification","42","0.261018006742733","0.193801129918353","0.328234883567113"
"Big worries","1985","Single parent ","(2b) intermediate general qualification","8","","",""
"Big worries","1985","Single parent ","(2a) intermediate vocational","10","","",""
"Big worries","1985","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Big worries","1985","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Big worries","1985","Single parent ","(3a) lower tertiary education","1","","",""
"Big worries","1985","Single parent ","(3b) higher tertiary education","3","","",""
"Big worries","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","1985","Couple + C. LE 16 ","(1a) inadequately completed","69","0.268734357754301","0.216810343892859","0.320658371615744"
"Big worries","1985","Couple + C. LE 16 ","(1b) general elementary school","149","0.289732209732415","0.250591140095359","0.32887327936947"
"Big worries","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","207","0.189265213288381","0.165131028259297","0.213399398317465"
"Big worries","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"Big worries","1985","Couple + C. LE 16 ","(2a) intermediate vocational","55","0.14615885463686","0.109867890665566","0.182449818608155"
"Big worries","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","19","","",""
"Big worries","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","28","","",""
"Big worries","1985","Couple + C. LE 16 ","(3a) lower tertiary education","11","","",""
"Big worries","1985","Couple + C. LE 16 ","(3b) higher tertiary education","17","","",""
"Big worries","1985","Couple + C. GT 16 ","(0) in school","14","","",""
"Big worries","1985","Couple + C. GT 16 ","(1a) inadequately completed","49","0.441246481437282","0.35685996994802","0.525632992926545"
"Big worries","1985","Couple + C. GT 16 ","(1b) general elementary school","127","0.275036321359698","0.233779574181906","0.31629306853749"
"Big worries","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","148","0.221711555944369","0.189553963097449","0.253869148791288"
"Big worries","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","28","","",""
"Big worries","1985","Couple + C. GT 16 ","(2a) intermediate vocational","29","","",""
"Big worries","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","29","","",""
"Big worries","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Big worries","1985","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"Big worries","1985","Couple + C. GT 16 ","(3b) higher tertiary education","7","","",""
"Big worries","1985","Couple + C. LE and GT 16","(0) in school","11","","",""
"Big worries","1985","Couple + C. LE and GT 16","(1a) inadequately completed","50","0.285532797331602","0.224003484185711","0.347062110477492"
"Big worries","1985","Couple + C. LE and GT 16","(1b) general elementary school","90","0.242530734961254","0.200154953999415","0.284906515923093"
"Big worries","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","102","0.229057549584449","0.189430703982417","0.268684395186481"
"Big worries","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","22","","",""
"Big worries","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","15","","",""
"Big worries","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","13","","",""
"Big worries","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Big worries","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Big worries","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Some worries","1985","1-pers.-HH","(0) in school","","","",""
"Some worries","1985","1-pers.-HH","(1a) inadequately completed","21","","",""
"Some worries","1985","1-pers.-HH","(1b) general elementary school","111","0.374617439096723","0.319383761366535","0.429851116826911"
"Some worries","1985","1-pers.-HH","(1c) basic vocational qualification","136","0.37650451265192","0.325378691824138","0.427630333479702"
"Some worries","1985","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Some worries","1985","1-pers.-HH","(2a) intermediate vocational","85","0.466505347527201","0.393625880664418","0.539384814389984"
"Some worries","1985","1-pers.-HH","(2c_gen) general maturity certificate","24","","",""
"Some worries","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","31","0.428802885909293","0.313685539851637","0.54392023196695"
"Some worries","1985","1-pers.-HH","(3a) lower tertiary education","5","","",""
"Some worries","1985","1-pers.-HH","(3b) higher tertiary education","24","","",""
"Some worries","1985","(Married) couple without C. ","(0) in school","","","",""
"Some worries","1985","(Married) couple without C. ","(1a) inadequately completed","45","0.521595570731646","0.426945543004688","0.616245598458604"
"Some worries","1985","(Married) couple without C. ","(1b) general elementary school","233","0.4070703700659","0.366197237653634","0.447943502478165"
"Some worries","1985","(Married) couple without C. ","(1c) basic vocational qualification","429","0.420852076692326","0.39025305228806","0.451451101096591"
"Some worries","1985","(Married) couple without C. ","(2b) intermediate general qualification","18","","",""
"Some worries","1985","(Married) couple without C. ","(2a) intermediate vocational","141","0.401349171410578","0.349399474593714","0.453298868227441"
"Some worries","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","22","","",""
"Some worries","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","43","0.373174877850694","0.283603660573113","0.462746095128276"
"Some worries","1985","(Married) couple without C. ","(3a) lower tertiary education","25","","",""
"Some worries","1985","(Married) couple without C. ","(3b) higher tertiary education","35","0.305350264807384","0.220055737366077","0.390644792248691"
"Some worries","1985","Single parent ","(0) in school","10","","",""
"Some worries","1985","Single parent ","(1a) inadequately completed","15","","",""
"Some worries","1985","Single parent ","(1b) general elementary school","66","0.399458209690326","0.321077398419349","0.477839020961303"
"Some worries","1985","Single parent ","(1c) basic vocational qualification","74","0.471575819199207","0.395175834372298","0.547975804026115"
"Some worries","1985","Single parent ","(2b) intermediate general qualification","24","","",""
"Some worries","1985","Single parent ","(2a) intermediate vocational","26","","",""
"Some worries","1985","Single parent ","(2c_gen) general maturity certificate","18","","",""
"Some worries","1985","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Some worries","1985","Single parent ","(3a) lower tertiary education","","","",""
"Some worries","1985","Single parent ","(3b) higher tertiary education","3","","",""
"Some worries","1985","Couple + C. LE 16 ","(0) in school","1","","",""
"Some worries","1985","Couple + C. LE 16 ","(1a) inadequately completed","136","0.476843872300603","0.418341586296897","0.535346158304309"
"Some worries","1985","Couple + C. LE 16 ","(1b) general elementary school","256","0.495548462083924","0.452408870246406","0.538688053921443"
"Some worries","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","526","0.525503630258871","0.494738260288211","0.556269000229531"
"Some worries","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","17","","",""
"Some worries","1985","Couple + C. LE 16 ","(2a) intermediate vocational","189","0.53316171167957","0.481909795170696","0.584413628188444"
"Some worries","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","17","","",""
"Some worries","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","41","0.373860918164164","0.283445563837219","0.46427627249111"
"Some worries","1985","Couple + C. LE 16 ","(3a) lower tertiary education","30","0.387821170134771","0.276046970025049","0.499595370244492"
"Some worries","1985","Couple + C. LE 16 ","(3b) higher tertiary education","64","0.34173022947134","0.270849607062131","0.412610851880548"
"Some worries","1985","Couple + C. GT 16 ","(0) in school","33","0.371470917261299","0.265587439948051","0.477354394574548"
"Some worries","1985","Couple + C. GT 16 ","(1a) inadequately completed","50","0.357211525848438","0.275775036628461","0.438648015068415"
"Some worries","1985","Couple + C. GT 16 ","(1b) general elementary school","200","0.433482683163289","0.387696514331375","0.479268851995204"
"Some worries","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","281","0.447864979365368","0.409369008626503","0.486360950104233"
"Some worries","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","84","0.531134426095516","0.454525268338821","0.607743583852211"
"Some worries","1985","Couple + C. GT 16 ","(2a) intermediate vocational","103","0.458162370411609","0.393489079989605","0.522835660833613"
"Some worries","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","52","0.461542517339451","0.370030689314991","0.553054345363911"
"Some worries","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","23","","",""
"Some worries","1985","Couple + C. GT 16 ","(3a) lower tertiary education","15","","",""
"Some worries","1985","Couple + C. GT 16 ","(3b) higher tertiary education","31","0.387938495362865","0.274594664273422","0.501282326452308"
"Some worries","1985","Couple + C. LE and GT 16","(0) in school","37","0.462030416981873","0.35209219984758","0.571968634116166"
"Some worries","1985","Couple + C. LE and GT 16","(1a) inadequately completed","105","0.515521776516405","0.447441148002953","0.583602405029858"
"Some worries","1985","Couple + C. LE and GT 16","(1b) general elementary school","211","0.526804137032053","0.477441668057556","0.576166606006549"
"Some worries","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","202","0.455768095301787","0.408803544069532","0.502732646534042"
"Some worries","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","63","0.517650379837703","0.427107480112295","0.608193279563112"
