"plh0033","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","16-34 y.","West Germany","1063","0.213015535715845","0.201112167555282","0.224918903876408"
"Big worries","1984","16-34 y.","East Germany","","","",""
"Big worries","1984","35-65 y.","West Germany","1331","0.193378304649413","0.183602485823243","0.203154123475582"
"Big worries","1984","35-65 y.","East Germany","","","",""
"Big worries","1984","66 and older","West Germany","134","0.105314053187787","0.0883516945171918","0.122276411858383"
"Big worries","1984","66 and older","East Germany","","","",""
"Some worries","1984","16-34 y.","West Germany","2147","0.476323925736377","0.461804022848756","0.490843828623999"
"Some worries","1984","16-34 y.","East Germany","","","",""
"Some worries","1984","35-65 y.","West Germany","2696","0.429624191609825","0.417371281900569","0.441877101319081"
"Some worries","1984","35-65 y.","East Germany","","","",""
"Some worries","1984","66 and older","West Germany","382","0.302037024371047","0.276665062228152","0.327408986513942"
"Some worries","1984","66 and older","East Germany","","","",""
"No worries","1984","16-34 y.","West Germany","1335","0.310660538547778","0.29720686879355","0.324114208302006"
"No worries","1984","16-34 y.","East Germany","","","",""
"No worries","1984","35-65 y.","West Germany","2243","0.376997503740762","0.365001724873334","0.38899328260819"
"No worries","1984","35-65 y.","East Germany","","","",""
"No worries","1984","66 and older","West Germany","742","0.592648922441166","0.565497602036411","0.619800242845921"
"No worries","1984","66 and older","East Germany","","","",""
"Big worries","1985","16-34 y.","West Germany","912","0.201274301805891","0.189048962322263","0.213499641289519"
"Big worries","1985","16-34 y.","East Germany","","","",""
"Big worries","1985","35-65 y.","West Germany","1189","0.196254633038547","0.185941415426742","0.206567850650353"
"Big worries","1985","35-65 y.","East Germany","","","",""
"Big worries","1985","66 and older","West Germany","144","0.133788750202545","0.113560638108701","0.15401686229639"
"Big worries","1985","66 and older","East Germany","","","",""
"Some worries","1985","16-34 y.","West Germany","2012","0.493669015041664","0.478424868257062","0.508913161826266"
"Some worries","1985","16-34 y.","East Germany","","","",""
"Some worries","1985","35-65 y.","West Germany","2550","0.438270450234692","0.42538618337039","0.451154717098994"
"Some worries","1985","35-65 y.","East Germany","","","",""
"Some worries","1985","66 and older","West Germany","332","0.313488155856263","0.285922506401018","0.341053805311508"
"Some worries","1985","66 and older","East Germany","","","",""
"No worries","1985","16-34 y.","West Germany","1208","0.305056683152445","0.291017789055619","0.319095577249271"
"No worries","1985","16-34 y.","East Germany","","","",""
"No worries","1985","35-65 y.","West Germany","1958","0.365474916726761","0.352970075940625","0.377979757512897"
"No worries","1985","35-65 y.","East Germany","","","",""
"No worries","1985","66 and older","West Germany","612","0.552723093941192","0.523178659132301","0.582267528750082"
"No worries","1985","66 and older","East Germany","","","",""
"Big worries","1986","16-34 y.","West Germany","805","0.184106753508489","0.172165964681971","0.196047542335007"
"Big worries","1986","16-34 y.","East Germany","","","",""
"Big worries","1986","35-65 y.","West Germany","981","0.160210128942358","0.150434154655017","0.1699861032297"
"Big worries","1986","35-65 y.","East Germany","","","",""
"Big worries","1986","66 and older","West Germany","89","0.0863933071927754","0.0691011649455517","0.103685449439999"
"Big worries","1986","66 and older","East Germany","","","",""
"Some worries","1986","16-34 y.","West Germany","1861","0.462747368202815","0.447385545679404","0.478109190726227"
"Some worries","1986","16-34 y.","East Germany","","","",""
"Some worries","1986","35-65 y.","West Germany","2288","0.416624734452146","0.403485311873122","0.429764157031169"
"Some worries","1986","35-65 y.","East Germany","","","",""
"Some worries","1986","66 and older","West Germany","262","0.248633754826502","0.222030486296553","0.27523702335645"
"Some worries","1986","66 and older","East Germany","","","",""
"No worries","1986","16-34 y.","West Germany","1381","0.353145878288696","0.338420660235199","0.367871096342193"
"No worries","1986","16-34 y.","East Germany","","","",""
"No worries","1986","35-65 y.","West Germany","2139","0.423165136605496","0.409997420940783","0.43633285227021"
"No worries","1986","35-65 y.","East Germany","","","",""
"No worries","1986","66 and older","West Germany","663","0.664972937980723","0.635921271905247","0.694024604056199"
"No worries","1986","66 and older","East Germany","","","",""
"Big worries","1987","16-34 y.","West Germany","757","0.179519702327634","0.167611347098851","0.191428057556418"
"Big worries","1987","16-34 y.","East Germany","","","",""
"Big worries","1987","35-65 y.","West Germany","947","0.162504317763056","0.15257238211595","0.172436253410162"
"Big worries","1987","35-65 y.","East Germany","","","",""
"Big worries","1987","66 and older","West Germany","85","0.0772716825806433","0.0611360004407709","0.0934073647205157"
"Big worries","1987","66 and older","East Germany","","","",""
"Some worries","1987","16-34 y.","West Germany","2026","0.507176096052467","0.491663413198255","0.522688778906679"
"Some worries","1987","16-34 y.","East Germany","","","",""
"Some worries","1987","35-65 y.","West Germany","2441","0.461218342828737","0.447797807408914","0.47463887824856"
"Some worries","1987","35-65 y.","East Germany","","","",""
"Some worries","1987","66 and older","West Germany","291","0.2697814342863","0.242960575098921","0.296602293473678"
"Some worries","1987","66 and older","East Germany","","","",""
"No worries","1987","16-34 y.","West Germany","1207","0.313304201619898","0.298912009497947","0.32769639374185"
"No worries","1987","16-34 y.","East Germany","","","",""
"No worries","1987","35-65 y.","West Germany","1912","0.376277339408207","0.363234866301804","0.389319812514611"
"No worries","1987","35-65 y.","East Germany","","","",""
"No worries","1987","66 and older","West Germany","676","0.652946883133057","0.624181039045318","0.681712727220796"
"No worries","1987","66 and older","East Germany","","","",""
"Big worries","1988","16-34 y.","West Germany","739","0.167619128686533","0.155766255036657","0.179472002336409"
"Big worries","1988","16-34 y.","East Germany","","","",""
"Big worries","1988","35-65 y.","West Germany","943","0.166376507558089","0.156093814167399","0.176659200948778"
"Big worries","1988","35-65 y.","East Germany","","","",""
"Big worries","1988","66 and older","West Germany","94","0.09727447388667","0.0791862441543153","0.115362703619025"
"Big worries","1988","66 and older","East Germany","","","",""
"Some worries","1988","16-34 y.","West Germany","1950","0.513660449842034","0.497800249163296","0.529520650520772"
"Some worries","1988","16-34 y.","East Germany","","","",""
"Some worries","1988","35-65 y.","West Germany","2349","0.459568189524914","0.445808097324273","0.473328281725556"
"Some worries","1988","35-65 y.","East Germany","","","",""
"Some worries","1988","66 and older","West Germany","284","0.272076495377151","0.244911655948667","0.299241334805635"
"Some worries","1988","66 and older","East Germany","","","",""
"No worries","1988","16-34 y.","West Germany","1126","0.318720421471433","0.303933817173517","0.333507025769349"
"No worries","1988","16-34 y.","East Germany","","","",""
