"plh0033","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","1991","higher vocational","287","0.434909191763425","0.399477035260106","0.470341348266744"
"No worries","1991","in school","78","0.524514542017221","0.447374026064305","0.601655057970136"
"No worries","1991","inadequately","201","0.287559458843619","0.252949303586716","0.322169614100522"
"No worries","1991","middle vocational","2123","0.381543744460839","0.370074531200125","0.393012957721554"
"No worries","1991","vocational + Abi","136","0.401792073357551","0.352369090270788","0.451215056444314"
"Some worries","1991","general elemantary","1322","0.439423101859596","0.421217540467581","0.457628663251611"
"Some worries","1991","higher education","798","0.418945133614287","0.395317086303413","0.442573180925161"
"Some worries","1991","higher vocational","337","0.418943428771256","0.383679875537841","0.454206982004672"
"Some worries","1991","in school","59","0.379184109044099","0.30423928751086","0.454128930577337"
"Some worries","1991","inadequately","317","0.490534041268538","0.45230815465496","0.528759927882116"
"Some worries","1991","middle vocational","3241","0.447664420392847","0.435923969795623","0.459404870990071"
"Some worries","1991","vocational + Abi","186","0.48945047563479","0.439056861470319","0.53984408979926"
"Big worries","1992","general elemantary","622","0.200680691352062","0.185771145177528","0.215590237526595"
"Big worries","1992","higher education","283","0.130313796732444","0.114080020366482","0.146547573098406"
"Big worries","1992","higher vocational","125","0.137022872139185","0.112655227677477","0.161390516600894"
"Big worries","1992","in school","","","",""
"Big worries","1992","inadequately","178","0.316869275150955","0.280247092789865","0.353491457512044"
"Big worries","1992","middle vocational","1406","0.166132453761117","0.157212897100512","0.175052010421723"
"Big worries","1992","vocational + Abi","64","0.122844495704906","0.0901399021709506","0.155549089238861"
"No worries","1992","general elemantary","794","0.324273871130124","0.306848067634134","0.341699674626114"
"No worries","1992","higher education","510","0.396091225293537","0.372506742848595","0.419675707738479"
"No worries","1992","higher vocational","248","0.36446117937811","0.330356493532268","0.398565865223951"
"No worries","1992","in school","77","0.489702038333384","0.417275051314767","0.562129025352"
"No worries","1992","inadequately","163","0.276376064940348","0.241174747105671","0.311577382775025"
"No worries","1992","middle vocational","1871","0.333850832502982","0.322549504766797","0.345152160239166"
"No worries","1992","vocational + Abi","127","0.369053146576158","0.320976578943337","0.41712971420898"
"Some worries","1992","general elemantary","1356","0.475045437517814","0.456455415205279","0.49363545983035"
"Some worries","1992","higher education","859","0.473594977974019","0.449517742192394","0.497672213755645"
"Some worries","1992","higher vocational","392","0.498515948482705","0.463084780845379","0.533947116120032"
"Some worries","1992","in school","81","0.421253895380326","0.349715605928091","0.492792184832561"
"Some worries","1992","inadequately","279","0.406754659908698","0.368088086899485","0.445421232917911"
"Some worries","1992","middle vocational","3412","0.500016713735901","0.488034487999108","0.511998939472695"
"Some worries","1992","vocational + Abi","196","0.508102357718936","0.458293614458292","0.55791110097958"
"Big worries","1993","general elemantary","622","0.189803344807278","0.174956716095634","0.204649973518921"
"Big worries","1993","higher education","248","0.130511577339464","0.1141831020394","0.146840052639529"
"Big worries","1993","higher vocational","125","0.153453847172519","0.127502900951807","0.179404793393231"
"Big worries","1993","in school","","","",""
"Big worries","1993","inadequately","196","0.313500410626131","0.276472548934922","0.35052827231734"
"Big worries","1993","middle vocational","1359","0.172031635859234","0.16296009720082","0.181103174517649"
"Big worries","1993","vocational + Abi","62","0.126191043997","0.0930644373226768","0.159317650671324"
"No worries","1993","general elemantary","757","0.332893566272037","0.315052082904039","0.350735049640035"
"No worries","1993","higher education","493","0.365481392448808","0.342139071873957","0.38882371302366"
"No worries","1993","higher vocational","225","0.314642566824977","0.281207184863669","0.348077948786286"
"No worries","1993","in school","66","0.416162350947339","0.345132701785324","0.487192000109354"
"No worries","1993","inadequately","112","0.247034817937291","0.212611243318041","0.281458392556541"
"No worries","1993","middle vocational","1829","0.321220454616925","0.309996758642901","0.33244415059095"
"No worries","1993","vocational + Abi","108","0.325225401539624","0.278492146569002","0.371958656510246"
"Some worries","1993","general elemantary","1301","0.477303088920685","0.458392598874628","0.496213578966742"
"Some worries","1993","higher education","894","0.504007030211727","0.479771904875627","0.528242155547828"
"Some worries","1993","higher vocational","391","0.531903586002504","0.495976408206723","0.567830763798285"
"Some worries","1993","in school","92","0.48232302443207","0.410318357033","0.55432769183114"
"Some worries","1993","inadequately","295","0.439464771436578","0.399850385848702","0.479079157024455"
"Some worries","1993","middle vocational","3461","0.506747909523841","0.494730790167155","0.518765028880526"
"Some worries","1993","vocational + Abi","216","0.548583554463376","0.498939811408562","0.598227297518189"
"Big worries","1994","general elemantary","625","0.216990794731638","0.200790821852215","0.23319076761106"
"Big worries","1994","higher education","247","0.14026020898954","0.123514874612836","0.157005543366243"
"Big worries","1994","higher vocational","136","0.175872114313293","0.148661711700536","0.20308251692605"
"Big worries","1994","in school","40","0.173944986904547","0.125583178345025","0.22230679546407"
"Big worries","1994","inadequately","190","0.34222019839228","0.302712084708448","0.381728312076111"
"Big worries","1994","middle vocational","1419","0.183698411436927","0.174334799051498","0.193062023822355"
"Big worries","1994","vocational + Abi","88","0.181705951303741","0.143582598515563","0.219829304091919"
"No worries","1994","general elemantary","617","0.291509655150116","0.273648742838348","0.309370567461884"
"No worries","1994","higher education","474","0.366096525103451","0.342866352370301","0.389326697836601"
"No worries","1994","higher vocational","209","0.31319908648243","0.280050512813643","0.346347660151217"
"No worries","1994","in school","78","0.40146191913822","0.338921590203656","0.464002248072784"
"No worries","1994","inadequately","99","0.190280593239185","0.157594897689703","0.222966288788667"
"No worries","1994","middle vocational","1607","0.288670173850763","0.2777129162294","0.299627431472125"
"No worries","1994","vocational + Abi","101","0.286143984559235","0.24146025261778","0.33082771650069"
"Some worries","1994","general elemantary","1245","0.491499550118246","0.471851591649956","0.511147508586537"
"Some worries","1994","higher education","931","0.493643265907009","0.469534333851262","0.517752197962757"
"Some worries","1994","higher vocational","407","0.510928799204277","0.475201070564418","0.546656527844137"
"Some worries","1994","in school","118","0.424593093957233","0.36153133392996","0.487654853984505"
"Some worries","1994","inadequately","265","0.467499208368535","0.425951815425839","0.509046601311232"
"Some worries","1994","middle vocational","3544","0.52763141471231","0.515559636926316","0.539703192498304"
"Some worries","1994","vocational + Abi","204","0.532150064137024","0.482818809339464","0.581481318934584"
"Big worries","1995","general elemantary","592","0.202688415096231","0.186866802320995","0.218510027871467"
"Big worries","1995","higher education","274","0.142929480471179","0.126540564589185","0.159318396353173"
"Big worries","1995","higher vocational","136","0.160421743310123","0.134295576503773","0.186547910116473"
"Big worries","1995","in school","44","0.138903728774414","0.0985385999105365","0.179268857638291"
"Big worries","1995","inadequately","169","0.342479670557169","0.30188767238068","0.383071668733658"
"Big worries","1995","middle vocational","1349","0.170743568890427","0.161739562457044","0.179747575323811"
"Big worries","1995","vocational + Abi","92","0.165985822584623","0.132631174962173","0.199340470207074"
"No worries","1995","general elemantary","708","0.345528331147349","0.326812483228334","0.364244179066364"
"No worries","1995","higher education","590","0.403698385423079","0.380724072136879","0.426672698709278"
"No worries","1995","higher vocational","242","0.374052168010849","0.339605386840728","0.408498949180971"
"No worries","1995","in school","88","0.353611950597472","0.297812019448969","0.409411881745975"
"No worries","1995","inadequately","107","0.224840929445695","0.189129968076197","0.260551890815193"
"No worries","1995","middle vocational","1799","0.315440723328093","0.304321265678463","0.326560180977723"
"No worries","1995","vocational + Abi","116","0.272190255501016","0.232289661385637","0.312090849616394"
"Some worries","1995","general elemantary","1180","0.45178325375642","0.432196454878617","0.471370052634223"
"Some worries","1995","higher education","888","0.453372134105742","0.43006148669608","0.476682781515404"
"Some worries","1995","higher vocational","380","0.465526088679028","0.430016245358266","0.501035931999789"
"Some worries","1995","in school","150","0.507484320628115","0.449133780339836","0.565834860916393"
"Some worries","1995","inadequately","249","0.432679399997136","0.390298924459308","0.475059875534965"
"Some worries","1995","middle vocational","3561","0.513815707781479","0.501855923530892","0.525775492032067"
"Some worries","1995","vocational + Abi","270","0.561823921914361","0.517344555922013","0.606303287906709"
"Big worries","1996","general elemantary","565","0.189868935449511","0.174151846759888","0.205586024139135"
"Big worries","1996","higher education","240","0.11265989471293","0.0979177882841834","0.127402001141677"
"Big worries","1996","higher vocational","115","0.147697914401053","0.122588628249981","0.172807200552124"
"Big worries","1996","in school","58","0.179749975244691","0.13563265323335","0.223867297256033"
"Big worries","1996","inadequately","171","0.383952616255421","0.340934318689872","0.42697091382097"
"Big worries","1996","middle vocational","1282","0.165870767573204","0.156916590480728","0.17482494466568"
"Big worries","1996","vocational + Abi","95","0.162515099133299","0.129338135428288","0.195692062838311"
"No worries","1996","general elemantary","620","0.312470101856269","0.293895584737363","0.331044618975174"
"No worries","1996","higher education","554","0.389645624033613","0.366907441465416","0.412383806601811"
"No worries","1996","higher vocational","206","0.281272224431845","0.249452526883088","0.313091921980602"
"No worries","1996","in school","94","0.346260193728382","0.291595698100089","0.400924689356676"
"No worries","1996","inadequately","89","0.183569373721188","0.149326744607002","0.217812002835374"
"No worries","1996","middle vocational","1677","0.296535582907462","0.285540878548506","0.307530287266418"
"No worries","1996","vocational + Abi","108","0.255881466237932","0.216640312982732","0.295122619493132"
"Some worries","1996","general elemantary","1207","0.49766096269422","0.477623960049266","0.517697965339174"
"Some worries","1996","higher education","973","0.497694481253456","0.474381640148269","0.521007322358644"
"Some worries","1996","higher vocational","446","0.571029861167102","0.536003634842052","0.606056087492153"
"Some worries","1996","in school","139","0.473989831026926","0.416620051774405","0.531359610279447"
"Some worries","1996","inadequately","231","0.432478010023391","0.388657169148659","0.476298850898123"
"Some worries","1996","middle vocational","3670","0.537593649519334","0.525591389218376","0.549595909820293"
"Some worries","1996","vocational + Abi","272","0.581603434628769","0.537241669018594","0.625965200238944"
"Big worries","1997","general elemantary","624","0.236217380707541","0.218992648359133","0.253442113055949"
"Big worries","1997","higher education","277","0.146742205879705","0.130266884845938","0.163217526913472"
"Big worries","1997","higher vocational","127","0.150360355097338","0.12498251473965","0.175738195455027"
"Big worries","1997","in school","80","0.244067314669174","0.196405873809059","0.29172875552929"
"Big worries","1997","inadequately","164","0.368986185016303","0.325033836841677","0.412938533190928"
"Big worries","1997","middle vocational","1443","0.197910403180412","0.18822307548298","0.207597730877845"
"Big worries","1997","vocational + Abi","86","0.152736818234432","0.119755270823158","0.185718365645706"
"No worries","1997","general elemantary","481","0.243132937342194","0.225737178705455","0.260528695978934"
"No worries","1997","higher education","455","0.314969607890689","0.293342149902359","0.336597065879019"
"No worries","1997","higher vocational","180","0.278559394330118","0.246729895436471","0.310388893223765"
"No worries","1997","in school","84","0.323658183505078","0.271742663313522","0.375573703696633"
"No worries","1997","inadequately","79","0.176196353917124","0.141493282900065","0.210899424934183"
"No worries","1997","middle vocational","1337","0.249685437318377","0.239161541697654","0.260209332939099"
"No worries","1997","vocational + Abi","97","0.252746995511158","0.212902638134071","0.292591352888246"
"Some worries","1997","general elemantary","1231","0.520649681950265","0.500391009370151","0.540908354530378"
"Some worries","1997","higher education","1040","0.538288186229606","0.515076368588496","0.561500003870716"
"Some worries","1997","higher vocational","455","0.571080250572544","0.535939810347787","0.6062206907973"
"Some worries","1997","in school","148","0.432274501825748","0.377305252834268","0.487243750817228"
"Some worries","1997","inadequately","220","0.454817461066574","0.40946016786316","0.500174754269987"
"Some worries","1997","middle vocational","3718","0.552404159501211","0.540314064080083","0.564494254922339"
"Some worries","1997","vocational + Abi","274","0.594516186254409","0.549501047426361","0.639531325082458"
"Big worries","1998","general elemantary","723","0.25096119373589","0.23409009751759","0.267832289954189"
"Big worries","1998","higher education","362","0.17247953627359","0.155805037244993","0.189154035302188"
"Big worries","1998","higher vocational","173","0.201620800864087","0.174226718348051","0.229014883380123"
"Big worries","1998","in school","80","0.221070220277494","0.17650046492407","0.265639975630917"
"Big worries","1998","inadequately","148","0.32314906456128","0.279549221640412","0.366748907482148"
"Big worries","1998","middle vocational","1849","0.240806259546367","0.230809887535037","0.250802631557697"
"Big worries","1998","vocational + Abi","120","0.216927244279413","0.181192082891016","0.25266240566781"
"No worries","1998","general elemantary","557","0.262420318880936","0.245300819564653","0.279539818197219"
"No worries","1998","higher education","581","0.345955225700453","0.32496059096007","0.366949860440835"
"No worries","1998","higher vocational","203","0.286929490692265","0.256045151275542","0.317813830108989"
"No worries","1998","in school","85","0.29635333271325","0.247306812569017","0.345399852857483"
"No worries","1998","inadequately","68","0.161636132353166","0.127318093812235","0.195954170894097"
"No worries","1998","middle vocational","1512","0.242982293145678","0.232955257779142","0.253009328512214"
"No worries","1998","vocational + Abi","105","0.212157105138482","0.176709553590909","0.247604656686055"
"Some worries","1998","general elemantary","1257","0.486618487383175","0.467169263649879","0.50606771111647"
"Some worries","1998","higher education","1029","0.481565238025957","0.459512157789577","0.503618318262338"
"Some worries","1998","higher vocational","448","0.511449708443648","0.477319370282875","0.54558004660442"
"Some worries","1998","in school","168","0.482576447009256","0.428906380686938","0.536246513331574"
"Some worries","1998","inadequately","226","0.515214803085554","0.468623399100636","0.561806207070472"
"Some worries","1998","middle vocational","3667","0.516211447307955","0.504527924139064","0.527894970476846"
"Some worries","1998","vocational + Abi","286","0.570915650582105","0.528002050234245","0.613829250929965"
"Big worries","1999","general elemantary","578","0.202882120114318","0.18693546799014","0.218828772238497"
"Big worries","1999","higher education","232","0.114431698819674","0.100367346150087","0.12849605148926"
"Big worries","1999","higher vocational","126","0.150774827281558","0.126283235385431","0.175266419177685"
"Big worries","1999","in school","47","0.146909435859485","0.10793849646435","0.185880375254619"
"Big worries","1999","inadequately","133","0.31463807579243","0.270332591217091","0.358943560367769"
"Big worries","1999","middle vocational","1329","0.170246562603618","0.161410919750697","0.17908220545654"
"Big worries","1999","vocational + Abi","87","0.167497114919963","0.135056749403424","0.199937480436502"
"No worries","1999","general elemantary","683","0.330356978353477","0.311706079201346","0.349007877505608"
"No worries","1999","higher education","689","0.406612094861253","0.384910330911521","0.428313858810984"
"No worries","1999","higher vocational","236","0.304469264686445","0.272972129309684","0.335966400063206"
"No worries","1999","in school","89","0.298808546327254","0.248419832357892","0.349197260296616"
"No worries","1999","inadequately","78","0.18564443056349","0.148547338884601","0.22274152224238"
"No worries","1999","middle vocational","1929","0.323910273858983","0.312909101305949","0.334911446412017"
"No worries","1999","vocational + Abi","130","0.267090482445831","0.228654004340186","0.305526960551476"
"Some worries","1999","general elemantary","1182","0.466760901532205","0.446977790645132","0.486544012419277"
"Some worries","1999","higher education","1047","0.478956206319073","0.456885280036736","0.501027132601411"
"Some worries","1999","higher vocational","458","0.544755908031997","0.510670829535431","0.578840986528564"
"Some worries","1999","in school","181","0.554282017813261","0.499566069271614","0.608997966354908"
"Some worries","1999","inadequately","211","0.49971749364408","0.45201272427718","0.547422263010979"
"Some worries","1999","middle vocational","3693","0.505843163537399","0.494089728988322","0.517596598086476"
"Some worries","1999","vocational + Abi","292","0.565412402634206","0.52234878316682","0.608476022101592"
"Big worries","2000","general elemantary","767","0.203327633461634","0.190067561243169","0.2165877056801"
"Big worries","2000","higher education","452","0.114897038382888","0.104779025637549","0.125015051128227"
"Big worries","2000","higher vocational","313","0.159313908099343","0.142757743643271","0.175870072555414"
"Big worries","2000","in school","69","0.138474487815053","0.1078922679638","0.169056707666305"
