"plh0033","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","general elemantary","798","0.207493074184456","0.193928238885614","0.221057909483299"
"Big worries","1984","higher education","86","0.101446657578733","0.080285690193805","0.122607624963661"
"Big worries","1984","higher vocational","114","0.181228970981286","0.151570030393025","0.210887911569547"
"Big worries","1984","in school","33","0.177661191724738","0.12228230451324","0.233040078936236"
"Big worries","1984","inadequately","316","0.306104523596526","0.277596760797079","0.334612286395974"
"Big worries","1984","middle vocational","1092","0.17935910968434","0.169355375039346","0.189362844329335"
"Big worries","1984","vocational + Abi","60","0.138840019144053","0.10028613806231","0.177393900225796"
"No worries","1984","general elemantary","1131","0.371537292925398","0.355373169743081","0.387701416107715"
"No worries","1984","higher education","444","0.584651199376212","0.550113005954443","0.619189392797982"
"No worries","1984","higher vocational","259","0.411364255890249","0.37347664856968","0.449251863210817"
"No worries","1984","in school","57","0.319556811058515","0.25199636301007","0.38711725910696"
"No worries","1984","inadequately","303","0.303881858419127","0.275432328322289","0.332331388515964"
"No worries","1984","middle vocational","2004","0.381941753109338","0.369272904730039","0.394610601488636"
"No worries","1984","vocational + Abi","108","0.402989679397542","0.348299829331869","0.457679529463215"
"Some worries","1984","general elemantary","1504","0.420969632890146","0.40445430334305","0.437484962437242"
"Some worries","1984","higher education","252","0.313902143045055","0.281375826349592","0.346428459740517"
"Some worries","1984","higher vocational","275","0.407406773128465","0.369575317468131","0.445238228788799"
"Some worries","1984","in school","93","0.502781997216747","0.430340765178003","0.575223229255491"
"Some worries","1984","inadequately","385","0.390013617984347","0.359843209512055","0.420184026456639"
"Some worries","1984","middle vocational","2554","0.438699137206322","0.425760006137365","0.451638268275279"
"Some worries","1984","vocational + Abi","141","0.458170301458405","0.402616507775296","0.513724095141514"
"Big worries","1985","general elemantary","696","0.210993273590135","0.196448610177205","0.225537937003066"
"Big worries","1985","higher education","81","0.105615374237285","0.0836194004706846","0.127611348003885"
"Big worries","1985","higher vocational","82","0.130235877225603","0.10365778528536","0.156813969165846"
"Big worries","1985","in school","30","0.163117098189295","0.109876329433402","0.216357866945188"
"Big worries","1985","inadequately","234","0.31145709416325","0.279857192256972","0.343056996069527"
"Big worries","1985","middle vocational","1036","0.189339284723793","0.178619476559438","0.200059092888149"
"Big worries","1985","vocational + Abi","64","0.171596659848509","0.127356027585701","0.215837292111317"
"No worries","1985","general elemantary","942","0.354552074356788","0.337499119694026","0.371605029019549"
"No worries","1985","higher education","407","0.576097577665287","0.540730560513134","0.61146459481744"
"No worries","1985","higher vocational","265","0.435475892085619","0.396321449982035","0.474630334189203"
"No worries","1985","in school","70","0.398872406242142","0.328311759079639","0.469433053404646"
"No worries","1985","inadequately","233","0.264947360235182","0.234833936452777","0.295060784017588"
"No worries","1985","middle vocational","1722","0.357467288617596","0.344353962615542","0.37058061461965"
"No worries","1985","vocational + Abi","101","0.398396894517434","0.340951000014238","0.455842789020631"
"Some worries","1985","general elemantary","1385","0.434454652053077","0.416784716702141","0.452124587404014"
"Some worries","1985","higher education","262","0.318287048097428","0.28494995597373","0.351624140221126"
"Some worries","1985","higher vocational","269","0.434288230688778","0.395146108169191","0.473430353208366"
"Some worries","1985","in school","85","0.438010495568563","0.366516661530438","0.509504329606688"
"Some worries","1985","inadequately","358","0.423595545601568","0.389877649103693","0.457313442099443"
"Some worries","1985","middle vocational","2373","0.453193426658611","0.439572528428752","0.466814324888469"
"Some worries","1985","vocational + Abi","114","0.430006445634057","0.371914162625931","0.488098728642182"
"Big worries","1986","general elemantary","577","0.1733183874772","0.159455520910888","0.187181254043512"
"Big worries","1986","higher education","71","0.0882829748048892","0.0679107496931183","0.10865519991666"
"Big worries","1986","higher vocational","71","0.125074175650752","0.0978934279022149","0.152254923399289"
"Big worries","1986","in school","","","",""
"Big worries","1986","inadequately","202","0.24158645547207","0.211547133842246","0.271625777101895"
"Big worries","1986","middle vocational","856","0.158511013379634","0.148322414727613","0.168699612031656"
"Big worries","1986","vocational + Abi","45","0.0944413610851739","0.0600025924914862","0.128880129678862"
"No worries","1986","general elemantary","1046","0.412349759584251","0.394321495292967","0.430378023875535"
"No worries","1986","higher education","418","0.588784970233468","0.553451784030251","0.624118156436684"
"No worries","1986","higher vocational","277","0.49192907131444","0.450851441669593","0.533006700959287"
"No worries","1986","in school","87","0.484460592929128","0.412445688468538","0.556475497389718"
"No worries","1986","inadequately","221","0.300901349916818","0.268714232115087","0.333088467718549"
"No worries","1986","middle vocational","1992","0.435798909569017","0.421965776785777","0.449632042352258"
"No worries","1986","vocational + Abi","107","0.464561788942005","0.40582845826848","0.52329511961553"
"Some worries","1986","general elemantary","1241","0.414331852938549","0.396290813845818","0.432372892031281"
"Some worries","1986","higher education","256","0.322932054961643","0.28935507284931","0.356509037073977"
"Some worries","1986","higher vocational","221","0.382996753034808","0.343054438376823","0.422939067692793"
"Some worries","1986","in school","72","0.36794714128077","0.298455648138708","0.437438634422831"
"Some worries","1986","inadequately","357","0.457512194611112","0.422550126311373","0.492474262910851"
"Some worries","1986","middle vocational","2088","0.405690077051348","0.391991855095908","0.419388299006789"
"Some worries","1986","vocational + Abi","125","0.440996849972821","0.382526852140059","0.499466847805583"
"Big worries","1987","general elemantary","538","0.170404521789048","0.156495370522531","0.184313673055565"
"Big worries","1987","higher education","71","0.0919438555008469","0.0710830029493325","0.112804708052361"
"Big worries","1987","higher vocational","60","0.0956727170868298","0.0712233531088767","0.120122081064783"
"Big worries","1987","in school","","","",""
"Big worries","1987","inadequately","204","0.288414613470463","0.255970992183516","0.32085823475741"
"Big worries","1987","middle vocational","815","0.153711036388438","0.143624762060198","0.163797310716678"
"Big worries","1987","vocational + Abi","45","0.127143273596837","0.0877701454622799","0.166516401731395"
"No worries","1987","general elemantary","969","0.391786953808435","0.373728534389172","0.409845373227698"
"No worries","1987","higher education","412","0.584844620848308","0.549270028538072","0.620419213158543"
"No worries","1987","higher vocational","242","0.459177360341631","0.417755618220872","0.50059910246239"
"No worries","1987","in school","73","0.405277621731982","0.334723064446158","0.475832179017807"
"No worries","1987","inadequately","208","0.284344447441316","0.252038567055595","0.316650327827037"
"No worries","1987","middle vocational","1746","0.384195061920252","0.370592635517172","0.397797488323332"
"No worries","1987","vocational + Abi","101","0.403912658796556","0.345919011119612","0.4619063064735"
"Some worries","1987","general elemantary","1300","0.437808524402517","0.419455353046757","0.456161695758276"
"Some worries","1987","higher education","254","0.323211523650845","0.289445163910586","0.356977883391105"
"Some worries","1987","higher vocational","254","0.445149922571539","0.403840257693698","0.48645958744938"
"Some worries","1987","in school","87","0.438736458673183","0.367422113671857","0.510050803674509"
"Some worries","1987","inadequately","337","0.427240939088221","0.391814329047716","0.462667549128726"
"Some worries","1987","middle vocational","2351","0.46209390169131","0.448151510480034","0.476036292902586"
"Some worries","1987","vocational + Abi","129","0.468944067606606","0.409963031215515","0.527925103997697"
"Big worries","1988","general elemantary","592","0.194154254255249","0.179228835228211","0.209079673282288"
"Big worries","1988","higher education","71","0.0948637805405519","0.0731564581137636","0.11657110296734"
"Big worries","1988","higher vocational","50","0.0965548357507896","0.0714809062737486","0.121628765227831"
"Big worries","1988","in school","","","",""
"Big worries","1988","inadequately","191","0.286445734023135","0.25268800965004","0.320203458396229"
"Big worries","1988","middle vocational","776","0.148099048104446","0.137938878024461","0.15825921818443"
"Big worries","1988","vocational + Abi","42","0.0891024430518754","0.0548661411592322","0.123338744944519"
"No worries","1988","general elemantary","861","0.369265160022697","0.351054751198386","0.387475568847008"
"No worries","1988","higher education","371","0.556701855460287","0.519900962044618","0.593502748875956"
"No worries","1988","higher vocational","229","0.4360757121076","0.393976318949614","0.478175105265586"
"No worries","1988","in school","62","0.422918544457038","0.346370337322253","0.499466751591822"
"No worries","1988","inadequately","176","0.272997405737189","0.239732544175871","0.306262267298507"
"No worries","1988","middle vocational","1698","0.397991474217274","0.383990169804975","0.411992778629574"
"No worries","1988","vocational + Abi","89","0.421403295959854","0.362063750619749","0.48074284129996"
"Some worries","1988","general elemantary","1245","0.436580585722053","0.417866214850424","0.455294956593683"
"Some worries","1988","higher education","258","0.348434363999161","0.313137294764397","0.383731433233926"
"Some worries","1988","higher vocational","254","0.467369452141611","0.425012209246151","0.50972669503707"
"Some worries","1988","in school","78","0.441505235459525","0.364562861499367","0.518447609419683"
"Some worries","1988","inadequately","322","0.440556860239676","0.40348729943824","0.477626421041112"
"Some worries","1988","middle vocational","2221","0.45390947767828","0.439668256292033","0.468150699064527"
"Some worries","1988","vocational + Abi","135","0.48949426098827","0.429420974879398","0.549567547097143"
"Big worries","1989","general elemantary","487","0.161721185874469","0.147424805883148","0.17601756586579"
"Big worries","1989","higher education","39","0.0531066451476436","0.0363381268005749","0.0698751634947123"
"Big worries","1989","higher vocational","43","0.0829780504478495","0.0589903998772281","0.106965701018471"
"Big worries","1989","in school","","","",""
"Big worries","1989","inadequately","180","0.286254256133611","0.251371083617754","0.321137428649468"
"Big worries","1989","middle vocational","635","0.120286978449319","0.11085571646248","0.129718240436157"
"Big worries","1989","vocational + Abi","35","0.0840418856015976","0.0519427864864574","0.116140984716738"
"No worries","1989","general elemantary","916","0.413904521042891","0.394780348650119","0.433028693435662"
"No worries","1989","higher education","405","0.618778800640482","0.582460463374094","0.655097137906871"
"No worries","1989","higher vocational","256","0.498305676601935","0.454826256242024","0.541785096961847"
"No worries","1989","in school","78","0.480705553756596","0.406038283150022","0.55537282436317"
"No worries","1989","inadequately","175","0.294255966281857","0.25908741488042","0.329424517683294"
"No worries","1989","middle vocational","1829","0.433530943262816","0.419163213956462","0.447898672569171"
"No worries","1989","vocational + Abi","133","0.53806710992219","0.480388496909413","0.595745722934968"
"Some worries","1989","general elemantary","1145","0.424374293082641","0.405183496426176","0.443565089739105"
"Some worries","1989","higher education","243","0.328114554211874","0.293004614257544","0.363224494166204"
"Some worries","1989","higher vocational","209","0.418716272950215","0.37581499420724","0.46161755169319"
"Some worries","1989","in school","71","0.400002291433894","0.326789004839646","0.473215578028141"
"Some worries","1989","inadequately","290","0.419489777584532","0.381406540128871","0.457573015040192"
"Some worries","1989","middle vocational","2106","0.446182078287865","0.431769902362628","0.460594254213102"
"Some worries","1989","vocational + Abi","119","0.377891004476212","0.3217960680496","0.433985940902824"
"Big worries","1990","general elemantary","633","0.185100874868825","0.171116649101985","0.199085100635666"
"Big worries","1990","higher education","302","0.127061328275674","0.111187749578004","0.142934906973343"
"Big worries","1990","higher vocational","113","0.108086192966094","0.0861556551608924","0.130016730771296"
"Big worries","1990","in school","36","0.149691934699282","0.0993584745857526","0.200025394812812"
"Big worries","1990","inadequately","185","0.296026077933647","0.260741422894744","0.331310732972551"
"Big worries","1990","middle vocational","1395","0.154073674233641","0.145634481243815","0.162512867223467"
"Big worries","1990","vocational + Abi","64","0.120529287652964","0.0873995404639479","0.15365903484198"
"No worries","1990","general elemantary","1000","0.39014835161549","0.372584924838213","0.407711778392767"
"No worries","1990","higher education","519","0.424147444391303","0.400592050883546","0.44770283789906"
"No worries","1990","higher vocational","294","0.462102699782954","0.426888188654162","0.497317210911746"
"No worries","1990","in school","74","0.441705136818609","0.371645565203488","0.511764708433729"
"No worries","1990","inadequately","163","0.26119103771922","0.227237282176231","0.295144793262208"
"No worries","1990","middle vocational","2202","0.390066830232918","0.378664829485654","0.401468830980181"
"No worries","1990","vocational + Abi","130","0.427400520248095","0.377061572396667","0.477739468099522"
"Some worries","1990","general elemantary","1330","0.424750773515685","0.4069525205051","0.442549026526269"
"Some worries","1990","higher education","870","0.448791227333023","0.425085323013886","0.472497131652161"
"Some worries","1990","higher vocational","363","0.429811107250952","0.394844707190272","0.464777507311631"
"Some worries","1990","in school","83","0.408602928482109","0.339250805703383","0.477955051260835"
"Some worries","1990","inadequately","295","0.442782884347133","0.404390044169987","0.481175724524279"
"Some worries","1990","middle vocational","3433","0.455859495533441","0.444217123884861","0.467501867182021"
"Some worries","1990","vocational + Abi","177","0.452070192098941","0.401426362851062","0.502714021346821"
"Big worries","1991","general elemantary","553","0.157859779427384","0.14448542015372","0.171234138701048"
"Big worries","1991","higher education","355","0.159599954014891","0.14206114495705","0.177138763072732"
"Big worries","1991","higher vocational","128","0.146147379465319","0.120899428108561","0.171395330822077"
"Big worries","1991","in school","","","",""
"Big worries","1991","inadequately","139","0.221906499887843","0.190132908099686","0.253680091676"
"Big worries","1991","middle vocational","1527","0.170791835146314","0.161906530896922","0.179677139395705"
"Big worries","1991","vocational + Abi","56","0.108757451007659","0.0773719072472998","0.140142994768019"
"No worries","1991","general elemantary","980","0.40271711871302","0.384726955060606","0.420707282365433"
"No worries","1991","higher education","522","0.421454912370822","0.397807433252517","0.445102391489128"
