"plh0033","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","direct migration background","Female","460","0.255710426704261","0.234165104266095","0.277255749142426"
"Big worries","1984","direct migration background","Male","531","0.275652814180162","0.255010116968218","0.296295511392106"
"Big worries","1984","indirect migration background","Female","","","",""
"Big worries","1984","indirect migration background","Male","","","",""
"Big worries","1984","no migration background","Female","779","0.171297126163431","0.160301137561495","0.182293114765366"
"Big worries","1984","no migration background","Male","728","0.180475244412741","0.168649879871219","0.192300608954263"
"No worries","1984","direct migration background","Female","436","0.29105913489343","0.268625304379541","0.313492965407319"
"No worries","1984","direct migration background","Male","488","0.282627006659366","0.261825673043035","0.303428340275698"
"No worries","1984","indirect migration background","Female","","","",""
"No worries","1984","indirect migration background","Male","","","",""
"No worries","1984","no migration background","Female","1804","0.417489919595341","0.403097475883802","0.43188236330688"
"No worries","1984","no migration background","Male","1557","0.38983502497073","0.374838565260213","0.404831484681247"
"Some worries","1984","direct migration background","Female","679","0.45323043840231","0.428645478110119","0.4778153986945"
"Some worries","1984","direct migration background","Male","781","0.441720179160472","0.418779227831647","0.464661130489296"
"Some worries","1984","indirect migration background","Female","37","0.561869623171394","0.442169228499487","0.681570017843301"
"Some worries","1984","indirect migration background","Male","","","",""
"Some worries","1984","no migration background","Female","1927","0.411212954241228","0.396852362459364","0.425573546023093"
"Some worries","1984","no migration background","Male","1778","0.429689730616529","0.414468219718021","0.444911241515037"
"Big worries","1985","direct migration background","Female","358","0.24813563034857","0.224991847194598","0.271279413502543"
"Big worries","1985","direct migration background","Male","436","0.270831091565089","0.248715145442504","0.292947037687674"
"Big worries","1985","indirect migration background","Female","","","",""
"Big worries","1985","indirect migration background","Male","","","",""
"Big worries","1985","no migration background","Female","705","0.170737944696296","0.159242617707745","0.182233271684848"
"Big worries","1985","no migration background","Male","719","0.190114663483024","0.177592429211637","0.202636897754411"
"No worries","1985","direct migration background","Female","378","0.31755586641063","0.292612006613304","0.342499726207957"
"No worries","1985","direct migration background","Male","404","0.299189634234114","0.276401135163802","0.321978133304426"
"No worries","1985","indirect migration background","Female","","","",""
"No worries","1985","indirect migration background","Male","","","",""
"No worries","1985","no migration background","Female","1545","0.386810181338628","0.371931761002174","0.401688601675081"
"No worries","1985","no migration background","Male","1411","0.384328052957335","0.368804612699688","0.399851493214982"
"Some worries","1985","direct migration background","Female","602","0.434308503240799","0.407749667935213","0.460867338546386"
"Some worries","1985","direct migration background","Male","711","0.429979274200797","0.405340943696644","0.454617604704949"
"Some worries","1985","indirect migration background","Female","43","0.660679627271341","0.554924080810085","0.766435173732596"
"Some worries","1985","indirect migration background","Male","30","0.478779710046486","0.355424828173756","0.602134591919216"
"Some worries","1985","no migration background","Female","1866","0.442451873965076","0.427278414541645","0.457625333388508"
"Some worries","1985","no migration background","Male","1642","0.425557283559642","0.409778823071804","0.441335744047479"
"Big worries","1986","direct migration background","Female","288","0.171281291980666","0.150753629920537","0.191808954040794"
"Big worries","1986","direct migration background","Male","400","0.208769987029502","0.18835808158944","0.229181892469563"
"Big worries","1986","indirect migration background","Female","","","",""
"Big worries","1986","indirect migration background","Male","","","",""
"Big worries","1986","no migration background","Female","588","0.145735322338843","0.134660159737808","0.156810484939878"
"Big worries","1986","no migration background","Male","569","0.157213365603598","0.145324509169456","0.169102222037739"
"No worries","1986","direct migration background","Female","429","0.391894397427238","0.365296029904969","0.418492764949507"
"No worries","1986","direct migration background","Male","442","0.346505900107648","0.322607199328076","0.370404600887221"
"No worries","1986","indirect migration background","Female","","","",""
"No worries","1986","indirect migration background","Male","","","",""
"No worries","1986","no migration background","Female","1695","0.45473899191826","0.439109142575268","0.470368841261252"
"No worries","1986","no migration background","Male","1565","0.445086594814963","0.428854618674474","0.461318570955452"
"Some worries","1986","direct migration background","Female","577","0.436824310592096","0.409799895523456","0.463848725660736"
"Some worries","1986","direct migration background","Male","681","0.44472411286285","0.419766796433163","0.469681429292537"
"Some worries","1986","indirect migration background","Female","40","0.392867895848739","0.286509825061542","0.499225966635937"
"Some worries","1986","indirect migration background","Male","30","0.359166138935197","0.247572526795054","0.470759751075341"
"Some worries","1986","no migration background","Female","1616","0.399525685742897","0.384151538233385","0.414899833252408"
"Some worries","1986","no migration background","Male","1467","0.39770003958144","0.381714740554621","0.413685338608258"
"Big worries","1987","direct migration background","Female","308","0.192325573916735","0.170859634899746","0.213791512933725"
"Big worries","1987","direct migration background","Male","357","0.226337231065807","0.205181772239336","0.247492689892279"
"Big worries","1987","indirect migration background","Female","","","",""
"Big worries","1987","indirect migration background","Male","","","",""
"Big worries","1987","no migration background","Female","569","0.144235961545072","0.133093348340892","0.155378574749253"
