"plh0033","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Schleswig-Holstein","West Germany","60","0.151763379664589","0.115924062219467","0.187602697109712"
"Big worries","1984","Schleswig-Holstein","East Germany","","","",""
"Big worries","1984","Hamburg","West Germany","73","0.191516436665905","0.147571245642187","0.235461627689623"
"Big worries","1984","Hamburg","East Germany","","","",""
"Big worries","1984","Lower Saxony","West Germany","241","0.181262081558094","0.159591793647624","0.202932369468565"
"Big worries","1984","Lower Saxony","East Germany","","","",""
"Big worries","1984","Bremen","West Germany","56","0.374183092499405","0.291631234673904","0.456734950324905"
"Big worries","1984","Bremen","East Germany","","","",""
"Big worries","1984","North Rhine-Westphalia","West Germany","767","0.211686008072727","0.197582939019915","0.225789077125538"
"Big worries","1984","North Rhine-Westphalia","East Germany","","","",""
"Big worries","1984","Hesse","West Germany","258","0.184325822529299","0.162743971246488","0.205907673812111"
"Big worries","1984","Hesse","East Germany","","","",""
"Big worries","1984","Rhineland-Palatinate,Saarland","West Germany","190","0.219749310794633","0.191846770061349","0.247651851527916"
"Big worries","1984","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Big worries","1984","Baden-Württemberg","West Germany","404","0.145053831838677","0.130499664923779","0.159607998753574"
"Big worries","1984","Baden-Württemberg","East Germany","","","",""
"Big worries","1984","Bavaria","West Germany","381","0.156453305739287","0.140799685931616","0.172106925546959"
"Big worries","1984","Bavaria","East Germany","","","",""
"Big worries","1984","Berlin","West Germany","98","0.186511803925089","0.148669316482454","0.224354291367723"
"Big worries","1984","Berlin","East Germany","","","",""
"Big worries","1984","Brandenburg","West Germany","","","",""
"Big worries","1984","Brandenburg","East Germany","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","West Germany","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","East Germany","","","",""
"Big worries","1984","Saxony","West Germany","","","",""
"Big worries","1984","Saxony","East Germany","","","",""
"Big worries","1984","Saxony-Anhalt","West Germany","","","",""
"Big worries","1984","Saxony-Anhalt","East Germany","","","",""
"Big worries","1984","Thuringia","West Germany","","","",""
"Big worries","1984","Thuringia","East Germany","","","",""
"Some worries","1984","Schleswig-Holstein","West Germany","155","0.374505102535973","0.32615933254737","0.422850872524576"
"Some worries","1984","Schleswig-Holstein","East Germany","","","",""
"Some worries","1984","Hamburg","West Germany","120","0.398163703039553","0.343494498532906","0.4528329075462"
"Some worries","1984","Hamburg","East Germany","","","",""
"Some worries","1984","Lower Saxony","West Germany","552","0.447627085491805","0.4196557556979","0.47559841528571"
"Some worries","1984","Lower Saxony","East Germany","","","",""
"Some worries","1984","Bremen","West Germany","37","0.289978794960176","0.212571853911442","0.367385736008911"
"Some worries","1984","Bremen","East Germany","","","",""
"Some worries","1984","North Rhine-Westphalia","West Germany","1390","0.417863134584394","0.400835766723164","0.434890502445623"
"Some worries","1984","North Rhine-Westphalia","East Germany","","","",""
"Some worries","1984","Hesse","West Germany","515","0.388580074955294","0.361450230361105","0.415709919549483"
"Some worries","1984","Hesse","East Germany","","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","West Germany","399","0.464437869315979","0.430830721834453","0.498045016797506"
"Some worries","1984","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Some worries","1984","Baden-Württemberg","West Germany","979","0.438724368409679","0.418215706030145","0.459233030789212"
"Some worries","1984","Baden-Württemberg","East Germany","","","",""
"Some worries","1984","Bavaria","West Germany","913","0.434551189857741","0.413191990727234","0.455910388988248"
"Some worries","1984","Bavaria","East Germany","","","",""
"Some worries","1984","Berlin","West Germany","165","0.365409380573885","0.318626435662012","0.412192325485759"
"Some worries","1984","Berlin","East Germany","","","",""
"Some worries","1984","Brandenburg","West Germany","","","",""
"Some worries","1984","Brandenburg","East Germany","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","West Germany","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","East Germany","","","",""
"Some worries","1984","Saxony","West Germany","","","",""
"Some worries","1984","Saxony","East Germany","","","",""
"Some worries","1984","Saxony-Anhalt","West Germany","","","",""
"Some worries","1984","Saxony-Anhalt","East Germany","","","",""
"Some worries","1984","Thuringia","West Germany","","","",""
"Some worries","1984","Thuringia","East Germany","","","",""
"No worries","1984","Schleswig-Holstein","West Germany","170","0.473731517799438","0.423855985156628","0.523607050442248"
"No worries","1984","Schleswig-Holstein","East Germany","","","",""
"No worries","1984","Hamburg","West Germany","115","0.410319860294542","0.355385730106508","0.465253990482576"
"No worries","1984","Hamburg","East Germany","","","",""
"No worries","1984","Lower Saxony","West Germany","421","0.371110832950101","0.343935328124828","0.398286337775374"
"No worries","1984","Lower Saxony","East Germany","","","",""
"No worries","1984","Bremen","West Germany","39","0.335838112540419","0.25527001833557","0.416406206745268"
"No worries","1984","Bremen","East Germany","","","",""
"No worries","1984","North Rhine-Westphalia","West Germany","1066","0.37045085734288","0.353778459739939","0.38712325494582"
"No worries","1984","North Rhine-Westphalia","East Germany","","","",""
"No worries","1984","Hesse","West Germany","467","0.427094102515407","0.399561917320712","0.454626287710101"
"No worries","1984","Hesse","East Germany","","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","West Germany","257","0.315812819889388","0.28448968264112","0.347135957137655"
"No worries","1984","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No worries","1984","Baden-Württemberg","West Germany","866","0.416221799751645","0.395849516243529","0.436594083259761"
"No worries","1984","Baden-Württemberg","East Germany","","","",""
"No worries","1984","Bavaria","West Germany","775","0.408995504402971","0.387810795289898","0.430180213516045"
"No worries","1984","Bavaria","East Germany","","","",""
"No worries","1984","Berlin","West Germany","144","0.448078815501026","0.399765524224757","0.496392106777295"
"No worries","1984","Berlin","East Germany","","","",""
"No worries","1984","Brandenburg","West Germany","","","",""
"No worries","1984","Brandenburg","East Germany","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","West Germany","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","East Germany","","","",""
"No worries","1984","Saxony","West Germany","","","",""
"No worries","1984","Saxony","East Germany","","","",""
"No worries","1984","Saxony-Anhalt","West Germany","","","",""
"No worries","1984","Saxony-Anhalt","East Germany","","","",""
"No worries","1984","Thuringia","West Germany","","","",""
"No worries","1984","Thuringia","East Germany","","","",""
"Big worries","1985","Schleswig-Holstein","West Germany","65","0.167512263950207","0.128221037983624","0.206803489916789"
"Big worries","1985","Schleswig-Holstein","East Germany","","","",""
"Big worries","1985","Hamburg","West Germany","61","0.15616398437243","0.113102773614179","0.199225195130682"
"Big worries","1985","Hamburg","East Germany","","","",""
