"plh0033","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","West Germany","Male","1272","0.190802402223955","0.180794729347388","0.200810075100522","1"
"Big worries","1984","West Germany","Female","1256","0.178819651497108","0.169243254903653","0.188396048090563","1"
"Big worries","1984","East Germany","Male","","","","","1"
"Big worries","1984","East Germany","Female","","","","","1"
"No worries","1984","West Germany","Male","2068","0.378403533252059","0.36605129244843","0.390755774055688","3"
"No worries","1984","West Germany","Female","2252","0.40562879088577","0.393358114682339","0.4178994670892","3"
"No worries","1984","East Germany","Male","","","","","3"
"No worries","1984","East Germany","Female","","","","","3"
"Some worries","1984","West Germany","Male","2582","0.430794064523985","0.418182079248795","0.443406049799176","2"
"Some worries","1984","West Germany","Female","2643","0.415551557617122","0.403235809799328","0.427867305434916","2"
"Some worries","1984","East Germany","Male","","","","","2"
"Some worries","1984","East Germany","Female","","","","","2"
"Big worries","1985","West Germany","Male","1168","0.198628171617069","0.187973198103344","0.209283145130794","1"
"Big worries","1985","West Germany","Female","1077","0.176736021145477","0.166683422225051","0.186788620065904","1"
"Big worries","1985","East Germany","Male","","","","","1"
"Big worries","1985","East Germany","Female","","","","","1"
"No worries","1985","West Germany","Male","1835","0.375120793857891","0.362190793931076","0.388050793784705","3"
"No worries","1985","West Germany","Female","1943","0.380200933502529","0.367407759404123","0.392994107600935","3"
"No worries","1985","East Germany","Male","","","","","3"
"No worries","1985","East Germany","Female","","","","","3"
"Some worries","1985","West Germany","Male","2383","0.42625103452504","0.413043900129295","0.439458168920786","2"
"Some worries","1985","West Germany","Female","2511","0.443063045351994","0.429971767401287","0.4561543233027","2"
"Some worries","1985","East Germany","Male","","","","","2"
"Some worries","1985","East Germany","Female","","","","","2"
"Big worries","1986","West Germany","Male","985","0.163554134610295","0.153496288227798","0.173611980992792","1"
"Big worries","1986","West Germany","Female","890","0.147955440388977","0.138373032535425","0.15753784824253","1"
"Big worries","1986","East Germany","Male","","","","","1"
"Big worries","1986","East Germany","Female","","","","","1"
"No worries","1986","West Germany","Male","2032","0.433768408808368","0.420291778260301","0.447245039356434","3"
"No worries","1986","East Germany","Male","","","","","3"
"No worries","1986","West Germany","Female","2151","0.44917533067909","0.435750999193874","0.462599662164305","3"
"No worries","1986","East Germany","Female","","","","","3"
"Some worries","1986","West Germany","Male","2178","0.402677456581338","0.389341062309397","0.416013850853279","2"
"Some worries","1986","West Germany","Female","2233","0.402869228931933","0.389632069404978","0.416106388458888","2"
"Some worries","1986","East Germany","Male","","","","","2"
"Some worries","1986","East Germany","Female","","","","","2"
"Big worries","1987","West Germany","Male","895","0.15702543590185","0.147075327263283","0.166975544540417","1"
"Big worries","1987","West Germany","Female","894","0.148753377963661","0.13908714788276","0.158419608044561","1"
"Big worries","1987","East Germany","Male","","","","","1"
"Big worries","1987","East Germany","Female","","","","","1"
"No worries","1987","West Germany","Male","1857","0.394503316109821","0.381136843983841","0.4078697882358","3"
"No worries","1987","East Germany","Male","","","","","3"
"No worries","1987","West Germany","Female","1938","0.41561356461425","0.402226328316465","0.429000800912036","3"
"No worries","1987","East Germany","Female","","","","","3"
"Some worries","1987","West Germany","Male","2384","0.448471247988329","0.434869743005538","0.46207275297112","2"
"Some worries","1987","West Germany","Female","2374","0.435633057422089","0.422163999924014","0.449102114920164","2"
"Some worries","1987","East Germany","Male","","","","","2"
"Some worries","1987","East Germany","Female","","","","","2"
"Big worries","1988","West Germany","Male","909","0.156253212603205","0.146087770211136","0.166418654995274","1"
"Big worries","1988","West Germany","Female","867","0.152038438811962","0.142070075507159","0.162006802116766","1"
"Big worries","1988","East Germany","Male","","","","","1"
"Big worries","1988","East Germany","Female","","","","","1"
"No worries","1988","West Germany","Male","1741","0.40456848382735","0.390827504926099","0.418309462728601","3"
"No worries","1988","West Germany","Female","1785","0.401670929321288","0.388060734972385","0.415281123670191","3"
"No worries","1988","East Germany","Male","","","","","3"
"No worries","1988","East Germany","Female","","","","","3"
"Some worries","1988","West Germany","Male","2251","0.439178303569445","0.425283942469116","0.453072664669774","2"
"Some worries","1988","West Germany","Female","2332","0.44629063186675","0.432489684640393","0.460091579093106","2"
"Some worries","1988","East Germany","Male","","","","","2"
"Some worries","1988","East Germany","Female","","","","","2"
"Big worries","1989","West Germany","Male","765","0.128776864069456","0.119222215600264","0.138331512538648","1"
"Big worries","1989","West Germany","Female","705","0.123333488527639","0.114065987106767","0.13260098994851","1"
"Big worries","1989","East Germany","Male","","","","","1"
"Big worries","1989","East Germany","Female","","","","","1"
"No worries","1989","West Germany","Male","1935","0.458173901230489","0.443961213162247","0.47238658929873","3"
"No worries","1989","West Germany","Female","1896","0.438102604542724","0.424118927926878","0.452086281158571","3"
"No worries","1989","East Germany","Male","","","","","3"
"No worries","1989","East Germany","Female","","","","","3"
"Some worries","1989","West Germany","Male","2021","0.413049234700055","0.399003875892027","0.427094593508084","2"
"Some worries","1989","West Germany","Female","2235","0.438563906929637","0.424578614467116","0.452549199392158","2"
"Some worries","1989","East Germany","Male","","","","","2"
