"plh0033","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","no migration background","West Germany","1507","0.175563801203635","0.167510430454506","0.183617171952764","1"
"Big worries","1984","no migration background","East Germany","","","","","1"
"Big worries","1984","direct migration background","West Germany","991","0.26602506152924","0.251117277440129","0.280932845618351","1"
"Big worries","1984","direct migration background","East Germany","","","","","1"
"Big worries","1984","indirect migration background","West Germany","30","0.25542989386636","0.178979145008141","0.331880642724579","1"
"Big worries","1984","indirect migration background","East Germany","","","","","1"
"No worries","1984","direct migration background","West Germany","924","0.286697855501137","0.271441170152486","0.301954540849789","3"
"No worries","1984","indirect migration background","East Germany","","","","","3"
"No worries","1984","no migration background","West Germany","3361","0.404633858534767","0.394244114322642","0.415023602746893","3"
"No worries","1984","no migration background","East Germany","","","","","3"
"No worries","1984","direct migration background","East Germany","","","","","3"
"No worries","1984","indirect migration background","West Germany","35","0.249693225071872","0.173815221106014","0.325571229037731","3"
"Some worries","1984","direct migration background","West Germany","1460","0.447277082969623","0.430502440915777","0.464051725023469","2"
"Some worries","1984","direct migration background","East Germany","","","","","2"
"Some worries","1984","no migration background","West Germany","3705","0.419802340261598","0.409355328271038","0.430249352252158","2"
"Some worries","1984","indirect migration background","East Germany","","","","","2"
"Some worries","1984","no migration background","East Germany","","","","","2"
"Some worries","1984","indirect migration background","West Germany","60","0.494876881061768","0.407229228227944","0.582524533895592","2"
"Big worries","1985","no migration background","West Germany","1424","0.179788040268941","0.171313657268166","0.188262423269715","1"
"Big worries","1985","no migration background","East Germany","","","","","1"
"Big worries","1985","direct migration background","West Germany","794","0.259914849347312","0.243921820839072","0.275907877855553","1"
"Big worries","1985","direct migration background","East Germany","","","","","1"
"Big worries","1985","indirect migration background","West Germany","27","","","","1"
"Big worries","1985","indirect migration background","East Germany","","","","","1"
"No worries","1985","direct migration background","West Germany","782","0.308023569669665","0.291188615210349","0.324858524128982","3"
"No worries","1985","indirect migration background","East Germany","","","","","3"
"No worries","1985","no migration background","West Germany","2956","0.385650877778437","0.374909266715433","0.39639248884144","3"
"No worries","1985","no migration background","East Germany","","","","","3"
"No worries","1985","direct migration background","East Germany","","","","","3"
"No worries","1985","indirect migration background","West Germany","40","0.281992113098043","0.207455927908913","0.356528298287172","3"
"Some worries","1985","direct migration background","West Germany","1313","0.432061580983023","0.413998252927175","0.45012490903887","2"
"Some worries","1985","direct migration background","East Germany","","","","","2"
"Some worries","1985","indirect migration background","East Germany","","","","","2"
"Some worries","1985","no migration background","West Germany","3508","0.434561081952623","0.42362194893646","0.445500214968785","2"
"Some worries","1985","no migration background","East Germany","","","","","2"
"Some worries","1985","indirect migration background","West Germany","73","0.588340848647377","0.506820230961233","0.669861466333522","2"
"Big worries","1986","no migration background","West Germany","1157","0.151121866336307","0.143015918831149","0.159227813841466","1"
"Big worries","1986","no migration background","East Germany","","","","","1"
"Big worries","1986","direct migration background","West Germany","688","0.190834305024688","0.176323162003527","0.20534544804585","1"
"Big worries","1986","direct migration background","East Germany","","","","","1"
"Big worries","1986","indirect migration background","West Germany","30","0.196230906693048","0.133095111667052","0.259366701719044","1"
"Big worries","1986","indirect migration background","East Germany","","","","","1"
"No worries","1986","direct migration background","West Germany","871","0.368221077270791","0.350409943881285","0.386032210660296","3"
"No worries","1986","no migration background","East Germany","","","","","3"
"No worries","1986","direct migration background","East Germany","","","","","3"
"No worries","1986","indirect migration background","East Germany","","","","","3"
"No worries","1986","no migration background","West Germany","3260","0.450209207487358","0.43894959674107","0.461468818233646","3"
"No worries","1986","indirect migration background","West Germany","52","0.424277896005002","0.345707679071481","0.502848112938523","3"
"Some worries","1986","direct migration background","East Germany","","","","","2"
"Some worries","1986","indirect migration background","East Germany","","","","","2"
"Some worries","1986","direct migration background","West Germany","1258","0.440944617704521","0.422609905094222","0.45927933031482","2"
"Some worries","1986","no migration background","West Germany","3083","0.398668926176335","0.387587887369575","0.409749964983094","2"
"Some worries","1986","no migration background","East Germany","","","","","2"
"Some worries","1986","indirect migration background","West Germany","70","0.37949119730195","0.302347380269164","0.456635014334737","2"
"Big worries","1987","no migration background","West Germany","1095","0.145970388228935","0.137909494544474","0.154031281913397","1"
"Big worries","1987","no migration background","East Germany","","","","","1"
"Big worries","1987","direct migration background","West Germany","665","0.209990672383958","0.194898896488983","0.225082448278932","1"
"Big worries","1987","direct migration background","East Germany","","","","","1"
"Big worries","1987","indirect migration background","West Germany","29","","","","1"
"Big worries","1987","indirect migration background","East Germany","","","","","1"
"No worries","1987","direct migration background","West Germany","802","0.315253644136699","0.298038163250971","0.332469125022427","3"
"No worries","1987","no migration background","East Germany","","","","","3"
"No worries","1987","direct migration background","East Germany","","","","","3"
"No worries","1987","indirect migration background","East Germany","","","","","3"
"No worries","1987","no migration background","West Germany","2927","0.415924269102733","0.404671586771359","0.427176951434108","3"
"No worries","1987","indirect migration background","West Germany","66","0.436603651158574","0.362911003114765","0.510296299202384","3"
"Some worries","1987","direct migration background","East Germany","","","","","2"
"Some worries","1987","direct migration background","West Germany","1331","0.474755683479343","0.456252774897456","0.493258592061231","2"
"Some worries","1987","indirect migration background","East Germany","","","","","2"
"Some worries","1987","no migration background","West Germany","3348","0.438105342668331","0.426777920855767","0.449432764480895","2"
"Some worries","1987","no migration background","East Germany","","","","","2"
"Some worries","1987","indirect migration background","West Germany","79","0.408804574767674","0.33575850178924","0.481850647746108","2"
"Big worries","1988","no migration background","West Germany","1032","0.146054022182792","0.137783822786477","0.154324221579106","1"
"Big worries","1988","no migration background","East Germany","","","","","1"
"Big worries","1988","direct migration background","West Germany","698","0.223210880566485","0.207377940745809","0.239043820387162","1"
"Big worries","1988","direct migration background","East Germany","","","","","1"
"Big worries","1988","indirect migration background","West Germany","46","0.163889681517197","0.115304564093828","0.212474798940567","1"
"Big worries","1988","indirect migration background","East Germany","","","","","1"
"No worries","1988","direct migration background","West Germany","680","0.311870622870446","0.294255949394362","0.329485296346529","3"
"No worries","1988","no migration background","West Germany","2777","0.413665292400546","0.402132317031032","0.425198267770059","3"
"No worries","1988","no migration background","East Germany","","","","","3"
"No worries","1988","indirect migration background","East Germany","","","","","3"
"No worries","1988","direct migration background","East Germany","","","","","3"
"No worries","1988","indirect migration background","West Germany","69","0.381882277756662","0.318115274249822","0.445649281263502","3"
"Some worries","1988","direct migration background","East Germany","","","","","2"
"Some worries","1988","direct migration background","West Germany","1279","0.464918496563069","0.445953590517169","0.483883402608969","2"
"Some worries","1988","indirect migration background","East Germany","","","","","2"
"Some worries","1988","no migration background","West Germany","3196","0.440280685416663","0.428655658022292","0.451905712811034","2"
"Some worries","1988","no migration background","East Germany","","","","","2"
"Some worries","1988","indirect migration background","West Germany","108","0.454228040726141","0.388879147097022","0.519576934355259","2"
"Big worries","1989","no migration background","West Germany","762","0.113802737255113","0.106221157657019","0.121384316853208","1"
"Big worries","1989","no migration background","East Germany","","","","","1"
"Big worries","1989","direct migration background","West Germany","652","0.221315414509707","0.205237492328161","0.237393336691253","1"
"Big worries","1989","direct migration background","East Germany","","","","","1"
"Big worries","1989","indirect migration background","West Germany","56","0.172193394057639","0.12594455926763","0.218442228847649","1"
"Big worries","1989","indirect migration background","East Germany","","","","","1"
"No worries","1989","direct migration background","West Germany","726","0.347057819460341","0.328621187707517","0.365494451213164","3"
